Team,Date,TD,Day,G#,Week,,Opp,Result,TD,XPA,XPM,Att,Md,Sfty,game_id
DET,2017-10-08,3,Sun,5,5,,CAR,L 24-27,3,3,3,3,2,0,DET_CAR_2017-10-08
LAC,2017-10-08,3,Sun,5,5,@,NYG,W 27-22,3,2,2,0,0,1,LAC_NYG_2017-10-08
OAK,2017-10-08,3,Sun,5,5,,BAL,L 17-30,3,3,3,3,3,0,OAK_BAL_2017-10-08
CAR,2017-10-08,3,Sun,5,5,@,DET,W 27-24,3,3,3,1,1,0,CAR_DET_2017-10-08
NYG,2017-10-08,3,Sun,5,5,,LAC,L 22-27,3,3,3,2,2,0,NYG_LAC_2017-10-08
WAS,2017-10-02,3,Mon,4,4,@,KAN,L 20-29,3,2,2,4,3,0,WAS_KAN_2017-10-02
CAR,2017-10-01,3,Sun,4,4,@,NWE,W 33-30,3,3,3,3,3,0,CAR_NWE_2017-10-01
BAL,2017-10-01,3,Sun,4,4,,PIT,L 9-26,3,2,2,3,2,0,BAL_PIT_2017-10-01
TAM,2017-10-01,3,Sun,3,4,,NYG,W 25-23,3,2,2,2,1,0,TAM_NYG_2017-10-01
PHI,2017-10-01,3,Sun,4,4,@,LAC,W 26-24,3,3,3,1,1,0,PHI_LAC_2017-10-01
NYG,2017-10-01,3,Sun,4,4,@,TAM,L 23-25,3,2,1,4,2,0,NYG_TAM_2017-10-01
GNB,2017-09-24,3,Sun,3,3,,CIN,W 27-24 (OT),3,3,3,2,1,0,GNB_CIN_2017-09-24
DET,2017-09-24,3,Sun,3,3,,ATL,L 26-30,3,3,3,3,3,0,DET_ATL_2017-09-24
NWE,2017-09-24,3,Sun,3,3,,HOU,W 36-33,3,3,3,4,4,0,NWE_HOU_2017-09-24
LAC,2017-09-24,3,Sun,3,3,,KAN,L 10-24,3,3,3,1,1,0,LAC_KAN_2017-09-24
PHI,2017-09-24,3,Sun,3,3,,NYG,W 27-24,3,3,3,1,1,0,PHI_NYG_2017-09-24
OAK,2017-09-24,3,Sun,3,3,@,WAS,L 10-27,3,3,3,3,2,0,OAK_WAS_2017-09-24
NYG,2017-09-24,3,Sun,3,3,@,PHI,L 24-27,3,3,3,3,2,0,NYG_PHI_2017-09-24
CIN,2017-09-24,3,Sun,3,3,@,GNB,L 24-27 (OT),3,3,3,2,2,0,CIN_GNB_2017-09-24
SEA,2017-09-24,3,Sun,3,3,@,TEN,L 27-33,3,3,3,4,4,0,SEA_TEN_2017-09-24
PIT,2017-09-24,3,Sun,3,3,@,CHI,L 17-23 (OT),3,2,2,2,1,0,PIT_CHI_2017-09-24
NYG,2017-09-18,3,Mon,2,2,,DET,L 10-24,3,3,3,1,1,0,NYG_DET_2017-09-18
PHI,2017-09-17,3,Sun,2,2,@,KAN,L 20-27,3,3,3,2,2,0,PHI_KAN_2017-09-17
LAR,2017-09-17,3,Sun,2,2,,WAS,L 20-27,3,3,3,3,2,0,LAR_WAS_2017-09-17
CLE,2017-09-17,3,Sun,2,2,@,BAL,L 10-24,3,3,3,2,1,0,CLE_BAL_2017-09-17
CHI,2017-09-17,3,Sun,2,2,@,TAM,L 7-29,3,3,2,3,3,0,CHI_TAM_2017-09-17
ATL,2017-09-17,3,Sun,2,2,,GNB,W 34-23,3,2,2,1,1,0,ATL_GNB_2017-09-17
NOR,2017-09-11,3,Mon,1,1,@,MIN,L 19-29,3,3,2,3,3,0,NOR_MIN_2017-09-11
DEN,2017-09-11,3,Mon,1,1,,LAC,W 24-21,3,3,3,1,0,0,DEN_LAC_2017-09-11
LAC,2017-09-11,3,Mon,1,1,@,DEN,L 21-24,3,3,3,2,1,0,LAC_DEN_2017-09-11
CLE,2017-09-10,3,Sun,1,1,,PIT,L 18-21,3,3,3,0,0,0,CLE_PIT_2017-09-10
HOU,2017-09-10,3,Sun,1,1,,JAX,L 7-29,3,3,2,4,3,0,HOU_JAX_2017-09-10
WAS,2017-09-10,3,Sun,1,1,,PHI,L 17-30,3,2,1,3,3,0,WAS_PHI_2017-09-10
NYJ,2017-09-10,3,Sun,1,1,@,BUF,L 12-21,3,3,3,1,0,0,NYJ_BUF_2017-09-10
DET,2017-09-10,3,Sun,1,1,,ARI,W 35-23,3,2,2,2,1,0,DET_ARI_2017-09-10
KAN,2017-09-07,3,Thu,1,1,@,NWE,W 42-27,3,3,3,2,2,0,KAN_NWE_2017-09-07
ATL,2023-01-08,2,Sun,17,18,,TAM,W 30-17,2,2,2,1,1,0,ATL_TAM_2023-01-08
SFO,2023-01-08,2,Sun,17,18,,ARI,W 38-13,2,2,1,0,0,0,SFO_ARI_2023-01-08
MIN,2023-01-08,2,Sun,17,18,@,CHI,W 29-13,2,1,1,0,0,0,MIN_CHI_2023-01-08
PIT,2023-01-08,2,Sun,17,18,,CLE,W 28-14,2,2,2,0,0,0,PIT_CLE_2023-01-08
PHI,2023-01-08,2,Sun,17,18,,NYG,W 22-16,2,1,1,1,1,0,PHI_NYG_2023-01-08
GNB,2023-01-08,2,Sun,17,18,,DET,L 16-20,2,2,2,3,2,0,GNB_DET_2023-01-08
TEN,2023-01-07,2,Sat,17,18,@,JAX,L 16-20,2,2,2,2,2,0,TEN_JAX_2023-01-07
PHI,2023-01-01,2,Sun,16,17,,NOR,L 10-20,2,2,2,2,2,0,PHI_NOR_2023-01-01
NYJ,2023-01-01,2,Sun,16,17,@,SEA,L 6-23,2,2,2,4,3,0,NYJ_SEA_2023-01-01
ARI,2023-01-01,2,Sun,16,17,@,ATL,L 19-20,2,2,2,2,2,0,ARI_ATL_2023-01-01
GNB,2023-01-01,2,Sun,16,17,,MIN,W 41-17,2,2,2,3,1,0,GNB_MIN_2023-01-01
IND,2022-12-26,2,Mon,15,16,,LAC,L 3-20,2,2,2,2,2,0,IND_LAC_2022-12-26
GNB,2022-12-25,2,Sun,15,16,@,MIA,W 26-20,2,2,2,3,2,0,GNB_MIA_2022-12-25
MIA,2022-12-25,2,Sun,15,16,,GNB,L 20-26,2,2,2,4,4,0,MIA_GNB_2022-12-25
HOU,2022-12-24,2,Sat,15,16,@,TEN,W 19-14,2,2,2,0,0,0,HOU_TEN_2022-12-24
CLE,2022-12-24,2,Sat,15,16,,NOR,L 10-17,2,2,2,1,1,0,CLE_NOR_2022-12-24
TEN,2022-12-24,2,Sat,15,16,,HOU,L 14-19,2,1,1,2,2,0,TEN_HOU_2022-12-24
MIN,2022-12-24,2,Sat,15,16,,NYG,W 27-24,2,1,1,3,3,0,MIN_NYG_2022-12-24
LAC,2022-12-18,2,Sun,14,15,,TEN,W 17-14,2,2,2,1,0,0,LAC_TEN_2022-12-18
LVR,2022-12-18,2,Sun,14,15,,NWE,W 30-24,2,1,1,3,3,0,LVR_NWE_2022-12-18
NOR,2022-12-18,2,Sun,14,15,,ATL,W 21-18,2,1,1,1,1,0,NOR_ATL_2022-12-18
WAS,2022-12-18,2,Sun,14,15,,NYG,L 12-20,2,2,2,2,2,0,WAS_NYG_2022-12-18
NYJ,2022-12-18,2,Sun,14,15,,DET,L 17-20,2,2,2,3,2,0,NYJ_DET_2022-12-18
TEN,2022-12-18,2,Sun,14,15,@,LAC,L 14-17,2,2,2,1,1,0,TEN_LAC_2022-12-18
DET,2022-12-18,2,Sun,14,15,@,NYJ,W 20-17,2,2,2,2,1,0,DET_NYJ_2022-12-18
MIN,2022-12-17,2,Sat,14,15,,IND,W 39-36 (OT),2,3,3,5,5,0,MIN_IND_2022-12-17
NYJ,2022-12-11,2,Sun,13,14,@,BUF,L 12-20,2,2,2,2,2,0,NYJ_BUF_2022-12-11
LAC,2022-12-11,2,Sun,13,14,,MIA,W 23-17,2,2,2,1,1,0,LAC_MIA_2022-12-11
BAL,2022-12-11,2,Sun,13,14,@,PIT,W 16-14,2,2,2,1,0,0,BAL_PIT_2022-12-11
DAL,2022-12-11,2,Sun,13,14,,HOU,W 27-23,2,2,2,3,3,0,DAL_HOU_2022-12-11
MIA,2022-12-11,2,Sun,13,14,@,LAC,L 17-23,2,2,2,3,3,0,MIA_LAC_2022-12-11
LVR,2022-12-08,2,Thu,13,14,@,LAR,L 16-17,2,2,2,2,1,0,LVR_LAR_2022-12-08
NOR,2022-12-05,2,Mon,13,13,@,TAM,L 16-17,2,2,2,1,1,0,NOR_TAM_2022-12-05
SFO,2022-12-04,2,Sun,12,13,,MIA,W 33-17,2,2,2,1,1,0,SFO_MIA_2022-12-04
GNB,2022-12-04,2,Sun,13,13,@,CHI,W 28-19,2,2,1,3,2,0,GNB_CHI_2022-12-04
SEA,2022-12-04,2,Sun,12,13,@,LAR,W 27-23,2,2,2,3,3,0,SEA_LAR_2022-12-04
WAS,2022-12-04,2,Sun,13,13,@,NYG,T 20-20 (OT),2,2,2,3,2,0,WAS_NYG_2022-12-04
SEA,2022-12-04,2,Sun,12,13,@,LAR,W 27-23,2,2,2,3,3,0,SEA_LAR_2022-12-04
LVR,2022-12-04,2,Sun,12,13,,LAC,W 27-20,2,2,2,3,2,0,LVR_LAC_2022-12-04
NYG,2022-12-04,2,Sun,12,13,,WAS,T 20-20 (OT),2,2,2,3,2,0,NYG_WAS_2022-12-04
PIT,2022-11-28,2,Mon,11,12,@,IND,W 24-17,2,2,2,2,1,0,PIT_IND_2022-11-28
IND,2022-11-28,2,Mon,12,12,,PIT,L 17-24,2,1,1,3,3,0,IND_PIT_2022-11-28
DEN,2022-11-27,2,Sun,11,12,@,CAR,L 10-23,2,2,2,3,3,0,DEN_CAR_2022-11-27
TEN,2022-11-27,2,Sun,11,12,,CIN,L 16-20,2,2,2,2,2,0,TEN_CIN_2022-11-27
MIA,2022-11-27,2,Sun,11,12,,HOU,W 30-15,2,0,0,1,1,0,MIA_HOU_2022-11-27
LAR,2022-11-27,2,Sun,11,12,@,KAN,L 10-26,2,2,2,4,4,0,LAR_KAN_2022-11-27
JAX,2022-11-27,2,Sun,11,12,,BAL,W 28-27,2,1,1,5,4,0,JAX_BAL_2022-11-27
CLE,2022-11-27,2,Sun,11,12,,TAM,W 23-17 (OT),2,2,2,1,1,0,CLE_TAM_2022-11-27
ATL,2022-11-27,2,Sun,12,12,@,WAS,L 13-19,2,2,1,2,2,0,ATL_WAS_2022-11-27
MIN,2022-11-24,2,Thu,11,12,,NWE,W 33-26,2,2,2,4,4,0,MIN_NWE_2022-11-24
DAL,2022-11-24,2,Thu,11,12,,NYG,W 28-20,2,2,2,2,2,0,DAL_NYG_2022-11-24
CLE,2022-11-20,2,Sun,10,11,@,BUF,L 23-31,2,1,1,6,6,0,CLE_BUF_2022-11-20
IND,2022-11-20,2,Sun,11,11,,PHI,L 16-17,2,2,2,1,1,0,IND_PHI_2022-11-20
DEN,2022-11-20,2,Sun,10,11,,LVR,L 16-22 (OT),2,1,1,4,3,0,DEN_LVR_2022-11-20
NOR,2022-11-20,2,Sun,11,11,,LAR,W 27-20,2,2,2,2,2,0,NOR_LAR_2022-11-20
HOU,2022-11-20,2,Sun,10,11,,WAS,L 10-23,2,2,2,3,3,0,HOU_WAS_2022-11-20
TEN,2022-11-17,2,Thu,10,11,@,GNB,W 27-17,2,1,0,1,1,0,TEN_GNB_2022-11-17
MIA,2022-11-13,2,Sun,10,10,,CLE,W 39-17,2,2,2,1,1,0,MIA_CLE_2022-11-13
KAN,2022-11-13,2,Sun,9,10,,JAX,W 27-17,2,2,2,3,1,0,KAN_JAX_2022-11-13
DEN,2022-11-13,2,Sun,9,10,@,TEN,L 10-17,2,2,2,1,1,0,DEN_TEN_2022-11-13
NOR,2022-11-13,2,Sun,10,10,@,PIT,L 10-20,2,2,2,4,2,0,NOR_PIT_2022-11-13
ARI,2022-11-13,2,Sun,10,10,@,LAR,W 27-17,2,2,2,1,1,0,ARI_LAR_2022-11-13
TAM,2022-11-13,2,Sun,10,10,,SEA,W 21-16,2,1,1,1,1,0,TAM_SEA_2022-11-13
LAC,2022-11-13,2,Sun,9,10,@,SFO,L 16-22,2,2,1,3,3,0,LAC_SFO_2022-11-13
CAR,2022-11-10,2,Thu,10,10,,ATL,W 25-15,2,2,0,1,1,0,CAR_ATL_2022-11-10
ATL,2022-11-10,2,Thu,10,10,@,CAR,L 15-25,2,2,1,4,4,0,ATL_CAR_2022-11-10
LAC,2022-11-06,2,Sun,8,9,@,ATL,W 20-17,2,2,2,2,1,0,LAC_ATL_2022-11-06
NYJ,2022-11-06,2,Sun,9,9,,BUF,W 20-17,2,2,2,2,1,0,NYJ_BUF_2022-11-06
GNB,2022-11-06,2,Sun,9,9,@,DET,L 9-15,2,1,1,0,0,0,GNB_DET_2022-11-06
TEN,2022-11-06,2,Sun,8,9,@,KAN,L 17-20 (OT),2,1,0,3,2,0,TEN_KAN_2022-11-06
WAS,2022-11-06,2,Sun,9,9,,MIN,L 17-20,2,2,2,2,2,0,WAS_MIN_2022-11-06
IND,2022-11-06,2,Sun,9,9,@,NWE,L 3-26,2,2,2,4,4,0,IND_NWE_2022-11-06
BUF,2022-11-06,2,Sun,8,9,@,NYJ,L 17-20,2,2,2,2,2,0,BUF_NYJ_2022-11-06
KAN,2022-11-06,2,Sun,8,9,,TEN,W 20-17 (OT),2,2,2,1,1,0,KAN_TEN_2022-11-06
JAX,2022-11-06,2,Sun,9,9,,LVR,W 27-20,2,2,2,2,2,0,JAX_LVR_2022-11-06
ATL,2022-11-06,2,Sun,9,9,,LAC,L 17-20,2,2,2,2,2,0,ATL_LAC_2022-11-06
MIN,2022-11-06,2,Sun,8,9,@,WAS,W 20-17,2,2,2,1,1,0,MIN_WAS_2022-11-06
PHI,2022-11-03,2,Thu,8,9,@,HOU,W 29-17,2,2,2,1,1,0,PHI_HOU_2022-11-03
CLE,2022-10-31,2,Mon,8,8,,CIN,W 32-13,2,2,1,1,0,0,CLE_CIN_2022-10-31
BUF,2022-10-30,2,Sun,7,8,,GNB,W 27-17,2,2,2,2,1,0,BUF_GNB_2022-10-30
DEN,2022-10-30,2,Sun,8,8,@,JAX,W 21-17,2,2,2,1,1,0,DEN_JAX_2022-10-30
NWE,2022-10-30,2,Sun,8,8,@,NYJ,W 22-17,2,2,2,2,1,0,NWE_NYJ_2022-10-30
HOU,2022-10-30,2,Sun,7,8,,TEN,L 10-17,2,2,2,2,1,0,HOU_TEN_2022-10-30
SFO,2022-10-30,2,Sun,8,8,@,LAR,W 31-14,2,2,2,0,0,0,SFO_LAR_2022-10-30
IND,2022-10-30,2,Sun,8,8,,WAS,L 16-17,2,2,2,1,1,0,IND_WAS_2022-10-30
BAL,2022-10-27,2,Thu,8,8,@,TAM,W 27-22,2,1,1,3,3,0,BAL_TAM_2022-10-27
CHI,2022-10-24,2,Mon,7,7,@,NWE,W 33-14,2,2,2,0,0,0,CHI_NWE_2022-10-24
CIN,2022-10-23,2,Sun,7,7,,ATL,W 35-17,2,2,2,1,1,0,CIN_ATL_2022-10-23
BAL,2022-10-23,2,Sun,7,7,,CLE,W 23-20,2,2,2,3,2,0,BAL_CLE_2022-10-23
LVR,2022-10-23,2,Sun,6,7,,HOU,W 38-20,2,2,2,3,2,0,LVR_HOU_2022-10-23
NYG,2022-10-23,2,Sun,7,7,@,JAX,W 23-17,2,1,0,1,1,0,NYG_JAX_2022-10-23
JAX,2022-10-23,2,Sun,7,7,,NYG,L 17-23,2,2,2,3,3,0,JAX_NYG_2022-10-23
CLE,2022-10-23,2,Sun,7,7,@,BAL,L 20-23,2,2,2,3,3,0,CLE_BAL_2022-10-23
KAN,2022-10-23,2,Sun,7,7,@,SFO,W 44-23,2,2,2,3,3,0,KAN_SFO_2022-10-23
GNB,2022-10-23,2,Sun,7,7,@,WAS,L 21-23,2,2,2,4,3,0,GNB_WAS_2022-10-23
PHI,2022-10-16,2,Sun,6,6,,DAL,W 26-17,2,2,2,2,1,0,PHI_DAL_2022-10-16
BUF,2022-10-16,2,Sun,6,6,@,KAN,W 24-20,2,2,2,3,2,0,BUF_KAN_2022-10-16
MIN,2022-10-16,2,Sun,6,6,@,MIA,W 24-16,2,1,1,2,1,0,MIN_MIA_2022-10-16
CIN,2022-10-16,2,Sun,6,6,@,NOR,W 30-26,2,2,2,4,4,0,CIN_NOR_2022-10-16
GNB,2022-10-16,2,Sun,6,6,,NYJ,L 10-27,2,3,3,3,2,0,GNB_NYJ_2022-10-16
TAM,2022-10-16,2,Sun,6,6,@,PIT,L 18-20,2,2,2,2,2,0,TAM_PIT_2022-10-16
NYG,2022-10-16,2,Sun,6,6,,BAL,W 24-20,2,2,2,3,2,0,NYG_BAL_2022-10-16
ATL,2022-10-16,2,Sun,6,6,,SFO,W 28-14,2,2,2,0,0,0,ATL_SFO_2022-10-16
TAM,2022-10-09,2,Sun,5,5,,ATL,W 21-15,2,1,1,1,0,0,TAM_ATL_2022-10-09
MIN,2022-10-09,2,Sun,5,5,,CHI,W 29-22,2,1,1,3,3,0,MIN_CHI_2022-10-09
BAL,2022-10-09,2,Sun,5,5,,CIN,W 19-17,2,2,2,1,1,0,BAL_CIN_2022-10-09
PHI,2022-10-09,2,Sun,5,5,@,ARI,W 20-17,2,2,2,2,1,0,PHI_ARI_2022-10-09
LAR,2022-10-09,2,Sun,5,5,,DAL,L 10-22,2,1,1,3,3,0,LAR_DAL_2022-10-09
NYG,2022-10-09,2,Sun,5,5,@,GNB,W 27-22,2,2,2,2,2,1,NYG_GNB_2022-10-09
NYJ,2022-10-09,2,Sun,5,5,,MIA,W 40-17,2,2,2,2,1,0,NYJ_MIA_2022-10-09
DET,2022-10-09,2,Sun,5,5,@,NWE,L 0-29,2,2,2,5,5,0,DET_NWE_2022-10-09
ARI,2022-10-09,2,Sun,5,5,,PHI,L 17-20,2,2,2,2,2,0,ARI_PHI_2022-10-09
ATL,2022-10-09,2,Sun,5,5,@,TAM,L 15-21,2,1,1,2,2,0,ATL_TAM_2022-10-09
TEN,2022-10-09,2,Sun,5,5,@,WAS,W 21-17,2,2,2,1,1,0,TEN_WAS_2022-10-09
CLE,2022-10-02,2,Sun,4,4,@,ATL,L 20-23,2,2,2,3,3,0,CLE_ATL_2022-10-02
BAL,2022-10-02,2,Sun,4,4,,BUF,L 20-23,2,2,2,3,3,0,BAL_BUF_2022-10-02
ARI,2022-10-02,2,Sun,4,4,@,CAR,W 26-16,2,1,1,1,1,0,ARI_CAR_2022-10-02
ATL,2022-10-02,2,Sun,4,4,,CLE,W 23-20,2,2,2,2,2,0,ATL_CLE_2022-10-02
TEN,2022-10-02,2,Sun,4,4,@,IND,W 24-17,2,2,2,2,1,0,TEN_IND_2022-10-02
WAS,2022-10-02,2,Sun,4,4,@,DAL,L 10-25,2,2,1,4,4,0,WAS_DAL_2022-10-02
NOR,2022-10-02,2,Sun,4,4,,MIN,L 25-28,2,2,1,5,5,0,NOR_MIN_2022-10-02
CHI,2022-10-02,2,Sun,4,4,@,NYG,L 12-20,2,2,2,3,2,0,CHI_NYG_2022-10-02
NYJ,2022-10-02,2,Sun,4,4,@,PIT,W 24-20,2,2,2,2,2,0,NYJ_PIT_2022-10-02
BUF,2022-10-02,2,Sun,4,4,@,BAL,W 23-20,2,2,2,2,2,0,BUF_BAL_2022-10-02
NYG,2022-09-26,2,Mon,3,3,,DAL,L 16-23,2,2,2,4,3,0,NYG_DAL_2022-09-26
MIA,2022-09-25,2,Sun,3,3,,BUF,W 21-19,2,2,2,2,1,1,MIA_BUF_2022-09-25
NOR,2022-09-25,2,Sun,3,3,@,CAR,L 14-22,2,1,1,3,3,0,NOR_CAR_2022-09-25
HOU,2022-09-25,2,Sun,3,3,@,CHI,L 20-23,2,2,2,3,3,0,HOU_CHI_2022-09-25
KAN,2022-09-25,2,Sun,3,3,@,IND,L 17-20,2,2,2,2,2,0,KAN_IND_2022-09-25
TAM,2022-09-25,2,Sun,3,3,,GNB,L 12-14,2,2,2,0,0,0,TAM_GNB_2022-09-25
CHI,2022-09-25,2,Sun,3,3,,HOU,W 23-20,2,2,2,2,2,0,CHI_HOU_2022-09-25
IND,2022-09-25,2,Sun,3,3,,KAN,W 20-17,2,1,0,2,1,0,IND_KAN_2022-09-25
CAR,2022-09-25,2,Sun,3,3,,NOR,W 22-14,2,2,2,2,0,0,CAR_NOR_2022-09-25
TEN,2022-09-25,2,Sun,3,3,,LVR,W 24-22,2,1,1,3,3,0,TEN_LVR_2022-09-25
ARI,2022-09-25,2,Sun,3,3,,LAR,L 12-20,2,2,2,2,2,0,ARI_LAR_2022-09-25
ATL,2022-09-25,2,Sun,3,3,@,SEA,W 27-23,2,2,2,3,3,0,ATL_SEA_2022-09-25
CLE,2022-09-22,2,Thu,3,3,,PIT,W 29-17,2,2,2,2,1,0,CLE_PIT_2022-09-22
LAR,2022-09-18,2,Sun,2,2,,ATL,W 31-27,2,2,2,2,1,1,LAR_ATL_2022-09-18
CIN,2022-09-18,2,Sun,2,2,@,DAL,L 17-20,2,2,2,2,2,0,CIN_DAL_2022-09-18
PIT,2022-09-18,2,Sun,2,2,,NWE,L 14-17,2,2,2,2,1,0,PIT_NWE_2022-09-18
ARI,2022-09-18,2,Sun,2,2,@,LVR,W 29-23 (OT),2,2,2,3,3,0,ARI_LVR_2022-09-18
NOR,2022-09-18,2,Sun,2,2,,TAM,L 10-20,2,2,2,2,2,0,NOR_TAM_2022-09-18
DEN,2022-09-12,2,Mon,1,1,@,SEA,L 16-17,2,2,2,1,1,0,DEN_SEA_2022-09-12
NOR,2022-09-11,2,Sun,1,1,@,ATL,W 27-26,2,2,2,5,4,0,NOR_ATL_2022-09-11
PIT,2022-09-11,2,Sun,1,1,@,CIN,W 23-20 (OT),2,1,0,3,2,0,PIT_CIN_2022-09-11
CAR,2022-09-11,2,Sun,1,1,,CLE,L 24-26,2,2,2,4,4,0,CAR_CLE_2022-09-11
HOU,2022-09-11,2,Sun,1,1,,IND,T 20-20 (OT),2,2,2,3,2,0,HOU_IND_2022-09-11
IND,2022-09-11,2,Sun,1,1,@,HOU,T 20-20 (OT),2,2,2,2,2,0,IND_HOU_2022-09-11
WAS,2022-09-11,2,Sun,1,1,,JAX,W 28-22,2,1,1,4,3,0,WAS_JAX_2022-09-11
NWE,2022-09-11,2,Sun,1,1,@,MIA,L 7-20,2,2,2,2,2,0,NWE_MIA_2022-09-11
GNB,2022-09-11,2,Sun,1,1,@,MIN,L 7-23,2,2,2,3,3,0,GNB_MIN_2022-09-11
NYG,2022-09-11,2,Sun,1,1,@,TEN,W 21-20,2,2,2,3,2,0,NYG_TEN_2022-09-11
CIN,2022-09-11,2,Sun,1,1,,PIT,L 20-23 (OT),2,2,2,4,3,0,CIN_PIT_2022-09-11
LAC,2022-09-11,2,Sun,1,1,,LVR,W 24-19,2,1,1,2,2,0,LAC_LVR_2022-09-11
NOR,2022-01-09,2,Sun,17,18,@,ATL,W 30-20,2,2,2,2,2,0,NOR_ATL_2022-01-09
TAM,2022-01-09,2,Sun,17,18,,CAR,W 41-17,2,2,2,1,1,0,TAM_CAR_2022-01-09
CLE,2022-01-09,2,Sun,17,18,,CIN,W 21-16,2,1,1,1,1,0,CLE_CIN_2022-01-09
IND,2022-01-09,2,Sun,17,18,@,JAX,L 11-26,2,2,2,4,4,0,IND_JAX_2022-01-09
NYG,2022-01-09,2,Sun,17,18,,WAS,L 7-22,2,1,1,3,3,0,NYG_WAS_2022-01-09
PIT,2022-01-03,2,Mon,16,17,,CLE,W 26-14,2,2,2,0,0,0,PIT_CLE_2022-01-03
CLE,2022-01-03,2,Mon,16,17,@,PIT,L 14-26,2,2,2,4,4,0,CLE_PIT_2022-01-03
LVR,2022-01-02,2,Sun,16,17,@,IND,W 23-20,2,2,2,2,2,0,LVR_IND_2022-01-02
DAL,2022-01-02,2,Sun,16,17,,ARI,L 22-25,2,1,1,4,4,0,DAL_ARI_2022-01-02
WAS,2022-01-02,2,Sun,16,17,,PHI,L 16-20,2,2,2,2,2,0,WAS_PHI_2022-01-02
IND,2022-01-02,2,Sun,16,17,,LVR,L 20-23,2,2,2,3,3,0,IND_LVR_2022-01-02
HOU,2022-01-02,2,Sun,16,17,@,SFO,L 7-23,2,2,2,3,3,0,HOU_SFO_2022-01-02
NOR,2021-12-27,2,Mon,15,16,,MIA,L 3-20,2,2,2,3,2,0,NOR_MIA_2021-12-27
DET,2021-12-26,2,Sun,15,16,@,ATL,L 16-20,2,2,2,2,2,0,DET_ATL_2021-12-26
NYJ,2021-12-26,2,Sun,15,16,,JAX,W 26-21,2,0,0,3,3,0,NYJ_JAX_2021-12-26
LAR,2021-12-26,2,Sun,15,16,@,MIN,W 30-23,2,2,2,3,3,0,LAR_MIN_2021-12-26
DEN,2021-12-26,2,Sun,15,16,@,LVR,L 13-17,2,2,2,1,1,0,DEN_LVR_2021-12-26
DAL,2021-12-26,2,Sun,15,16,,WAS,W 56-14,2,2,2,0,0,0,DAL_WAS_2021-12-26
ARI,2021-12-25,2,Sat,15,16,,IND,L 16-22,2,2,2,3,2,1,ARI_IND_2021-12-25
IND,2021-12-25,2,Sat,15,16,@,ARI,W 22-16,2,2,1,3,1,0,IND_ARI_2021-12-25
SFO,2021-12-23,2,Thu,15,16,@,TEN,L 17-20,2,2,2,2,2,0,SFO_TEN_2021-12-23
TEN,2021-12-23,2,Thu,15,16,,SFO,W 20-17,2,2,2,1,1,0,TEN_SFO_2021-12-23
SEA,2021-12-21,2,Tue,14,15,@,LAR,L 10-20,2,2,2,2,2,0,SEA_LAR_2021-12-21
PHI,2021-12-21,2,Tue,14,15,,WAS,W 27-17,2,2,2,1,1,0,PHI_WAS_2021-12-21
LVR,2021-12-20,2,Mon,14,15,@,CLE,W 16-14,2,2,2,1,0,0,LVR_CLE_2021-12-20
CHI,2021-12-20,2,Mon,14,15,,MIN,L 9-17,2,2,2,1,1,0,CHI_MIN_2021-12-20
BUF,2021-12-19,2,Sun,14,15,,CAR,W 31-14,2,0,0,0,0,0,BUF_CAR_2021-12-19
NYG,2021-12-19,2,Sun,14,15,,DAL,L 6-21,2,2,0,3,3,0,NYG_DAL_2021-12-19
NWE,2021-12-18,2,Sat,14,15,@,IND,L 17-27,2,3,3,3,2,0,NWE_IND_2021-12-18
IND,2021-12-18,2,Sat,14,15,,NWE,W 27-17,2,2,2,1,1,0,IND_NWE_2021-12-18
LAR,2021-12-13,2,Mon,13,14,@,ARI,W 30-23,2,2,2,3,3,0,LAR_ARI_2021-12-13
SFO,2021-12-12,2,Sun,13,14,@,CIN,W 26-23 (OT),2,2,2,4,3,0,SFO_CIN_2021-12-12
WAS,2021-12-12,2,Sun,13,14,,DAL,L 20-27,2,1,1,4,4,0,WAS_DAL_2021-12-12
JAX,2021-12-12,2,Sun,13,14,@,TEN,L 0-20,2,2,2,3,2,0,JAX_TEN_2021-12-12
CLE,2021-12-12,2,Sun,13,14,,BAL,W 24-22,2,1,1,3,3,0,CLE_BAL_2021-12-12
TAM,2021-12-05,2,Sun,12,13,@,ATL,W 30-17,2,2,2,1,1,0,TAM_ATL_2021-12-05
DEN,2021-12-05,2,Sun,12,13,@,KAN,L 9-22,2,2,1,3,3,0,DEN_KAN_2021-12-05
NYG,2021-12-05,2,Sun,12,13,@,MIA,L 9-20,2,2,2,3,2,0,NYG_MIA_2021-12-05
BAL,2021-12-05,2,Sun,12,13,@,PIT,L 19-20,2,1,0,2,2,0,BAL_PIT_2021-12-05
PIT,2021-12-05,2,Sun,12,13,,BAL,W 20-19,2,1,1,2,2,0,PIT_BAL_2021-12-05
LVR,2021-12-05,2,Sun,12,13,,WAS,L 15-17,2,2,2,1,1,0,LVR_WAS_2021-12-05
DAL,2021-12-02,2,Thu,12,13,@,NOR,W 27-17,2,2,2,2,1,0,DAL_NOR_2021-12-02
WAS,2021-11-29,2,Mon,11,12,,SEA,W 17-15,2,1,1,0,0,0,WAS_SEA_2021-11-29
SEA,2021-11-29,2,Mon,11,12,@,WAS,L 15-17,2,1,0,1,1,0,SEA_WAS_2021-11-29
