,game_id,Team,Date,Day,G#,Week,Opp,Result,home,PtsO_points,PtDif_points,PC_points,vs. Line_vegas,Over/Under_vegas,OU Result_vegas,Att_pass,Inc_pass,Cmp%_pass,Yds_pass,TD_pass,Int_pass,TD%_pass,Int%_pass,Rate_pass,Sk_pass,Yds_pass,Sk%_pass,Y/A_pass,NY/A_pass,AY/A_pass,ANY/A_pass,Y/C_pass,Yds_rush,Y/A_rush,TD_rush,Ply_total,Y/P_total,DPly_total,DY/P_total,TO_total,ToP_total,Time_total,Yds_penalty,OppPen_penalty,OppYds_penalty,CombPen_penalty,CombPenYds_penalty,Rsh_downs,Pass_downs,Pen_downs,3DAtt_downs,3DConv_downs,3D%_downs,4DAtt_downs,4DConv_downs,4D%_downs,Att_opp_passing,Cmp%_opp_passing,Yds_opp_passing,TD_opp_passing,Sk_opp_passing,Yds_opp_passing,Int_opp_passing,Rate_opp_passing,Yds_opp_rushing,Y/A_opp_rushing,TD_opp_rushing,TO_opp_totals,Rush_opp_downs,Pass_opp_downs,Pen_opp_downs,Opp3DAtt_opp_downs,Opp3DConv_opp_downs,Opp3D%_opp_downs,Opp4DAtt_opp_downs,Opp4DConv_opp_downs,Opp4D%_opp_downs,XPA_opp_scoring,XPM_opp_scoring,Att_opp_scoring,Md_opp_scoring,Sfty_opp_scoring
693,ATL_CAR_2018-09-16,ATL,2018-09-16,Sun,2,2,CAR,W 31-24,1,24,7,55,covered,44.0,over,28,5,82.1,272,2,1,7.1,3.6,116.1,0,0,0.00,9.7,9.71,9.54,9.54,11.8,170,5.3,2,60,7.37,65,6.75,1,29:42,3:08,,,,,,10,12,1,11,6,54.5,0,0,,45,71.1,318,3,2,17,1,103.7,,,,1,6,20,1,11,5,45.5,1,1,100.0,3,3,1,1,0
694,TAM_NOR_2017-12-31,TAM,2017-12-31,Sun,16,17,NOR,W 31-24,1,24,7,55,covered,49.0,over,51,23,54.9,345,1,3,2.0,5.9,59.5,2,18,3.77,6.8,6.51,4.51,4.34,12.3,110,3.9,2,81,5.62,58,5.57,3,31:33,3:09,,,,,,7,19,2,18,13,72.2,1,1,100.0,30,73.3,231,1,2,14,0,106.4,92,3.5,1,1,8,10,0,12,6,50.0,1,0,0.0,3,3,1,1,0
695,CIN_BAL_2017-12-31,CIN,2017-12-31,Sun,16,17,BAL,W 31-27,0,27,4,58,covered,40.0,over,44,21,52.3,213,3,0,6.8,0.0,89.4,1,9,2.22,4.8,4.73,6.20,6.07,9.3,146,4.9,0,75,4.79,74,4.22,1,28:39,3:33,60,5,47,11,107,5,14,3,15,5,33.3,1,1,100.0,47,53.2,194,2,1,9,1,68.9,118,4.5,1,1,7,11,1,17,5,29.4,2,1,50.0,3,3,2,2,0
696,CAR_GNB_2017-12-17,CAR,2017-12-17,Sun,14,15,GNB,W 31-24,1,24,7,55,covered,46.5,over,31,11,64.5,236,4,0,12.9,0.0,128.0,1,6,3.13,7.6,7.38,10.19,9.88,11.8,151,4.0,0,70,5.53,67,5.73,0,33:57,3:14,40,6,28,11,68,11,15,3,12,6,50.0,0,0,,45,57.8,264,3,3,26,3,69.1,,,,4,9,13,2,11,4,36.4,3,2,66.7,3,3,1,1,0
697,NOR_NYJ_2017-12-17,NOR,2017-12-17,Sun,14,15,NYJ,W 31-19,1,19,12,50,,,,36,10,72.2,281,2,1,5.6,2.8,101.7,0,0,0.00,7.8,7.81,7.67,7.67,10.8,131,4.7,2,64,6.44,68,4.32,3,29:10,3:20,92,8,50,16,142,7,13,3,10,3,30.0,1,1,100.0,39,48.7,170,1,1,9,2,48.0,124,4.4,1,2,9,7,3,15,5,33.3,1,0,0.0,1,1,2,2,0
698,CAR_MIN_2017-12-10,CAR,2017-12-10,Sun,13,14,MIN,W 31-24,1,24,7,55,covered,40.5,over,,,,,,,,,,,,,,,,,,216,6.0,3,63,5.48,71,5.01,1,31:18,3:06,48,2,30,8,78,,,,,,,,,,44,61.4,256,2,6,24,2,73.7,100,4.8,0,3,5,14,2,15,7,46.7,1,0,0.0,1,1,4,3,0
699,KAN_NYJ_2017-12-03,KAN,2017-12-03,Sun,12,13,NYJ,L 31-38,0,38,-7,69,did not cover,44.0,over,33,14,57.6,362,4,0,12.1,0.0,135.9,2,4,5.71,11.0,10.34,13.39,12.63,19.1,,,,46,10.30,85,5.74,0,17:11,3:20,30,5,40,13,70,3,14,0,8,3,37.5,1,0,0.0,36,72.2,331,1,0,0,0,109.8,157,3.2,3,0,10,16,4,20,13,65.0,1,1,100.0,3,3,3,3,0
700,NOR_CAR_2017-12-03,NOR,2017-12-03,Sun,12,13,CAR,W 31-21,1,21,10,52,covered,48.0,over,34,9,73.5,252,1,0,2.9,0.0,106.1,2,17,5.56,7.4,7.00,8.00,7.56,10.1,148,5.3,3,64,6.25,53,5.26,1,33:21,3:02,68,6,54,13,122,5,12,2,15,6,40.0,1,1,100.0,28,60.7,167,2,2,16,0,101.3,112,4.9,1,1,4,8,4,10,3,30.0,2,0,0.0,3,3,0,0,0
701,PIT_GNB_2017-11-26,PIT,2017-11-26,Sun,11,12,GNB,W 31-28,1,28,3,59,,,,45,12,73.3,341,4,2,8.9,4.4,106.8,1,10,2.17,7.6,7.41,7.36,7.20,10.3,121,5.0,0,70,6.60,54,5.69,3,33:36,3:04,45,3,27,8,72,6,21,1,13,8,61.5,1,1,100.0,26,65.4,227,3,4,18,0,131.4,80,3.3,1,0,,,,,,,,,,4,4,1,0,0
702,PHI_CHI_2017-11-26,PHI,2017-11-26,Sun,11,12,CHI,W 31-3,1,3,28,34,,,,39,13,66.7,244,3,0,7.7,0.0,109.8,1,4,2.50,6.3,6.10,7.79,7.60,9.4,176,5.3,0,73,5.75,49,2.86,3,37:08,3:07,70,9,56,20,126,8,14,2,16,7,43.8,4,3,75.0,33,51.5,134,0,2,13,2,36.7,,,,,,,,,,,,,,,,,,
703,SEA_ATL_2017-11-20,SEA,2017-11-20,Mon,10,11,ATL,L 31-34,1,34,-3,65,did not cover,46.0,over,43,16,62.8,224,2,1,4.7,2.3,84.8,3,30,6.52,5.2,4.87,5.09,4.76,8.3,136,5.9,1,69,5.22,58,4.81,2,29:39,3:18,106,7,69,16,175,9,14,3,12,5,41.7,2,1,50.0,27,70.4,190,2,1,5,0,114.7,89,3.0,1,1,6,12,4,14,9,64.3,0,0,,4,4,2,2,0
704,WAS_NOR_2017-11-19,WAS,2017-11-19,Sun,10,11,NOR,L 31-34 (OT),0,34,-3,65,covered,52.5,over,32,10,68.8,300,3,0,9.4,0.0,132.6,2,22,5.88,9.4,8.82,11.25,10.59,13.6,156,4.7,1,67,6.81,66,8.11,0,32:11,3:28,67,7,54,16,121,6,15,3,12,4,33.3,2,2,100.0,41,70.7,375,2,2,10,1,105.2,160,7.0,1,1,10,16,1,12,4,33.3,1,1,100.0,2,2,4,4,0
705,HOU_ARI_2017-11-19,HOU,2017-11-19,Sun,10,11,ARI,W 31-21,1,21,10,52,covered,38.0,over,32,10,68.8,223,2,1,6.3,3.1,97.1,1,7,3.03,7.0,6.76,6.81,6.61,10.1,134,3.9,2,67,5.33,54,5.41,2,33:46,3:11,42,10,90,16,132,7,12,3,15,8,53.3,0,0,,34,64.7,244,3,2,13,2,90.8,,,,2,1,14,2,10,3,30.0,1,0,0.0,3,3,0,0,0
706,SFO_NYG_2017-11-12,SFO,2017-11-12,Sun,10,10,NYG,W 31-21,1,21,10,52,covered,41.5,over,25,6,76.0,288,2,1,8.0,4.0,123.4,0,0,0.00,11.5,11.52,11.32,11.32,15.2,186,5.6,2,58,8.17,63,5.94,2,29:00,2:57,44,4,35,10,79,8,12,1,12,8,66.7,1,0,0.0,37,75.7,260,2,3,13,0,112.4,114,5.0,0,1,5,14,0,14,5,35.7,3,3,100.0,1,1,3,2,0
707,MIA_NYJ_2017-10-22,MIA,2017-10-22,Sun,6,7,NYJ,W 31-28,1,28,3,59,push,40.0,over,37,12,67.6,304,4,2,10.8,5.4,108.6,3,22,7.50,8.2,7.60,7.95,7.35,12.2,53,2.1,0,65,5.49,52,5.23,2,31:58,3:25,76,12,124,21,200,3,16,6,13,5,38.5,0,0,,27,63.0,180,3,3,29,1,103.9,92,4.2,1,2,4,10,2,11,4,36.4,0,0,,4,4,0,0,0
708,OAK_KAN_2017-10-19,OAK,2017-10-19,Thu,7,7,KAN,W 31-30,1,30,1,61,covered,46.5,over,52,23,55.8,417,3,0,5.8,0.0,101.2,0,0,0.00,8.0,8.02,9.17,9.17,14.4,88,4.2,1,73,6.92,60,7.08,0,29:24,3:27,97,8,108,18,205,3,23,6,13,6,46.2,1,1,100.0,36,69.4,331,3,1,11,0,126.0,94,4.1,0,0,3,15,1,15,8,53.3,0,0,,3,3,3,3,0
709,DAL_GNB_2017-10-08,DAL,2017-10-08,Sun,5,5,GNB,L 31-35,1,35,-4,66,did not cover,52.0,over,36,11,69.4,245,3,1,8.3,2.8,105.2,1,6,2.70,6.8,6.62,7.22,7.03,9.8,163,4.7,1,72,5.67,58,5.90,3,35:06,3:07,70,6,38,13,108,10,15,1,12,7,58.3,3,3,100.0,29,65.5,182,3,4,39,0,117.3,160,6.4,1,1,9,13,3,7,3,42.9,1,1,100.0,4,2,1,1,0
710,CIN_CLE_2017-10-01,CIN,2017-10-01,Sun,4,4,CLE,W 31-7,0,7,24,38,covered,41.5,under,30,5,83.3,264,4,0,13.3,0.0,146.0,3,22,9.09,8.8,8.00,11.47,10.42,10.6,86,2.9,0,63,5.56,61,3.52,1,35:02,2:56,66,4,28,12,94,8,15,2,11,6,54.5,0,0,,42,50.0,170,0,2,13,1,50.7,,,,,3,9,4,16,5,31.3,2,1,50.0,,,,,
711,IND_CLE_2017-09-24,IND,2017-09-24,Sun,3,3,CLE,W 31-28,1,28,3,59,covered,42.0,over,24,7,70.8,243,1,0,4.2,0.0,120.0,3,16,11.11,10.1,9.00,10.96,9.74,14.3,92,2.6,3,63,5.32,69,5.01,1,33:27,3:18,99,10,113,21,212,6,7,3,17,8,47.1,0,0,,47,46.8,235,2,1,7,3,49.5,111,5.3,2,3,7,13,5,13,5,38.5,0,0,,4,4,0,0,0
712,ATL_TAM_2023-01-08,ATL,2023-01-08,Sun,17,18,TAM,W 30-17,1,17,13,47,covered,40.5,over,30,11,63.3,208,2,0,6.7,0.0,108.2,2,16,6.25,6.9,6.50,8.27,7.75,10.9,174,5.0,1,67,5.70,54,4.11,1,34:49,2:50,,,,,,10,11,1,15,6,40.0,3,3,100.0,34,64.7,136,2,0,0,0,92.3,86,4.3,0,,,,,,,,,,,2,2,1,1,0
713,TAM_CAR_2023-01-01,TAM,2023-01-01,Sun,16,17,CAR,W 30-24,1,24,6,54,covered,40.5,over,45,11,75.6,411,3,0,6.7,0.0,127.3,3,21,6.25,9.1,8.56,10.47,9.81,12.1,67,2.7,1,73,6.55,61,6.56,1,33:10,3:20,51,8,58,16,109,6,17,2,15,4,26.7,2,2,100.0,37,62.2,326,3,2,15,1,106.4,74,3.4,0,3,4,15,3,11,4,36.4,2,1,50.0,3,3,1,1,0
714,KAN_HOU_2022-12-18,KAN,2022-12-18,Sun,14,15,HOU,W 30-24 (OT),0,24,6,54,,,,41,5,87.8,313,2,0,4.9,0.0,117.1,2,23,4.65,7.6,7.28,8.61,8.21,8.7,189,5.7,2,76,6.61,58,3.78,2,37:22,3:11,102,4,33,14,135,11,20,2,12,6,50.0,0,0,,,,,,,,,,94,3.4,1,,5,8,5,10,4,40.0,0,0,,3,3,1,1,0
715,LVR_NWE_2022-12-18,LVR,2022-12-18,Sun,14,15,NWE,W 30-24,1,24,6,54,covered,45.0,over,38,18,52.6,211,3,1,7.9,2.6,86.6,3,20,7.32,5.6,5.15,5.95,5.51,10.6,97,4.2,0,64,4.81,63,5.05,1,33:16,3:19,90,6,30,19,120,6,10,2,14,5,35.7,1,1,100.0,,,,,,,,,206,6.4,1,1,10,6,3,13,2,15.4,0,0,,1,1,3,3,0
716,CAR_SEA_2022-12-11,CAR,2022-12-11,Sun,13,14,SEA,W 30-24,0,24,6,54,covered,44.5,over,,,,,,,,,,,,,,,,,,223,4.8,2,72,4.56,53,5.42,0,39:16,3:02,29,3,35,9,64,14,8,2,13,6,46.2,2,1,50.0,36,58.3,241,3,3,23,2,83.2,,,,2,2,13,1,13,6,46.2,1,1,100.0,3,3,1,1,0
717,MIA_HOU_2022-11-27,MIA,2022-11-27,Sun,11,12,HOU,W 30-15,1,15,15,45,,,,41,18,56.1,273,1,0,2.4,0.0,88.0,5,32,10.87,6.7,5.93,7.15,6.37,11.9,66,2.5,1,72,4.71,58,3.62,1,32:27,3:03,35,5,45,9,80,4,18,3,15,4,26.7,1,1,100.0,39,66.7,174,1,5,41,2,63.4,,,,,,,,,,,,,,0,0,1,1,0
718,PIT_CIN_2022-11-20,PIT,2022-11-20,Sun,10,11,CIN,L 30-37,1,37,-7,67,did not cover,40.0,over,42,17,59.5,249,1,0,2.4,0.0,85.9,2,16,4.55,5.9,5.66,6.40,6.11,10.0,102,4.3,2,68,5.16,65,6.28,0,28:24,3:18,70,6,44,14,114,5,10,2,17,8,47.1,1,0,0.0,39,61.5,346,4,2,9,2,103.2,62,2.6,0,2,3,18,1,9,3,33.3,0,0,,4,4,3,3,0
719,KAN_LAC_2022-11-20,KAN,2022-11-20,Sun,10,11,LAC,W 30-27,0,27,3,57,did not cover,52.5,over,34,14,58.8,322,3,0,8.8,0.0,120.8,1,7,2.86,9.5,9.20,11.24,10.91,16.1,163,6.0,0,62,7.82,65,5.62,1,27:41,2:58,54,4,25,8,79,7,15,1,10,5,50.0,0,0,,30,76.7,250,2,5,30,1,109.0,115,3.8,1,2,9,12,1,14,8,57.1,0,0,,3,3,2,2,0
720,CHI_DET_2022-11-13,CHI,2022-11-13,Sun,10,10,DET,L 30-31,1,31,-1,61,did not cover,48.5,over,,,,,,,,,,,,,,,,,,258,7.4,2,58,7.03,59,5.47,1,29:12,2:57,86,2,15,11,101,12,6,1,11,6,54.5,1,0,0.0,26,73.1,228,1,2,8,0,112.3,95,3.1,2,0,9,12,4,11,5,45.5,1,1,100.0,4,4,1,1,0
721,BUF_MIN_2022-11-13,BUF,2022-11-13,Sun,9,10,MIN,L 30-33 (OT),1,33,-3,63,did not cover,44.5,over,43,14,67.4,311,1,2,2.3,4.7,78.6,2,19,4.44,7.2,6.91,5.60,5.36,10.7,175,6.5,2,72,6.75,79,6.09,4,33:46,3:46,64,7,64,14,128,9,17,3,13,7,53.8,1,0,0.0,50,60.0,334,1,4,23,2,69.9,147,5.9,2,2,8,14,2,17,7,41.2,5,3,60.0,4,3,2,2,0
722,CIN_NOR_2022-10-16,CIN,2022-10-16,Sun,6,6,NOR,W 30-26,0,26,4,56,covered,43.0,over,37,9,75.7,273,3,0,8.1,0.0,126.0,3,27,7.50,7.4,6.83,9.00,8.33,9.8,,,,54,6.44,71,5.62,1,27:46,2:58,,,,,,7,13,1,10,6,60.0,0,0,,36,52.8,171,1,1,7,0,75.1,228,6.7,1,0,9,12,1,17,8,47.1,1,0,0.0,2,2,4,4,0
723,KAN_LVR_2022-10-10,KAN,2022-10-10,Mon,5,5,LVR,W 30-29,1,29,1,59,,,,43,14,67.4,265,4,0,9.3,0.0,117.6,3,27,6.52,6.2,5.76,8.02,7.50,9.1,103,4.5,0,69,5.33,56,6.75,0,31:07,3:08,72,11,99,16,171,7,18,4,12,7,58.3,0,0,,30,63.3,223,2,2,18,0,108.1,155,6.5,1,0,9,6,3,12,5,41.7,2,1,50.0,2,2,3,3,0
724,LAC_CLE_2022-10-09,LAC,2022-10-09,Sun,5,5,CLE,W 30-28,0,28,2,58,covered,47.0,over,34,12,64.7,227,1,0,2.9,0.0,93.7,1,1,2.86,6.7,6.49,7.26,7.06,10.3,238,7.0,2,69,6.74,65,6.82,0,29:58,3:01,17,6,65,10,82,9,13,4,10,3,30.0,2,0,0.0,34,61.8,230,1,0,0,1,79.3,213,6.9,3,1,11,15,1,10,4,40.0,1,0,0.0,4,4,2,0,0
725,CLE_NYJ_2022-09-18,CLE,2022-09-18,Sun,2,2,NYJ,L 30-31,1,31,-1,61,did not cover,39.5,over,27,5,81.5,221,1,1,3.7,3.7,98.9,1,8,3.57,8.2,7.89,7.26,7.00,10.0,184,5.0,3,65,6.23,67,6.00,1,32:14,3:09,38,8,57,13,95,12,15,2,12,8,66.7,0,0,,45,60.0,309,4,2,15,0,110.3,93,4.7,0,1,3,16,1,15,8,53.3,1,1,100.0,4,4,1,1,0
726,NOR_ATL_2022-01-09,NOR,2022-01-09,Sun,17,18,ATL,W 30-20,0,20,10,50,covered,40.0,over,24,8,66.7,174,3,0,12.5,0.0,128.1,1,4,4.00,7.3,6.96,9.75,9.36,10.9,195,4.2,0,71,5.20,48,5.35,0,39:17,2:59,40,5,46,9,86,10,9,3,16,8,50.0,1,0,0.0,33,60.6,195,1,3,21,1,74.7,,,,,,,,,,,,,,2,2,2,2,0
727,GNB_DET_2022-01-09,GNB,2022-01-09,Sun,17,18,DET,L 30-37,0,37,-7,67,did not cover,44.5,over,35,11,68.6,256,3,2,8.6,5.7,96.4,4,16,10.26,7.3,6.56,6.46,5.79,10.7,122,4.5,1,66,5.73,59,6.85,3,33:39,3:02,,,,,,6,15,1,14,8,57.1,2,1,50.0,32,68.8,305,3,1,8,0,130.3,99,3.8,1,0,7,12,0,11,4,36.4,3,2,66.7,4,4,3,3,0
728,ARI_SEA_2022-01-09,ARI,2022-01-09,Sun,17,18,SEA,L 30-38,1,38,-8,68,did not cover,48.0,over,39,11,71.8,187,1,0,2.6,0.0,96.1,5,53,11.36,4.8,4.25,5.31,4.70,6.7,118,4.2,1,72,4.24,57,7.56,1,35:49,3:09,46,4,30,10,76,9,10,1,18,9,50.0,2,1,50.0,,,,,,,,,202,6.7,2,2,9,10,0,12,8,66.7,0,0,,5,5,1,1,0
729,LAR_MIN_2021-12-26,LAR,2021-12-26,Sun,15,16,MIN,W 30-23,0,23,7,53,covered,49.0,over,37,16,56.8,197,1,3,2.7,8.1,46.8,0,0,0.00,5.3,5.32,2.22,2.22,9.4,159,4.8,1,70,5.09,63,5.73,3,30:00,3:01,,,,,,11,11,0,14,7,50.0,1,1,100.0,38,71.1,295,1,3,20,1,91.4,66,3.0,1,1,5,14,0,12,2,16.7,1,1,100.0,2,2,3,3,0
730,DET_ARI_2021-12-19,DET,2021-12-19,Sun,14,15,ARI,W 30-12,1,12,18,42,covered,48.0,under,26,5,80.8,212,3,0,11.5,0.0,139.7,2,4,7.14,8.2,7.57,10.46,9.71,10.1,126,3.7,0,62,5.45,73,5.45,1,31:52,3:04,49,7,83,13,132,5,13,4,13,6,46.2,1,1,100.0,50,58.0,293,1,2,20,1,73.2,105,5.0,0,1,6,16,1,15,7,46.7,3,1,33.3,0,0,2,2,0
731,BAL_GNB_2021-12-19,BAL,2021-12-19,Sun,14,15,GNB,L 30-31,1,31,-1,61,covered,45.0,over,40,12,70.0,211,2,0,5.0,0.0,99.5,1,4,2.44,5.3,5.15,6.28,6.12,7.5,143,5.5,2,67,5.28,59,5.86,0,28:50,3:06,56,8,76,16,132,10,12,2,13,7,53.8,4,2,50.0,31,74.2,250,3,3,18,0,129.8,96,3.8,1,0,4,20,2,9,5,55.6,0,0,,4,4,1,1,0
732,HOU_JAX_2021-12-19,HOU,2021-12-19,Sun,14,15,JAX,W 30-16,0,16,14,46,covered,40.0,over,30,11,63.3,206,2,1,6.7,3.3,92.2,1,3,3.23,6.9,6.65,6.70,6.48,10.8,75,2.9,0,57,4.93,66,4.48,1,30:07,3:03,65,4,40,13,105,,,,,,,,,,38,57.9,189,0,3,21,0,71.1,107,4.3,1,0,6,12,3,14,3,21.4,3,2,66.7,1,1,3,3,0
733,LAR_ARI_2021-12-13,LAR,2021-12-13,Mon,13,14,ARI,W 30-23,0,23,7,53,covered,51.5,over,30,7,76.7,267,3,0,10.0,0.0,139.2,3,20,9.09,8.9,8.09,10.90,9.91,11.6,89,4.2,0,54,6.59,75,5.96,0,29:04,3:01,40,7,54,12,94,4,12,2,12,6,50.0,0,0,,49,65.3,344,0,4,39,2,68.8,103,4.7,2,2,5,17,0,15,8,53.3,4,2,50.0,2,2,3,3,0
734,CHI_GNB_2021-12-12,CHI,2021-12-12,Sun,13,14,GNB,L 30-45,0,45,-15,75,did not cover,43.0,over,33,15,54.5,210,2,2,6.1,6.1,70.8,2,14,5.71,6.4,6.00,4.85,4.57,11.7,137,6.0,0,58,5.98,64,6.86,3,25:00,3:16,41,3,30,10,71,7,7,2,13,5,38.5,1,0,0.0,37,78.4,320,4,3,21,0,138.7,119,5.0,1,0,7,19,1,10,4,40.0,1,1,100.0,6,6,1,1,0
735,NOR_NYJ_2021-12-12,NOR,2021-12-12,Sun,13,14,NYJ,W 30-9,0,9,21,39,covered,43.0,under,,,,,,,,,,,,,,,,,,203,4.6,3,68,5.06,62,4.13,0,38:52,3:01,42,5,45,9,87,12,8,1,15,6,40.0,1,1,100.0,42,45.2,178,0,3,24,0,57.4,,,,,,,,,,,,,,,,,,
736,TAM_ATL_2021-12-05,TAM,2021-12-05,Sun,12,13,ATL,W 30-17,0,17,13,47,,,,51,13,74.5,368,4,1,7.8,2.0,112.2,0,0,0.00,7.2,7.22,7.90,7.90,9.7,,,,68,6.25,69,5.51,1,27:14,3:03,,,,,,2,22,1,13,8,61.5,1,1,100.0,41,73.2,259,0,5,38,0,89.4,121,5.3,1,1,5,14,2,17,9,52.9,0,0,,2,2,1,1,0
737,SEA_SFO_2021-12-05,SEA,2021-12-05,Sun,12,13,SFO,W 30-23,1,23,7,53,covered,45.5,over,37,7,81.1,181,2,1,5.4,2.7,99.4,4,50,9.76,4.9,4.41,4.76,4.29,6.0,146,5.4,2,68,4.81,56,6.52,3,33:19,3:13,40,10,86,16,126,5,12,4,15,5,33.3,2,2,100.0,30,66.7,294,2,1,5,2,92.9,71,2.8,1,3,6,11,0,10,3,30.0,2,1,50.0,3,2,1,1,0
738,TAM_NYG_2021-11-22,TAM,2021-11-22,Mon,10,11,NYG,W 30-10,1,10,20,40,,,,48,16,66.7,308,2,1,4.2,2.1,90.5,1,10,2.04,6.4,6.29,6.31,6.18,9.6,94,3.5,1,76,5.29,54,3.98,1,35:39,2:53,39,4,30,10,69,10,17,1,13,6,46.2,1,1,100.0,39,59.0,149,1,2,18,2,54.3,,,,,,,,,,,,,,1,1,1,1,0
739,SFO_JAX_2021-11-21,SFO,2021-11-21,Sun,10,11,JAX,W 30-10,0,10,20,40,,,,,,,,,,,,,,,,,,,,,171,4.1,1,66,5.05,44,4.55,0,38:22,2:45,,,,,,13,8,4,12,6,50.0,1,1,100.0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0
740,PHI_DEN_2021-11-14,PHI,2021-11-14,Sun,10,10,DEN,W 30-13,0,13,17,43,covered,46.0,under,,,,,,,,,,,,,,,,,,216,5.5,0,64,6.03,55,5.60,1,34:58,3:01,89,4,29,11,118,12,10,0,13,6,46.2,0,0,,36,61.1,212,0,1,14,0,77.5,,,,1,5,9,3,11,1,9.1,2,0,0.0,1,1,3,2,0
741,DEN_DAL_2021-11-07,DEN,2021-11-07,Sun,9,9,DAL,W 30-16,0,16,14,46,covered,48.5,under,28,9,67.9,217,1,0,3.6,0.0,107.6,4,32,12.50,7.8,6.78,8.46,7.41,11.4,190,4.6,2,73,5.58,57,5.09,0,41:12,3:02,37,5,38,10,75,12,9,2,15,8,53.3,0,0,,39,48.7,212,2,2,20,1,71.7,,,,2,,,,,,,,,,0,0,0,0,0
742,NYJ_IND_2021-11-04,NYJ,2021-11-04,Thu,8,9,IND,L 30-45,0,45,-15,75,did not cover,46.0,over,52,18,65.4,398,4,1,7.7,1.9,107.2,2,14,3.70,7.7,7.37,8.33,8.02,11.7,88,4.2,0,75,6.48,61,8.72,2,29:33,3:12,43,2,22,9,65,3,25,2,14,8,57.1,1,1,100.0,30,73.3,272,3,1,0,0,134.3,260,8.7,3,0,9,17,2,10,5,50.0,2,1,50.0,6,6,1,1,0
743,ATL_MIA_2021-10-24,ATL,2021-10-24,Sun,6,7,MIA,W 30-28,0,28,2,58,push,47.5,over,40,15,62.5,325,2,1,5.0,2.5,95.4,1,11,2.44,8.1,7.93,8.00,7.80,13.0,72,3.3,1,63,6.30,70,5.90,2,25:22,3:09,,,,,,5,15,1,13,6,46.2,0,0,,40,80.0,281,4,1,10,2,108.4,132,4.6,0,2,9,17,1,11,7,63.6,0,0,,4,4,1,0,0
744,IND_SFO_2021-10-24,IND,2021-10-24,Sun,7,7,SFO,W 30-18,0,18,12,48,covered,42.5,over,26,9,65.4,147,2,0,7.7,0.0,106.2,1,3,3.70,5.7,5.44,7.19,6.93,8.6,148,4.5,2,60,4.92,53,5.28,2,33:56,3:02,45,7,122,13,167,8,6,3,14,6,42.9,1,1,100.0,,,,,,,,,111,4.6,1,4,,,,,,,,,,1,0,2,2,0
745,PHI_KAN_2021-10-03,PHI,2021-10-03,Sun,4,4,KAN,L 30-42,1,42,-12,72,did not cover,54.5,over,48,16,66.7,358,2,0,4.2,0.0,105.1,3,29,5.88,7.5,7.02,8.29,7.80,11.2,,,,70,6.59,63,7.48,0,29:08,3:09,49,7,46,16,95,9,19,2,12,6,50.0,2,1,50.0,30,80.0,271,5,1,7,1,130.0,200,6.3,1,1,12,16,3,10,9,90.0,0,0,,6,6,0,0,0
746,ATL_WAS_2021-10-03,ATL,2021-10-03,Sun,4,4,WAS,L 30-34,1,34,-4,64,did not cover,48.0,over,42,17,59.5,275,4,0,9.5,0.0,111.5,1,8,2.33,6.5,6.40,8.45,8.26,11.0,99,3.5,0,71,5.27,62,6.65,0,30:43,3:20,36,6,85,13,121,6,15,3,16,10,62.5,0,0,,33,69.7,290,3,1,0,0,127.1,122,4.4,1,0,8,16,2,9,4,44.4,2,1,50.0,3,1,1,1,0
747,LAC_KAN_2021-09-26,LAC,2021-09-26,Sun,3,3,KAN,W 30-24,0,24,6,54,covered,54.5,under,38,12,68.4,275,4,0,10.5,0.0,125.0,1,6,2.56,7.2,7.05,9.34,9.10,10.6,77,3.5,0,61,5.77,76,5.75,0,27:29,3:07,50,6,56,14,106,3,16,2,11,4,36.4,1,1,100.0,44,61.4,251,3,2,9,2,80.8,186,6.2,0,4,12,17,4,10,6,60.0,0,0,,3,3,1,1,0
748,MIN_SEA_2021-09-26,MIN,2021-09-26,Sun,3,3,SEA,W 30-17,1,17,13,47,covered,55.0,under,38,8,78.9,313,3,0,7.9,0.0,128.4,1,10,2.56,8.2,8.03,9.82,9.56,10.4,140,4.1,0,73,6.21,52,7.48,0,35:53,2:57,40,4,35,8,75,7,20,1,14,9,64.3,0,0,,32,71.9,283,1,2,15,0,109.2,,,,0,6,14,1,8,3,37.5,1,0,0.0,2,2,2,1,0
749,GNB_SFO_2021-09-26,GNB,2021-09-26,Sun,3,3,SFO,W 30-28,0,28,2,58,covered,50.5,over,33,10,69.7,253,2,0,6.1,0.0,113.3,1,8,2.94,7.7,7.44,8.88,8.62,11.0,100,4.0,1,59,5.98,65,4.58,0,30:08,3:08,87,4,86,11,173,5,13,3,11,5,45.5,1,0,0.0,40,62.5,231,2,4,26,1,84.5,67,3.2,2,2,6,15,5,11,7,63.6,0,0,,4,4,0,0,0
750,SEA_TEN_2021-09-19,SEA,2021-09-19,Sun,2,2,TEN,L 30-33 (OT),1,33,-3,63,,,,31,9,71.0,320,2,0,6.5,0.0,128.8,3,23,8.82,10.3,9.41,11.61,10.59,14.5,,,,52,7.63,83,6.41,0,22:42,3:27,100,5,45,15,145,5,10,2,12,4,33.3,0,0,,40,67.5,320,0,3,27,0,91.7,212,5.3,3,1,11,16,6,14,6,42.9,1,0,0.0,3,3,5,4,0
