,game_id,Team,Date,Day,G#,Week,Opp,Result,home,PtsO_points,PtDif_points,PC_points,vs. Line_vegas,Over/Under_vegas,OU Result_vegas,Att_pass,Inc_pass,Cmp%_pass,Yds_pass,TD_pass,Int_pass,TD%_pass,Int%_pass,Rate_pass,Sk_pass,Yds_pass,Sk%_pass,Y/A_pass,NY/A_pass,AY/A_pass,ANY/A_pass,Y/C_pass,Yds_rush,Y/A_rush,TD_rush,Ply_total,Y/P_total,DPly_total,DY/P_total,TO_total,ToP_total,Time_total,Yds_penalty,OppPen_penalty,OppYds_penalty,CombPen_penalty,CombPenYds_penalty,Rsh_downs,Pass_downs,Pen_downs,3DAtt_downs,3DConv_downs,3D%_downs,4DAtt_downs,4DConv_downs,4D%_downs,Att_opp_passing,Cmp%_opp_passing,Yds_opp_passing,TD_opp_passing,Sk_opp_passing,Yds_opp_passing,Int_opp_passing,Rate_opp_passing,Yds_opp_rushing,Y/A_opp_rushing,TD_opp_rushing,TO_opp_totals,Rush_opp_downs,Pass_opp_downs,Pen_opp_downs,Opp3DAtt_opp_downs,Opp3DConv_opp_downs,Opp3D%_opp_downs,Opp4DAtt_opp_downs,Opp4DConv_opp_downs,Opp4D%_opp_downs,XPA_opp_scoring,XPM_opp_scoring,Att_opp_scoring,Md_opp_scoring,Sfty_opp_scoring
2285,DAL_WAS_2018-10-21,DAL,2018-10-21,Sun,7,7,WAS,L 17-20,0,20,-3,37,did not cover,40.5,under,35,13,62.9,250,1,0,2.9,0.0,96.5,4,23,10.26,7.1,6.41,7.71,6.92,11.4,73,3.3,1,61,5.30,58,5.26,2,29:05,3:05,65,5,35,13,100,6,10,1,14,5,35.7,2,1,50.0,,,,,,,,,130,4.1,0,0,,,,,,,,,,2,2,2,2,0
2286,NYJ_MIN_2018-10-21,NYJ,2018-10-21,Sun,7,7,MIN,L 17-37,1,37,-20,54,did not cover,45.0,over,42,25,40.5,192,1,3,2.4,7.1,34.4,3,14,6.67,4.6,4.27,1.83,1.71,11.3,71,3.0,1,,,,,,,,71,6,55,14,126,8,7,1,13,2,15.4,2,1,50.0,40,62.5,228,2,1,13,0,94.6,88,3.7,2,0,,,,,,,,,,4,4,4,3,0
2287,PHI_CAR_2018-10-21,PHI,2018-10-21,Sun,7,7,CAR,L 17-21,1,21,-4,38,did not cover,45.0,under,37,7,81.1,284,2,0,5.4,0.0,119.6,4,26,9.76,7.7,6.93,8.76,7.90,9.5,58,2.4,0,65,5.26,58,6.40,1,35:17,2:55,35,5,78,9,113,6,14,1,12,3,25.0,4,3,75.0,39,64.1,250,2,2,19,0,99.3,,,,0,6,13,0,11,5,45.5,1,1,100.0,2,1,0,0,0
2288,CAR_WAS_2018-10-14,CAR,2018-10-14,Sun,5,6,WAS,L 17-23,0,23,-6,40,did not cover,44.5,under,40,13,67.5,269,2,1,5.0,2.5,93.2,1,6,2.44,6.7,6.56,6.60,6.44,10.0,,,,59,5.93,67,4.30,3,24:36,2:55,55,5,43,13,98,7,15,0,9,3,33.3,1,0,0.0,36,58.3,156,2,3,7,0,87.3,132,4.7,0,0,7,10,1,16,7,43.8,2,1,50.0,2,2,3,3,0
2289,ARI_MIN_2018-10-14,ARI,2018-10-14,Sun,6,6,MIN,L 17-27,0,27,-10,44,push,43.5,over,31,10,67.7,208,0,1,0.0,3.2,77.4,4,32,11.43,6.7,5.94,5.26,4.66,9.9,60,3.0,1,55,4.87,70,5.87,2,25:38,3:01,30,9,52,14,82,5,9,2,10,0,0.0,2,0,0.0,34,70.6,216,1,4,17,1,84.9,195,6.1,2,2,8,12,0,14,5,35.7,1,0,0.0,3,3,2,2,0
2290,MIA_CIN_2018-10-07,MIA,2018-10-07,Sun,5,5,CIN,L 17-27,0,27,-10,44,did not cover,47.5,under,35,15,57.1,169,1,2,2.9,5.7,57.4,3,16,7.89,4.8,4.45,2.83,2.61,8.5,128,5.8,0,60,4.95,58,5.72,3,29:25,3:02,85,6,47,15,132,5,10,2,13,4,30.8,1,1,100.0,30,66.7,229,1,2,19,1,86.7,103,4.0,0,1,3,12,2,11,2,18.2,0,0,,3,3,3,2,0
2291,ATL_PIT_2018-10-07,ATL,2018-10-07,Sun,5,5,PIT,L 17-41,0,41,-24,58,did not cover,57.0,over,45,14,68.9,262,1,0,2.2,0.0,95.1,6,43,11.76,5.8,5.14,6.27,5.53,8.5,,,,70,4.63,58,6.57,1,30:52,3:02,75,7,58,14,133,4,14,4,14,6,42.9,3,1,33.3,29,65.5,250,3,0,0,1,112.7,131,4.5,2,1,9,11,2,12,9,75.0,0,0,,6,5,0,0,0
2292,ARI_SEA_2018-09-30,ARI,2018-09-30,Sun,4,4,SEA,L 17-20,1,20,-3,37,covered,40.0,under,,,,,,,,,,,,,,,,,,92,3.3,1,,,,,,,,38,8,57,13,95,6,9,3,12,5,41.7,0,0,,26,73.1,160,0,2,12,0,88.6,171,5.0,2,0,11,6,2,10,0,0.0,2,1,50.0,2,2,4,2,0
2293,GNB_WAS_2018-09-23,GNB,2018-09-23,Sun,3,3,WAS,L 17-31,0,31,-14,48,did not cover,45.5,over,45,18,60.0,240,2,0,4.4,0.0,91.4,4,25,8.16,5.3,4.90,6.22,5.71,8.9,,,,66,5.15,55,7.02,1,30:55,3:16,115,6,66,17,181,7,11,1,14,6,42.9,2,0,0.0,,,,,,,,,166,4.7,2,1,9,7,4,11,5,45.5,0,0,,4,4,1,1,0
2294,NYJ_CLE_2018-09-20,NYJ,2018-09-20,Thu,3,3,CLE,L 17-21,0,21,-4,38,did not cover,41.0,under,,,,,,,,,,,,,,,,,,107,3.6,2,63,4.25,74,4.36,3,29:08,3:13,55,5,41,11,96,,,,,,,,,,37,56.8,190,0,4,30,0,70.8,133,4.0,2,0,9,10,1,18,7,38.9,0,0,,1,1,2,2,0
2295,SEA_CHI_2018-09-17,SEA,2018-09-17,Mon,2,2,CHI,L 17-24,0,24,-7,41,did not cover,42.5,under,36,14,61.1,202,2,1,5.6,2.8,86.1,6,24,14.29,5.6,4.81,5.47,4.69,9.2,74,3.4,0,64,4.31,63,4.30,2,25:36,2:59,37,7,55,12,92,6,10,1,13,5,38.5,0,0,,34,73.5,185,2,2,15,2,81.1,86,3.2,0,2,7,11,2,12,5,41.7,1,1,100.0,3,3,1,1,0
2296,HOU_TEN_2018-09-16,HOU,2018-09-16,Sun,2,2,TEN,L 17-20,0,20,-3,37,did not cover,41.0,under,32,10,68.8,289,2,1,6.3,3.1,107.6,4,21,11.11,9.0,8.03,8.88,7.89,13.1,148,5.7,0,62,7.05,57,4.96,1,29:38,2:57,88,8,70,19,158,6,13,2,11,5,45.5,0,0,,,,,,,,,,100,2.9,0,0,,,,,,,,,,2,2,2,2,0
2297,DET_NYJ_2018-09-10,DET,2018-09-10,Mon,1,1,NYJ,L 17-48,1,48,-31,65,,,,52,23,55.8,300,1,5,1.9,9.6,39.4,0,0,0.00,5.8,5.77,1.83,1.83,10.3,,,,67,5.06,59,5.92,5,26:53,3:18,,,,,,2,15,3,13,3,23.1,2,0,0.0,,,,,,,,,169,4.7,2,2,7,10,1,14,6,42.9,3,2,66.7,6,6,2,2,0
2298,DET_CIN_2017-12-24,DET,2017-12-24,Sun,15,16,CIN,L 17-26,0,26,-9,43,did not cover,43.5,under,35,16,54.3,189,1,1,2.9,2.9,69.1,2,14,5.41,5.4,5.11,4.69,4.43,9.9,87,4.0,1,59,4.68,78,4.67,1,27:31,3:08,74,5,60,14,134,,,,,,,,,,41,65.9,222,1,3,16,1,77.5,142,4.2,1,1,8,16,4,14,7,50.0,0,0,,2,2,4,4,0
2299,OAK_DAL_2017-12-17,OAK,2017-12-17,Sun,14,15,DAL,L 17-20,1,20,-3,37,push,46.0,under,38,17,55.3,171,2,0,5.3,0.0,84.4,0,0,0.00,4.5,4.50,5.55,5.55,8.1,122,5.3,0,61,4.80,60,5.50,1,27:40,3:23,105,7,100,21,205,7,10,2,15,8,53.3,0,0,,27,66.7,204,0,2,8,2,58.3,126,4.1,2,2,9,9,3,10,2,20.0,2,2,100.0,2,2,2,2,0
2300,NOR_ATL_2017-12-07,NOR,2017-12-07,Thu,13,14,ATL,L 17-20,0,20,-3,37,did not cover,51.5,under,35,9,74.3,256,2,1,5.7,2.9,103.4,2,15,5.41,7.3,6.92,7.17,6.78,9.8,,,,52,5.88,65,5.28,1,25:19,3:00,87,4,35,15,122,2,16,0,10,3,30.0,1,1,100.0,,,,,,,,,132,3.6,1,3,6,11,9,12,7,58.3,0,0,,2,2,2,2,0
2301,NYG_OAK_2017-12-03,NYG,2017-12-03,Sun,12,13,OAK,L 17-24,0,24,-7,41,covered,43.0,under,34,13,61.8,200,1,0,2.9,0.0,89.3,3,12,8.11,5.9,5.41,6.47,5.95,9.5,65,2.7,1,61,4.34,66,6.08,2,28:41,3:02,,,,,,,,,,,,,,,36,61.1,282,1,1,5,0,94.9,119,4.1,2,1,5,13,0,15,6,40.0,3,1,33.3,3,3,1,1,0
2302,MIA_NWE_2017-11-26,MIA,2017-11-26,Sun,11,12,NWE,L 17-35,0,35,-18,52,did not cover,49.0,over,34,11,67.6,154,1,2,2.9,5.9,70.1,7,61,17.07,4.5,3.76,2.47,2.05,6.7,,,,,,,,,,,52,7,70,13,122,,,,,,,,,,,,,,,,,,196,5.2,1,2,9,11,5,12,5,41.7,2,1,50.0,5,5,0,0,0
2303,DEN_CIN_2017-11-19,DEN,2017-11-19,Sun,10,11,CIN,L 17-20,1,20,-3,37,did not cover,37.5,under,42,19,54.8,229,1,1,2.4,2.4,70.9,3,25,6.67,5.5,5.09,4.86,4.53,10.0,112,3.3,1,79,4.32,53,3.58,2,35:11,3:04,50,3,14,8,64,5,15,0,21,12,57.1,2,1,50.0,,,,,,,,,49,1.9,0,,,,,,,,,,,3,2,0,0,0
2304,TEN_PIT_2017-11-16,TEN,2017-11-16,Thu,10,11,PIT,L 17-40,0,40,-23,57,did not cover,44.5,over,34,12,64.7,264,1,4,2.9,11.8,63.7,5,42,12.82,7.8,6.77,3.06,2.67,12.0,52,2.5,1,60,5.27,69,5.06,4,28:20,3:17,65,7,61,16,126,5,9,3,13,5,38.5,2,1,50.0,45,66.7,284,4,3,15,0,113.6,65,3.1,0,0,3,19,3,12,4,33.3,1,0,0.0,4,4,4,4,0
2305,IND_PIT_2017-11-12,IND,2017-11-12,Sun,10,10,PIT,L 17-20,1,20,-3,37,covered,47.0,under,,,,,,,,,,,,,,,,,,71,2.4,0,56,4.77,62,5.10,1,30:02,3:06,82,9,70,18,152,,,,,,,,,,31,61.3,228,2,1,8,1,91.9,88,2.9,0,1,5,11,2,13,5,38.5,0,0,,1,0,3,2,0
2306,LAC_JAX_2017-11-12,LAC,2017-11-12,Sun,9,10,JAX,L 17-20 (OT),0,20,-3,37,covered,40.5,under,37,16,56.8,235,2,1,5.4,2.7,82.6,0,0,0.00,6.4,6.35,6.22,6.22,11.2,87,2.9,0,67,4.81,81,4.91,2,31:47,3:43,77,9,106,16,183,6,9,1,15,3,20.0,0,0,,51,54.9,263,1,3,10,2,59.5,135,5.0,1,2,3,14,3,18,5,27.8,2,1,50.0,1,0,2,2,0
2307,GNB_DET_2017-11-06,GNB,2017-11-06,Mon,8,9,DET,L 17-30,1,30,-13,47,did not cover,42.5,over,38,12,68.4,233,0,0,0.0,0.0,86.0,3,12,7.32,6.1,5.68,6.13,5.68,9.0,,,,58,5.36,67,6.22,0,23:05,2:45,,,,,,7,13,1,9,2,22.2,2,0,0.0,33,78.8,353,2,1,8,0,131.4,64,1.9,1,1,4,19,1,13,8,61.5,0,0,,3,3,4,3,0
2308,NYG_LAR_2017-11-05,NYG,2017-11-05,Sun,8,9,LAR,L 17-51,1,51,-34,68,did not cover,42.5,over,38,18,52.6,208,2,1,5.3,2.6,76.6,2,12,5.00,5.5,5.20,5.34,5.08,10.4,111,4.3,0,66,4.83,61,7.75,3,29:30,3:01,,,,,,4,12,1,16,8,50.0,0,0,,,,,,,,,,162,4.2,2,0,8,10,2,12,6,50.0,1,0,0.0,6,6,3,3,0
2309,NYG_LAR_2017-11-05,NYG,2017-11-05,Sun,8,9,LAR,L 17-51,1,51,-34,68,did not cover,42.5,over,38,18,52.6,208,2,1,5.3,2.6,76.6,2,12,5.00,5.5,5.20,5.34,5.08,10.4,111,4.3,0,66,4.83,61,7.75,3,29:30,3:01,,,,,,4,12,1,16,8,50.0,0,0,,,,,,,,,,162,4.2,2,0,8,10,2,12,6,50.0,1,0,0.0,6,6,3,3,0
2310,WAS_SEA_2017-11-05,WAS,2017-11-05,Sun,8,9,SEA,W 17-14,0,14,3,31,covered,44.5,under,31,10,67.7,193,0,0,0.0,0.0,91.7,6,54,16.22,6.2,5.22,6.23,5.22,9.2,51,2.2,2,,,,,,,,62,16,138,23,200,2,12,2,13,4,30.8,0,0,,45,53.3,289,2,2,8,2,69.6,148,5.3,0,2,6,14,2,14,5,35.7,0,0,,0,0,3,0,1
2311,ATL_CAR_2017-11-05,ATL,2017-11-05,Sun,8,9,CAR,L 17-20,0,20,-3,37,did not cover,42.0,under,38,14,63.2,302,2,1,5.3,2.6,95.6,2,11,5.00,7.9,7.55,7.82,7.43,12.6,,,,58,6.12,63,5.24,1,27:08,3:04,70,5,29,13,99,3,13,1,12,4,33.3,3,0,0.0,,,,,,,,,201,5.3,2,2,12,6,2,13,4,30.8,2,1,50.0,2,2,2,2,0
2312,KAN_DAL_2017-11-05,KAN,2017-11-05,Sun,9,9,DAL,L 17-28,0,28,-11,45,did not cover,53.0,under,34,9,73.5,255,2,1,5.9,2.9,102.9,2,8,5.56,7.5,7.08,7.35,6.94,10.2,,,,55,5.87,65,5.77,1,28:43,2:57,52,5,65,13,117,4,12,1,11,4,36.4,1,0,0.0,33,63.6,244,2,1,5,0,106.1,131,4.2,2,0,10,13,1,12,7,58.3,0,0,,4,4,0,0,0
2313,CAR_TAM_2017-10-29,CAR,2017-10-29,Sun,8,8,TAM,W 17-3,0,3,14,20,covered,46.0,under,32,14,56.3,154,1,1,3.1,3.1,66.4,0,0,0.00,4.8,4.81,4.03,4.03,8.6,100,3.2,1,,,,,,,,51,6,55,11,106,,,,,,,,,,38,55.3,194,0,3,16,2,47.5,85,3.9,0,3,6,9,1,12,2,16.7,1,0,0.0,,,,,
2314,GNB_NOR_2017-10-22,GNB,2017-10-22,Sun,7,7,NOR,L 17-26,1,26,-9,43,did not cover,45.5,under,,,,,,,,,,,,,,,,,,181,7.5,2,,,,,,,,54,7,80,15,134,8,4,4,11,4,36.4,0,0,,38,71.1,324,1,1,7,2,83.7,161,4.5,2,2,7,16,2,15,8,53.3,1,1,100.0,3,2,2,2,0
2315,CHI_CAR_2017-10-22,CHI,2017-10-22,Sun,7,7,CAR,W 17-3,1,3,14,20,covered,39.5,under,,,,,,,,,,,,,,,,,,68,2.6,0,,,,,,,,40,4,35,9,75,,,,,,,,,,34,61.8,185,0,5,26,2,51.7,108,3.6,0,3,7,12,1,15,6,40.0,1,0,0.0,,,,,
2316,JAX_LAR_2017-10-15,JAX,2017-10-15,Sun,6,6,LAR,L 17-27,1,27,-10,44,did not cover,42.0,over,35,12,65.7,220,1,1,2.9,2.9,83.2,5,21,12.50,6.3,5.50,5.57,4.88,9.6,169,6.5,1,66,5.89,56,4.45,1,31:59,3:06,40,7,70,12,110,5,12,2,15,4,26.7,1,1,100.0,,,,,,,,,142,4.4,0,,,,,,,,,,,3,3,2,2,0
2317,NYJ_NWE_2017-10-15,NYJ,2017-10-15,Sun,6,6,NWE,L 17-24,1,24,-7,41,covered,48.5,under,47,16,66.0,334,2,2,4.3,4.3,84.9,4,20,7.84,7.1,6.55,6.04,5.57,10.8,74,3.1,0,75,5.44,63,5.95,3,33:40,3:10,69,6,45,12,114,6,15,2,17,9,52.9,3,1,33.3,38,52.6,257,2,0,0,1,80.7,118,4.7,1,2,6,13,4,13,7,53.8,0,0,,3,3,2,1,0
2318,CLE_HOU_2017-10-15,CLE,2017-10-15,Sun,6,6,HOU,L 17-33,0,33,-16,50,did not cover,46.0,over,37,17,54.1,113,1,3,2.7,8.1,38.1,4,27,9.76,3.1,2.76,-0.05,-0.05,5.7,134,6.1,0,,,,,,,,72,4,44,15,116,7,7,2,14,3,21.4,0,0,,29,58.6,217,3,1,8,1,102.2,123,3.7,0,1,4,12,2,13,5,38.5,0,0,,3,2,1,1,1
2319,LAC_OAK_2017-10-15,LAC,2017-10-15,Sun,6,6,OAK,W 17-16,0,16,1,33,covered,48.5,under,36,11,69.4,263,1,0,2.8,0.0,100.2,1,5,2.70,7.3,7.11,7.86,7.65,10.5,80,2.9,1,65,5.28,53,5.17,1,32:03,2:50,,,,,,5,15,0,14,6,42.9,2,1,50.0,30,70.0,165,1,1,6,2,66.7,109,5.0,1,2,,,,,,,,,,2,1,1,1,0
2320,ATL_MIA_2017-10-15,ATL,2017-10-15,Sun,5,6,MIA,L 17-20,1,20,-3,37,,,,35,11,68.6,239,1,1,2.9,2.9,86.4,2,9,5.41,6.8,6.46,6.11,5.78,10.0,,,,56,6.05,64,4.52,1,25:36,2:52,73,4,42,10,115,5,13,1,11,6,54.5,1,0,0.0,33,57.6,151,2,0,0,1,76.7,138,4.5,0,1,7,10,3,12,5,41.7,3,2,66.7,2,2,2,2,0
2321,CHI_MIN_2017-10-09,CHI,2017-10-09,Mon,5,5,MIN,L 17-20,1,20,-3,37,covered,41.0,under,,,,,,,,,,,,,,,,,,115,4.0,0,56,4.89,67,4.48,2,28:36,3:10,55,9,69,17,124,5,7,4,12,3,25.0,1,1,100.0,32,68.8,141,1,4,35,0,88.2,159,5.1,1,0,5,10,2,15,6,40.0,0,0,,2,2,2,2,0
2322,NYJ_CLE_2017-10-08,NYJ,2017-10-08,Sun,5,5,CLE,W 17-14,0,14,3,31,covered,41.5,under,30,7,76.7,178,2,1,6.7,3.3,101.2,3,16,9.09,5.9,5.39,5.77,5.24,7.7,,,,,,,,,,,80,6,60,15,140,,,,,,,,,,36,66.7,279,2,1,2,2,85.3,140,4.2,0,3,9,9,4,14,6,42.9,2,1,50.0,2,2,2,0,0
2323,NYJ_CLE_2017-10-08,NYJ,2017-10-08,Sun,5,5,CLE,W 17-14,0,14,3,31,covered,41.5,under,30,7,76.7,178,2,1,6.7,3.3,101.2,3,16,9.09,5.9,5.39,5.77,5.24,7.7,,,,,,,,,,,80,6,60,15,140,,,,,,,,,,36,66.7,279,2,1,2,2,85.3,140,4.2,0,3,9,9,4,14,6,42.9,2,1,50.0,2,2,2,0,0
2324,OAK_BAL_2017-10-08,OAK,2017-10-08,Sun,5,5,BAL,L 17-30,1,30,-13,47,did not cover,40.5,over,,,,,,,,,,,,,,,,,,108,4.3,1,,,,,,,,,,,,,,,,,,,,,,26,73.1,222,0,0,0,0,98.6,143,3.7,2,0,11,8,0,14,7,50.0,0,0,,3,3,3,3,0
2325,ATL_BUF_2017-10-01,ATL,2017-10-01,Sun,4,4,BUF,L 17-23,1,23,-6,40,,,,42,18,57.1,242,1,2,2.4,4.8,61.8,1,0,2.33,5.8,5.63,4.10,4.00,10.1,147,5.1,1,72,5.40,59,4.76,3,31:15,2:59,,,,,,10,13,2,13,5,38.5,2,1,50.0,,,,,,,,,117,3.3,0,0,,,,,,,,,,2,2,3,3,0
2326,ARI_DAL_2017-09-25,ARI,2017-09-25,Mon,3,3,DAL,L 17-28,1,28,-11,45,did not cover,46.5,under,48,19,60.4,283,2,0,4.2,0.0,94.5,6,42,11.11,5.9,5.24,6.73,5.98,9.8,49,2.3,0,75,4.43,45,6.07,0,36:15,3:16,50,9,76,15,126,2,15,5,18,8,44.4,1,0,0.0,,,,,,,,,99,3.8,2,0,,,,,,,,,,4,4,0,0,0
2327,TAM_MIN_2017-09-24,TAM,2017-09-24,Sun,2,3,MIN,L 17-34,0,34,-17,51,did not cover,41.0,over,40,12,70.0,316,2,3,5.0,7.5,80.0,2,12,4.76,7.9,7.52,5.53,5.26,11.3,,,,51,6.71,70,7.06,3,22:14,3:01,37,5,53,12,90,0,19,1,6,1,16.7,0,0,,33,75.8,369,3,0,0,0,142.1,125,3.4,1,0,7,16,2,13,7,53.8,0,0,,4,4,2,2,0
2328,PIT_CHI_2017-09-24,PIT,2017-09-24,Sun,3,3,CHI,L 17-23 (OT),0,23,-6,40,,,,39,17,56.4,212,1,0,2.6,0.0,82.7,3,23,7.14,5.4,5.05,5.95,5.52,9.6,,,,59,4.78,62,4.94,2,27:34,3:21,40,10,73,16,113,6,11,2,11,4,36.4,0,0,,,,,,,,,,222,5.8,2,2,13,4,1,12,4,33.3,0,0,,2,2,2,1,0
2329,DAL_DEN_2017-09-17,DAL,2017-09-17,Sun,2,2,DEN,L 17-42,0,42,-25,59,did not cover,44.0,over,50,20,60.0,228,2,2,4.0,4.0,68.6,2,10,3.85,4.6,4.38,3.56,3.42,7.6,,,,66,4.06,73,5.21,2,26:10,4:15,69,8,61,16,130,1,12,3,14,3,21.4,5,2,40.0,32,68.8,202,4,2,29,1,112.2,178,4.6,1,2,11,12,3,15,9,60.0,0,0,,6,6,1,0,0
2330,LAC_MIA_2017-09-17,LAC,2017-09-17,Sun,2,2,MIA,L 17-19,1,19,-2,36,did not cover,46.0,under,39,8,79.5,323,1,0,2.6,0.0,110.6,1,8,2.50,8.3,8.08,8.79,8.58,10.4,,,,54,6.80,68,4.94,0,26:38,2:54,56,5,23,11,79,3,19,2,8,2,25.0,0,0,,34,70.6,225,1,2,5,0,98.3,111,3.5,0,0,6,13,2,13,5,38.5,1,0,0.0,,,,,
2331,GNB_SEA_2017-09-10,GNB,2017-09-10,Sun,1,1,SEA,W 17-9,1,9,8,26,covered,49.5,under,42,14,66.7,286,1,1,2.4,2.4,86.5,4,25,8.70,6.8,6.22,6.21,5.67,10.2,84,3.0,1,74,5.00,48,4.69,1,39:13,3:09,70,8,50,16,120,8,16,2,16,9,56.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,CHI_ATL_2017-09-10,CHI,2017-09-10,Sun,1,1,ATL,L 17-23,1,23,-6,40,covered,48.0,under,40,14,65.0,176,1,0,2.5,0.0,86.8,4,37,9.09,4.4,4.00,4.90,4.45,6.8,,,,63,4.78,55,6.76,0,29:26,2:54,,,,,,6,11,3,13,5,38.5,2,1,50.0,30,70.0,308,1,2,13,0,114.3,64,2.8,1,0,4,12,2,11,5,45.5,0,0,,2,2,3,3,0
2333,WAS_PHI_2017-09-10,WAS,2017-09-10,Sun,1,1,PHI,L 17-30,1,30,-13,47,did not cover,49.5,under,40,17,57.5,200,1,1,2.5,2.5,72.9,4,40,9.09,5.0,4.55,4.38,3.98,8.7,,,,,,,,,,,,,,,,3,12,1,11,3,27.3,1,0,0.0,39,66.7,298,2,2,9,1,95.9,58,2.4,0,2,1,17,1,14,8,57.1,0,0,,2,1,3,3,0
2334,BAL_CIN_2023-01-08,BAL,2023-01-08,Sun,17,18,CIN,L 16-27,0,27,-11,43,did not cover,39.5,over,44,25,43.2,276,0,2,0.0,4.5,46.2,4,10,8.33,6.3,5.75,4.23,3.88,14.5,110,4.1,1,75,5.15,64,4.02,4,28:41,3:22,22,3,35,8,57,7,12,1,16,6,37.5,2,0,0.0,42,59.5,202,1,2,13,0,79.7,55,2.8,1,,2,12,1,15,5,33.3,1,0,0.0,3,3,2,2,0
2335,LAR_SEA_2023-01-08,LAR,2023-01-08,Sun,17,18,SEA,L 16-19 (OT),0,19,-3,35,covered,41.5,under,,,,,,,,,,,,,,,,,,146,5.2,1,59,4.56,70,5.74,1,29:55,3:07,,,,,,,,,,,,,,,31,61.3,205,1,3,8,2,64.6,197,5.5,0,2,10,10,2,11,1,9.1,1,1,100.0,1,1,5,4,0
2336,GNB_DET_2023-01-08,GNB,2023-01-08,Sun,17,18,DET,L 16-20,1,20,-4,36,did not cover,49.0,under,27,10,63.0,188,1,1,3.7,3.7,83.1,2,17,6.90,7.0,6.48,6.04,5.62,11.1,103,3.7,0,57,5.11,60,5.38,2,32:15,2:59,35,5,75,9,110,6,9,2,12,4,33.3,2,1,50.0,34,67.6,219,0,1,5,0,85.3,104,4.2,2,0,7,12,2,12,4,33.3,2,2,100.0,2,2,3,2,0
2337,NYG_PHI_2023-01-08,NYG,2023-01-08,Sun,17,18,PHI,L 16-22,0,22,-6,38,covered,42.0,under,40,17,57.5,155,1,0,2.5,0.0,75.8,2,13,4.76,3.9,3.69,4.38,4.17,6.7,129,6.1,1,63,4.51,72,4.75,0,28:34,2:57,66,4,30,12,96,6,11,1,14,4,28.6,3,2,66.7,35,57.1,207,0,3,22,1,62.4,135,4.0,1,1,11,11,1,14,5,35.7,0,0,,1,1,5,5,0
2338,TEN_JAX_2023-01-07,TEN,2023-01-07,Sat,17,18,JAX,L 16-20,0,20,-4,36,covered,40.0,under,29,9,69.0,165,1,1,3.4,3.4,82.4,4,14,12.12,5.7,5.00,4.83,4.24,8.3,147,3.8,0,72,4.33,47,4.72,2,36:12,2:54,40,4,25,10,65,4,14,1,17,6,35.3,3,2,66.7,32,62.5,203,1,1,9,0,91.0,,,,,,,,,,,,,,2,2,2,2,0
2339,PIT_BAL_2023-01-01,PIT,2023-01-01,Sun,16,17,BAL,W 16-13,0,13,3,29,covered,35.0,under,,,,,,,,,,,,,,,,,,198,4.8,0,70,5.01,50,4.80,0,34:14,2:51,43,4,30,10,73,13,9,0,16,10,62.5,0,0,,,,,,,,,,120,4.3,0,,6,8,1,12,5,41.7,0,0,,1,1,2,2,0
2340,ARI_TAM_2022-12-25,ARI,2022-12-25,Sun,15,16,TAM,L 16-19 (OT),1,19,-3,35,covered,40.5,under,46,21,54.3,204,0,1,0.0,2.2,58.3,1,17,2.13,4.4,4.34,3.46,3.38,8.2,121,4.5,1,74,4.39,78,5.08,3,29:22,3:31,74,5,30,11,104,8,8,0,19,5,26.3,1,1,100.0,48,66.7,281,1,0,0,2,71.6,115,3.8,0,2,5,15,1,17,6,35.3,2,1,50.0,1,1,4,4,0
2341,CAR_PIT_2022-12-18,CAR,2022-12-18,Sun,14,15,PIT,L 16-24,1,24,-8,40,did not cover,37.5,over,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7,81,12,121,,,,,,,,,,22,77.3,169,0,1,10,0,98.5,156,3.5,3,0,13,9,0,16,12,75.0,0,0,,3,3,1,1,0
2342,BAL_PIT_2022-12-11,BAL,2022-12-11,Sun,13,14,PIT,W 16-14,0,14,2,30,covered,36.5,under,,,,,,,,,,,,,,,,,,215,5.1,1,61,5.07,53,6.21,0,32:59,2:46,46,2,15,7,61,12,5,1,13,4,30.8,2,1,50.0,31,71.0,264,1,2,12,3,67.9,65,3.3,1,3,3,16,4,8,4,50.0,0,0,,2,2,1,0,0
2343,LVR_LAR_2022-12-08,LVR,2022-12-08,Thu,13,14,LAR,L 16-17,0,17,-1,33,did not cover,44.5,under,,,,,,,,,,,,,,,,,,165,4.3,1,58,5.21,61,4.62,2,30:21,3:03,94,7,60,14,154,8,6,3,13,5,38.5,1,1,100.0,35,62.9,211,1,4,19,0,89.1,71,3.2,1,1,3,12,5,12,4,33.3,1,1,100.0,2,2,2,1,0
2344,NOR_TAM_2022-12-05,NOR,2022-12-05,Mon,13,13,TAM,L 16-17,0,17,-1,33,covered,41.0,under,29,8,72.4,232,1,0,3.4,0.0,109.8,2,18,6.45,8.0,7.48,8.69,8.13,11.0,66,2.6,0,56,5.32,75,4.67,0,29:55,2:57,84,4,39,10,123,,,,,,,,,,54,66.7,274,2,1,7,1,83.4,76,3.8,0,2,4,19,2,15,8,53.3,0,0,,2,2,1,1,0
