Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,game_id
SFO,2021-12-12,25,Sun,13,14,@,CIN,W 26-23 (OT),25,34,73.5,311,2,5,37,0,121.1,SFO_CIN_2021-12-12
MIN,2021-12-05,25,Sun,12,13,@,DET,L 27-29,25,41,61.0,272,3,3,24,1,94.8,MIN_DET_2021-12-05
IND,2021-11-28,25,Sun,12,12,,TAM,L 31-38,25,34,73.5,217,1,2,9,1,87.5,IND_TAM_2021-11-28
LAC,2021-11-14,25,Sun,9,10,,MIN,L 20-27,25,37,67.6,278,2,2,16,0,107.7,LAC_MIN_2021-11-14
KAN,2021-11-14,25,Sun,10,10,@,LVR,W 41-14,25,35,71.4,249,2,2,12,1,98.4,KAN_LVR_2021-11-14
ARI,2021-11-14,25,Sun,10,10,,CAR,L 10-34,25,33,75.8,175,1,0,0,1,84.8,ARI_CAR_2021-11-14
PHI,2021-10-31,25,Sun,8,8,@,DET,W 44-6,25,34,73.5,171,0,6,51,0,84.3,PHI_DET_2021-10-31
MIN,2021-10-31,25,Sun,7,8,,DAL,L 16-20,25,41,61.0,341,2,3,19,1,93.6,MIN_DAL_2021-10-31
GNB,2021-10-24,25,Sun,7,7,,WAS,W 24-10,25,37,67.6,235,1,4,33,1,82.6,GNB_WAS_2021-10-24
MIA,2021-10-24,25,Sun,7,7,,ATL,L 28-30,25,40,62.5,325,2,1,11,1,94.3,MIA_ATL_2021-10-24
MIA,2021-10-17,25,Sun,6,6,@,JAX,L 20-23,25,41,61.0,312,1,2,7,0,92.7,MIA_JAX_2021-10-17
BAL,2021-10-11,25,Mon,5,5,,IND,W 31-25 (OT),25,35,71.4,390,2,2,12,0,127.1,BAL_IND_2021-10-11
DET,2021-10-10,25,Sun,5,5,@,MIN,L 17-19,25,34,73.5,264,1,2,11,1,93.3,DET_MIN_2021-10-10
SEA,2021-10-07,25,Thu,5,5,,LAR,L 17-26,25,37,67.6,358,1,1,7,1,96.5,SEA_LAR_2021-10-07
LVR,2021-10-04,25,Mon,4,4,@,LAC,L 14-28,25,39,64.1,212,3,2,10,0,103.8,LVR_LAC_2021-10-04
WAS,2021-10-03,25,Sun,4,4,@,ATL,W 34-30,25,42,59.5,275,4,1,8,0,110.7,WAS_ATL_2021-10-03
JAX,2021-09-30,25,Thu,4,4,@,CIN,L 21-24,25,32,78.1,342,2,1,6,0,132.0,JAX_CIN_2021-09-30
DAL,2021-09-27,25,Mon,3,3,,PHI,W 41-21,25,39,64.1,303,2,2,23,2,83.6,DAL_PHI_2021-09-27
GNB,2021-09-26,25,Sun,3,3,@,SFO,W 30-28,25,40,62.5,231,2,4,26,1,84.5,GNB_SFO_2021-09-26
BUF,2021-09-19,25,Sun,2,2,@,MIA,W 35-0,25,44,56.8,145,0,6,37,1,53.7,BUF_MIA_2021-09-19
SEA,2021-09-12,25,Sun,1,1,@,IND,W 28-16,25,38,65.8,223,2,3,28,0,98.9,SEA_IND_2021-09-12
LVR,2021-01-03,25,Sun,16,17,@,DEN,W 32-31,25,41,61.0,324,2,2,15,0,102.1,LVR_DEN_2021-01-03
SEA,2021-01-03,25,Sun,16,17,@,SFO,W 26-23,25,37,67.6,242,1,3,31,0,94.7,SEA_SFO_2021-01-03
NYJ,2020-12-13,25,Sun,13,14,@,SEA,L 3-40,25,32,78.1,236,4,1,3,1,124.0,NYJ_SEA_2020-12-13
WAS,2020-12-13,25,Sun,13,14,@,SFO,W 23-15,25,45,55.6,236,1,4,24,1,68.4,WAS_SFO_2020-12-13
DEN,2020-12-06,25,Sun,12,13,@,KAN,L 16-22,25,40,62.5,313,1,1,5,0,95.1,DEN_KAN_2020-12-06
PHI,2020-12-06,25,Sun,12,13,@,GNB,L 16-30,25,34,73.5,288,3,2,7,0,128.1,PHI_GNB_2020-12-06
ATL,2020-11-29,25,Sun,11,12,,LVR,W 43-6,25,39,64.1,203,0,5,37,1,66.5,ATL_LVR_2020-11-29
WAS,2020-11-26,25,Thu,11,12,@,DAL,W 41-16,25,35,71.4,187,1,4,28,1,81.5,WAS_DAL_2020-11-26
WAS,2020-11-22,25,Sun,10,11,,CIN,W 20-9,25,44,56.8,202,1,4,31,1,66.7,WAS_CIN_2020-11-22
CHI,2020-11-16,25,Mon,10,10,,MIN,L 13-19,25,36,69.4,286,2,1,6,1,100.0,CHI_MIN_2020-11-16
DEN,2020-11-08,25,Sun,8,9,@,ATL,L 27-34,25,35,71.4,271,3,2,13,1,110.5,DEN_ATL_2020-11-08
BAL,2020-11-08,25,Sun,8,9,@,IND,W 24-10,25,44,56.8,227,0,0,0,1,61.5,BAL_IND_2020-11-08
ATL,2020-11-08,25,Sun,9,9,,DEN,W 34-27,25,48,52.1,302,2,1,11,1,76.9,ATL_DEN_2020-11-08
SFO,2020-11-05,25,Thu,9,9,,GNB,L 17-34,25,31,80.6,294,4,1,11,0,145.8,SFO_GNB_2020-11-05
ATL,2020-10-25,25,Sun,7,7,,DET,L 22-23,25,36,69.4,322,1,2,18,0,106.5,ATL_DET_2020-10-25
NYG,2020-10-22,25,Thu,7,7,@,PHI,L 21-22,25,43,58.1,346,2,3,13,1,89.9,NYG_PHI_2020-10-22
DET,2020-10-18,25,Sun,5,6,@,JAX,W 34-16,25,44,56.8,231,1,1,12,1,69.4,DET_JAX_2020-10-18
IND,2020-10-18,25,Sun,6,6,,CIN,W 31-27,25,39,64.1,300,0,2,13,1,76.9,IND_CIN_2020-10-18
JAX,2020-10-11,25,Sun,5,5,@,HOU,L 14-30,25,35,71.4,357,3,1,2,2,108.9,JAX_HOU_2020-10-11
CHI,2020-10-08,25,Thu,5,5,,TAM,W 20-19,25,41,61.0,233,1,3,20,0,84.7,CHI_TAM_2020-10-08
NYG,2020-10-04,25,Sun,4,4,@,LAR,L 9-17,25,32,78.1,182,1,2,18,0,100.8,NYG_LAR_2020-10-04
JAX,2020-10-04,25,Sun,4,4,@,CIN,L 25-33,25,36,69.4,300,1,1,0,1,92.4,JAX_CIN_2020-10-04
DEN,2020-10-01,25,Thu,4,4,@,NYJ,W 37-28,25,44,56.8,192,0,6,54,0,67.6,DEN_NYJ_2020-10-01
DEN,2020-09-27,25,Sun,3,3,,TAM,L 10-28,25,38,65.8,285,3,2,12,0,114.5,DEN_TAM_2020-09-27
TAM,2020-09-27,25,Sun,3,3,@,DEN,W 28-10,25,39,64.1,184,1,6,45,2,62.3,TAM_DEN_2020-09-27
NYG,2020-09-27,25,Sun,3,3,,SFO,L 9-36,25,36,69.4,327,1,2,16,0,107.1,NYG_SFO_2020-09-27
BAL,2020-09-20,25,Sun,2,2,@,HOU,W 33-16,25,36,69.4,253,1,4,22,1,86.9,BAL_HOU_2020-09-20
CHI,2020-09-20,25,Sun,2,2,,NYG,W 17-13,25,40,62.5,220,0,4,21,1,66.7,CHI_NYG_2020-09-20
LAR,2020-09-13,25,Sun,1,1,,DAL,W 20-17,25,39,64.1,244,1,3,22,0,90.1,LAR_DAL_2020-09-13
SFO,2019-12-29,25,Sun,16,17,@,SEA,W 26-21,25,40,62.5,223,2,1,10,0,94.1,SFO_SEA_2019-12-29
NYJ,2019-12-22,25,Sun,15,16,,PIT,W 16-10,25,37,67.6,185,1,4,28,2,65.7,NYJ_PIT_2019-12-22
PHI,2019-12-22,25,Sun,15,16,,DAL,W 17-9,25,44,56.8,257,0,2,8,0,73.8,PHI_DAL_2019-12-22
HOU,2019-12-21,25,Sat,15,16,@,TAM,W 23-20,25,48,52.1,329,1,3,6,4,46.3,HOU_TAM_2019-12-21
SEA,2019-12-15,25,Sun,14,15,@,CAR,W 30-24,25,42,59.5,269,1,1,8,3,56.5,SEA_CAR_2019-12-15
SFO,2019-12-15,25,Sun,14,15,,ATL,L 22-29,25,39,64.1,201,2,2,9,0,94.1,SFO_ATL_2019-12-15
LAC,2019-12-08,25,Sun,13,14,@,JAX,W 45-10,25,38,65.8,164,1,2,7,0,83.7,LAC_JAX_2019-12-08
TEN,2019-12-08,25,Sun,13,14,@,OAK,W 42-21,25,34,73.5,258,2,2,4,0,114.6,TEN_OAK_2019-12-08
TEN,2019-12-01,25,Sun,12,13,@,IND,W 31-17,25,40,62.5,309,1,3,10,2,73.9,TEN_IND_2019-12-01
NYG,2019-11-24,25,Sun,11,12,@,CHI,L 14-19,25,41,61.0,270,1,2,8,2,68.1,NYG_CHI_2019-11-24
LAR,2019-11-17,25,Sun,10,11,,CHI,W 17-7,25,47,53.2,193,1,3,6,1,61.7,LAR_CHI_2019-11-17
CIN,2019-11-17,25,Sun,10,11,@,OAK,L 10-17,25,29,86.2,273,1,3,19,1,103.0,CIN_OAK_2019-11-17
MIN,2019-11-03,25,Sun,9,9,@,KAN,L 23-26,25,35,71.4,230,1,5,45,0,98.5,MIN_KAN_2019-11-03
NYG,2019-10-27,25,Sun,8,8,@,DET,L 26-31,25,32,78.1,316,3,4,26,1,126.0,NYG_DET_2019-10-27
OAK,2019-10-20,25,Sun,6,7,@,GNB,L 24-42,25,31,80.6,421,5,1,8,0,158.3,OAK_GNB_2019-10-20
CHI,2019-10-06,25,Sun,5,5,@,OAK,L 21-24,25,32,78.1,229,0,0,0,0,96.5,CHI_OAK_2019-10-06
MIA,2019-09-29,25,Sun,4,4,,LAC,L 10-30,25,31,80.6,311,2,1,6,0,130.0,MIA_LAC_2019-09-29
WAS,2019-09-23,25,Mon,3,3,,CHI,L 15-31,25,31,80.6,208,3,3,23,1,113.4,WAS_CHI_2019-09-23
LAC,2019-09-22,25,Sun,3,3,,HOU,L 20-27,25,34,73.5,337,3,2,14,0,134.1,LAC_HOU_2019-09-22
BAL,2019-09-15,25,Sun,2,2,,ARI,W 23-17,25,40,62.5,329,0,3,20,0,88.4,BAL_ARI_2019-09-15
TAM,2019-09-12,25,Thu,2,2,@,CAR,W 20-14,25,51,49.0,313,0,3,20,0,68.5,TAM_CAR_2019-09-12
PIT,2019-09-08,25,Sun,1,1,@,NWE,L 3-33,25,37,67.6,366,3,1,7,0,126.6,PIT_NWE_2019-09-08
LAR,2019-09-08,25,Sun,1,1,@,CAR,W 30-27,25,38,65.8,216,0,3,23,1,69.6,LAR_CAR_2019-09-08
TEN,2019-09-08,25,Sun,1,1,@,CLE,W 43-13,25,38,65.8,244,1,5,41,3,59.5,TEN_CLE_2019-09-08
NYG,2019-09-08,25,Sun,1,1,@,DAL,L 17-35,25,32,78.1,405,4,0,0,0,158.3,NYG_DAL_2019-09-08
JAX,2019-09-08,25,Sun,1,1,,KAN,L 26-40,25,34,73.5,378,3,0,0,0,139.1,JAX_KAN_2019-09-08
IND,2019-09-08,25,Sun,1,1,@,LAC,L 24-30 (OT),25,34,73.5,310,3,4,23,1,118.5,IND_LAC_2019-09-08
JAX,2018-12-30,25,Sun,16,17,@,HOU,L 3-20,25,35,71.4,208,0,6,26,0,86.4,JAX_HOU_2018-12-30
IND,2018-12-23,25,Sun,15,16,,NYG,W 28-27,25,33,75.8,309,1,0,0,1,101.7,IND_NYG_2018-12-23
SFO,2018-12-23,25,Sun,15,16,,CHI,L 9-14,25,29,86.2,235,1,3,11,0,111.9,SFO_CHI_2018-12-23
CHI,2018-12-16,25,Sun,14,15,,GNB,W 24-17,25,42,59.5,235,0,5,39,1,65.1,CHI_GNB_2018-12-16
PIT,2018-12-16,25,Sun,14,15,,NWE,W 17-10,25,36,69.4,272,1,1,7,1,89.1,PIT_NWE_2018-12-16
PIT,2018-12-09,25,Sun,13,14,@,OAK,L 21-24,25,34,73.5,299,2,4,23,0,119.6,PIT_OAK_2018-12-09
TEN,2018-12-06,25,Thu,13,14,,JAX,W 30-9,25,43,58.1,195,1,4,45,0,77.2,TEN_JAX_2018-12-06
DEN,2018-12-02,25,Sun,12,13,@,CIN,W 24-10,25,37,67.6,202,1,4,34,1,78.9,DEN_CIN_2018-12-02
SEA,2018-11-25,25,Sun,11,12,@,CAR,W 30-27,25,30,83.3,256,2,0,0,1,110.6,SEA_CAR_2018-11-25
NYG,2018-11-18,25,Sun,10,11,,TAM,W 38-35,25,37,67.6,359,2,1,7,4,77.3,NYG_TAM_2018-11-18
DET,2018-11-18,25,Sun,10,11,,CAR,W 20-19,25,38,65.8,331,3,3,26,1,108.6,DET_CAR_2018-11-18
CHI,2018-11-11,25,Sun,9,10,,DET,W 34-22,25,42,59.5,229,2,6,45,2,70.4,CHI_DET_2018-11-11
MIN,2018-11-04,25,Sun,9,9,,DET,W 24-9,25,36,69.4,143,0,10,56,0,76.5,MIN_DET_2018-11-04
LAR,2018-11-04,25,Sun,9,9,@,NOR,L 35-45,25,36,69.4,346,4,0,0,0,137.0,LAR_NOR_2018-11-04
NYJ,2018-10-21,25,Sun,7,7,,MIN,L 17-37,25,40,62.5,228,2,1,13,0,94.6,NYJ_MIN_2018-10-21
CHI,2018-10-21,25,Sun,6,7,,NWE,L 31-38,25,36,69.4,273,3,1,4,1,107.8,CHI_NWE_2018-10-21
PHI,2018-10-21,25,Sun,7,7,,CAR,L 17-21,25,39,64.1,250,2,2,19,0,99.3,PHI_CAR_2018-10-21
SFO,2018-10-15,25,Mon,6,6,@,GNB,L 30-33,25,46,54.3,405,2,3,20,0,98.6,SFO_GNB_2018-10-15
TEN,2018-10-14,25,Sun,6,6,,BAL,L 0-21,25,37,67.6,238,1,0,0,1,82.9,TEN_BAL_2018-10-14
LAR,2018-10-14,25,Sun,6,6,@,DEN,W 23-20,25,41,61.0,297,2,2,25,1,89.2,LAR_DEN_2018-10-14
BAL,2018-10-07,25,Sun,5,5,@,CLE,L 9-12 (OT),25,43,58.1,304,1,5,38,1,78.1,BAL_CLE_2018-10-07
SFO,2018-09-30,25,Sun,4,4,@,LAC,L 27-29,25,39,64.1,242,3,1,8,1,96.3,SFO_LAC_2018-09-30
CHI,2018-09-30,25,Sun,4,4,,TAM,W 48-10,25,38,65.8,251,1,4,20,3,60.3,CHI_TAM_2018-09-30
HOU,2018-09-23,25,Sun,3,3,,NYG,L 22-27,25,29,86.2,265,2,4,32,0,127.7,HOU_NYG_2018-09-23
DEN,2018-09-23,25,Sun,3,3,@,BAL,L 14-27,25,40,62.5,265,1,2,12,0,90.1,DEN_BAL_2018-09-23
PHI,2018-09-23,25,Sun,3,3,,IND,W 20-16,25,41,61.0,141,1,2,23,0,75.4,PHI_IND_2018-09-23
IND,2018-09-23,25,Sun,3,3,@,PHI,L 16-20,25,37,67.6,227,1,5,28,1,81.7,IND_PHI_2018-09-23
SEA,2018-09-17,25,Mon,2,2,@,CHI,L 17-24,25,34,73.5,185,2,2,15,2,81.1,SEA_CHI_2018-09-17
MIA,2018-09-16,25,Sun,2,2,@,NYJ,W 20-12,25,41,61.0,320,1,3,14,2,73.2,MIA_NYJ_2018-09-16
SEA,2018-09-09,25,Sun,1,1,@,DEN,L 24-27,25,39,64.1,324,3,1,5,3,83.7,SEA_DEN_2018-09-09
CIN,2017-12-31,25,Sun,16,17,@,BAL,W 31-27,25,47,53.2,194,2,1,9,1,68.9,CIN_BAL_2017-12-31
MIA,2017-12-24,25,Sun,15,16,@,KAN,L 13-29,25,39,64.1,301,1,1,3,0,96.2,MIA_KAN_2017-12-24
CHI,2017-12-16,25,Sat,14,15,@,DET,L 10-20,25,33,75.8,202,2,4,35,0,110.9,CHI_DET_2017-12-16
NWE,2017-12-11,25,Mon,13,14,@,MIA,L 20-27,25,38,65.8,242,3,2,21,0,109.8,NWE_MIA_2017-12-11
CIN,2017-12-10,25,Sun,13,14,,CHI,L 7-33,25,32,78.1,250,1,2,21,0,109.6,CIN_CHI_2017-12-10
ATL,2017-12-03,25,Sun,12,13,,MIN,L 9-14,25,30,83.3,207,2,2,20,0,117.6,ATL_MIN_2017-12-03
CAR,2017-12-03,25,Sun,12,13,@,NOR,L 21-31,25,34,73.5,252,1,2,17,0,104.0,CAR_NOR_2017-12-03
BUF,2017-11-19,25,Sun,10,11,@,LAC,L 24-54,25,37,67.6,283,2,1,1,0,108.3,BUF_LAC_2017-11-19
CIN,2017-11-12,25,Sun,9,10,@,TEN,L 20-24,25,44,56.8,236,1,4,28,1,69.9,CIN_TEN_2017-11-12
DAL,2017-11-05,25,Sun,8,9,,KAN,W 28-17,25,34,73.5,255,2,2,8,1,102.0,DAL_KAN_2017-11-05
CIN,2017-10-29,25,Sun,7,8,,IND,W 24-23,25,39,64.1,216,2,4,17,1,85.0,CIN_IND_2017-10-29
BAL,2017-10-26,25,Thu,8,8,,MIA,W 40-0,25,44,56.8,151,0,3,25,2,44.8,BAL_MIA_2017-10-26
LAC,2017-10-22,25,Sun,7,7,,DEN,W 21-0,25,35,71.4,182,0,5,25,1,71.4,LAC_DEN_2017-10-22
NYJ,2017-10-22,25,Sun,7,7,@,MIA,L 28-31,25,37,67.6,304,4,3,22,2,106.1,NYJ_MIA_2017-10-22
OAK,2017-10-19,25,Thu,7,7,,KAN,W 31-30,25,36,69.4,331,3,1,11,0,126.0,OAK_KAN_2017-10-19
NOR,2017-10-15,25,Sun,5,6,,DET,W 52-38,25,52,48.1,281,3,5,31,3,59.9,NOR_DET_2017-10-15
OAK,2017-10-15,25,Sun,6,6,,LAC,L 16-17,25,36,69.4,263,1,1,5,0,99.7,OAK_LAC_2017-10-15
SFO,2017-10-15,25,Sun,6,6,@,WAS,L 24-26,25,37,67.6,325,2,1,5,1,101.7,SFO_WAS_2017-10-15
GNB,2017-10-08,25,Sun,5,5,@,DAL,W 35-31,25,36,69.4,245,3,1,6,1,104.5,GNB_DAL_2017-10-08
CLE,2017-10-01,25,Sun,4,4,,CIN,L 7-31,25,30,83.3,264,4,3,22,0,142.9,CLE_CIN_2017-10-01
TEN,2017-10-01,25,Sun,4,4,@,HOU,L 14-57,25,34,73.5,272,4,2,11,1,123.7,TEN_HOU_2017-10-01
ATL,2017-09-24,25,Sun,3,3,@,DET,W 30-26,25,45,55.6,253,1,2,11,0,79.2,ATL_DET_2017-09-24
TAM,2017-09-24,25,Sun,2,3,@,MIN,L 17-34,25,33,75.8,369,3,0,0,0,142.1,TAM_MIN_2017-09-24
HOU,2017-09-24,25,Sun,3,3,@,NWE,L 33-36,25,35,71.4,337,5,5,41,0,141.3,HOU_NWE_2017-09-24
OAK,2017-09-24,25,Sun,3,3,@,WAS,L 10-27,25,30,83.3,356,3,1,9,0,149.4,OAK_WAS_2017-09-24
KAN,2017-09-17,25,Sun,2,2,,PHI,W 27-20,25,46,54.3,299,2,6,34,1,79.9,KAN_PHI_2017-09-17
CLE,2017-09-17,25,Sun,2,2,@,BAL,L 10-24,25,34,73.5,201,2,2,16,1,95.3,CLE_BAL_2017-09-17
OAK,2017-09-10,25,Sun,1,1,@,TEN,W 26-16,25,41,61.0,255,0,1,1,0,78.8,OAK_TEN_2017-09-10
IND,2023-01-08,24,Sun,17,18,,HOU,L 31-32,24,40,60.0,301,3,1,10,2,87.6,IND_HOU_2023-01-08
NWE,2023-01-01,24,Sun,16,17,,MIA,W 23-21,24,40,60.0,247,2,2,18,2,73.6,NWE_MIA_2023-01-01
LAR,2023-01-01,24,Sun,16,17,@,LAC,L 10-31,24,31,77.4,239,2,0,0,0,120.2,LAR_LAC_2023-01-01
ATL,2023-01-01,24,Sun,16,17,,ARI,W 20-19,24,40,60.0,213,1,2,9,0,82.6,ATL_ARI_2023-01-01
IND,2022-12-26,24,Mon,15,16,,LAC,L 3-20,24,31,77.4,213,0,4,22,1,81.8,IND_LAC_2022-12-26
MIA,2022-12-25,24,Sun,15,16,,GNB,L 20-26,24,38,63.2,222,1,2,16,1,76.9,MIA_GNB_2022-12-25
DEN,2022-12-25,24,Sun,15,16,@,LAR,L 14-51,24,28,85.7,230,2,0,0,0,124.7,DEN_LAR_2022-12-25
DAL,2022-12-24,24,Sat,15,16,,PHI,W 40-34,24,40,60.0,355,2,0,0,2,84.9,DAL_PHI_2022-12-24
ARI,2022-12-12,24,Mon,13,14,,NWE,L 13-27,24,35,68.6,225,0,1,10,1,74.1,ARI_NWE_2022-12-12
HOU,2022-12-11,24,Sun,13,14,@,DAL,L 23-27,24,39,61.5,277,1,1,7,2,70.1,HOU_DAL_2022-12-11
DET,2022-11-24,24,Thu,11,12,,BUF,L 25-28,24,42,57.1,237,2,3,16,1,79.2,DET_BUF_2022-11-24
PIT,2022-11-20,24,Sun,10,11,,CIN,L 30-37,24,39,61.5,346,4,2,9,2,103.2,PIT_CIN_2022-11-20
LVR,2022-11-20,24,Sun,10,11,@,DEN,W 22-16 (OT),24,31,77.4,226,0,3,21,0,97.0,LVR_DEN_2022-11-20
CAR,2022-11-20,24,Sun,11,11,@,BAL,L 3-13,24,33,72.7,193,0,3,16,1,74.4,CAR_BAL_2022-11-20
TEN,2022-11-17,24,Thu,10,11,@,GNB,W 27-17,24,39,61.5,215,2,1,12,0,93.4,TEN_GNB_2022-11-17
GNB,2022-11-17,24,Thu,11,11,,TEN,L 17-27,24,29,82.8,320,3,3,17,1,132.8,GNB_TEN_2022-11-17
IND,2022-11-13,24,Sun,10,10,@,LVR,W 25-20,24,38,63.2,232,2,2,16,0,97.7,IND_LVR_2022-11-13
ARI,2022-10-30,24,Sun,8,8,@,MIN,L 26-34,24,36,66.7,208,2,3,24,0,100.2,ARI_MIN_2022-10-30
NYJ,2022-10-30,24,Sun,8,8,,NWE,L 17-22,24,35,68.6,161,1,6,33,1,76.0,NYJ_NWE_2022-10-30
NYJ,2022-10-23,24,Sun,7,7,@,DEN,W 16-9,24,46,52.2,219,0,1,6,1,56.3,NYJ_DEN_2022-10-23
CLE,2022-10-16,24,Sun,6,6,,NWE,L 15-38,24,34,70.6,301,2,2,8,0,117.4,CLE_NWE_2022-10-16
BAL,2022-10-09,24,Sun,5,5,,CIN,W 19-17,24,35,68.6,190,1,3,27,1,79.5,BAL_CIN_2022-10-09
DET,2022-09-25,24,Sun,3,3,@,MIN,L 24-28,24,41,58.5,250,2,1,10,0,92.5,DET_MIN_2022-09-25
SFO,2022-09-18,24,Sun,2,2,,SEA,W 27-7,24,31,77.4,180,0,2,17,2,63.9,SFO_SEA_2022-09-18
DAL,2022-09-18,24,Sun,2,2,,CIN,W 20-17,24,36,66.7,165,1,6,34,0,86.0,DAL_CIN_2022-09-18
LAC,2022-09-15,24,Thu,2,2,@,KAN,L 24-27,24,35,68.6,226,2,1,9,0,105.2,LAC_KAN_2022-09-15
WAS,2022-09-11,24,Sun,1,1,,JAX,W 28-22,24,42,57.1,260,1,2,15,1,73.5,WAS_JAX_2022-09-11
KAN,2022-09-11,24,Sun,1,1,@,ARI,W 44-21,24,38,63.2,179,2,3,26,0,91.9,KAN_ARI_2022-09-11
DET,2022-01-09,24,Sun,17,18,,GNB,W 37-30,24,35,68.6,256,3,4,16,2,94.5,DET_GNB_2022-01-09
LAR,2022-01-09,24,Sun,17,18,,SFO,L 24-27 (OT),24,33,72.7,314,2,3,26,2,97.3,LAR_SFO_2022-01-09
CLE,2022-01-03,24,Mon,16,17,@,PIT,L 14-26,24,46,52.2,109,1,2,14,1,56.2,CLE_PIT_2022-01-03
GNB,2022-01-02,24,Sun,16,17,,MIN,W 37-10,24,39,61.5,179,1,2,15,0,81.0,GNB_MIN_2022-01-02
IND,2022-01-02,24,Sun,16,17,,LVR,L 20-23,24,32,75.0,241,1,2,14,2,80.3,IND_LVR_2022-01-02
SEA,2021-12-26,24,Sun,15,16,,CHI,L 24-25,24,35,68.6,229,1,4,21,0,96.0,SEA_CHI_2021-12-26
CLE,2021-12-25,24,Sat,15,16,@,GNB,L 22-24,24,34,70.6,202,3,0,0,0,115.1,CLE_GNB_2021-12-25
DEN,2021-12-12,24,Sun,13,14,,DET,W 38-10,24,39,61.5,198,1,2,17,1,72.4,DEN_DET_2021-12-12
TEN,2021-12-12,24,Sun,13,14,,JAX,W 20-0,24,40,60.0,184,0,3,37,4,31.7,TEN_JAX_2021-12-12
LAC,2021-12-05,24,Sun,12,13,@,CIN,W 41-22,24,40,60.0,260,1,6,40,2,66.7,LAC_CIN_2021-12-05
CIN,2021-11-28,24,Sun,11,12,,PIT,W 41-10,24,41,58.5,250,1,3,13,2,64.1,CIN_PIT_2021-11-28
DET,2021-11-25,24,Thu,11,12,,CHI,L 14-16,24,39,61.5,310,1,1,7,1,84.3,DET_CHI_2021-11-25
DAL,2021-11-25,24,Thu,11,12,,LVR,L 33-36 (OT),24,39,61.5,366,1,3,7,0,101.0,DAL_LVR_2021-11-25
IND,2021-11-21,24,Sun,11,11,@,BUF,W 41-15,24,40,60.0,220,2,1,8,3,60.4,IND_BUF_2021-11-21
GNB,2021-11-21,24,Sun,11,11,@,MIN,L 31-34,24,35,68.6,318,3,2,23,0,125.7,GNB_MIN_2021-11-21
MIA,2021-11-21,24,Sun,11,11,@,NYJ,W 24-17,24,39,61.5,278,2,2,13,0,100.2,MIA_NYJ_2021-11-21
MIA,2021-11-07,24,Sun,9,9,,HOU,W 17-9,24,44,54.5,199,0,5,41,3,38.0,MIA_HOU_2021-11-07
DEN,2021-10-31,24,Sun,8,8,,WAS,W 17-10,24,39,61.5,230,1,5,40,2,65.1,DEN_WAS_2021-10-31
CAR,2021-10-24,24,Sun,7,7,@,NYG,L 3-25,24,34,70.6,199,1,2,20,0,95.1,CAR_NYG_2021-10-24
KAN,2021-10-17,24,Sun,6,6,@,WAS,W 31-13,24,39,61.5,182,1,0,0,1,70.7,KAN_WAS_2021-10-17
PIT,2021-10-10,24,Sun,5,5,,DEN,W 27-19,24,38,63.2,268,2,2,20,1,90.7,PIT_DEN_2021-10-10
MIA,2021-10-03,24,Sun,4,4,,IND,L 17-27,24,32,75.0,210,2,2,18,0,112.8,MIA_IND_2021-10-03
LAR,2021-10-03,24,Sun,4,4,,ARI,L 20-37,24,32,75.0,249,2,3,19,0,117.8,LAR_ARI_2021-10-03
CHI,2021-10-03,24,Sun,4,4,,DET,W 24-14,24,38,63.2,261,2,4,38,0,100.9,CHI_DET_2021-10-03
PHI,2021-10-03,24,Sun,4,4,,KAN,L 30-42,24,30,80.0,271,5,1,7,1,130.0,PHI_KAN_2021-10-03
ATL,2021-09-26,24,Sun,3,3,@,NYG,W 17-14,24,35,68.6,246,0,2,20,0,88.5,ATL_NYG_2021-09-26
BAL,2021-09-19,24,Sun,2,2,,KAN,W 36-35,24,31,77.4,343,3,0,0,1,131.5,BAL_KAN_2021-09-19
ATL,2021-09-19,24,Sun,2,2,@,TAM,L 25-48,24,36,66.7,259,5,3,17,0,127.2,ATL_TAM_2021-09-19
NYJ,2021-09-12,24,Sun,1,1,@,CAR,L 14-19,24,35,68.6,270,1,1,9,0,100.9,NYJ_CAR_2021-09-12
MIA,2021-01-03,24,Sun,16,17,@,BUF,L 26-56,24,38,63.2,377,4,1,11,2,109.2,MIA_BUF_2021-01-03
DEN,2021-01-03,24,Sun,16,17,,LVR,L 31-32,24,38,63.2,359,2,3,12,2,89.7,DEN_LVR_2021-01-03
JAX,2020-12-27,24,Sun,15,16,,CHI,L 17-41,24,36,66.7,263,2,1,2,1,95.0,JAX_CHI_2020-12-27
LAC,2020-12-27,24,Sun,15,16,,DEN,W 19-16,24,47,51.1,263,0,2,1,2,50.2,LAC_DEN_2020-12-27
CIN,2020-12-27,24,Sun,15,16,@,HOU,W 37-31,24,33,72.7,322,3,1,2,0,133.6,CIN_HOU_2020-12-27
CHI,2020-12-27,24,Sun,15,16,@,JAX,W 41-17,24,37,64.9,203,2,1,8,2,74.5,CHI_JAX_2020-12-27
ATL,2020-12-27,24,Sun,15,16,@,KAN,L 14-17,24,45,53.3,278,2,0,0,2,68.6,ATL_KAN_2020-12-27
BAL,2020-12-27,24,Sun,15,16,,NYG,W 27-13,24,41,58.5,215,1,6,37,0,80.8,BAL_NYG_2020-12-27
