Team,Date,1stDOpp,Day,G#,Week,,Opp,Result,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,game_id
IND,2020-11-29,28,Sun,11,12,,TEN,L 26-45,28,16,9,3,12,5,41.7,1,1,100.0,IND_TEN_2020-11-29
HOU,2020-11-26,28,Thu,11,12,@,DET,W 41-25,28,8,17,3,13,6,46.2,3,1,33.3,HOU_DET_2020-11-26
NYJ,2020-11-22,28,Sun,10,11,@,LAC,L 28-34,28,5,18,5,15,9,60.0,1,0,0.0,NYJ_LAC_2020-11-22
DEN,2020-11-01,28,Sun,7,8,,LAC,W 31-30,28,10,15,3,16,7,43.8,1,0,0.0,DEN_LAC_2020-11-01
CAR,2020-10-29,28,Thu,8,8,,ATL,L 17-25,28,10,14,4,9,3,33.3,0,0,,CAR_ATL_2020-10-29
NYJ,2020-10-11,28,Sun,5,5,,ARI,L 10-30,28,9,17,2,12,5,41.7,1,1,100.0,NYJ_ARI_2020-10-11
NYG,2020-10-11,28,Sun,5,5,@,DAL,L 34-37,28,9,15,4,9,5,55.6,0,0,,NYG_DAL_2020-10-11
JAX,2020-10-04,28,Sun,4,4,@,CIN,L 25-33,28,12,15,1,11,4,36.4,1,1,100.0,JAX_CIN_2020-10-04
LAC,2020-10-04,28,Sun,4,4,@,TAM,L 31-38,28,6,20,2,11,5,45.5,0,0,,LAC_TAM_2020-10-04
DET,2020-09-27,28,Sun,3,3,@,ARI,W 26-23,28,10,16,2,10,4,40.0,1,1,100.0,DET_ARI_2020-09-27
BUF,2020-09-27,28,Sun,3,3,,LAR,W 35-32,28,13,15,0,10,6,60.0,1,0,0.0,BUF_LAR_2020-09-27
NOR,2020-09-21,28,Mon,2,2,@,LVR,L 24-34,28,5,18,5,17,10,58.8,2,2,100.0,NOR_LVR_2020-09-21
BUF,2020-09-20,28,Sun,2,2,@,MIA,W 31-28,28,6,20,2,12,5,41.7,1,0,0.0,BUF_MIA_2020-09-20
KAN,2020-09-20,28,Sun,2,2,@,LAC,W 23-20 (OT),28,13,14,1,13,6,46.2,2,1,50.0,KAN_LAC_2020-09-20
SEA,2020-09-13,28,Sun,1,1,@,ATL,W 38-25,28,4,23,1,14,7,50.0,4,0,0.0,SEA_ATL_2020-09-13
HOU,2020-09-10,28,Thu,1,1,@,KAN,L 20-34,28,9,16,3,13,7,53.8,1,1,100.0,HOU_KAN_2020-09-10
TAM,2019-12-29,28,Sun,16,17,,ATL,L 22-28 (OT),28,6,20,2,18,7,38.9,3,1,33.3,TAM_ATL_2019-12-29
JAX,2019-12-22,28,Sun,15,16,@,ATL,L 12-24,28,8,20,0,13,7,53.8,0,0,,JAX_ATL_2019-12-22
WAS,2019-12-22,28,Sun,15,16,,NYG,L 35-41 (OT),28,8,16,4,14,8,57.1,0,0,,WAS_NYG_2019-12-22
SEA,2019-12-15,28,Sun,14,15,@,CAR,W 30-24,28,10,18,0,11,5,45.5,0,0,,SEA_CAR_2019-12-15
SFO,2019-12-08,28,Sun,13,14,@,NOR,W 48-46,28,9,17,2,11,5,45.5,3,2,66.7,SFO_NOR_2019-12-08
TEN,2019-11-10,28,Sun,10,10,,KAN,W 35-32,28,6,20,2,14,7,50.0,2,1,50.0,TEN_KAN_2019-11-10
ARI,2019-10-27,28,Sun,8,8,@,NOR,L 9-31,28,8,20,0,12,7,58.3,0,0,,ARI_NOR_2019-10-27
CAR,2019-10-06,28,Sun,5,5,,JAX,W 34-27,28,8,18,2,13,6,46.2,0,0,,CAR_JAX_2019-10-06
MIA,2019-09-22,28,Sun,3,3,@,DAL,L 6-31,28,15,12,1,10,5,50.0,0,0,,MIA_DAL_2019-09-22
SFO,2018-12-30,28,Sun,16,17,@,LAR,L 32-48,28,12,13,3,16,10,62.5,1,0,0.0,SFO_LAR_2018-12-30
MIA,2018-12-09,28,Sun,13,14,,NWE,W 34-33,28,3,21,4,16,9,56.3,0,0,,MIA_NWE_2018-12-09
WAS,2018-12-03,28,Mon,12,13,@,PHI,L 13-28,28,8,18,2,13,7,53.8,1,0,0.0,WAS_PHI_2018-12-03
KAN,2018-12-02,28,Sun,12,13,@,OAK,W 40-33,28,10,16,2,12,9,75.0,0,0,,KAN_OAK_2018-12-02
PHI,2018-11-18,28,Sun,10,11,@,NOR,L 7-48,28,6,21,1,11,6,54.5,1,1,100.0,PHI_NOR_2018-11-18
GNB,2018-11-04,28,Sun,8,9,@,NWE,L 17-31,28,11,13,4,11,4,36.4,1,0,0.0,GNB_NWE_2018-11-04
OAK,2018-10-28,28,Sun,7,8,,IND,L 28-42,28,11,13,4,13,9,69.2,0,0,,OAK_IND_2018-10-28
HOU,2018-09-30,28,Sun,4,4,@,IND,W 37-34 (OT),28,3,23,2,17,10,58.8,1,0,0.0,HOU_IND_2018-09-30
TAM,2018-09-30,28,Sun,4,4,@,CHI,L 10-48,28,10,15,3,8,4,50.0,0,0,,TAM_CHI_2018-09-30
PIT,2018-09-24,28,Mon,3,3,@,TAM,W 30-27,28,2,22,4,9,3,33.3,1,1,100.0,PIT_TAM_2018-09-24
CIN,2018-09-13,28,Thu,2,2,,BAL,W 34-23,28,5,20,3,16,7,43.8,4,2,50.0,CIN_BAL_2018-09-13
NYJ,2017-12-31,28,Sun,16,17,@,NWE,L 6-26,28,10,12,6,15,4,26.7,1,1,100.0,NYJ_NWE_2017-12-31
NOR,2017-12-31,28,Sun,16,17,@,TAM,L 24-31,28,7,19,2,18,13,72.2,1,1,100.0,NOR_TAM_2017-12-31
DET,2017-12-24,28,Sun,15,16,@,CIN,L 17-26,28,8,16,4,14,7,50.0,0,0,,DET_CIN_2017-12-24
BUF,2017-12-24,28,Sun,15,16,@,NWE,L 16-37,28,13,13,2,11,5,45.5,1,1,100.0,BUF_NWE_2017-12-24
DET,2017-12-10,28,Sun,13,14,@,TAM,W 24-21,28,8,19,1,8,4,50.0,0,0,,DET_TAM_2017-12-10
GNB,2017-11-26,28,Sun,11,12,@,PIT,L 28-31,28,6,21,1,13,8,61.5,1,1,100.0,GNB_PIT_2017-11-26
DET,2017-11-23,28,Thu,11,12,,MIN,L 23-30,28,11,14,3,13,6,46.2,0,0,,DET_MIN_2017-11-23
BUF,2017-11-19,28,Sun,10,11,@,LAC,L 24-54,28,8,20,0,14,7,50.0,0,0,,BUF_LAC_2017-11-19
DEN,2017-11-12,28,Sun,9,10,,NWE,L 16-41,28,6,18,4,11,4,36.4,3,1,33.3,DEN_NWE_2017-11-12
ARI,2017-10-22,28,Sun,7,7,@,LAR,L 0-33,28,11,14,3,19,13,68.4,0,0,,ARI_LAR_2017-10-22
NWE,2017-10-01,28,Sun,4,4,,CAR,L 30-33,28,7,18,3,9,6,66.7,0,0,,NWE_CAR_2017-10-01
LVR,2023-01-01,27,Sun,16,17,,SFO,L 34-37 (OT),27,10,15,2,8,4,50.0,0,0,,LVR_SFO_2023-01-01
LAR,2022-12-19,27,Mon,14,15,@,GNB,L 12-24,27,9,15,3,9,4,44.4,2,2,100.0,LAR_GNB_2022-12-19
NYG,2022-12-11,27,Sun,13,14,,PHI,L 22-48,27,15,10,2,11,6,54.5,1,1,100.0,NYG_PHI_2022-12-11
SEA,2022-11-27,27,Sun,11,12,,LVR,L 34-40 (OT),27,13,14,0,14,8,57.1,2,1,50.0,SEA_LVR_2022-11-27
BUF,2022-11-20,27,Sun,10,11,,CLE,W 31-23,27,5,19,3,11,4,36.4,2,1,50.0,BUF_CLE_2022-11-20
ARI,2022-11-06,27,Sun,9,9,,SEA,L 21-31,27,10,14,3,15,10,66.7,1,0,0.0,ARI_SEA_2022-11-06
DET,2022-10-30,27,Sun,7,8,,MIA,L 27-31,27,8,18,1,12,8,66.7,1,1,100.0,DET_MIA_2022-10-30
TAM,2022-10-27,27,Thu,8,8,,BAL,L 22-27,27,11,15,1,13,6,46.2,1,0,0.0,TAM_BAL_2022-10-27
JAX,2022-10-23,27,Sun,7,7,,NYG,L 17-23,27,13,11,3,12,6,50.0,1,0,0.0,JAX_NYG_2022-10-23
NYG,2022-10-23,27,Sun,7,7,@,JAX,W 23-17,27,7,15,5,13,6,46.2,4,2,50.0,NYG_JAX_2022-10-23
LAC,2022-10-09,27,Sun,5,5,@,CLE,W 30-28,27,11,15,1,10,4,40.0,1,0,0.0,LAC_CLE_2022-10-09
KAN,2022-10-02,27,Sun,4,4,@,TAM,W 41-31,27,2,23,2,10,6,60.0,0,0,,KAN_TAM_2022-10-02
TAM,2022-10-02,27,Sun,4,4,,KAN,L 31-41,27,8,17,2,17,12,70.6,1,0,0.0,TAM_KAN_2022-10-02
DET,2022-10-02,27,Sun,4,4,,SEA,L 45-48,27,12,14,1,12,9,75.0,0,0,,DET_SEA_2022-10-02
SEA,2022-10-02,27,Sun,4,4,@,DET,W 48-45,27,6,19,2,10,4,40.0,3,3,100.0,SEA_DET_2022-10-02
BAL,2022-09-18,27,Sun,2,2,,MIA,L 38-42,27,5,22,0,11,7,63.6,2,2,100.0,BAL_MIA_2022-09-18
DET,2022-09-11,27,Sun,1,1,,PHI,L 35-38,27,13,12,2,17,10,58.8,3,2,66.7,DET_PHI_2022-09-11
LVR,2022-01-09,27,Sun,17,18,,LAC,W 35-32 (OT),27,5,20,2,18,4,22.2,7,6,85.7,LVR_LAC_2022-01-09
NYJ,2021-12-26,27,Sun,15,16,,JAX,W 26-21,27,8,16,3,13,6,46.2,3,2,66.7,NYJ_JAX_2021-12-26
CHI,2021-12-12,27,Sun,13,14,@,GNB,L 30-45,27,7,19,1,10,4,40.0,1,1,100.0,CHI_GNB_2021-12-12
TAM,2021-12-12,27,Sun,13,14,,BUF,W 33-27 (OT),27,10,16,1,13,2,15.4,3,2,66.7,TAM_BUF_2021-12-12
SEA,2021-11-29,27,Mon,11,12,@,WAS,L 15-17,27,10,13,4,13,5,38.5,2,1,50.0,SEA_WAS_2021-11-29
DET,2021-10-31,27,Sun,8,8,,PHI,L 6-44,27,19,6,2,10,5,50.0,0,0,,DET_PHI_2021-10-31
ATL,2021-10-24,27,Sun,6,7,@,MIA,W 30-28,27,9,17,1,11,7,63.6,0,0,,ATL_MIA_2021-10-24
LAC,2021-10-17,27,Sun,6,6,@,BAL,L 6-34,27,14,12,1,11,6,54.5,0,0,,LAC_BAL_2021-10-17
PHI,2021-10-14,27,Thu,6,6,,TAM,L 22-28,27,8,17,2,13,7,53.8,1,0,0.0,PHI_TAM_2021-10-14
CLE,2021-10-10,27,Sun,5,5,@,LAC,L 42-47,27,9,14,4,13,6,46.2,3,3,100.0,CLE_LAC_2021-10-10
LAR,2021-10-03,27,Sun,4,4,,ARI,L 20-37,27,15,11,1,13,8,61.5,0,0,,LAR_ARI_2021-10-03
PHI,2021-09-27,27,Mon,3,3,@,DAL,L 21-41,27,9,14,4,12,6,50.0,2,1,50.0,PHI_DAL_2021-09-27
LAR,2021-09-26,27,Sun,3,3,,TAM,W 34-24,27,3,24,0,13,6,46.2,2,1,50.0,LAR_TAM_2021-09-26
WAS,2021-09-12,27,Sun,1,1,,LAC,L 16-20,27,6,20,1,19,14,73.7,0,0,,WAS_LAC_2021-09-12
BUF,2021-01-03,27,Sun,16,17,,MIA,W 56-26,27,5,20,2,14,3,21.4,2,1,50.0,BUF_MIA_2021-01-03
TEN,2020-12-27,27,Sun,15,16,@,GNB,L 14-40,27,12,14,1,8,4,50.0,2,1,50.0,TEN_GNB_2020-12-27
HOU,2020-12-27,27,Sun,15,16,,CIN,L 31-37,27,7,18,2,13,6,46.2,2,1,50.0,HOU_CIN_2020-12-27
ATL,2020-12-20,27,Sun,14,15,,TAM,L 27-31,27,6,19,2,10,4,40.0,0,0,,ATL_TAM_2020-12-20
TEN,2020-12-20,27,Sun,14,15,,DET,W 46-25,27,8,18,1,12,7,58.3,1,0,0.0,TEN_DET_2020-12-20
LAC,2020-12-17,27,Thu,14,15,@,LVR,W 30-27 (OT),27,13,13,1,13,5,38.5,4,4,100.0,LAC_LVR_2020-12-17
LVR,2020-12-17,27,Thu,14,15,,LAC,L 27-30 (OT),27,6,16,5,12,7,58.3,0,0,,LVR_LAC_2020-12-17
KAN,2020-12-13,27,Sun,13,14,@,MIA,W 33-27,27,5,18,4,15,7,46.7,0,0,,KAN_MIA_2020-12-13
GNB,2020-12-13,27,Sun,13,14,@,DET,W 31-24,27,5,17,5,10,5,50.0,0,0,,GNB_DET_2020-12-13
TAM,2020-12-13,27,Sun,13,14,,MIN,W 26-14,27,11,14,2,15,5,33.3,5,4,80.0,TAM_MIN_2020-12-13
TEN,2020-11-29,27,Sun,11,12,@,IND,W 45-26,27,6,17,4,13,5,38.5,2,1,50.0,TEN_IND_2020-11-29
SEA,2020-11-08,27,Sun,8,9,@,BUF,L 34-44,27,5,19,3,12,5,41.7,0,0,,SEA_BUF_2020-11-08
TAM,2020-11-08,27,Sun,9,9,,NOR,L 3-38,27,11,15,1,14,9,64.3,2,1,50.0,TAM_NOR_2020-11-08
CIN,2020-11-01,27,Sun,8,8,,TEN,W 31-20,27,12,13,2,9,5,55.6,1,1,100.0,CIN_TEN_2020-11-01
TEN,2020-11-01,27,Sun,7,8,@,CIN,L 20-31,27,7,16,4,15,10,66.7,1,1,100.0,TEN_CIN_2020-11-01
SFO,2020-11-01,27,Sun,8,8,@,SEA,L 27-37,27,7,16,4,15,9,60.0,0,0,,SFO_SEA_2020-11-01
NYG,2020-10-22,27,Thu,7,7,@,PHI,L 21-22,27,8,16,3,13,4,30.8,2,1,50.0,NYG_PHI_2020-10-22
BUF,2020-10-19,27,Mon,6,6,,KAN,L 17-26,27,15,10,2,14,9,64.3,1,1,100.0,BUF_KAN_2020-10-19
ARI,2020-10-19,27,Mon,6,6,@,DAL,W 38-10,27,8,15,4,15,6,40.0,3,3,100.0,ARI_DAL_2020-10-19
CIN,2020-09-27,27,Sun,3,3,@,PHI,T 23-23 (OT),27,12,11,4,21,10,47.6,0,0,,CIN_PHI_2020-09-27
SEA,2020-09-27,27,Sun,3,3,,DAL,W 38-31,27,5,20,2,15,7,46.7,2,2,100.0,SEA_DAL_2020-09-27
JAX,2020-09-13,27,Sun,1,1,,IND,W 27-20,27,5,17,5,12,4,33.3,3,1,33.3,JAX_IND_2020-09-13
SFO,2019-12-29,27,Sun,16,17,@,SEA,W 26-21,27,6,17,4,14,8,57.1,3,1,33.3,SFO_SEA_2019-12-29
IND,2019-12-16,27,Mon,14,15,@,NOR,L 7-34,27,7,18,2,9,5,55.6,0,0,,IND_NOR_2019-12-16
DEN,2019-12-15,27,Sun,14,15,@,KAN,L 3-23,27,7,17,3,11,6,54.5,0,0,,DEN_KAN_2019-12-15
WAS,2019-12-15,27,Sun,14,15,,PHI,L 27-37,27,9,15,3,16,11,68.8,0,0,,WAS_PHI_2019-12-15
JAX,2019-12-15,27,Sun,14,15,@,OAK,W 20-16,27,8,15,4,11,4,36.4,0,0,,JAX_OAK_2019-12-15
NYG,2019-12-09,27,Mon,13,14,@,PHI,L 17-23 (OT),27,9,16,2,21,9,42.9,2,1,50.0,NYG_PHI_2019-12-09
JAX,2019-12-08,27,Sun,13,14,,LAC,L 10-45,27,13,11,3,8,6,75.0,0,0,,JAX_LAC_2019-12-08
CLE,2019-12-08,27,Sun,13,14,,CIN,W 27-19,27,12,14,1,12,3,25.0,2,1,50.0,CLE_CIN_2019-12-08
ATL,2019-12-08,27,Sun,13,14,,CAR,W 40-20,27,8,18,1,10,3,30.0,0,0,,ATL_CAR_2019-12-08
ARI,2019-12-01,27,Sun,12,13,,LAR,L 7-34,27,6,20,1,15,8,53.3,1,0,0.0,ARI_LAR_2019-12-01
NOR,2019-11-28,27,Thu,12,13,@,ATL,W 26-18,27,4,18,5,16,6,37.5,4,2,50.0,NOR_ATL_2019-11-28
DAL,2019-11-10,27,Sun,9,10,,MIN,L 24-28,27,9,15,3,14,8,57.1,1,1,100.0,DAL_MIN_2019-11-10
NYG,2019-10-10,27,Thu,6,6,@,NWE,L 14-35,27,8,17,2,13,6,46.2,2,0,0.0,NYG_NWE_2019-10-10
LAR,2019-09-29,27,Sun,4,4,,TAM,L 40-55,27,3,22,2,13,8,61.5,0,0,,LAR_TAM_2019-09-29
BAL,2019-09-22,27,Sun,3,3,@,KAN,L 28-33,27,9,14,4,9,5,55.6,1,0,0.0,BAL_KAN_2019-09-22
MIA,2019-09-15,27,Sun,2,2,,NWE,L 0-43,27,11,13,3,11,6,54.5,0,0,,MIA_NWE_2019-09-15
CHI,2019-09-15,27,Sun,2,2,@,DEN,W 16-14,27,5,19,3,14,3,21.4,3,3,100.0,CHI_DEN_2019-09-15
CIN,2019-09-15,27,Sun,2,2,,SFO,L 17-41,27,13,14,0,9,5,55.6,0,0,,CIN_SFO_2019-09-15
MIN,2019-09-08,27,Sun,1,1,,ATL,W 28-12,27,5,16,6,8,2,25.0,2,2,100.0,MIN_ATL_2019-09-08
TAM,2018-12-30,27,Sun,16,17,,ATL,L 32-34,27,7,19,1,13,6,46.2,0,0,,TAM_ATL_2018-12-30
DAL,2018-12-23,27,Sun,15,16,,TAM,W 27-20,27,1,19,7,13,4,30.8,2,1,50.0,DAL_TAM_2018-12-23
NYG,2018-12-23,27,Sun,15,16,@,IND,L 27-28,27,5,19,3,11,7,63.6,0,0,,NYG_IND_2018-12-23
MIN,2018-12-02,27,Sun,12,13,@,NWE,L 10-24,27,11,14,2,14,7,50.0,1,1,100.0,MIN_NWE_2018-12-02
TAM,2018-12-02,27,Sun,12,13,,CAR,W 24-17,27,8,17,2,8,3,37.5,1,0,0.0,TAM_CAR_2018-12-02
LAR,2018-11-19,27,Mon,11,11,,KAN,W 54-51,27,2,21,4,10,5,50.0,1,1,100.0,LAR_KAN_2018-11-19
BAL,2018-11-04,27,Sun,9,9,,PIT,L 16-23,27,8,18,1,16,10,62.5,1,1,100.0,BAL_PIT_2018-11-04
CLE,2018-11-04,27,Sun,9,9,,KAN,L 21-37,27,10,15,2,10,6,60.0,0,0,,CLE_KAN_2018-11-04
NOR,2018-10-28,27,Sun,7,8,@,MIN,W 30-20,27,4,19,4,10,5,50.0,3,2,66.7,NOR_MIN_2018-10-28
WAS,2018-10-08,27,Mon,4,5,@,NOR,L 19-43,27,8,15,4,9,5,55.6,0,0,,WAS_NOR_2018-10-08
CLE,2018-09-30,27,Sun,4,4,@,OAK,L 42-45 (OT),27,6,20,1,16,5,31.3,1,0,0.0,CLE_OAK_2018-09-30
NWE,2018-09-16,27,Sun,2,2,@,JAX,L 20-31,27,5,22,0,14,10,71.4,0,0,,NWE_JAX_2018-09-16
ATL,2018-09-16,27,Sun,2,2,,CAR,W 31-24,27,6,20,1,11,5,45.5,1,1,100.0,ATL_CAR_2018-09-16
PHI,2017-12-17,27,Sun,14,15,@,NYG,W 34-29,27,4,18,5,18,10,55.6,1,0,0.0,PHI_NYG_2017-12-17
ATL,2017-11-26,27,Sun,11,12,,TAM,W 34-20,27,7,18,2,11,4,36.4,2,1,50.0,ATL_TAM_2017-11-26
LAR,2017-11-19,27,Sun,10,11,@,MIN,L 7-24,27,9,15,3,14,7,50.0,1,1,100.0,LAR_MIN_2017-11-19
WAS,2017-11-19,27,Sun,10,11,@,NOR,L 31-34 (OT),27,10,16,1,12,4,33.3,1,1,100.0,WAS_NOR_2017-11-19
CIN,2017-11-12,27,Sun,9,10,@,TEN,L 20-24,27,11,10,6,15,7,46.7,0,0,,CIN_TEN_2017-11-12
LAC,2017-10-29,27,Sun,8,8,@,NWE,L 13-21,27,5,19,3,19,9,47.4,1,1,100.0,LAC_NWE_2017-10-29
SFO,2017-10-22,27,Sun,7,7,,DAL,L 10-40,27,14,12,1,11,7,63.6,1,0,0.0,SFO_DAL_2017-10-22
BUF,2017-10-22,27,Sun,6,7,,TAM,W 30-27,27,4,22,1,11,6,54.5,0,0,,BUF_TAM_2017-10-22
KAN,2017-09-17,27,Sun,2,2,,PHI,W 27-20,27,6,19,2,15,8,53.3,0,0,,KAN_PHI_2017-09-17
IND,2023-01-01,26,Sun,16,17,@,NYG,L 10-38,26,14,9,3,7,4,57.1,1,0,0.0,IND_NYG_2023-01-01
CHI,2023-01-01,26,Sun,16,17,@,DET,L 10-41,26,11,14,1,12,4,33.3,1,0,0.0,CHI_DET_2023-01-01
TEN,2022-12-29,26,Thu,16,17,,DAL,L 13-27,26,5,16,5,13,8,61.5,0,0,,TEN_DAL_2022-12-29
DEN,2022-12-25,26,Sun,15,16,@,LAR,L 14-51,26,11,14,1,10,6,60.0,1,1,100.0,DEN_LAR_2022-12-25
DAL,2022-12-18,26,Sun,14,15,@,JAX,L 34-40 (OT),26,13,13,0,12,8,66.7,0,0,,DAL_JAX_2022-12-18
KAN,2022-12-04,26,Sun,12,13,@,CIN,L 24-27,26,8,15,3,11,7,63.6,1,0,0.0,KAN_CIN_2022-12-04
TEN,2022-12-04,26,Sun,12,13,@,PHI,L 10-35,26,7,16,3,11,3,27.3,3,3,100.0,TEN_PHI_2022-12-04
NYG,2022-11-24,26,Thu,11,12,@,DAL,L 20-28,26,10,13,3,11,7,63.6,1,0,0.0,NYG_DAL_2022-11-24
SEA,2022-11-13,26,Sun,10,10,@,TAM,L 16-21,26,10,15,1,15,10,66.7,0,0,,SEA_TAM_2022-11-13
JAX,2022-11-13,26,Sun,10,10,@,KAN,L 17-27,26,7,17,2,10,7,70.0,1,1,100.0,JAX_KAN_2022-11-13
KAN,2022-10-16,26,Sun,6,6,,BUF,L 20-24,26,7,18,1,11,4,36.4,3,1,33.3,KAN_BUF_2022-10-16
SEA,2022-10-09,26,Sun,5,5,@,NOR,L 32-39,26,14,9,3,14,8,57.1,0,0,,SEA_NOR_2022-10-09
ATL,2022-10-09,26,Sun,5,5,@,TAM,L 15-21,26,7,17,2,16,9,56.3,1,0,0.0,ATL_TAM_2022-10-09
CLE,2022-10-09,26,Sun,5,5,,LAC,L 28-30,26,9,13,4,10,3,30.0,2,0,0.0,CLE_LAC_2022-10-09
CHI,2022-09-18,26,Sun,2,2,@,GNB,L 10-27,26,13,10,3,9,5,55.6,0,0,,CHI_GNB_2022-09-18
JAX,2022-09-11,26,Sun,1,1,@,WAS,L 22-28,26,7,16,3,10,7,70.0,0,0,,JAX_WAS_2022-09-11
NOR,2022-09-11,26,Sun,1,1,@,ATL,W 27-26,26,13,8,5,13,5,38.5,0,0,,NOR_ATL_2022-09-11
NYJ,2022-01-02,26,Sun,16,17,,TAM,L 24-28,26,4,21,1,15,9,60.0,1,1,100.0,NYJ_TAM_2022-01-02
LAC,2021-12-26,26,Sun,15,16,@,HOU,L 29-41,26,9,14,3,13,9,69.2,0,0,,LAC_HOU_2021-12-26
SEA,2021-12-26,26,Sun,15,16,,CHI,L 24-25,26,9,14,3,14,7,50.0,3,1,33.3,SEA_CHI_2021-12-26
BAL,2021-12-19,26,Sun,14,15,,GNB,L 30-31,26,4,20,2,9,5,55.6,0,0,,BAL_GNB_2021-12-19
LAC,2021-12-16,26,Thu,14,15,,KAN,L 28-34 (OT),26,4,20,2,12,7,58.3,1,0,0.0,LAC_KAN_2021-12-16
BUF,2021-12-12,26,Sun,13,14,@,TAM,L 27-33 (OT),26,10,13,3,16,8,50.0,1,0,0.0,BUF_TAM_2021-12-12
NYG,2021-12-12,26,Sun,13,14,@,LAC,L 21-37,26,10,15,1,13,7,53.8,0,0,,NYG_LAC_2021-12-12
DET,2021-12-05,26,Sun,12,13,,MIN,W 29-27,26,7,19,0,13,6,46.2,1,0,0.0,DET_MIN_2021-12-05
NYJ,2021-12-05,26,Sun,12,13,,PHI,L 18-33,26,9,13,4,13,6,46.2,1,1,100.0,NYJ_PHI_2021-12-05
ARI,2021-12-05,26,Sun,12,13,@,CHI,W 33-22,26,8,14,4,15,6,40.0,4,4,100.0,ARI_CHI_2021-12-05
HOU,2021-12-05,26,Sun,12,13,,IND,L 0-31,26,18,8,0,13,7,53.8,1,1,100.0,HOU_IND_2021-12-05
HOU,2021-11-21,26,Sun,10,11,@,TEN,W 22-13,26,7,19,0,15,6,40.0,4,2,50.0,HOU_TEN_2021-11-21
NYJ,2021-11-14,26,Sun,9,10,,BUF,L 17-45,26,10,15,1,7,4,57.1,0,0,,NYJ_BUF_2021-11-14
ATL,2021-11-07,26,Sun,8,9,@,NOR,W 27-25,26,6,17,3,10,3,30.0,1,0,0.0,ATL_NOR_2021-11-07
TAM,2021-10-31,26,Sun,8,8,@,NOR,L 27-36,26,8,12,6,14,5,35.7,3,2,66.7,TAM_NOR_2021-10-31
HOU,2021-10-31,26,Sun,8,8,,LAR,L 22-38,26,9,16,1,11,4,36.4,1,0,0.0,HOU_LAR_2021-10-31
CAR,2021-10-17,26,Sun,6,6,,MIN,L 28-34 (OT),26,10,16,0,16,7,43.8,0,0,,CAR_MIN_2021-10-17
NOR,2021-10-10,26,Sun,5,5,@,WAS,W 33-22,26,11,11,4,16,5,31.3,3,1,33.3,NOR_WAS_2021-10-10
NYG,2021-10-10,26,Sun,5,5,@,DAL,L 20-44,26,10,13,3,14,8,57.1,2,1,50.0,NYG_DAL_2021-10-10
HOU,2021-10-03,26,Sun,4,4,@,BUF,L 0-40,26,12,12,2,12,5,41.7,2,1,50.0,HOU_BUF_2021-10-03
ATL,2021-10-03,26,Sun,4,4,,WAS,L 30-34,26,8,16,2,9,4,44.4,2,1,50.0,ATL_WAS_2021-10-03
GNB,2021-09-26,26,Sun,3,3,@,SFO,W 30-28,26,6,15,5,11,7,63.6,0,0,,GNB_SFO_2021-09-26
CHI,2021-09-26,26,Sun,3,3,@,CLE,L 6-26,26,11,13,2,17,8,47.1,3,1,33.3,CHI_CLE_2021-09-26
BAL,2021-09-13,26,Mon,1,1,@,LVR,L 27-33 (OT),26,6,17,3,15,7,46.7,1,0,0.0,BAL_LVR_2021-09-13
TEN,2021-01-03,26,Sun,16,17,@,HOU,W 41-38,26,6,17,3,12,5,41.7,1,1,100.0,TEN_HOU_2021-01-03
NYG,2021-01-03,26,Sun,16,17,,DAL,W 23-19,26,8,16,2,17,6,35.3,1,1,100.0,NYG_DAL_2021-01-03
IND,2020-12-27,26,Sun,15,16,@,PIT,L 24-28,26,4,18,4,11,4,36.4,1,0,0.0,IND_PIT_2020-12-27
NWE,2020-12-20,26,Sun,14,15,@,MIA,L 12-22,26,15,10,1,12,7,58.3,1,1,100.0,NWE_MIA_2020-12-20
SEA,2020-12-20,26,Sun,14,15,@,WAS,W 20-15,26,8,16,2,17,10,58.8,1,0,0.0,SEA_WAS_2020-12-20
ARI,2020-12-20,26,Sun,14,15,,PHI,W 33-26,26,5,18,3,18,6,33.3,4,3,75.0,ARI_PHI_2020-12-20
CHI,2020-12-20,26,Sun,14,15,@,MIN,W 33-27,26,11,12,3,11,4,36.4,2,0,0.0,CHI_MIN_2020-12-20
PHI,2020-12-20,26,Sun,14,15,@,ARI,L 26-33,26,4,19,3,10,3,30.0,2,1,50.0,PHI_ARI_2020-12-20
JAX,2020-12-20,26,Sun,14,15,@,BAL,L 14-40,26,11,13,2,12,8,66.7,2,1,50.0,JAX_BAL_2020-12-20
DET,2020-12-13,26,Sun,13,14,,GNB,L 24-31,26,10,15,1,11,8,72.7,0,0,,DET_GNB_2020-12-13
IND,2020-12-13,26,Sun,13,14,@,LVR,W 44-27,26,7,17,2,12,8,66.7,0,0,,IND_LVR_2020-12-13
DET,2020-12-06,26,Sun,12,13,@,CHI,W 34-30,26,9,15,2,11,4,36.4,1,0,0.0,DET_CHI_2020-12-06
TEN,2020-12-06,26,Sun,12,13,,CLE,L 35-41,26,5,18,3,16,10,62.5,1,0,0.0,TEN_CLE_2020-12-06
TAM,2020-11-29,26,Sun,12,12,,KAN,L 24-27,26,5,19,2,12,6,50.0,0,0,,TAM_KAN_2020-11-29
