Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,game_id
NWE,2020-12-20,303,Sun,14,15,@,MIA,L 12-22,303,52,5.83,70,5.47,1,22:34,2:57,NWE_MIA_2020-12-20
LAR,2020-12-20,303,Sun,14,15,,NYJ,L 20-23,303,56,5.41,64,4.52,1,25:45,2:56,LAR_NYJ_2020-12-20
TAM,2020-12-13,303,Sun,13,14,,MIN,W 26-14,303,49,6.18,76,4.41,0,20:57,2:53,TAM_MIN_2020-12-13
CAR,2020-10-18,303,Sun,6,6,,CHI,L 16-23,303,62,4.89,64,4.08,3,31:06,3:08,CAR_CHI_2020-10-18
MIA,2019-11-17,303,Sun,10,11,,BUF,L 20-37,303,65,4.66,67,6.33,1,29:51,3:20,MIA_BUF_2019-11-17
NYG,2018-10-28,303,Sun,8,8,,WAS,L 13-20,303,68,4.46,65,5.54,2,26:22,3:13,NYG_WAS_2018-10-28
BUF,2018-10-21,303,Sun,7,7,@,IND,L 5-37,303,55,5.51,60,6.27,5,26:41,2:54,BUF_IND_2018-10-21
DAL,2018-09-23,303,Sun,3,3,@,SEA,L 13-24,303,58,5.22,67,4.40,3,27:16,3:03,DAL_SEA_2018-09-23
LAR,2017-12-03,303,Sun,12,13,@,ARI,W 32-16,303,56,5.41,63,4.84,1,28:58,3:03,LAR_ARI_2017-12-03
HOU,2017-11-27,303,Mon,11,12,@,BAL,L 16-23,303,64,4.73,65,4.52,3,30:16,3:06,HOU_BAL_2017-11-27
MIA,2023-01-08,302,Sun,17,18,,NYJ,W 11-6,302,64,4.72,53,3.53,0,35:25,2:59,MIA_NYJ_2023-01-08
LVR,2022-12-08,302,Thu,13,14,@,LAR,L 16-17,302,58,5.21,61,4.62,2,30:21,3:03,LVR_LAR_2022-12-08
PIT,2022-10-30,302,Sun,8,8,@,PHI,L 13-35,302,70,4.31,53,7.57,2,34:18,2:54,PIT_PHI_2022-10-30
NYG,2021-12-19,302,Sun,14,15,,DAL,L 6-21,302,61,4.95,70,4.69,4,26:37,3:04,NYG_DAL_2021-12-19
TAM,2021-12-19,302,Sun,14,15,,NOR,L 0-9,302,73,4.14,60,3.53,2,30:15,2:54,TAM_NOR_2021-12-19
DEN,2021-11-28,302,Sun,11,12,,LAC,W 28-13,302,59,5.12,64,5.58,1,29:37,3:05,DEN_LAC_2021-11-28
NYG,2021-10-24,302,Sun,7,7,,CAR,W 25-3,302,67,4.51,62,2.79,0,34:35,3:01,NYG_CAR_2021-10-24
HOU,2021-09-19,302,Sun,2,2,@,CLE,L 21-31,302,58,5.21,57,6.23,2,24:55,3:01,HOU_CLE_2021-09-19
SEA,2020-12-20,302,Sun,14,15,@,WAS,W 20-15,302,53,5.70,79,4.47,1,27:44,3:03,SEA_WAS_2020-12-20
MIA,2020-10-18,302,Sun,6,6,,NYJ,W 24-0,302,56,5.39,69,3.81,2,28:05,2:59,MIA_NYJ_2020-10-18
CAR,2020-09-27,302,Sun,3,3,@,LAC,W 21-16,302,51,5.92,74,5.89,0,28:49,3:04,CAR_LAC_2020-09-27
SFO,2019-11-11,302,Mon,9,10,,SEA,L 24-27 (OT),302,78,3.87,73,4.60,3,34:41,3:49,SFO_SEA_2019-11-11
DEN,2019-11-03,302,Sun,9,9,,CLE,W 24-19,302,43,7.02,73,4.81,1,24:30,3:08,DEN_CLE_2019-11-03
OAK,2019-09-22,302,Sun,3,3,@,MIN,L 14-34,302,58,5.21,59,6.53,1,28:28,2:49,OAK_MIN_2019-09-22
NWE,2018-09-16,302,Sun,2,2,@,JAX,L 20-31,302,61,4.95,69,6.96,1,29:14,3:02,NWE_JAX_2018-09-16
CLE,2023-01-01,301,Sun,16,17,@,WAS,W 24-10,301,53,5.68,68,3.82,0,26:28,2:49,CLE_WAS_2023-01-01
GNB,2022-12-25,301,Sun,15,16,@,MIA,W 26-20,301,65,4.63,45,8.36,1,32:00,2:59,GNB_MIA_2022-12-25
MIN,2022-11-06,301,Sun,8,9,@,WAS,W 20-17,301,65,4.63,61,4.31,1,29:13,3:08,MIN_WAS_2022-11-06
GNB,2022-10-09,301,Sun,5,5,,NYG,L 22-27,301,61,4.93,59,5.73,0,27:49,2:59,GNB_NYG_2022-10-09
DAL,2022-01-02,301,Sun,16,17,,ARI,L 22-25,301,57,5.28,72,5.54,1,25:18,3:06,DAL_ARI_2022-01-02
PIT,2021-11-28,301,Sun,11,12,@,CIN,L 10-41,301,59,5.10,65,5.69,3,24:40,3:02,PIT_CIN_2021-11-28
BUF,2021-11-07,301,Sun,8,9,@,JAX,L 6-9,301,65,4.63,57,3.82,3,30:38,3:10,BUF_JAX_2021-11-07
GNB,2021-11-07,301,Sun,9,9,@,KAN,L 7-13,301,60,5.02,63,3.76,2,31:33,3:06,GNB_KAN_2021-11-07
MIA,2021-10-10,301,Sun,5,5,@,TAM,L 17-45,301,51,5.90,71,7.86,2,22:53,2:58,MIA_TAM_2021-10-10
SEA,2020-11-30,301,Mon,11,12,@,PHI,W 23-17,301,63,4.78,66,3.79,0,32:57,3:14,SEA_PHI_2020-11-30
HOU,2019-12-29,301,Sun,16,17,,TEN,L 14-35,301,65,4.63,60,7.78,1,31:39,2:53,HOU_TEN_2019-12-29
TEN,2018-12-16,301,Sun,14,15,@,NYG,W 17-0,301,67,4.49,63,4.13,0,35:21,3:07,TEN_NYG_2018-12-16
TAM,2018-11-04,301,Sun,8,9,@,CAR,L 28-42,301,65,4.63,59,6.90,2,29:00,3:16,TAM_CAR_2018-11-04
DAL,2017-12-31,301,Sun,16,17,@,PHI,W 6-0,301,63,4.78,55,3.98,1,30:05,2:48,DAL_PHI_2017-12-31
CIN,2017-09-24,301,Sun,3,3,@,GNB,L 24-27 (OT),301,60,5.02,65,5.29,1,34:17,3:18,CIN_GNB_2017-09-24
CHI,2017-09-10,301,Sun,1,1,,ATL,L 17-23,301,63,4.78,55,6.76,0,29:26,2:54,CHI_ATL_2017-09-10
NYG,2022-11-24,300,Thu,11,12,@,DAL,L 20-28,300,59,5.08,69,6.23,0,25:51,3:18,NYG_DAL_2022-11-24
PIT,2021-11-21,300,Sun,10,11,@,LAC,L 37-41,300,65,4.62,69,7.72,0,28:14,3:17,PIT_LAC_2021-11-21
NYG,2021-11-01,300,Mon,8,8,@,KAN,L 17-20,300,56,5.36,77,4.78,1,25:22,3:05,NYG_KAN_2021-11-01
NWE,2021-09-26,300,Sun,3,3,,NOR,L 13-28,300,70,4.29,62,4.06,3,27:12,3:02,NWE_NOR_2021-09-26
NYG,2020-10-11,300,Sun,5,5,@,DAL,L 34-37,300,62,4.84,64,6.28,1,32:22,3:18,NYG_DAL_2020-10-11
CLE,2020-09-27,300,Sun,3,3,,WAS,W 34-20,300,62,4.84,62,4.98,0,33:37,2:52,CLE_WAS_2020-09-27
MIN,2019-12-29,300,Sun,16,17,,CHI,L 19-21,300,47,6.38,75,4.49,3,22:20,2:56,MIN_CHI_2019-12-29
IND,2019-11-10,300,Sun,9,10,,MIA,L 12-16,300,69,4.35,62,3.69,3,28:32,3:02,IND_MIA_2019-11-10
DEN,2018-12-24,300,Mon,15,16,@,OAK,L 14-27,300,62,4.84,57,4.79,2,29:52,3:00,DEN_OAK_2018-12-24
GNB,2018-12-09,300,Sun,13,14,,ATL,W 34-20,300,61,4.92,68,5.06,0,29:11,3:12,GNB_ATL_2018-12-09
MIN,2017-10-09,300,Mon,5,5,@,CHI,W 20-17,300,67,4.48,56,4.89,0,31:24,3:10,MIN_CHI_2017-10-09
BAL,2022-12-24,299,Sat,15,16,,ATL,W 17-9,299,51,5.86,68,4.81,0,27:16,2:57,BAL_ATL_2022-12-24
DEN,2022-10-02,299,Sun,4,4,@,LVR,L 23-32,299,48,6.23,74,5.20,1,25:08,3:09,DEN_LVR_2022-10-02
HOU,2022-09-11,299,Sun,1,1,,IND,T 20-20 (OT),299,68,4.40,90,5.74,1,30:23,3:33,HOU_IND_2022-09-11
PIT,2022-01-03,299,Mon,16,17,,CLE,W 26-14,299,79,3.78,67,3.46,1,34:55,3:21,PIT_CLE_2022-01-03
BAL,2021-11-21,299,Sun,10,11,@,CHI,W 16-13,299,76,3.93,57,6.19,1,38:50,3:11,BAL_CHI_2021-11-21
LVR,2021-11-14,299,Sun,9,10,,KAN,L 14-41,299,51,5.86,76,6.79,2,24:34,3:00,LVR_KAN_2021-11-14
NYJ,2021-10-24,299,Sun,6,7,@,NWE,L 13-54,299,61,4.90,74,7.45,3,27:48,3:10,NYJ_NWE_2021-10-24
CLE,2020-12-27,299,Sun,15,16,@,NYJ,L 16-23,299,75,3.99,69,4.83,2,28:12,3:17,CLE_NYJ_2020-12-27
DEN,2020-10-18,299,Sun,5,6,@,NWE,W 18-12,299,63,4.75,56,5.14,2,32:31,2:55,DEN_NWE_2020-10-18
DET,2019-10-14,299,Mon,5,6,@,GNB,L 22-23,299,55,5.44,69,6.48,0,26:56,3:06,DET_GNB_2019-10-14
NYG,2018-09-30,299,Sun,4,4,,NOR,L 18-33,299,59,5.07,67,5.81,2,29:00,3:02,NYG_NOR_2018-09-30
ATL,2018-09-06,299,Thu,1,1,@,PHI,L 12-18,299,65,4.60,64,3.63,1,27:50,3:19,ATL_PHI_2018-09-06
CAR,2017-11-26,299,Sun,11,12,@,NYJ,W 35-27,299,64,4.67,65,6.02,0,31:50,3:25,CAR_NYJ_2017-11-26
ATL,2023-01-01,298,Sun,16,17,,ARI,W 20-19,298,61,4.89,69,4.91,1,32:24,2:56,ATL_ARI_2023-01-01
NOR,2022-12-05,298,Mon,13,13,@,TAM,L 16-17,298,56,5.32,75,4.67,0,29:55,2:57,NOR_TAM_2022-12-05
ARI,2022-11-13,298,Sun,10,10,@,LAR,W 27-17,298,65,4.58,60,4.27,0,32:01,3:00,ARI_LAR_2022-11-13
MIA,2022-01-09,298,Sun,17,18,,NWE,W 33-24,298,66,4.52,59,6.42,0,33:36,3:03,MIA_NWE_2022-01-09
WAS,2021-12-05,298,Sun,12,13,@,LVR,W 17-15,298,61,4.89,56,5.54,1,33:43,3:01,WAS_LVR_2021-12-05
SFO,2021-09-26,298,Sun,3,3,,GNB,L 28-30,298,65,4.58,59,5.98,2,29:52,3:08,SFO_GNB_2021-09-26
ARI,2020-11-29,298,Sun,11,12,@,NWE,L 17-20,298,70,4.26,51,3.51,1,34:08,3:04,ARI_NWE_2020-11-29
NWE,2019-11-17,298,Sun,10,11,@,PHI,W 17-10,298,71,4.20,66,3.86,0,28:25,3:18,NWE_PHI_2019-11-17
CHI,2019-09-23,298,Mon,3,3,@,WAS,W 31-15,298,58,5.14,68,5.24,1,31:36,3:05,CHI_WAS_2019-09-23
NOR,2018-12-09,298,Sun,13,14,@,TAM,W 28-14,298,62,4.81,65,4.29,2,31:53,3:12,NOR_TAM_2018-12-09
DAL,2018-09-16,298,Sun,2,2,,NYG,W 20-13,298,50,5.96,67,3.81,0,27:48,2:50,DAL_NYG_2018-09-16
DEN,2017-10-01,298,Sun,4,4,,OAK,W 16-10,298,62,4.81,53,4.79,0,32:57,2:58,DEN_OAK_2017-10-01
KAN,2022-12-24,297,Sat,15,16,,SEA,W 24-10,297,51,5.82,73,4.56,0,24:58,2:58,KAN_SEA_2022-12-24
NWE,2022-11-20,297,Sun,10,11,,NYJ,W 10-3,297,59,5.03,49,2.10,0,35:30,2:59,NWE_NYJ_2022-11-20
CLE,2022-11-13,297,Sun,9,10,@,MIA,L 17-39,297,62,4.79,67,7.33,1,26:46,2:54,CLE_MIA_2022-11-13
LAC,2022-10-17,297,Mon,6,6,,DEN,W 19-16 (OT),297,83,3.58,55,4.69,1,38:49,3:19,LAC_DEN_2022-10-17
WAS,2022-10-02,297,Sun,4,4,@,DAL,L 10-25,297,71,4.18,57,4.89,2,33:06,3:08,WAS_DAL_2022-10-02
PIT,2022-10-02,297,Sun,4,4,,NYJ,L 20-24,297,60,4.95,67,5.19,4,30:01,3:13,PIT_NYJ_2022-10-02
MIA,2021-12-05,297,Sun,13,13,,NYG,W 20-9,297,68,4.37,64,3.91,0,30:40,3:00,MIA_NYG_2021-12-05
CAR,2021-11-21,297,Sun,11,11,,WAS,L 21-27,297,49,6.06,65,5.68,0,24:07,3:06,CAR_WAS_2021-11-21
CAR,2019-09-29,297,Sun,4,4,@,HOU,W 16-10,297,65,4.57,62,4.26,3,30:38,3:06,CAR_HOU_2019-09-29
OAK,2018-12-16,297,Sun,14,15,@,CIN,L 16-30,297,59,5.03,75,3.92,2,26:41,3:13,OAK_CIN_2018-12-16
DAL,2018-11-05,297,Mon,8,9,,TEN,L 14-28,297,56,5.30,69,4.93,2,25:34,2:55,DAL_TEN_2018-11-05
MIA,2018-10-07,297,Sun,5,5,@,CIN,L 17-27,297,60,4.95,58,5.72,3,29:25,3:02,MIA_CIN_2018-10-07
IND,2017-10-16,297,Mon,6,6,@,TEN,L 22-36,297,57,5.21,67,7.06,1,24:07,3:12,IND_TEN_2017-10-16
SEA,2022-10-16,296,Sun,6,6,,ARI,W 19-9,296,66,4.48,71,4.44,1,29:16,3:08,SEA_ARI_2022-10-16
BAL,2022-10-02,296,Sun,4,4,,BUF,L 20-23,296,64,4.63,62,5.26,2,38:10,3:02,BAL_BUF_2022-10-02
JAX,2021-12-19,296,Sun,14,15,,HOU,L 16-30,296,66,4.48,57,4.93,0,29:53,3:03,JAX_HOU_2021-12-19
ATL,2021-09-26,296,Sun,3,3,@,NYG,W 17-14,296,59,5.02,64,5.41,1,28:09,2:59,ATL_NYG_2021-09-26
IND,2019-11-21,296,Thu,11,12,@,HOU,L 17-20,296,65,4.55,55,7.20,0,33:17,2:58,IND_HOU_2019-11-21
SEA,2017-12-31,296,Sun,16,17,,ARI,L 24-26,296,54,5.48,68,3.81,0,27:44,3:17,SEA_ARI_2017-12-31
IND,2017-12-23,296,Sat,15,16,@,BAL,L 16-23,296,59,5.02,71,4.55,0,24:12,2:56,IND_BAL_2017-12-23
MIA,2022-10-09,295,Sun,5,5,@,NYJ,L 17-40,295,62,4.76,56,5.75,2,29:02,3:09,MIA_NYJ_2022-10-09
IND,2021-11-14,295,Sun,10,10,,JAX,W 23-17,295,62,4.76,62,5.34,0,32:16,3:16,IND_JAX_2021-11-14
IND,2021-10-24,295,Sun,7,7,@,SFO,W 30-18,295,60,4.92,53,5.28,2,33:56,3:02,IND_SFO_2021-10-24
NYG,2020-10-04,295,Sun,4,4,@,LAR,L 9-17,295,66,4.47,57,4.21,1,33:18,2:43,NYG_LAR_2020-10-04
NYG,2020-09-20,295,Sun,2,2,@,CHI,L 13-17,295,62,4.76,64,4.75,2,25:31,3:01,NYG_CHI_2020-09-20
CIN,2020-09-13,295,Sun,1,1,,LAC,L 13-16,295,67,4.40,71,5.10,2,29:50,3:17,CIN_LAC_2020-09-13
DET,2019-12-15,295,Sun,14,15,,TAM,L 17-38,295,63,4.68,73,6.78,3,26:41,3:14,DET_TAM_2019-12-15
TAM,2019-09-08,295,Sun,1,1,,SFO,L 17-31,295,65,4.54,60,4.27,4,29:56,3:06,TAM_SFO_2019-09-08
CIN,2018-12-09,295,Sun,13,14,@,LAC,L 21-26,295,62,4.76,56,5.14,0,32:38,2:58,CIN_LAC_2018-12-09
SEA,2018-09-23,295,Sun,3,3,,DAL,W 24-13,295,67,4.40,58,5.22,0,32:44,3:03,SEA_DAL_2018-09-23
NYJ,2017-12-24,295,Sun,15,16,,LAC,L 7-14,295,61,4.84,70,5.41,3,27:02,3:03,NYJ_LAC_2017-12-24
BAL,2017-10-26,295,Thu,8,8,,MIA,W 40-0,295,62,4.76,66,2.97,0,31:14,3:09,BAL_MIA_2017-10-26
CIN,2017-09-14,295,Thu,2,2,,HOU,L 9-13,295,62,4.76,62,4.29,1,27:45,3:04,CIN_HOU_2017-09-14
NWE,2021-10-03,294,Sun,4,4,,TAM,L 17-19,294,54,5.44,74,5.15,2,26:05,3:17,NWE_TAM_2021-10-03
TEN,2020-11-12,294,Thu,9,10,,IND,L 17-34,294,60,4.90,69,6.23,0,28:42,2:57,TEN_IND_2020-11-12
JAX,2020-10-25,294,Sun,7,7,@,LAC,L 29-39,294,59,4.98,77,6.29,1,25:29,3:09,JAX_LAC_2020-10-25
MIA,2020-09-24,294,Thu,3,3,@,JAX,W 31-13,294,57,5.16,63,5.05,0,34:22,3:01,MIA_JAX_2020-09-24
NYJ,2019-11-10,294,Sun,9,10,,NYG,W 34-27,294,61,4.82,63,4.46,0,30:44,3:11,NYJ_NYG_2019-11-10
NOR,2018-12-30,294,Sun,16,17,,CAR,L 14-33,294,51,5.76,68,5.50,1,26:34,3:00,NOR_CAR_2018-12-30
CIN,2018-12-16,294,Sun,14,15,,OAK,W 30-16,294,75,3.92,59,5.03,1,33:19,3:13,CIN_OAK_2018-12-16
KAN,2018-12-13,294,Thu,14,15,,LAC,L 28-29,294,53,5.55,67,6.07,0,26:44,3:09,KAN_LAC_2018-12-13
CHI,2018-12-09,294,Sun,13,14,,LAR,W 15-6,294,66,4.45,61,3.51,3,36:49,3:12,CHI_LAR_2018-12-09
MIA,2018-11-11,294,Sun,10,10,@,GNB,L 12-31,294,66,4.45,55,6.85,2,32:08,2:54,MIA_GNB_2018-11-11
CHI,2018-09-09,294,Sun,1,1,@,GNB,L 23-24,294,66,4.45,59,6.27,1,33:22,3:07,CHI_GNB_2018-09-09
NYJ,2017-12-17,294,Sun,14,15,@,NOR,L 19-31,294,68,4.32,64,6.44,2,30:50,3:20,NYJ_NOR_2017-12-17
BAL,2017-11-27,294,Mon,11,12,,HOU,W 23-16,294,65,4.52,64,4.73,0,29:44,3:06,BAL_HOU_2017-11-27
CAR,2022-09-25,293,Sun,3,3,,NOR,W 22-14,293,59,4.97,64,6.66,0,30:10,3:01,CAR_NOR_2022-09-25
DET,2020-12-13,293,Sun,13,14,,GNB,L 24-31,293,59,4.97,64,6.41,0,24:30,3:08,DET_GNB_2020-12-13
CLE,2019-11-14,293,Thu,10,11,,PIT,W 21-7,293,68,4.31,64,3.69,0,33:58,3:26,CLE_PIT_2019-11-14
DEN,2018-09-23,293,Sun,3,3,@,BAL,L 14-27,293,61,4.80,70,4.89,1,29:46,3:10,DEN_BAL_2018-09-23
BUF,2018-09-16,293,Sun,2,2,,LAC,L 20-31,293,60,4.88,55,6.35,2,26:58,3:07,BUF_LAC_2018-09-16
CAR,2018-09-09,293,Sun,1,1,,DAL,W 16-8,293,61,4.80,57,4.07,1,30:36,3:02,CAR_DAL_2018-09-09
NYG,2017-12-24,293,Sun,15,16,@,ARI,L 0-23,293,67,4.37,64,4.52,3,26:47,3:04,NYG_ARI_2017-12-24
OAK,2017-12-17,293,Sun,14,15,,DAL,L 17-20,293,61,4.80,60,5.50,1,27:40,3:23,OAK_DAL_2017-12-17
DET,2017-12-16,293,Sat,14,15,,CHI,W 20-10,293,57,5.14,63,5.54,1,29:05,3:04,DET_CHI_2017-12-16
CAR,2017-10-22,293,Sun,7,7,@,CHI,L 3-17,293,69,4.25,37,4.14,3,38:35,2:45,CAR_CHI_2017-10-22
CHI,2022-11-27,292,Sun,12,12,@,NYJ,L 10-31,292,56,5.21,62,7.52,1,27:55,2:48,CHI_NYJ_2022-11-27
IND,2022-10-23,292,Sun,7,7,@,TEN,L 10-19,292,64,4.56,57,4.46,3,28:27,2:51,IND_TEN_2022-10-23
DEN,2021-12-19,292,Sun,14,15,,CIN,L 10-15,292,71,4.11,51,4.88,1,32:41,3:11,DEN_CIN_2021-12-19
SEA,2020-12-27,292,Sun,15,16,,LAR,W 20-9,292,61,4.79,75,4.45,0,27:10,3:09,SEA_LAR_2020-12-27
NOR,2020-11-29,292,Sun,11,12,@,DEN,W 31-3,292,63,4.63,43,2.60,1,35:46,2:40,NOR_DEN_2020-11-29
NYJ,2020-11-22,292,Sun,10,11,@,LAC,L 28-34,292,55,5.31,78,4.82,1,23:32,3:10,NYJ_LAC_2020-11-22
TEN,2020-10-25,292,Sun,6,7,,PIT,L 24-27,292,56,5.21,74,4.89,0,23:23,3:06,TEN_PIT_2020-10-25
GNB,2019-12-15,292,Sun,14,15,,CHI,W 21-13,292,58,5.03,83,5.00,0,25:38,3:17,GNB_CHI_2019-12-15
TEN,2019-12-01,292,Sun,12,13,@,IND,W 31-17,292,58,5.03,67,5.84,2,27:29,3:07,TEN_IND_2019-12-01
JAX,2019-09-19,292,Thu,3,3,,TEN,W 20-7,292,50,5.84,75,4.53,0,24:44,3:01,JAX_TEN_2019-09-19
OAK,2018-12-30,292,Sun,16,17,@,KAN,L 3-35,292,65,4.49,54,7.57,4,33:56,2:37,OAK_KAN_2018-12-30
WAS,2018-12-22,292,Sat,15,16,@,TEN,L 16-25,292,59,4.95,55,5.29,2,33:03,2:44,WAS_TEN_2018-12-22
DAL,2018-12-16,292,Sun,14,15,@,IND,L 0-23,292,64,4.56,66,5.61,1,28:12,2:54,DAL_IND_2018-12-16
DAL,2018-10-07,292,Sun,5,5,@,HOU,L 16-19 (OT),292,60,4.87,76,6.08,2,31:32,3:23,DAL_HOU_2018-10-07
BUF,2018-09-23,292,Sun,3,3,@,MIN,W 27-6,292,63,4.63,65,4.49,0,35:45,3:06,BUF_MIN_2018-09-23
MIN,2018-09-23,292,Sun,3,3,,BUF,L 6-27,292,65,4.49,63,4.63,3,24:15,3:06,MIN_BUF_2018-09-23
ARI,2017-11-19,292,Sun,10,11,@,HOU,L 21-31,292,54,5.41,67,5.33,2,26:14,3:11,ARI_HOU_2017-11-19
GNB,2023-01-08,291,Sun,17,18,,DET,L 16-20,291,57,5.11,60,5.38,2,32:15,2:59,GNB_DET_2023-01-08
ATL,2022-11-10,291,Thu,10,10,@,CAR,L 15-25,291,60,4.85,64,5.20,1,25:48,3:00,ATL_CAR_2022-11-10
CIN,2022-10-09,291,Sun,5,5,@,BAL,L 17-19,291,59,4.93,61,5.33,1,30:01,2:57,CIN_BAL_2022-10-09
DAL,2020-12-20,291,Sun,14,15,,SFO,W 41-33,291,58,5.02,81,5.65,0,25:04,3:25,DAL_SFO_2020-12-20
GNB,2020-12-19,291,Sat,14,15,,CAR,W 24-16,291,61,4.77,65,5.60,0,29:09,3:05,GNB_CAR_2020-12-19
NWE,2020-12-06,291,Sun,12,13,@,LAC,W 45-0,291,66,4.41,71,3.63,0,33:41,2:59,NWE_LAC_2020-12-06
NYG,2020-09-14,291,Mon,1,1,,PIT,L 16-26,291,64,4.55,64,5.45,2,28:16,2:55,NYG_PIT_2020-09-14
NWE,2019-12-15,291,Sun,14,15,@,CIN,W 34-13,291,63,4.62,63,5.00,0,27:09,3:05,NWE_CIN_2019-12-15
CIN,2019-10-20,291,Sun,7,7,,JAX,L 17-27,291,65,4.48,78,5.90,4,21:43,3:17,CIN_JAX_2019-10-20
SEA,2018-12-30,291,Sun,16,17,,ARI,W 27-24,291,61,4.77,64,3.09,1,29:09,3:03,SEA_ARI_2018-12-30
TEN,2018-12-22,291,Sat,15,16,,WAS,W 25-16,291,55,5.29,59,4.95,0,26:57,2:44,TEN_WAS_2018-12-22
CLE,2017-12-03,291,Sun,12,13,@,LAC,L 10-19,291,57,5.11,69,6.22,2,25:03,3:02,CLE_LAC_2017-12-03
BAL,2017-10-15,291,Sun,6,6,,CHI,L 24-27 (OT),291,70,4.16,75,4.56,3,31:09,3:26,BAL_CHI_2017-10-15
IND,2022-11-28,290,Mon,12,12,,PIT,L 17-24,290,62,4.68,67,4.82,2,25:38,2:58,IND_PIT_2022-11-28
CLE,2021-12-12,290,Sun,13,14,,BAL,W 24-22,290,61,4.75,69,5.64,1,33:50,3:09,CLE_BAL_2021-12-12
LVR,2021-12-12,290,Sun,13,14,@,KAN,L 9-48,290,61,4.75,57,6.53,5,26:25,2:59,LVR_KAN_2021-12-12
DAL,2021-11-07,290,Sun,8,9,,DEN,L 16-30,290,57,5.09,73,5.58,2,18:48,3:02,DAL_DEN_2021-11-07
CLE,2021-10-17,290,Sun,6,6,,ARI,L 14-37,290,55,5.27,69,5.10,3,25:21,2:57,CLE_ARI_2021-10-17
WAS,2021-09-26,290,Sun,3,3,@,BUF,L 21-43,290,50,5.80,77,6.25,3,24:23,3:06,WAS_BUF_2021-09-26
NYG,2020-12-06,290,Sun,12,13,@,SEA,W 17-12,290,55,5.27,70,4.67,1,29:49,3:04,NYG_SEA_2020-12-06
ATL,2019-12-15,290,Sun,14,15,@,SFO,W 29-22,290,61,4.75,62,5.05,1,29:12,3:14,ATL_SFO_2019-12-15
HOU,2018-11-04,290,Sun,9,9,@,DEN,W 19-17,290,61,4.75,64,5.44,0,32:25,3:05,HOU_DEN_2018-11-04
IND,2017-12-03,290,Sun,12,13,@,JAX,L 10-30,290,66,4.39,64,6.66,2,26:13,3:01,IND_JAX_2017-12-03
ARI,2017-11-09,290,Thu,9,10,,SEA,L 16-22,290,73,3.97,60,4.78,1,29:07,3:28,ARI_SEA_2017-11-09
SFO,2017-10-22,290,Sun,7,7,,DAL,L 10-40,290,65,4.46,70,7.16,3,27:10,2:59,SFO_DAL_2017-10-22
PIT,2017-09-10,290,Sun,1,1,@,CLE,W 21-18,290,54,5.37,62,3.82,1,28:50,2:59,PIT_CLE_2017-09-10
ATL,2022-10-16,289,Sun,6,6,,SFO,W 28-14,289,56,5.16,57,6.07,0,33:25,2:51,ATL_SFO_2022-10-16
NYJ,2020-12-20,289,Sun,14,15,@,LAR,W 23-20,289,64,4.52,56,5.41,0,34:15,2:56,NYJ_LAR_2020-12-20
IND,2020-10-04,289,Sun,4,4,@,CHI,W 19-11,289,68,4.25,59,4.56,0,32:28,3:09,IND_CHI_2020-10-04
LAR,2019-12-15,289,Sun,14,15,@,DAL,L 21-44,289,68,4.25,68,6.99,1,23:54,3:14,LAR_DAL_2019-12-15
TAM,2019-09-12,289,Thu,2,2,@,CAR,W 20-14,289,59,4.90,73,4.82,0,33:53,3:51,TAM_CAR_2019-09-12
BUF,2018-12-23,289,Sun,15,16,@,NWE,L 12-24,289,59,4.90,73,5.34,3,24:22,3:01,BUF_NWE_2018-12-23
OAK,2018-10-07,289,Sun,5,5,@,LAC,L 10-26,289,49,5.90,59,6.98,2,25:20,2:49,OAK_LAC_2018-10-07
ARI,2017-12-24,289,Sun,15,16,,NYG,W 23-0,289,64,4.52,67,4.37,2,33:13,3:04,ARI_NYG_2017-12-24
DET,2017-11-23,289,Thu,11,12,,MIN,L 23-30,289,53,5.45,73,5.59,2,25:03,3:29,DET_MIN_2017-11-23
MIA,2017-10-15,289,Sun,5,6,@,ATL,W 20-17,289,64,4.52,56,6.05,1,34:24,2:52,MIA_ATL_2017-10-15
NYG,2022-12-18,288,Sun,14,15,@,WAS,W 20-12,288,62,4.65,58,6.67,0,30:30,3:07,NYG_WAS_2022-12-18
CHI,2022-11-20,288,Sun,11,11,@,ATL,L 24-27,288,66,4.36,53,5.28,1,35:10,2:57,CHI_ATL_2022-11-20
NWE,2022-10-30,288,Sun,8,8,@,NYJ,W 22-17,288,75,3.84,58,6.67,1,35:34,3:01,NWE_NYJ_2022-10-30
NWE,2021-12-26,288,Sun,15,16,,BUF,L 21-33,288,60,4.80,75,5.71,2,24:51,3:13,NWE_BUF_2021-12-26
CIN,2021-11-21,288,Sun,10,11,@,LVR,W 32-13,288,70,4.11,47,5.91,1,37:20,2:51,CIN_LVR_2021-11-21
DET,2021-10-10,288,Sun,5,5,@,MIN,L 17-19,288,63,4.57,64,6.00,2,27:54,2:55,DET_MIN_2021-10-10
NYG,2020-12-20,288,Sun,14,15,,CLE,L 6-20,288,54,5.33,63,6.22,0,25:57,2:47,NYG_CLE_2020-12-20
NWE,2020-10-18,288,Sun,5,6,,DEN,L 12-18,288,56,5.14,63,4.75,3,27:29,2:55,NWE_DEN_2020-10-18
