Team,Date,Spread,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,game_id
LVR,2021-09-13,4.0,Mon,1,1,,BAL,W 33-27 (OT),4.0,covered,50.5,over,LVR_BAL_2021-09-13
NYJ,2021-09-12,4.0,Sun,1,1,@,CAR,L 14-19,4.0,did not cover,45.0,under,NYJ_CAR_2021-09-12
DAL,2020-12-20,4.0,Sun,14,15,,SFO,W 41-33,4.0,covered,46.0,over,DAL_SFO_2020-12-20
DEN,2020-12-13,4.0,Sun,13,14,@,CAR,W 32-27,4.0,covered,46.5,over,DEN_CAR_2020-12-13
CLE,2020-12-06,4.0,Sun,12,13,@,TEN,W 41-35,4.0,covered,54.0,over,CLE_TEN_2020-12-06
LAR,2020-11-23,4.0,Mon,10,11,@,TAM,W 27-24,4.0,covered,47.5,over,LAR_TAM_2020-11-23
DEN,2020-11-22,4.0,Sun,10,11,,MIA,W 20-13,4.0,covered,46.0,under,DEN_MIA_2020-11-22
PIT,2020-11-01,4.0,Sun,7,8,@,BAL,W 28-24,4.0,covered,44.0,over,PIT_BAL_2020-11-01
NWE,2020-11-01,4.0,Sun,7,8,@,BUF,L 21-24,4.0,covered,41.0,over,NWE_BUF_2020-11-01
HOU,2020-10-18,4.0,Sun,6,6,@,TEN,L 36-42 (OT),4.0,did not cover,52.0,over,HOU_TEN_2020-10-18
LVR,2020-09-21,4.0,Mon,2,2,,NOR,W 34-24,4.0,covered,47.5,over,LVR_NOR_2020-09-21
NWE,2020-09-20,4.0,Sun,2,2,@,SEA,L 30-35,4.0,did not cover,45.0,over,NWE_SEA_2020-09-20
TAM,2020-09-13,4.0,Sun,1,1,@,NOR,L 23-34,4.0,did not cover,48.5,over,TAM_NOR_2020-09-13
NYG,2019-12-29,4.0,Sun,16,17,,PHI,L 17-34,4.0,did not cover,44.0,over,NYG_PHI_2019-12-29
GNB,2019-12-23,4.0,Mon,15,16,@,MIN,W 23-10,4.0,covered,47.0,under,GNB_MIN_2019-12-23
CHI,2019-12-15,4.0,Sun,14,15,@,GNB,L 13-21,4.0,did not cover,40.0,under,CHI_GNB_2019-12-15
WAS,2019-11-24,4.0,Sun,11,12,,DET,W 19-16,4.0,covered,39.0,under,WAS_DET_2019-11-24
HOU,2019-11-17,4.0,Sun,10,11,@,BAL,L 7-41,4.0,did not cover,51.0,under,HOU_BAL_2019-11-17
PIT,2019-11-10,4.0,Sun,9,10,,LAR,W 17-12,4.0,covered,43.0,under,PIT_LAR_2019-11-10
LAC,2019-11-03,4.0,Sun,9,9,,GNB,W 26-11,4.0,covered,50.0,under,LAC_GNB_2019-11-03
TAM,2019-11-03,4.0,Sun,8,9,@,SEA,L 34-40 (OT),4.0,did not cover,51.0,over,TAM_SEA_2019-11-03
DEN,2019-11-03,4.0,Sun,9,9,,CLE,W 24-19,4.0,covered,39.0,over,DEN_CLE_2019-11-03
NOR,2019-10-20,4.0,Sun,7,7,@,CHI,W 36-25,4.0,covered,37.0,over,NOR_CHI_2019-10-20
CIN,2019-10-20,4.0,Sun,7,7,,JAX,L 17-27,4.0,did not cover,44.5,under,CIN_JAX_2019-10-20
ATL,2019-10-06,4.0,Sun,5,5,@,HOU,L 32-53,4.0,did not cover,49.0,over,ATL_HOU_2019-10-06
DEN,2019-10-06,4.0,Sun,5,5,@,LAC,W 20-13,4.0,covered,46.0,under,DEN_LAC_2019-10-06
DET,2019-09-22,4.0,Sun,3,3,@,PHI,W 27-24,4.0,covered,45.0,over,DET_PHI_2019-09-22
CLE,2019-09-22,4.0,Sun,3,3,,LAR,L 13-20,4.0,did not cover,48.0,under,CLE_LAR_2019-09-22
SEA,2019-09-15,4.0,Sun,2,2,@,PIT,W 28-26,4.0,covered,47.0,over,SEA_PIT_2019-09-15
SFO,2018-12-23,4.0,Sun,15,16,,CHI,L 9-14,4.0,did not cover,44.0,under,SFO_CHI_2018-12-23
BAL,2018-12-22,4.0,Sat,15,16,@,LAC,W 22-10,4.0,covered,42.5,under,BAL_LAC_2018-12-22
ATL,2018-12-09,4.0,Sun,13,14,@,GNB,L 20-34,4.0,did not cover,50.5,over,ATL_GNB_2018-12-09
IND,2018-12-09,4.0,Sun,13,14,@,HOU,W 24-21,4.0,covered,49.0,under,IND_HOU_2018-12-09
JAX,2018-12-02,4.0,Sun,12,13,,IND,W 6-0,4.0,covered,45.5,under,JAX_IND_2018-12-02
CIN,2018-12-02,4.0,Sun,12,13,,DEN,L 10-24,4.0,did not cover,45.0,under,CIN_DEN_2018-12-02
NYG,2018-12-02,4.0,Sun,12,13,,CHI,W 30-27 (OT),4.0,covered,44.0,over,NYG_CHI_2018-12-02
JAX,2018-11-18,4.0,Sun,10,11,,PIT,L 16-20,4.0,push,47.0,under,JAX_PIT_2018-11-18
DET,2018-11-18,4.0,Sun,10,11,,CAR,W 20-19,4.0,covered,48.0,under,DET_CAR_2018-11-18
SFO,2017-12-24,4.0,Sun,15,16,,JAX,W 44-33,4.0,covered,43.0,over,SFO_JAX_2017-12-24
ARI,2017-12-17,4.0,Sun,14,15,@,WAS,L 15-20,4.0,did not cover,40.0,under,ARI_WAS_2017-12-17
NYG,2017-12-10,4.0,Sun,13,14,,DAL,L 10-30,4.0,did not cover,42.0,under,NYG_DAL_2017-12-10
NYJ,2017-12-03,4.0,Sun,12,13,,KAN,W 38-31,4.0,covered,44.0,over,NYJ_KAN_2017-12-03
NYG,2017-10-22,4.0,Sun,7,7,,SEA,L 7-24,4.0,did not cover,39.0,under,NYG_SEA_2017-10-22
CIN,2017-10-22,4.0,Sun,6,7,@,PIT,L 14-29,4.0,did not cover,40.0,over,CIN_PIT_2017-10-22
MIA,2017-10-01,4.0,Sun,3,4,,NOR,L 0-20,4.0,did not cover,51.5,under,MIA_NOR_2017-10-01
NYJ,2017-10-01,4.0,Sun,4,4,,JAX,W 23-20 (OT),4.0,covered,38.5,over,NYJ_JAX_2017-10-01
PHI,2017-09-17,4.0,Sun,2,2,@,KAN,L 20-27,4.0,did not cover,46.5,over,PHI_KAN_2017-09-17
NYJ,2023-01-08,3.5,Sun,17,18,@,MIA,L 6-11,3.5,did not cover,37.0,under,NYJ_MIA_2023-01-08
CAR,2023-01-08,3.5,Sun,17,18,@,NOR,W 10-7,3.5,covered,41.5,under,CAR_NOR_2023-01-08
CAR,2023-01-01,3.5,Sun,16,17,@,TAM,L 24-30,3.5,did not cover,40.5,over,CAR_TAM_2023-01-01
GNB,2022-12-25,3.5,Sun,15,16,@,MIA,W 26-20,3.5,covered,49.5,under,GNB_MIA_2022-12-25
TAM,2022-12-18,3.5,Sun,14,15,,CIN,L 23-34,3.5,did not cover,45.0,over,TAM_CIN_2022-12-18
IND,2022-12-17,3.5,Sat,14,15,@,MIN,L 36-39 (OT),3.5,covered,47.5,over,IND_MIN_2022-12-17
TAM,2022-12-11,3.5,Sun,13,14,@,SFO,L 7-35,3.5,did not cover,37.5,over,TAM_SFO_2022-12-11
JAX,2022-12-11,3.5,Sun,13,14,@,TEN,W 36-22,3.5,covered,41.0,over,JAX_TEN_2022-12-11
NWE,2022-12-01,3.5,Thu,12,13,,BUF,L 10-24,3.5,did not cover,43.5,under,NWE_BUF_2022-12-01
JAX,2022-11-27,3.5,Sun,11,12,,BAL,W 28-27,3.5,covered,43.0,over,JAX_BAL_2022-11-27
PIT,2022-11-20,3.5,Sun,10,11,,CIN,L 30-37,3.5,did not cover,40.0,over,PIT_CIN_2022-11-20
NYJ,2022-11-20,3.5,Sun,10,11,@,NWE,L 3-10,3.5,did not cover,38.0,under,NYJ_NWE_2022-11-20
CLE,2022-11-13,3.5,Sun,9,10,@,MIA,L 17-39,3.5,did not cover,49.5,over,CLE_MIA_2022-11-13
DET,2022-11-06,3.5,Sun,8,9,,GNB,W 15-9,3.5,covered,49.5,under,DET_GNB_2022-11-06
DET,2022-10-30,3.5,Sun,7,8,,MIA,L 27-31,3.5,did not cover,51.5,over,DET_MIA_2022-10-30
HOU,2022-10-30,3.5,Sun,7,8,,TEN,L 10-17,3.5,did not cover,39.0,under,HOU_TEN_2022-10-30
ARI,2022-10-30,3.5,Sun,8,8,@,MIN,L 26-34,3.5,did not cover,48.5,over,ARI_MIN_2022-10-30
CIN,2022-10-09,3.5,Sun,5,5,@,BAL,L 17-19,3.5,covered,47.5,under,CIN_BAL_2022-10-09
NYJ,2022-10-09,3.5,Sun,5,5,,MIA,W 40-17,3.5,covered,45.0,over,NYJ_MIA_2022-10-09
NYJ,2022-10-02,3.5,Sun,4,4,@,PIT,W 24-20,3.5,covered,41.5,over,NYJ_PIT_2022-10-02
NOR,2022-10-02,3.5,Sun,4,4,,MIN,L 25-28,3.5,covered,42.0,over,NOR_MIN_2022-10-02
TEN,2022-10-02,3.5,Sun,4,4,@,IND,W 24-17,3.5,covered,43.0,under,TEN_IND_2022-10-02
SEA,2022-10-02,3.5,Sun,4,4,@,DET,W 48-45,3.5,covered,48.0,over,SEA_DET_2022-10-02
MIA,2022-09-29,3.5,Thu,4,4,@,CIN,L 15-27,3.5,did not cover,47.5,under,MIA_CIN_2022-09-29
ARI,2022-09-25,3.5,Sun,3,3,,LAR,L 12-20,3.5,did not cover,48.5,under,ARI_LAR_2022-09-25
MIA,2022-09-18,3.5,Sun,2,2,@,BAL,W 42-38,3.5,covered,44.5,over,MIA_BAL_2022-09-18
LVR,2022-09-11,3.5,Sun,1,1,@,LAC,L 19-24,3.5,did not cover,52.5,under,LVR_LAC_2022-09-11
PIT,2022-01-09,3.5,Sun,17,18,@,BAL,W 16-13 (OT),3.5,covered,41.0,under,PIT_BAL_2022-01-09
SFO,2022-01-09,3.5,Sun,17,18,@,LAR,W 27-24 (OT),3.5,covered,44.5,over,SFO_LAR_2022-01-09
ATL,2022-01-09,3.5,Sun,17,18,,NOR,L 20-30,3.5,did not cover,40.0,over,ATL_NOR_2022-01-09
MIN,2021-12-26,3.5,Sun,15,16,,LAR,L 23-30,3.5,did not cover,49.0,over,MIN_LAR_2021-12-26
TEN,2021-12-23,3.5,Thu,15,16,,SFO,W 20-17,3.5,covered,44.0,under,TEN_SFO_2021-12-23
BUF,2021-12-12,3.5,Sun,13,14,@,TAM,L 27-33 (OT),3.5,did not cover,54.5,over,BUF_TAM_2021-12-12
SEA,2021-12-05,3.5,Sun,12,13,,SFO,W 30-23,3.5,covered,45.5,over,SEA_SFO_2021-12-05
CLE,2021-11-28,3.5,Sun,12,12,@,BAL,L 10-16,3.5,did not cover,47.0,under,CLE_BAL_2021-11-28
NYG,2021-11-28,3.5,Sun,11,12,,PHI,W 13-7,3.5,covered,45.5,under,NYG_PHI_2021-11-28
MIN,2021-11-28,3.5,Sun,11,12,@,SFO,L 26-34,3.5,did not cover,49.0,over,MIN_SFO_2021-11-28
PIT,2021-11-28,3.5,Sun,11,12,@,CIN,L 10-41,3.5,did not cover,44.0,over,PIT_CIN_2021-11-28
NYJ,2021-11-21,3.5,Sun,10,11,,MIA,L 17-24,3.5,did not cover,44.5,under,NYJ_MIA_2021-11-21
WAS,2021-11-21,3.5,Sun,10,11,@,CAR,W 27-21,3.5,covered,43.0,over,WAS_CAR_2021-11-21
SEA,2021-11-14,3.5,Sun,9,10,@,GNB,L 0-17,3.5,did not cover,49.5,under,SEA_GNB_2021-11-14
ARI,2021-11-07,3.5,Sun,9,9,@,SFO,W 31-17,3.5,covered,45.0,over,ARI_SFO_2021-11-07
CAR,2021-11-07,3.5,Sun,9,9,,NWE,L 6-24,3.5,did not cover,41.0,under,CAR_NWE_2021-11-07
DET,2021-10-31,3.5,Sun,8,8,,PHI,L 6-44,3.5,did not cover,48.0,over,DET_PHI_2021-10-31
WAS,2021-10-31,3.5,Sun,8,8,@,DEN,L 10-17,3.5,did not cover,45.0,under,WAS_DEN_2021-10-31
JAX,2021-10-31,3.5,Sun,7,8,@,SEA,L 7-31,3.5,did not cover,44.5,under,JAX_SEA_2021-10-31
DET,2021-10-17,3.5,Sun,6,6,,CIN,L 11-34,3.5,did not cover,47.0,under,DET_CIN_2021-10-17
ARI,2021-10-17,3.5,Sun,6,6,@,CLE,W 37-14,3.5,covered,48.5,over,ARI_CLE_2021-10-17
NWE,2021-10-17,3.5,Sun,6,6,,DAL,L 29-35 (OT),3.5,did not cover,50.5,over,NWE_DAL_2021-10-17
PHI,2021-09-27,3.5,Mon,3,3,@,DAL,L 21-41,3.5,did not cover,51.5,over,PHI_DAL_2021-09-27
MIA,2021-09-19,3.5,Sun,2,2,,BUF,L 0-35,3.5,did not cover,47.5,under,MIA_BUF_2021-09-19
MIN,2021-09-19,3.5,Sun,2,2,@,ARI,L 33-34,3.5,covered,50.5,over,MIN_ARI_2021-09-19
IND,2021-09-19,3.5,Sun,2,2,,LAR,L 24-27,3.5,covered,48.0,over,IND_LAR_2021-09-19
NYG,2021-09-16,3.5,Thu,2,2,@,WAS,L 29-30,3.5,covered,40.5,over,NYG_WAS_2021-09-16
NOR,2021-09-12,3.5,Sun,1,1,,GNB,W 38-3,3.5,covered,49.5,under,NOR_GNB_2021-09-12
PHI,2021-09-12,3.5,Sun,1,1,@,ATL,W 32-6,3.5,covered,49.0,under,PHI_ATL_2021-09-12
BUF,2021-01-03,3.5,Sun,16,17,,MIA,W 56-26,3.5,covered,43.0,over,BUF_MIA_2021-01-03
LAC,2020-12-17,3.5,Thu,14,15,@,LVR,W 30-27 (OT),3.5,covered,52.5,over,LAC_LVR_2020-12-17
HOU,2020-12-06,3.5,Sun,12,13,,IND,L 20-26,3.5,did not cover,50.0,under,HOU_IND_2020-12-06
TAM,2020-11-29,3.5,Sun,12,12,,KAN,L 24-27,3.5,covered,56.0,under,TAM_KAN_2020-11-29
ATL,2020-11-29,3.5,Sun,11,12,,LVR,W 43-6,3.5,covered,53.0,under,ATL_LVR_2020-11-29
ATL,2020-11-22,3.5,Sun,10,11,@,NOR,L 9-24,3.5,did not cover,49.5,under,ATL_NOR_2020-11-22
CHI,2020-11-16,3.5,Mon,10,10,,MIN,L 13-19,3.5,did not cover,44.5,under,CHI_MIN_2020-11-16
DEN,2020-11-15,3.5,Sun,9,10,@,LVR,L 12-37,3.5,did not cover,50.0,under,DEN_LVR_2020-11-15
MIA,2020-11-01,3.5,Sun,7,8,,LAR,W 28-17,3.5,covered,46.5,under,MIA_LAR_2020-11-01
DET,2020-11-01,3.5,Sun,7,8,,IND,L 21-41,3.5,did not cover,49.0,over,DET_IND_2020-11-01
ARI,2020-10-25,3.5,Sun,7,7,,SEA,W 37-34 (OT),3.5,covered,55.5,over,ARI_SEA_2020-10-25
LVR,2020-10-25,3.5,Sun,6,7,,TAM,L 20-45,3.5,did not cover,51.5,over,LVR_TAM_2020-10-25
ATL,2020-10-18,3.5,Sun,6,6,@,MIN,W 40-23,3.5,covered,53.5,over,ATL_MIN_2020-10-18
CHI,2020-10-08,3.5,Thu,5,5,,TAM,W 20-19,3.5,covered,44.0,under,CHI_TAM_2020-10-08
MIN,2020-10-04,3.5,Sun,4,4,@,HOU,W 31-23,3.5,covered,52.5,over,MIN_HOU_2020-10-04
CLE,2020-10-04,3.5,Sun,4,4,@,DAL,W 49-38,3.5,covered,56.5,over,CLE_DAL_2020-10-04
CHI,2020-10-04,3.5,Sun,4,4,,IND,L 11-19,3.5,did not cover,43.5,under,CHI_IND_2020-10-04
KAN,2020-09-28,3.5,Mon,3,3,@,BAL,W 34-20,3.5,covered,55.0,under,KAN_BAL_2020-09-28
GNB,2020-09-27,3.5,Sun,3,3,@,NOR,W 37-30,3.5,covered,52.0,over,GNB_NOR_2020-09-27
HOU,2020-09-27,3.5,Sun,3,3,@,PIT,L 21-28,3.5,did not cover,46.5,over,HOU_PIT_2020-09-27
MIN,2020-09-20,3.5,Sun,2,2,@,IND,L 11-28,3.5,did not cover,49.0,under,MIN_IND_2020-09-20
DEN,2020-09-14,3.5,Mon,1,1,,TEN,L 14-16,3.5,covered,41.5,under,DEN_TEN_2020-09-14
SEA,2019-12-29,3.5,Sun,16,17,,SFO,L 21-26,3.5,did not cover,47.0,push,SEA_SFO_2019-12-29
TEN,2019-12-22,3.5,Sun,15,16,,NOR,L 28-38,3.5,did not cover,49.0,over,TEN_NOR_2019-12-22
MIA,2019-12-15,3.5,Sun,14,15,@,NYG,L 20-36,3.5,did not cover,47.0,over,MIA_NYG_2019-12-15
CAR,2019-12-08,3.5,Sun,13,14,@,ATL,L 20-40,3.5,did not cover,48.0,over,CAR_ATL_2019-12-08
JAX,2019-12-08,3.5,Sun,13,14,,LAC,L 10-45,3.5,did not cover,42.0,over,JAX_LAC_2019-12-08
HOU,2019-12-01,3.5,Sun,12,13,,NWE,W 28-22,3.5,covered,47.0,over,HOU_NWE_2019-12-01
LAR,2019-11-25,3.5,Mon,11,12,,BAL,L 6-45,3.5,did not cover,47.0,over,LAR_BAL_2019-11-25
NYJ,2019-11-24,3.5,Sun,11,12,,OAK,W 34-3,3.5,covered,45.0,under,NYJ_OAK_2019-11-24
DEN,2019-11-24,3.5,Sun,11,12,@,BUF,L 3-20,3.5,did not cover,37.0,under,DEN_BUF_2019-11-24
TAM,2019-11-24,3.5,Sun,11,12,@,ATL,W 35-22,3.5,covered,51.5,over,TAM_ATL_2019-11-24
IND,2019-11-21,3.5,Thu,11,12,@,HOU,L 17-20,3.5,covered,46.0,under,IND_HOU_2019-11-21
ATL,2019-11-17,3.5,Sun,10,11,@,CAR,W 29-3,3.5,covered,49.0,under,ATL_CAR_2019-11-17
MIN,2019-11-10,3.5,Sun,10,10,@,DAL,W 28-24,3.5,covered,48.5,over,MIN_DAL_2019-11-10
MIA,2019-11-03,3.5,Sun,8,9,,NYJ,W 26-18,3.5,covered,42.5,over,MIA_NYJ_2019-11-03
TEN,2019-11-03,3.5,Sun,9,9,@,CAR,L 20-30,3.5,did not cover,43.0,over,TEN_CAR_2019-11-03
LAC,2019-10-27,3.5,Sun,8,8,@,CHI,W 17-16,3.5,covered,41.0,under,LAC_CHI_2019-10-27
ARI,2019-10-20,3.5,Sun,7,7,@,NYG,W 27-21,3.5,covered,49.5,under,ARI_NYG_2019-10-20
DET,2019-10-14,3.5,Mon,5,6,@,GNB,L 22-23,3.5,covered,47.0,under,DET_GNB_2019-10-14
HOU,2019-10-13,3.5,Sun,6,6,@,KAN,W 31-24,3.5,covered,54.5,over,HOU_KAN_2019-10-13
PHI,2019-10-13,3.5,Sun,6,6,@,MIN,L 20-38,3.5,did not cover,44.0,over,PHI_MIN_2019-10-13
PIT,2019-10-06,3.5,Sun,5,5,,BAL,L 23-26 (OT),3.5,covered,44.0,over,PIT_BAL_2019-10-06
BUF,2019-10-06,3.5,Sun,5,5,@,TEN,W 14-7,3.5,covered,39.5,under,BUF_TEN_2019-10-06
GNB,2019-10-06,3.5,Sun,5,5,@,DAL,W 34-24,3.5,covered,46.5,over,GNB_DAL_2019-10-06
CIN,2019-09-30,3.5,Mon,4,4,@,PIT,L 3-27,3.5,did not cover,45.5,under,CIN_PIT_2019-09-30
TEN,2019-09-29,3.5,Sun,4,4,@,ATL,W 24-10,3.5,covered,46.0,under,TEN_ATL_2019-09-29
PHI,2019-09-26,3.5,Thu,4,4,@,GNB,W 34-27,3.5,covered,46.0,over,PHI_GNB_2019-09-26
JAX,2019-09-08,3.5,Sun,1,1,,KAN,L 26-40,3.5,did not cover,49.0,over,JAX_KAN_2019-09-08
ATL,2019-09-08,3.5,Sun,1,1,@,MIN,L 12-28,3.5,did not cover,47.0,under,ATL_MIN_2019-09-08
GNB,2019-09-05,3.5,Thu,1,1,@,CHI,W 10-3,3.5,covered,47.0,under,GNB_CHI_2019-09-05
SFO,2018-12-16,3.5,Sun,14,15,,SEA,W 26-23 (OT),3.5,covered,44.0,over,SFO_SEA_2018-12-16
LAC,2018-12-13,3.5,Thu,14,15,@,KAN,W 29-28,3.5,covered,54.0,over,LAC_KAN_2018-12-13
PHI,2018-12-09,3.5,Sun,13,14,@,DAL,L 23-29 (OT),3.5,did not cover,45.5,over,PHI_DAL_2018-12-09
BUF,2018-12-02,3.5,Sun,12,13,@,MIA,L 17-21,3.5,did not cover,40.0,under,BUF_MIA_2018-12-02
TAM,2018-12-02,3.5,Sun,12,13,,CAR,W 24-17,3.5,covered,52.0,under,TAM_CAR_2018-12-02
TEN,2018-11-26,3.5,Mon,11,12,@,HOU,L 17-34,3.5,did not cover,42.5,over,TEN_HOU_2018-11-26
GNB,2018-11-25,3.5,Sun,11,12,@,MIN,L 17-24,3.5,did not cover,48.0,under,GNB_MIN_2018-11-25
DAL,2018-11-18,3.5,Sun,10,11,@,ATL,W 22-19,3.5,covered,50.0,under,DAL_ATL_2018-11-18
WAS,2018-11-11,3.5,Sun,9,10,@,TAM,W 16-3,3.5,covered,51.0,under,WAS_TAM_2018-11-11
CAR,2018-11-08,3.5,Thu,9,10,@,PIT,L 21-52,3.5,did not cover,51.0,over,CAR_PIT_2018-11-08
OAK,2018-10-28,3.5,Sun,7,8,,IND,L 28-42,3.5,did not cover,51.0,over,OAK_IND_2018-10-28
JAX,2018-10-28,3.5,Sun,8,8,,PHI,L 18-24,3.5,did not cover,44.0,under,JAX_PHI_2018-10-28
TAM,2018-10-28,3.5,Sun,7,8,@,CIN,L 34-37,3.5,covered,55.0,over,TAM_CIN_2018-10-28
NYJ,2018-10-21,3.5,Sun,7,7,,MIN,L 17-37,3.5,did not cover,45.0,over,NYJ_MIN_2018-10-21
CLE,2018-10-21,3.5,Sun,7,7,@,TAM,L 23-26 (OT),3.5,covered,52.5,under,CLE_TAM_2018-10-21
HOU,2018-10-21,3.5,Sun,7,7,@,JAX,W 20-7,3.5,covered,42.5,under,HOU_JAX_2018-10-21
KAN,2018-10-14,3.5,Sun,6,6,@,NWE,L 40-43,3.5,covered,59.5,over,KAN_NWE_2018-10-14
MIN,2018-10-07,3.5,Sun,5,5,@,PHI,W 23-21,3.5,covered,48.0,under,MIN_PHI_2018-10-07
ATL,2018-10-07,3.5,Sun,5,5,@,PIT,L 17-41,3.5,did not cover,57.0,over,ATL_PIT_2018-10-07
DAL,2018-10-07,3.5,Sun,5,5,@,HOU,L 16-19 (OT),3.5,covered,45.5,under,DAL_HOU_2018-10-07
DEN,2018-10-01,3.5,Mon,4,4,,KAN,L 23-27,3.5,did not cover,53.5,under,DEN_KAN_2018-10-01
NYG,2018-09-30,3.5,Sun,4,4,,NOR,L 18-33,3.5,did not cover,51.5,under,NYG_NOR_2018-09-30
ARI,2018-09-30,3.5,Sun,4,4,,SEA,L 17-20,3.5,covered,40.0,under,ARI_SEA_2018-09-30
CIN,2018-09-30,3.5,Sun,4,4,@,ATL,W 37-36,3.5,covered,52.5,over,CIN_ATL_2018-09-30
TEN,2018-09-16,3.5,Sun,2,2,,HOU,W 20-17,3.5,covered,41.0,under,TEN_HOU_2018-09-16
KAN,2018-09-09,3.5,Sun,1,1,@,LAC,W 38-28,3.5,covered,48.0,over,KAN_LAC_2018-09-09
CLE,2018-09-09,3.5,Sun,1,1,,PIT,T 21-21 (OT),3.5,covered,41.0,over,CLE_PIT_2018-09-09
PHI,2017-12-31,3.5,Sun,16,17,,DAL,L 0-6,3.5,did not cover,41.0,under,PHI_DAL_2017-12-31
CIN,2017-12-24,3.5,Sun,15,16,,DET,W 26-17,3.5,covered,43.5,under,CIN_DET_2017-12-24
MIA,2017-12-17,3.5,Sun,14,15,@,BUF,L 16-24,3.5,did not cover,39.5,over,MIA_BUF_2017-12-17
IND,2017-12-10,3.5,Sun,13,14,@,BUF,L 7-13 (OT),3.5,did not cover,36.5,under,IND_BUF_2017-12-10
SEA,2017-12-03,3.5,Sun,12,13,,PHI,W 24-10,3.5,covered,46.5,under,SEA_PHI_2017-12-03
DEN,2017-11-26,3.5,Sun,11,12,@,OAK,L 14-21,3.5,did not cover,41.0,under,DEN_OAK_2017-11-26
DAL,2017-11-12,3.5,Sun,9,10,@,ATL,L 7-27,3.5,did not cover,49.0,under,DAL_ATL_2017-11-12
GNB,2017-10-22,3.5,Sun,7,7,,NOR,L 17-26,3.5,did not cover,45.5,under,GNB_NOR_2017-10-22
PIT,2017-10-15,3.5,Sun,6,6,@,KAN,W 19-13,3.5,covered,46.0,under,PIT_KAN_2017-10-15
CHI,2017-10-09,3.5,Mon,5,5,,MIN,L 17-20,3.5,covered,41.0,under,CHI_MIN_2017-10-09
TAM,2017-10-05,3.5,Thu,4,5,,NWE,L 14-19,3.5,did not cover,54.5,under,TAM_NWE_2017-10-05
BAL,2017-10-01,3.5,Sun,4,4,,PIT,L 9-26,3.5,did not cover,42.0,under,BAL_PIT_2017-10-01
OAK,2017-10-01,3.5,Sun,4,4,@,DEN,L 10-16,3.5,did not cover,44.0,under,OAK_DEN_2017-10-01
WAS,2017-09-24,3.5,Sun,3,3,,OAK,W 27-10,3.5,covered,53.5,under,WAS_OAK_2017-09-24
BUF,2017-09-24,3.5,Sun,3,3,,DEN,W 26-16,3.5,covered,40.0,over,BUF_DEN_2017-09-24
MIA,2017-09-17,3.5,Sun,1,2,@,LAC,W 19-17,3.5,covered,46.0,under,MIA_LAC_2017-09-17
IND,2017-09-10,3.5,Sun,1,1,@,LAR,L 9-46,3.5,did not cover,41.5,over,IND_LAR_2017-09-10
LAC,2023-01-08,3.0,Sun,17,18,@,DEN,L 28-31,3.0,push,39.5,over,LAC_DEN_2023-01-08
MIN,2023-01-01,3.0,Sun,16,17,@,GNB,L 17-41,3.0,did not cover,47.5,over,MIN_GNB_2023-01-01
HOU,2023-01-01,3.0,Sun,16,17,,JAX,L 3-31,3.0,did not cover,43.0,under,HOU_JAX_2023-01-01
LAR,2022-12-25,3.0,Sun,15,16,,DEN,W 51-14,3.0,covered,36.5,over,LAR_DEN_2022-12-25
HOU,2022-12-24,3.0,Sat,15,16,@,TEN,W 19-14,3.0,covered,35.5,under,HOU_TEN_2022-12-24
NWE,2022-12-24,3.0,Sat,15,16,,CIN,L 18-22,3.0,did not cover,41.5,under,NWE_CIN_2022-12-24
NOR,2022-12-24,3.0,Sat,15,16,@,CLE,W 17-10,3.0,covered,32.0,under,NOR_CLE_2022-12-24
TEN,2022-12-18,3.0,Sun,14,15,@,LAC,L 14-17,3.0,push,46.5,under,TEN_LAC_2022-12-18
BAL,2022-12-17,3.0,Sat,14,15,@,CLE,L 3-13,3.0,did not cover,38.0,under,BAL_CLE_2022-12-17
SEA,2022-12-15,3.0,Thu,14,15,,SFO,L 13-21,3.0,did not cover,43.0,under,SEA_SFO_2022-12-15
LAC,2022-12-11,3.0,Sun,13,14,,MIA,W 23-17,3.0,covered,53.5,under,LAC_MIA_2022-12-11
NOR,2022-12-05,3.0,Mon,13,13,@,TAM,L 16-17,3.0,covered,41.0,under,NOR_TAM_2022-12-05
NYJ,2022-12-04,3.0,Sun,12,13,@,MIN,L 22-27,3.0,did not cover,44.5,over,NYJ_MIN_2022-12-04
CLE,2022-11-27,3.0,Sun,11,12,,TAM,W 23-17 (OT),3.0,covered,42.0,under,CLE_TAM_2022-11-27
DET,2022-11-20,3.0,Sun,10,11,@,NYG,W 31-18,3.0,covered,44.5,over,DET_NYG_2022-11-20
HOU,2022-11-20,3.0,Sun,10,11,,WAS,L 10-23,3.0,did not cover,41.0,under,HOU_WAS_2022-11-20
TEN,2022-11-17,3.0,Thu,10,11,@,GNB,W 27-17,3.0,covered,41.0,over,TEN_GNB_2022-11-17
LAR,2022-11-06,3.0,Sun,8,9,@,TAM,L 13-16,3.0,push,42.5,under,LAR_TAM_2022-11-06
WAS,2022-11-06,3.0,Sun,9,9,,MIN,L 17-20,3.0,push,43.5,under,WAS_MIN_2022-11-06
ATL,2022-11-06,3.0,Sun,9,9,,LAC,L 17-20,3.0,push,49.5,under,ATL_LAC_2022-11-06
CLE,2022-10-31,3.0,Mon,8,8,,CIN,W 32-13,3.0,covered,45.0,push,CLE_CIN_2022-10-31
