Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,game_id
DET,2020-12-26,26,Sat,15,16,,TAM,L 7-47,26,111,4.3,1,DET_TAM_2020-12-26
WAS,2020-12-20,26,Sun,14,15,,SEA,L 15-20,26,181,7.0,1,WAS_SEA_2020-12-20
ATL,2020-12-13,26,Sun,13,14,@,LAC,L 17-20,26,105,4.0,0,ATL_LAC_2020-12-13
MIN,2020-12-13,26,Sun,13,14,@,TAM,L 14-26,26,107,4.1,1,MIN_TAM_2020-12-13
NYJ,2020-11-22,26,Sun,10,11,@,LAC,L 28-34,26,29,1.1,0,NYJ_LAC_2020-11-22
KAN,2020-11-22,26,Sun,10,11,@,LVR,W 35-31,26,89,3.4,1,KAN_LVR_2020-11-22
DET,2020-11-15,26,Sun,9,10,,WAS,W 30-27,26,89,3.4,3,DET_WAS_2020-11-15
LAC,2020-11-08,26,Sun,8,9,,LVR,L 26-31,26,160,6.2,2,LAC_LVR_2020-11-08
DAL,2020-11-01,26,Sun,8,8,@,PHI,L 9-23,26,119,4.6,0,DAL_PHI_2020-11-01
DET,2020-10-25,26,Sun,6,7,@,ATL,W 23-22,26,66,2.5,2,DET_ATL_2020-10-25
WAS,2020-10-25,26,Sun,7,7,,DAL,W 25-3,26,83,3.2,0,WAS_DAL_2020-10-25
NYG,2020-10-22,26,Thu,7,7,@,PHI,L 21-22,26,96,3.7,1,NYG_PHI_2020-10-22
WAS,2020-10-18,26,Sun,6,6,@,NYG,L 19-20,26,132,5.1,0,WAS_NYG_2020-10-18
ATL,2020-10-05,26,Mon,4,4,@,GNB,L 16-30,26,88,3.4,0,ATL_GNB_2020-10-05
MIN,2020-10-04,26,Sun,4,4,@,HOU,W 31-23,26,96,3.7,0,MIN_HOU_2020-10-04
MIA,2020-10-04,26,Sun,4,4,,SEA,L 23-31,26,98,3.8,2,MIA_SEA_2020-10-04
DAL,2020-09-27,26,Sun,3,3,@,SEA,L 31-38,26,117,4.5,0,DAL_SEA_2020-09-27
NOR,2020-09-27,26,Sun,3,3,,GNB,L 30-37,26,98,3.8,1,NOR_GNB_2020-09-27
LAR,2020-09-20,26,Sun,2,2,@,PHI,W 37-19,26,121,4.7,2,LAR_PHI_2020-09-20
PIT,2020-09-20,26,Sun,2,2,,DEN,W 26-21,26,104,4.0,0,PIT_DEN_2020-09-20
TEN,2020-09-14,26,Mon,1,1,@,DEN,W 16-14,26,107,4.1,1,TEN_DEN_2020-09-14
NOR,2020-09-13,26,Sun,1,1,,TAM,W 34-23,26,86,3.3,1,NOR_TAM_2020-09-13
CHI,2019-12-29,26,Sun,16,17,@,MIN,W 21-19,26,174,6.7,1,CHI_MIN_2019-12-29
NOR,2019-12-22,26,Sun,15,16,@,TEN,W 38-28,26,149,5.7,1,NOR_TEN_2019-12-22
WAS,2019-12-22,26,Sun,15,16,,NYG,L 35-41 (OT),26,206,7.9,1,WAS_NYG_2019-12-22
NYG,2019-12-22,26,Sun,15,16,@,WAS,W 41-35 (OT),26,80,3.1,2,NYG_WAS_2019-12-22
TAM,2019-12-21,26,Sat,15,16,,HOU,L 20-23,26,68,2.6,1,TAM_HOU_2019-12-21
NYJ,2019-12-08,26,Sun,13,14,,MIA,W 22-21,26,122,4.7,0,NYJ_MIA_2019-12-08
NYG,2019-12-01,26,Sun,12,13,,GNB,L 13-31,26,79,3.0,0,NYG_GNB_2019-12-01
NOR,2019-11-28,26,Thu,12,13,@,ATL,W 26-18,26,89,3.4,0,NOR_ATL_2019-11-28
NYG,2019-11-24,26,Sun,11,12,@,CHI,L 14-19,26,65,2.5,1,NYG_CHI_2019-11-24
PHI,2019-11-24,26,Sun,11,12,,SEA,L 9-17,26,174,6.7,1,PHI_SEA_2019-11-24
NWE,2019-11-24,26,Sun,11,12,,DAL,W 13-9,26,109,4.2,0,NWE_DAL_2019-11-24
CAR,2019-11-17,26,Sun,10,11,,ATL,L 3-29,26,54,2.1,1,CAR_ATL_2019-11-17
ARI,2019-11-10,26,Sun,10,10,@,TAM,L 27-30,26,118,4.5,2,ARI_TAM_2019-11-10
IND,2019-11-10,26,Sun,9,10,,MIA,L 12-16,26,70,2.7,1,IND_MIA_2019-11-10
KAN,2019-11-10,26,Sun,10,10,@,TEN,L 32-35,26,225,8.7,2,KAN_TEN_2019-11-10
BUF,2019-11-10,26,Sun,9,10,@,CLE,L 16-19,26,147,5.7,0,BUF_CLE_2019-11-10
SEA,2019-11-03,26,Sun,9,9,,TAM,W 40-34 (OT),26,99,3.8,2,SEA_TAM_2019-11-03
KAN,2019-10-27,26,Sun,8,8,,GNB,L 24-31,26,118,4.5,1,KAN_GNB_2019-10-27
CIN,2019-10-27,26,Sun,8,8,@,LAR,L 10-24,26,98,3.8,1,CIN_LAR_2019-10-27
BAL,2019-10-20,26,Sun,7,7,@,SEA,W 30-16,26,106,4.1,0,BAL_SEA_2019-10-20
SFO,2019-10-20,26,Sun,6,7,@,WAS,W 9-0,26,104,4.0,0,SFO_WAS_2019-10-20
HOU,2019-10-20,26,Sun,7,7,@,IND,L 23-30,26,62,2.4,0,HOU_IND_2019-10-20
JAX,2019-10-13,26,Sun,6,6,,NOR,L 6-13,26,104,4.0,0,JAX_NOR_2019-10-13
NOR,2019-09-22,26,Sun,3,3,@,SEA,W 33-27,26,108,4.2,2,NOR_SEA_2019-09-22
JAX,2019-09-19,26,Thu,3,3,,TEN,W 20-7,26,91,3.5,1,JAX_TEN_2019-09-19
SFO,2019-09-08,26,Sun,1,1,@,TAM,W 31-17,26,121,4.7,0,SFO_TAM_2019-09-08
JAX,2019-09-08,26,Sun,1,1,,KAN,L 26-40,26,113,4.3,1,JAX_KAN_2019-09-08
BUF,2018-12-16,26,Sun,14,15,,DET,W 14-13,26,105,4.0,1,BUF_DET_2018-12-16
SEA,2018-12-16,26,Sun,14,15,@,SFO,L 23-26 (OT),26,94,3.6,0,SEA_SFO_2018-12-16
WAS,2018-12-16,26,Sun,14,15,@,JAX,W 16-13,26,172,6.6,0,WAS_JAX_2018-12-16
LAR,2018-12-02,26,Sun,12,13,@,DET,W 30-16,26,102,3.9,0,LAR_DET_2018-12-02
MIA,2018-11-25,26,Sun,11,12,@,IND,L 24-27,26,118,4.5,0,MIA_IND_2018-11-25
CAR,2018-11-18,26,Sun,10,11,@,DET,L 19-20,26,94,3.6,1,CAR_DET_2018-11-18
DEN,2018-11-18,26,Sun,10,11,@,LAC,W 23-22,26,95,3.7,0,DEN_LAC_2018-11-18
OAK,2018-11-11,26,Sun,9,10,,LAC,L 6-20,26,113,4.3,0,OAK_LAC_2018-11-11
MIA,2018-10-07,26,Sun,5,5,@,CIN,L 17-27,26,103,4.0,0,MIA_CIN_2018-10-07
DEN,2018-10-01,26,Mon,4,4,,KAN,L 23-27,26,142,5.5,2,DEN_KAN_2018-10-01
BUF,2018-09-16,26,Sun,2,2,,LAC,L 20-31,26,109,4.2,1,BUF_LAC_2018-09-16
TEN,2018-09-16,26,Sun,2,2,,HOU,W 20-17,26,148,5.7,0,TEN_HOU_2018-09-16
OAK,2018-09-10,26,Mon,1,1,,LAR,L 13-33,26,140,5.4,0,OAK_LAR_2018-09-10
SFO,2017-12-31,26,Sun,16,17,@,LAR,W 34-13,26,102,3.9,1,SFO_LAR_2017-12-31
TAM,2017-12-31,26,Sun,16,17,,NOR,W 31-24,26,92,3.5,1,TAM_NOR_2017-12-31
CAR,2017-12-31,26,Sun,16,17,@,ATL,L 10-22,26,60,2.3,0,CAR_ATL_2017-12-31
CIN,2017-12-31,26,Sun,16,17,@,BAL,W 31-27,26,118,4.5,1,CIN_BAL_2017-12-31
TEN,2017-12-24,26,Sun,15,16,,LAR,L 23-27,26,116,4.5,0,TEN_LAR_2017-12-24
LAR,2017-12-24,26,Sun,15,16,@,TEN,W 27-23,26,97,3.7,1,LAR_TEN_2017-12-24
PIT,2017-12-10,26,Sun,13,14,,BAL,W 39-38,26,152,5.8,3,PIT_BAL_2017-12-10
JAX,2017-12-03,26,Sun,12,13,,IND,W 30-10,26,141,5.4,0,JAX_IND_2017-12-03
SEA,2017-12-03,26,Sun,12,13,,PHI,W 24-10,26,98,3.8,0,SEA_PHI_2017-12-03
NWE,2017-12-03,26,Sun,12,13,@,BUF,W 23-3,26,183,7.0,0,NWE_BUF_2017-12-03
CAR,2017-11-26,26,Sun,11,12,@,NYJ,W 35-27,26,109,4.2,0,CAR_NYJ_2017-11-26
DEN,2017-11-19,26,Sun,10,11,,CIN,L 17-20,26,49,1.9,0,DEN_CIN_2017-11-19
GNB,2017-11-19,26,Sun,10,11,,BAL,L 0-23,26,58,2.2,1,GNB_BAL_2017-11-19
LAR,2017-11-05,26,Sun,8,9,@,NYG,W 51-17,26,111,4.3,0,LAR_NYG_2017-11-05
DEN,2017-10-30,26,Mon,7,8,@,KAN,L 19-29,26,79,3.0,0,DEN_KAN_2017-10-30
TEN,2017-10-22,26,Sun,7,7,@,CLE,W 12-9 (OT),26,66,2.5,0,TEN_CLE_2017-10-22
DEN,2017-10-22,26,Sun,6,7,@,LAC,L 0-21,26,80,3.1,0,DEN_LAC_2017-10-22
CAR,2017-10-22,26,Sun,7,7,@,CHI,L 3-17,26,68,2.6,0,CAR_CHI_2017-10-22
LAR,2017-10-15,26,Sun,6,6,@,JAX,W 27-17,26,169,6.5,1,LAR_JAX_2017-10-15
CHI,2017-10-15,26,Sun,6,6,@,BAL,W 27-24 (OT),26,125,4.8,0,CHI_BAL_2017-10-15
KAN,2017-10-02,26,Mon,4,4,,WAS,W 29-20,26,111,4.3,0,KAN_WAS_2017-10-02
ARI,2017-09-25,26,Mon,3,3,,DAL,L 17-28,26,99,3.8,2,ARI_DAL_2017-09-25
KAN,2017-09-24,26,Sun,3,3,@,LAC,W 24-10,26,104,4.0,1,KAN_LAC_2017-09-24
NWE,2023-01-08,25,Sun,17,18,@,BUF,L 23-35,25,90,3.6,0,NWE_BUF_2023-01-08
GNB,2023-01-08,25,Sun,17,18,,DET,L 16-20,25,104,4.2,2,GNB_DET_2023-01-08
KAN,2023-01-07,25,Sat,17,18,@,LVR,W 31-13,25,99,4.0,0,KAN_LVR_2023-01-07
CAR,2023-01-01,25,Sun,16,17,@,TAM,L 24-30,25,67,2.7,1,CAR_TAM_2023-01-01
MIA,2022-12-25,25,Sun,15,16,,GNB,L 20-26,25,79,3.2,1,MIA_GNB_2022-12-25
CIN,2022-12-18,25,Sun,14,15,@,TAM,W 34-23,25,92,3.7,0,CIN_TAM_2022-12-18
BUF,2022-12-17,25,Sat,14,15,,MIA,W 32-29,25,188,7.5,1,BUF_MIA_2022-12-17
CIN,2022-12-11,25,Sun,13,14,,CLE,W 23-10,25,71,2.8,0,CIN_CLE_2022-12-11
TEN,2022-12-11,25,Sun,13,14,,JAX,L 22-36,25,60,2.4,1,TEN_JAX_2022-12-11
TAM,2022-12-05,25,Mon,12,13,,NOR,W 17-16,25,66,2.6,0,TAM_NOR_2022-12-05
GNB,2022-12-04,25,Sun,13,13,@,CHI,W 28-19,25,155,6.2,2,GNB_CHI_2022-12-04
CIN,2022-12-04,25,Sun,12,13,,KAN,W 27-24,25,138,5.5,2,CIN_KAN_2022-12-04
PIT,2022-11-28,25,Mon,11,12,@,IND,W 24-17,25,110,4.4,1,PIT_IND_2022-11-28
TEN,2022-11-13,25,Sun,9,10,,DEN,W 17-10,25,65,2.6,0,TEN_DEN_2022-11-13
BUF,2022-11-13,25,Sun,9,10,,MIN,L 30-33 (OT),25,147,5.9,2,BUF_MIN_2022-11-13
CAR,2022-11-10,25,Thu,10,10,,ATL,W 25-15,25,138,5.5,0,CAR_ATL_2022-11-10
DET,2022-11-06,25,Sun,8,9,,GNB,W 15-9,25,106,4.2,0,DET_GNB_2022-11-06
NYG,2022-10-30,25,Sun,8,8,@,SEA,L 13-27,25,87,3.5,1,NYG_SEA_2022-10-30
DAL,2022-10-23,25,Sun,7,7,,DET,W 24-6,25,117,4.7,0,DAL_DET_2022-10-23
BAL,2022-10-02,25,Sun,4,4,,BUF,L 20-23,25,125,5.0,1,BAL_BUF_2022-10-02
NOR,2022-10-02,25,Sun,4,4,,MIN,L 25-28,25,81,3.2,1,NOR_MIN_2022-10-02
SEA,2022-10-02,25,Sun,4,4,@,DET,W 48-45,25,145,5.8,2,SEA_DET_2022-10-02
DAL,2022-09-26,25,Mon,3,3,@,NYG,W 23-16,25,167,6.7,1,DAL_NYG_2022-09-26
TAM,2022-09-25,25,Sun,3,3,,GNB,L 12-14,25,67,2.7,0,TAM_GNB_2022-09-25
DET,2022-09-25,25,Sun,3,3,@,MIN,L 24-28,25,123,4.9,2,DET_MIN_2022-09-25
DAL,2022-09-18,25,Sun,2,2,,CIN,W 20-17,25,89,3.6,0,DAL_CIN_2022-09-18
MIA,2022-09-18,25,Sun,2,2,@,BAL,W 42-38,25,155,6.2,1,MIA_BAL_2022-09-18
LAR,2022-09-08,25,Thu,1,1,,BUF,L 10-31,25,121,4.8,1,LAR_BUF_2022-09-08
MIN,2022-01-09,25,Sun,17,18,,CHI,W 31-17,25,90,3.6,0,MIN_CHI_2022-01-09
WAS,2022-01-09,25,Sun,17,18,@,NYG,W 22-7,25,94,3.8,0,WAS_NYG_2022-01-09
KAN,2021-12-26,25,Sun,15,16,,PIT,W 36-10,25,130,5.2,0,KAN_PIT_2021-12-26
GNB,2021-12-25,25,Sat,15,16,,CLE,W 24-22,25,219,8.8,1,GNB_CLE_2021-12-25
CLE,2021-12-20,25,Mon,14,15,,LVR,L 14-16,25,98,3.9,0,CLE_LVR_2021-12-20
BAL,2021-12-19,25,Sun,14,15,,GNB,L 30-31,25,96,3.8,1,BAL_GNB_2021-12-19
HOU,2021-12-19,25,Sun,14,15,@,JAX,W 30-16,25,107,4.3,1,HOU_JAX_2021-12-19
SEA,2021-12-12,25,Sun,13,14,@,HOU,W 33-13,25,63,2.5,0,SEA_HOU_2021-12-12
NWE,2021-12-06,25,Mon,13,13,@,BUF,W 14-10,25,99,4.0,0,NWE_BUF_2021-12-06
PIT,2021-12-05,25,Sun,12,13,,BAL,W 20-19,25,107,4.3,1,PIT_BAL_2021-12-05
NYG,2021-12-05,25,Sun,12,13,@,MIA,L 9-20,25,68,2.7,0,NYG_MIA_2021-12-05
SEA,2021-12-05,25,Sun,12,13,,SFO,W 30-23,25,71,2.8,1,SEA_SFO_2021-12-05
LAC,2021-12-05,25,Sun,12,13,@,CIN,W 41-22,25,96,3.8,2,LAC_CIN_2021-12-05
BAL,2021-12-05,25,Sun,12,13,@,PIT,L 19-20,25,85,3.4,0,BAL_PIT_2021-12-05
LAR,2021-12-05,25,Sun,12,13,,JAX,W 37-7,25,61,2.4,1,LAR_JAX_2021-12-05
BUF,2021-11-25,25,Thu,11,12,@,NOR,W 31-6,25,44,1.8,0,BUF_NOR_2021-11-25
HOU,2021-11-21,25,Sun,10,11,@,TEN,W 22-13,25,103,4.1,0,HOU_TEN_2021-11-21
LVR,2021-11-14,25,Sun,9,10,,KAN,L 14-41,25,94,3.8,0,LVR_KAN_2021-11-14
HOU,2021-11-07,25,Sun,9,9,@,MIA,L 9-17,25,47,1.9,1,HOU_MIA_2021-11-07
KAN,2021-11-07,25,Sun,9,9,,GNB,W 13-7,25,122,4.9,0,KAN_GNB_2021-11-07
ATL,2021-11-07,25,Sun,8,9,@,NOR,W 27-25,25,109,4.4,1,ATL_NOR_2021-11-07
NOR,2021-11-07,25,Sun,8,9,,ATL,L 25-27,25,34,1.4,1,NOR_ATL_2021-11-07
GNB,2021-11-07,25,Sun,9,9,@,KAN,L 7-13,25,77,3.1,0,GNB_KAN_2021-11-07
JAX,2021-10-31,25,Sun,7,8,@,SEA,L 7-31,25,69,2.8,1,JAX_SEA_2021-10-31
IND,2021-10-11,25,Mon,5,5,@,BAL,L 25-31 (OT),25,86,3.4,0,IND_BAL_2021-10-11
MIA,2021-10-10,25,Sun,5,5,@,TAM,L 17-45,25,121,4.8,1,MIA_TAM_2021-10-10
DAL,2021-10-10,25,Sun,5,5,,NYG,W 44-20,25,73,2.9,1,DAL_NYG_2021-10-10
LAR,2021-10-07,25,Thu,5,5,@,SEA,W 26-17,25,92,3.7,0,LAR_SEA_2021-10-07
CHI,2021-10-03,25,Sun,4,4,,DET,W 24-14,25,90,3.6,0,CHI_DET_2021-10-03
TEN,2021-10-03,25,Sun,4,4,@,NYJ,L 24-27 (OT),25,66,2.6,1,TEN_NYJ_2021-10-03
BUF,2021-09-26,25,Sun,3,3,,WAS,W 43-21,25,78,3.1,1,BUF_WAS_2021-09-26
SFO,2021-09-26,25,Sun,3,3,,GNB,L 28-30,25,100,4.0,1,SFO_GNB_2021-09-26
PIT,2021-09-19,25,Sun,2,2,,LVR,L 17-26,25,52,2.1,0,PIT_LVR_2021-09-19
PIT,2021-09-12,25,Sun,1,1,@,BUF,W 23-16,25,117,4.7,0,PIT_BUF_2021-09-12
NWE,2021-01-03,25,Sun,16,17,,NYJ,W 28-14,25,111,4.4,1,NWE_NYJ_2021-01-03
MIA,2021-01-03,25,Sun,16,17,@,BUF,L 26-56,25,78,3.1,2,MIA_BUF_2021-01-03
LVR,2020-12-26,25,Sat,15,16,,MIA,L 25-26,25,130,5.2,0,LVR_MIA_2020-12-26
CIN,2020-12-13,25,Sun,13,14,,DAL,L 7-30,25,101,4.0,0,CIN_DAL_2020-12-13
MIN,2020-12-06,25,Sun,12,13,,JAX,W 27-24 (OT),25,124,5.0,1,MIN_JAX_2020-12-06
NYJ,2020-12-06,25,Sun,12,13,,LVR,L 28-31,25,72,2.9,1,NYJ_LVR_2020-12-06
GNB,2020-12-06,25,Sun,12,13,,PHI,W 30-16,25,117,4.7,0,GNB_PHI_2020-12-06
PHI,2020-12-06,25,Sun,12,13,@,GNB,L 16-30,25,149,6.0,1,PHI_GNB_2020-12-06
CLE,2020-11-29,25,Sun,11,12,@,JAX,W 27-25,25,140,5.6,1,CLE_JAX_2020-11-29
NYJ,2020-11-29,25,Sun,11,12,,MIA,L 3-20,25,104,4.2,0,NYJ_MIA_2020-11-29
CLE,2020-11-22,25,Sun,10,11,,PHI,W 22-17,25,106,4.2,0,CLE_PHI_2020-11-22
JAX,2020-11-15,25,Sun,9,10,@,GNB,L 20-24,25,80,3.2,1,JAX_GNB_2020-11-15
NOR,2020-11-15,25,Sun,9,10,,SFO,W 27-13,25,49,2.0,0,NOR_SFO_2020-11-15
ARI,2020-11-08,25,Sun,8,9,,MIA,L 31-34,25,91,3.6,1,ARI_MIA_2020-11-08
KAN,2020-11-01,25,Sun,8,8,,NYJ,W 35-9,25,93,3.7,0,KAN_NYJ_2020-11-01
LAR,2020-11-01,25,Sun,8,8,@,MIA,L 17-28,25,55,2.2,1,LAR_MIA_2020-11-01
TEN,2020-10-25,25,Sun,6,7,,PIT,L 24-27,25,94,3.8,1,TEN_PIT_2020-10-25
LVR,2020-10-25,25,Sun,6,7,,TAM,L 20-45,25,85,3.4,2,LVR_TAM_2020-10-25
NYJ,2020-10-18,25,Sun,6,6,@,MIA,L 0-24,25,110,4.4,0,NYJ_MIA_2020-10-18
CAR,2020-10-18,25,Sun,6,6,,CHI,L 16-23,25,63,2.5,1,CAR_CHI_2020-10-18
DEN,2020-10-18,25,Sun,5,6,@,NWE,W 18-12,25,117,4.7,1,DEN_NWE_2020-10-18
LAC,2020-10-12,25,Mon,5,5,@,NOR,L 27-30 (OT),25,95,3.8,2,LAC_NOR_2020-10-12
GNB,2020-10-05,25,Mon,4,4,,ATL,W 30-16,25,78,3.1,2,GNB_ATL_2020-10-05
NWE,2020-10-05,25,Mon,4,4,@,KAN,L 10-26,25,94,3.8,0,NWE_KAN_2020-10-05
LAR,2020-10-04,25,Sun,4,4,,NYG,W 17-9,25,136,5.4,0,LAR_NYG_2020-10-04
CHI,2020-09-27,25,Sun,3,3,@,ATL,W 30-26,25,144,5.8,2,CHI_ATL_2020-09-27
DEN,2020-09-27,25,Sun,3,3,,TAM,L 10-28,25,68,2.7,0,DEN_TAM_2020-09-27
ATL,2020-09-27,25,Sun,3,3,,CHI,L 26-30,25,130,5.2,0,ATL_CHI_2020-09-27
SEA,2020-09-20,25,Sun,2,2,,NWE,W 35-30,25,67,2.7,2,SEA_NWE_2020-09-20
ARI,2020-09-13,25,Sun,1,1,@,SFO,W 24-20,25,123,4.9,0,ARI_SFO_2020-09-13
TEN,2019-12-29,25,Sun,16,17,@,HOU,W 35-14,25,109,4.4,2,TEN_HOU_2019-12-29
GNB,2019-12-29,25,Sun,16,17,@,DET,W 23-20,25,171,6.8,1,GNB_DET_2019-12-29
KAN,2019-12-29,25,Sun,16,17,,LAC,W 31-21,25,108,4.3,1,KAN_LAC_2019-12-29
MIA,2019-12-22,25,Sun,15,16,,CIN,W 38-35 (OT),25,59,2.4,0,MIA_CIN_2019-12-22
NYJ,2019-12-22,25,Sun,15,16,,PIT,W 16-10,25,75,3.0,0,NYJ_PIT_2019-12-22
NYG,2019-12-15,25,Sun,14,15,,MIA,W 36-20,25,122,4.9,0,NYG_MIA_2019-12-15
DEN,2019-12-15,25,Sun,14,15,@,KAN,L 3-23,25,92,3.7,0,DEN_KAN_2019-12-15
LAC,2019-12-01,25,Sun,12,13,@,DEN,L 20-23,25,84,3.4,0,LAC_DEN_2019-12-01
NYJ,2019-12-01,25,Sun,12,13,@,CIN,L 6-22,25,44,1.8,1,NYJ_CIN_2019-12-01
KAN,2019-12-01,25,Sun,12,13,,OAK,W 40-9,25,122,4.9,0,KAN_OAK_2019-12-01
SFO,2019-11-17,25,Sun,10,11,,ARI,W 36-26,25,135,5.4,1,SFO_ARI_2019-11-17
TEN,2019-11-10,25,Sun,10,10,,KAN,W 35-32,25,97,3.9,0,TEN_KAN_2019-11-10
IND,2019-11-03,25,Sun,8,9,@,PIT,L 24-26,25,90,3.6,0,IND_PIT_2019-11-03
NYG,2019-10-27,25,Sun,8,8,@,DET,L 26-31,25,59,2.4,0,NYG_DET_2019-10-27
ARI,2019-10-13,25,Sun,6,6,,ATL,W 34-33,25,103,4.1,0,ARI_ATL_2019-10-13
CIN,2019-09-30,25,Mon,4,4,@,PIT,L 3-27,25,66,2.6,1,CIN_PIT_2019-09-30
DET,2019-09-29,25,Sun,4,4,,KAN,L 30-34,25,123,4.9,3,DET_KAN_2019-09-29
BAL,2019-09-22,25,Sun,3,3,@,KAN,L 28-33,25,140,5.6,1,BAL_KAN_2019-09-22
DET,2019-09-15,25,Sun,2,2,,LAC,W 13-10,25,137,5.5,1,DET_LAC_2019-09-15
NYJ,2019-09-08,25,Sun,1,1,,BUF,L 16-17,25,128,5.1,1,NYJ_BUF_2019-09-08
CIN,2019-09-08,25,Sun,1,1,@,SEA,L 20-21,25,72,2.9,1,CIN_SEA_2019-09-08
DAL,2018-12-30,25,Sun,16,17,@,NYG,W 36-35,25,143,5.7,2,DAL_NYG_2018-12-30
LAC,2018-12-30,25,Sun,16,17,@,DEN,W 23-9,25,82,3.3,0,LAC_DEN_2018-12-30
BUF,2018-12-30,25,Sun,16,17,,MIA,W 42-17,25,99,4.0,0,BUF_MIA_2018-12-30
ATL,2018-12-23,25,Sun,15,16,@,CAR,W 24-10,25,141,5.6,0,ATL_CAR_2018-12-23
NWE,2018-12-16,25,Sun,14,15,@,PIT,L 10-17,25,158,6.3,0,NWE_PIT_2018-12-16
PIT,2018-12-09,25,Sun,13,14,@,OAK,L 21-24,25,55,2.2,1,PIT_OAK_2018-12-09
CIN,2018-12-09,25,Sun,13,14,@,LAC,L 21-26,25,85,3.4,1,CIN_LAC_2018-12-09
ATL,2018-12-09,25,Sun,13,14,@,GNB,L 20-34,25,138,5.5,1,ATL_GNB_2018-12-09
CLE,2018-12-09,25,Sun,13,14,,CAR,W 26-20,25,96,3.8,2,CLE_CAR_2018-12-09
IND,2018-12-09,25,Sun,13,14,@,HOU,W 24-21,25,89,3.6,2,IND_HOU_2018-12-09
CAR,2018-12-02,25,Sun,12,13,@,TAM,L 17-24,25,95,3.8,1,CAR_TAM_2018-12-02
IND,2018-11-25,25,Sun,11,12,,MIA,W 27-24,25,113,4.5,1,IND_MIA_2018-11-25
TAM,2018-11-11,25,Sun,9,10,,WAS,L 3-16,25,116,4.6,0,TAM_WAS_2018-11-11
MIA,2018-11-11,25,Sun,10,10,@,GNB,L 12-31,25,195,7.8,2,MIA_GNB_2018-11-11
KAN,2018-11-11,25,Sun,10,10,,ARI,W 26-14,25,94,3.8,1,KAN_ARI_2018-11-11
NWE,2018-11-04,25,Sun,9,9,,GNB,W 31-17,25,117,4.7,0,NWE_GNB_2018-11-04
BUF,2018-11-04,25,Sun,9,9,,CHI,L 9-41,25,64,2.6,2,BUF_CHI_2018-11-04
KAN,2018-11-04,25,Sun,9,9,@,CLE,W 37-21,25,102,4.1,1,KAN_CLE_2018-11-04
BUF,2018-10-29,25,Mon,8,8,,NWE,L 6-25,25,76,3.0,1,BUF_NWE_2018-10-29
HOU,2018-10-25,25,Thu,8,8,,MIA,W 42-23,25,116,4.6,1,HOU_MIA_2018-10-25
NWE,2018-10-21,25,Sun,7,7,@,CHI,W 38-31,25,134,5.4,2,NWE_CHI_2018-10-21
CLE,2018-10-07,25,Sun,5,5,,BAL,W 12-9 (OT),25,116,4.6,0,CLE_BAL_2018-10-07
BUF,2018-10-07,25,Sun,5,5,,TEN,W 13-12,25,100,4.0,0,BUF_TEN_2018-10-07
NYG,2018-09-16,25,Sun,2,2,@,DAL,L 13-20,25,138,5.5,1,NYG_DAL_2018-09-16
PIT,2018-09-16,25,Sun,2,2,,KAN,L 37-42,25,127,5.1,0,PIT_KAN_2018-09-16
MIN,2018-09-09,25,Sun,1,1,,SFO,W 24-16,25,90,3.6,0,MIN_SFO_2018-09-09
PHI,2017-12-03,25,Sun,12,13,@,SEA,L 10-24,25,101,4.0,0,PHI_SEA_2017-12-03
CLE,2017-12-03,25,Sun,12,13,@,LAC,L 10-19,25,94,3.8,0,CLE_LAC_2017-12-03
HOU,2017-12-03,25,Sun,12,13,@,TEN,L 13-24,25,198,7.9,2,HOU_TEN_2017-12-03
BAL,2017-11-27,25,Mon,11,12,,HOU,W 23-16,25,66,2.6,1,BAL_HOU_2017-11-27
NOR,2017-11-26,25,Sun,11,12,@,LAR,L 20-26,25,88,3.5,0,NOR_LAR_2017-11-26
BAL,2017-11-19,25,Sun,10,11,@,GNB,W 23-0,25,75,3.0,0,BAL_GNB_2017-11-19
HOU,2017-11-12,25,Sun,9,10,@,LAR,L 7-33,25,104,4.2,0,HOU_LAR_2017-11-12
LAR,2017-11-12,25,Sun,9,10,,HOU,W 33-7,25,89,3.6,0,LAR_HOU_2017-11-12
NOR,2017-11-05,25,Sun,8,9,,TAM,W 30-10,25,87,3.5,0,NOR_TAM_2017-11-05
BUF,2017-10-22,25,Sun,6,7,,TAM,W 30-27,25,69,2.8,0,BUF_TAM_2017-10-22
NYJ,2017-10-22,25,Sun,7,7,@,MIA,L 28-31,25,53,2.1,0,NYJ_MIA_2017-10-22
NYJ,2017-10-15,25,Sun,6,6,,NWE,L 17-24,25,118,4.7,1,NYJ_NWE_2017-10-15
PHI,2017-10-12,25,Thu,6,6,@,CAR,W 28-23,25,80,3.2,1,PHI_CAR_2017-10-12
LAR,2017-10-08,25,Sun,5,5,,SEA,L 10-16,25,62,2.5,0,LAR_SEA_2017-10-08
LAC,2017-10-08,25,Sun,5,5,@,NYG,W 27-22,25,152,6.1,1,LAC_NYG_2017-10-08
BAL,2017-10-08,25,Sun,5,5,@,OAK,W 30-17,25,108,4.3,1,BAL_OAK_2017-10-08
DAL,2017-10-08,25,Sun,5,5,,GNB,L 31-35,25,160,6.4,1,DAL_GNB_2017-10-08
SEA,2017-10-01,25,Sun,4,4,,IND,W 46-18,25,98,3.9,1,SEA_IND_2017-10-01
