Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,Season,game_id
IND,2020-10-11,33,Sun,5,5,@,CLE,L 23-32,33,124,3.8,0,2020,2020_05_IND_CLE
SFO,2020-10-11,33,Sun,5,5,,MIA,L 17-43,33,94,2.8,1,2020,2020_05_SFO_MIA
TEN,2020-09-27,33,Sun,3,3,@,MIN,W 31-30,33,226,6.8,1,2020,2020_03_TEN_MIN
ARI,2019-12-29,33,Sun,16,17,@,LAR,L 24-31,33,113,3.4,1,2019,2019_17_ARI_LAR
DET,2019-12-22,33,Sun,15,16,@,DEN,L 17-27,33,150,4.5,2,2019,2019_16_DET_DEN
IND,2019-12-16,33,Mon,14,15,@,NOR,L 7-34,33,117,3.5,0,2019,2019_15_IND_NOR
MIA,2019-12-15,33,Sun,14,15,@,NYG,L 20-36,33,138,4.2,3,2019,2019_15_MIA_NYG
BUF,2019-12-08,33,Sun,13,14,,BAL,L 17-24,33,118,3.6,0,2019,2019_14_BUF_BAL
JAX,2019-11-24,33,Sun,11,12,@,TEN,L 20-42,33,219,6.6,4,2019,2019_12_JAX_TEN
WAS,2019-11-17,33,Sun,10,11,,NYJ,L 17-34,33,115,3.5,1,2019,2019_11_WAS_NYJ
MIN,2019-11-17,33,Sun,11,11,,DEN,W 27-23,33,124,3.8,1,2019,2019_11_MIN_DEN
TEN,2019-11-03,33,Sun,9,9,@,CAR,L 20-30,33,156,4.7,2,2019,2019_09_TEN_CAR
ATL,2019-10-27,33,Sun,8,8,,SEA,L 20-27,33,151,4.6,1,2019,2019_08_ATL_SEA
MIA,2019-10-13,33,Sun,5,6,,WAS,L 16-17,33,145,4.4,0,2019,2019_06_MIA_WAS
MIN,2019-09-29,33,Sun,4,4,@,CHI,L 6-16,33,72,2.2,0,2019,2019_04_MIN_CHI
MIA,2019-09-29,33,Sun,4,4,,LAC,L 10-30,33,79,2.4,1,2019,2019_04_MIA_LAC
GNB,2019-09-26,33,Thu,4,4,,PHI,L 27-34,33,176,5.3,2,2019,2019_04_GNB_PHI
MIN,2019-09-15,33,Sun,2,2,@,GNB,L 16-21,33,144,4.4,1,2019,2019_02_MIN_GNB
PIT,2019-09-15,33,Sun,2,2,,SEA,L 26-28,33,151,4.6,1,2019,2019_02_PIT_SEA
ARI,2019-09-15,33,Sun,2,2,@,BAL,L 17-23,33,182,5.5,0,2019,2019_02_ARI_BAL
LAC,2019-09-08,33,Sun,1,1,,IND,W 30-24 (OT),33,203,6.2,1,2019,2019_01_LAC_IND
MIA,2018-12-30,33,Sun,16,17,@,BUF,L 17-42,33,166,5.0,3,2018,2018_17_MIA_BUF
JAX,2018-12-30,33,Sun,16,17,@,HOU,L 3-20,33,134,4.1,2,2018,2018_17_JAX_HOU
JAX,2018-12-16,33,Sun,14,15,,WAS,L 13-16,33,109,3.3,0,2018,2018_15_JAX_WAS
WAS,2018-12-03,33,Mon,12,13,@,PHI,L 13-28,33,130,3.9,1,2018,2018_13_WAS_PHI
TEN,2018-12-02,33,Sun,12,13,,NYJ,W 26-22,33,156,4.7,0,2018,2018_13_TEN_NYJ
ARI,2018-11-18,33,Sun,10,11,,OAK,L 21-23,33,152,4.6,0,2018,2018_11_ARI_OAK
DEN,2018-11-04,33,Sun,9,9,,HOU,L 17-19,33,98,3.0,0,2018,2018_09_DEN_HOU
NYG,2018-10-28,33,Sun,8,8,,WAS,L 13-20,33,182,5.5,1,2018,2018_08_NYG_WAS
BAL,2018-10-28,33,Sun,8,8,@,CAR,L 21-36,33,154,4.7,2,2018,2018_08_BAL_CAR
LAC,2018-10-21,33,Sun,7,7,,TEN,W 20-19,33,164,5.0,1,2018,2018_07_LAC_TEN
NWE,2018-09-23,33,Sun,3,3,@,DET,L 10-26,33,159,4.8,0,2018,2018_03_NWE_DET
NYJ,2018-09-20,33,Thu,3,3,@,CLE,L 17-21,33,133,4.0,2,2018,2018_03_NYJ_CLE
ARI,2018-09-16,33,Sun,2,2,@,LAR,L 0-34,33,90,2.7,3,2018,2018_02_ARI_LAR
SEA,2017-12-31,33,Sun,16,17,,ARI,L 24-26,33,116,3.5,1,2017,2017_17_SEA_ARI
PHI,2017-12-25,33,Mon,15,16,,OAK,W 19-10,33,137,4.2,0,2017,2017_16_PHI_OAK
GNB,2017-12-23,33,Sat,15,16,,MIN,L 0-16,33,112,3.4,0,2017,2017_16_GNB_MIN
OAK,2017-12-10,33,Sun,13,14,@,KAN,L 15-26,33,165,5.0,2,2017,2017_14_OAK_KAN
NYJ,2017-11-26,33,Sun,11,12,,CAR,L 27-35,33,145,4.4,2,2017,2017_12_NYJ_CAR
CHI,2017-11-26,33,Sun,11,12,@,PHI,L 3-31,33,176,5.3,0,2017,2017_12_CHI_PHI
DAL,2017-11-23,33,Thu,11,12,,LAC,L 6-28,33,81,2.5,0,2017,2017_12_DAL_LAC
NOR,2017-11-19,33,Sun,10,11,,WAS,W 34-31 (OT),33,156,4.7,1,2017,2017_11_NOR_WAS
DAL,2017-11-19,33,Sun,10,11,,PHI,L 9-37,33,215,6.5,2,2017,2017_11_DAL_PHI
DET,2017-11-12,33,Sun,9,10,,CLE,W 38-24,33,201,6.1,2,2017,2017_10_DET_CLE
NYG,2017-11-12,33,Sun,9,10,@,SFO,L 21-31,33,186,5.6,2,2017,2017_10_NYG_SFO
GNB,2017-11-06,33,Mon,8,9,,DET,L 17-30,33,64,1.9,1,2017,2017_09_GNB_DET
WAS,2017-10-23,33,Mon,6,7,@,PHI,L 24-34,33,127,3.8,0,2017,2017_07_WAS_PHI
BAL,2017-10-22,33,Sun,7,7,@,MIN,L 16-24,33,169,5.1,1,2017,2017_07_BAL_MIN
TAM,2017-10-22,33,Sun,6,7,@,BUF,L 27-30,33,173,5.2,2,2017,2017_07_TAM_BUF
CLE,2017-10-15,33,Sun,6,6,@,HOU,L 17-33,33,123,3.7,0,2017,2017_06_CLE_HOU
SFO,2017-10-15,33,Sun,6,6,@,WAS,L 24-26,33,94,2.8,1,2017,2017_06_SFO_WAS
NYJ,2017-10-08,33,Sun,5,5,@,CLE,W 17-14,33,140,4.2,0,2017,2017_05_NYJ_CLE
ARI,2017-10-08,33,Sun,5,5,@,PHI,L 7-34,33,122,3.7,0,2017,2017_05_ARI_PHI
IND,2017-10-01,33,Sun,4,4,@,SEA,L 18-46,33,194,5.9,2,2017,2017_04_IND_SEA
DEN,2017-09-24,33,Sun,3,3,@,BUF,L 16-26,33,75,2.3,0,2017,2017_03_DEN_BUF
LAR,2017-09-21,33,Thu,3,3,@,SFO,W 41-39,33,113,3.4,3,2017,2017_03_LAR_SFO
IND,2017-09-10,33,Sun,1,1,@,LAR,L 9-46,33,63,1.9,2,2017,2017_01_IND_LAR
NYJ,2023-01-08,32,Sun,17,18,@,MIA,L 6-11,32,162,5.1,0,2022,2022_18_NYJ_MIA
CAR,2023-01-08,32,Sun,17,18,@,NOR,W 10-7,32,143,4.5,0,2022,2022_18_CAR_NOR
SFO,2023-01-01,32,Sun,16,17,@,LVR,W 37-34 (OT),32,135,4.2,1,2022,2022_17_SFO_LVR
TEN,2022-12-29,32,Thu,16,17,,DAL,L 13-27,32,87,2.7,1,2022,2022_17_TEN_DAL
IND,2022-12-26,32,Mon,15,16,,LAC,L 3-20,32,101,3.2,2,2022,2022_16_IND_LAC
LVR,2022-12-18,32,Sun,14,15,,NWE,W 30-24,32,206,6.4,1,2022,2022_15_LVR_NWE
CHI,2022-12-04,32,Sun,13,13,,GNB,L 19-28,32,175,5.5,2,2022,2022_13_CHI_GNB
CHI,2022-11-27,32,Sun,12,12,@,NYJ,L 10-31,32,158,4.9,1,2022,2022_12_CHI_NYJ
GNB,2022-11-17,32,Thu,11,11,,TEN,L 17-27,32,88,2.8,1,2022,2022_11_GNB_TEN
PHI,2022-11-03,32,Thu,8,9,@,HOU,W 29-17,32,168,5.3,0,2022,2022_09_PHI_HOU
LVR,2022-10-30,32,Sun,7,8,@,NOR,L 0-24,32,136,4.3,1,2022,2022_08_LVR_NOR
DEN,2022-10-30,32,Sun,8,8,@,JAX,W 21-17,32,191,6.0,1,2022,2022_08_DEN_JAX
DET,2022-10-23,32,Sun,6,7,@,DAL,L 6-24,32,139,4.3,2,2022,2022_07_DET_DAL
WAS,2022-10-09,32,Sun,5,5,,TEN,L 17-21,32,105,3.3,2,2022,2022_05_WAS_TEN
NYG,2022-10-02,32,Sun,4,4,,CHI,W 20-12,32,149,4.7,0,2022,2022_04_NYG_CHI
TEN,2022-09-11,32,Sun,1,1,,NYG,L 20-21,32,238,7.4,1,2022,2022_01_TEN_NYG
HOU,2022-01-09,32,Sun,17,18,,TEN,L 25-28,32,124,3.9,0,2021,2021_18_HOU_TEN
PHI,2022-01-08,32,Sat,17,18,,DAL,L 26-51,32,171,5.3,2,2021,2021_18_PHI_DAL
LAR,2022-01-02,32,Sun,16,17,@,BAL,W 20-19,32,165,5.2,0,2021,2021_17_LAR_BAL
MIN,2022-01-02,32,Sun,16,17,@,GNB,L 10-37,32,174,5.4,2,2021,2021_17_MIN_GNB
DAL,2022-01-02,32,Sun,16,17,,ARI,L 22-25,32,127,4.0,0,2021,2021_17_DAL_ARI
ATL,2021-12-19,32,Sun,14,15,@,SFO,L 13-31,32,162,5.1,3,2021,2021_15_ATL_SFO
LAR,2021-11-28,32,Sun,11,12,@,GNB,L 28-36,32,92,2.9,1,2021,2021_12_LAR_GNB
NOR,2021-11-25,32,Thu,11,12,,BUF,L 6-31,32,113,3.5,0,2021,2021_12_NOR_BUF
SEA,2021-11-14,32,Sun,9,10,@,GNB,L 0-17,32,106,3.3,2,2021,2021_10_SEA_GNB
CHI,2021-11-08,32,Mon,9,9,@,PIT,L 27-29,32,105,3.3,1,2021,2021_09_CHI_PIT
TAM,2021-10-31,32,Sun,8,8,@,NOR,L 27-36,32,152,4.8,1,2021,2021_08_TAM_NOR
CLE,2021-10-31,32,Sun,8,8,,PIT,L 10-15,32,115,3.6,1,2021,2021_08_CLE_PIT
LVR,2021-10-24,32,Sun,7,7,,PHI,W 33-22,32,135,4.2,1,2021,2021_07_LVR_PHI
NYJ,2021-10-24,32,Sun,6,7,@,NWE,L 13-54,32,148,4.6,4,2021,2021_07_NYJ_NWE
PHI,2021-10-03,32,Sun,4,4,,KAN,L 30-42,32,200,6.3,1,2021,2021_04_PHI_KAN
LVR,2021-01-03,32,Sun,16,17,@,DEN,W 32-31,32,122,3.8,1,2020,2020_17_LVR_DEN
CLE,2020-12-14,32,Mon,13,14,,BAL,L 42-47,32,231,7.2,5,2020,2020_14_CLE_BAL
LVR,2020-11-29,32,Sun,11,12,@,ATL,L 6-43,32,125,3.9,1,2020,2020_12_LVR_ATL
LAC,2020-11-15,32,Sun,9,10,@,MIA,L 21-29,32,111,3.5,1,2020,2020_10_LAC_MIA
IND,2020-11-12,32,Thu,9,10,@,TEN,W 34-17,32,157,4.9,1,2020,2020_10_IND_TEN
DEN,2020-11-08,32,Sun,8,9,@,ATL,L 27-34,32,92,2.9,1,2020,2020_09_DEN_ATL
TEN,2020-11-01,32,Sun,7,8,@,CIN,L 20-31,32,118,3.7,2,2020,2020_08_TEN_CIN
JAX,2020-10-25,32,Sun,7,7,@,LAC,L 29-39,32,135,4.2,2,2020,2020_07_JAX_LAC
IND,2020-10-18,32,Sun,6,6,,CIN,W 31-27,32,98,3.1,3,2020,2020_06_IND_CIN
NOR,2020-10-12,32,Mon,5,5,,LAC,W 30-27 (OT),32,111,3.5,0,2020,2020_05_NOR_LAC
PHI,2020-10-11,32,Sun,5,5,@,PIT,L 29-38,32,136,4.3,2,2020,2020_05_PHI_PIT
WAS,2020-10-04,32,Sun,4,4,,BAL,L 17-31,32,144,4.5,2,2020,2020_04_WAS_BAL
NYJ,2020-10-01,32,Thu,4,4,,DEN,L 28-37,32,117,3.7,2,2020,2020_04_NYJ_DEN
BUF,2020-09-27,32,Sun,3,3,,LAR,W 35-32,32,167,5.2,2,2020,2020_03_BUF_LAR
WAS,2020-09-20,32,Sun,2,2,@,ARI,L 15-30,32,160,5.0,2,2020,2020_02_WAS_ARI
NYG,2020-09-20,32,Sun,2,2,@,CHI,L 13-17,32,135,4.2,0,2020,2020_02_NYG_CHI
NYJ,2020-09-13,32,Sun,1,1,@,BUF,L 17-27,32,98,3.1,1,2020,2020_01_NYJ_BUF
MIN,2020-09-13,32,Sun,1,1,,GNB,L 34-43,32,158,4.9,1,2020,2020_01_MIN_GNB
MIN,2019-12-23,32,Mon,15,16,,GNB,L 10-23,32,184,5.8,2,2019,2019_16_MIN_GNB
PIT,2019-12-22,32,Sun,15,16,@,NYJ,L 10-16,32,85,2.7,0,2019,2019_16_PIT_NYJ
CAR,2019-12-22,32,Sun,15,16,@,IND,L 6-38,32,218,6.8,3,2019,2019_16_CAR_IND
NWE,2019-12-15,32,Sun,14,15,@,CIN,W 34-13,32,164,5.1,0,2019,2019_15_NWE_CIN
CIN,2019-12-15,32,Sun,14,15,,NWE,L 13-34,32,175,5.5,1,2019,2019_15_CIN_NWE
JAX,2019-12-15,32,Sun,14,15,@,OAK,W 20-16,32,128,4.0,0,2019,2019_15_JAX_OAK
NYG,2019-12-09,32,Mon,13,14,@,PHI,L 17-23 (OT),32,118,3.7,1,2019,2019_14_NYG_PHI
MIA,2019-12-08,32,Sun,13,14,@,NYJ,L 21-22,32,112,3.5,0,2019,2019_14_MIA_NYJ
OAK,2019-12-08,32,Sun,13,14,,TEN,L 21-42,32,161,5.0,2,2019,2019_14_OAK_TEN
CAR,2019-12-08,32,Sun,13,14,@,ATL,L 20-40,32,159,5.0,2,2019,2019_14_CAR_ATL
CLE,2019-12-01,32,Sun,12,13,@,PIT,L 13-20,32,124,3.9,1,2019,2019_13_CLE_PIT
MIA,2019-11-24,32,Sun,11,12,@,CLE,L 24-41,32,147,4.6,2,2019,2019_12_MIA_CLE
WAS,2019-11-24,32,Sun,11,12,,DET,W 19-16,32,175,5.5,0,2019,2019_12_WAS_DET
OAK,2019-10-27,32,Sun,7,8,@,HOU,L 24-27,32,130,4.1,0,2019,2019_08_OAK_HOU
LAC,2019-10-06,32,Sun,5,5,,DEN,L 13-20,32,191,6.0,1,2019,2019_05_LAC_DEN
IND,2019-09-29,32,Sun,4,4,,OAK,L 24-31,32,188,5.9,1,2019,2019_04_IND_OAK
NYG,2019-09-22,32,Sun,3,3,@,TAM,W 32-31,32,144,4.5,0,2019,2019_03_NYG_TAM
KAN,2019-09-22,32,Sun,3,3,,BAL,W 33-28,32,203,6.3,4,2019,2019_03_KAN_BAL
TAM,2019-09-08,32,Sun,1,1,,SFO,L 17-31,32,98,3.1,0,2019,2019_01_TAM_SFO
CAR,2019-09-08,32,Sun,1,1,,LAR,L 27-30,32,166,5.2,2,2019,2019_01_CAR_LAR
ARI,2019-09-08,32,Sun,1,1,,DET,T 27-27 (OT),32,116,3.6,0,2019,2019_01_ARI_DET
MIA,2018-12-23,32,Sun,15,16,,JAX,L 7-17,32,126,3.9,1,2018,2018_16_MIA_JAX
CAR,2018-12-17,32,Mon,14,15,,NOR,L 9-12,32,155,4.8,1,2018,2018_15_CAR_NOR
LAC,2018-12-09,32,Sun,13,14,,CIN,W 26-21,32,144,4.5,1,2018,2018_14_LAC_CIN
JAX,2018-12-06,32,Thu,13,14,@,TEN,L 9-30,32,264,8.3,4,2018,2018_14_JAX_TEN
NYG,2018-12-02,32,Sun,12,13,,CHI,W 30-27 (OT),32,118,3.7,1,2018,2018_13_NYG_CHI
LAC,2018-11-04,32,Sun,8,9,@,SEA,W 25-17,32,154,4.8,0,2018,2018_09_LAC_SEA
TAM,2018-11-04,32,Sun,8,9,@,CAR,L 28-42,32,179,5.6,4,2018,2018_09_TAM_CAR
OAK,2018-11-01,32,Thu,8,9,@,SFO,L 3-34,32,143,4.5,1,2018,2018_09_OAK_SFO
DAL,2018-10-21,32,Sun,7,7,@,WAS,L 17-20,32,130,4.1,0,2018,2018_07_DAL_WAS
CLE,2018-10-21,32,Sun,7,7,@,TAM,L 23-26 (OT),32,114,3.6,3,2018,2018_07_CLE_TAM
ARI,2018-10-14,32,Sun,6,6,@,MIN,L 17-27,32,195,6.1,2,2018,2018_06_ARI_MIN
WAS,2018-10-08,32,Mon,4,5,@,NOR,L 19-43,32,98,3.1,3,2018,2018_05_WAS_NOR
LAR,2018-10-07,32,Sun,5,5,@,SEA,W 33-31,32,190,5.9,1,2018,2018_05_LAR_SEA
BUF,2018-09-30,32,Sun,4,4,@,GNB,L 0-22,32,141,4.4,1,2018,2018_04_BUF_GNB
NYG,2018-09-30,32,Sun,4,4,,NOR,L 18-33,32,170,5.3,3,2018,2018_04_NYG_NOR
MIA,2018-09-23,32,Sun,3,3,,OAK,W 28-20,32,109,3.4,1,2018,2018_03_MIA_OAK
CAR,2018-09-16,32,Sun,2,2,@,ATL,L 24-31,32,170,5.3,2,2018,2018_02_CAR_ATL
SFO,2018-09-09,32,Sun,1,1,@,MIN,L 16-24,32,116,3.6,0,2018,2018_01_SFO_MIN
SEA,2018-09-09,32,Sun,1,1,@,DEN,L 24-27,32,146,4.6,0,2018,2018_01_SEA_DEN
DAL,2018-09-09,32,Sun,1,1,@,CAR,L 8-16,32,147,4.6,2,2018,2018_01_DAL_CAR
PHI,2017-12-31,32,Sun,16,17,,DAL,L 0-6,32,129,4.0,0,2017,2017_17_PHI_DAL
MIA,2017-12-31,32,Sun,16,17,,BUF,L 16-22,32,126,3.9,1,2017,2017_17_MIA_BUF
IND,2017-12-23,32,Sat,15,16,@,BAL,L 16-23,32,103,3.2,0,2017,2017_16_IND_BAL
LAC,2017-12-16,32,Sat,14,15,@,KAN,L 13-30,32,174,5.4,1,2017,2017_15_LAC_KAN
LAR,2017-12-10,32,Sun,13,14,,PHI,L 35-43,32,139,4.3,0,2017,2017_14_LAR_PHI
KAN,2017-11-19,32,Sun,10,11,@,NYG,L 9-12 (OT),32,112,3.5,1,2017,2017_11_KAN_NYG
TAM,2017-11-05,32,Sun,8,9,@,NOR,L 10-30,32,151,4.7,1,2017,2017_09_TAM_NOR
LAC,2017-10-29,32,Sun,8,8,@,NWE,L 13-21,32,97,3.0,0,2017,2017_08_LAC_NWE
NYJ,2017-10-29,32,Sun,8,8,,ATL,L 20-25,32,140,4.4,0,2017,2017_08_NYJ_ATL
CLE,2017-10-22,32,Sun,7,7,,TEN,L 9-12 (OT),32,80,2.5,0,2017,2017_07_CLE_TEN
JAX,2017-10-15,32,Sun,6,6,,LAR,L 17-27,32,142,4.4,0,2017,2017_06_JAX_LAR
DEN,2017-10-15,32,Sun,5,6,,NYG,L 10-23,32,148,4.6,0,2017,2017_06_DEN_NYG
GNB,2017-10-15,32,Sun,6,6,@,MIN,L 10-23,32,112,3.5,1,2017,2017_06_GNB_MIN
JAX,2017-10-01,32,Sun,4,4,@,NYJ,L 20-23 (OT),32,256,8.0,2,2017,2017_04_JAX_NYJ
OAK,2017-10-01,32,Sun,4,4,@,DEN,L 10-16,32,143,4.5,0,2017,2017_04_OAK_DEN
NWE,2017-09-24,32,Sun,3,3,,HOU,W 36-33,32,125,3.9,0,2017,2017_03_NWE_HOU
SFO,2017-09-21,32,Thu,3,3,,LAR,L 39-41,32,126,3.9,2,2017,2017_03_SFO_LAR
NYG,2017-09-18,32,Mon,2,2,,DET,L 10-24,32,138,4.3,0,2017,2017_02_NYG_DET
MIN,2017-09-17,32,Sun,2,2,@,PIT,L 9-26,32,102,3.2,0,2017,2017_02_MIN_PIT
CLE,2017-09-17,32,Sun,2,2,@,BAL,L 10-24,32,136,4.3,1,2017,2017_02_CLE_BAL
LAC,2017-09-17,32,Sun,2,2,,MIA,L 17-19,32,111,3.5,0,2017,2017_02_LAC_MIA
LAR,2023-01-01,31,Sun,16,17,@,LAC,L 10-31,31,192,6.2,2,2022,2022_17_LAR_LAC
CHI,2022-12-24,31,Sat,15,16,,BUF,L 13-35,31,254,8.2,3,2022,2022_16_CHI_BUF
HOU,2022-12-24,31,Sat,15,16,@,TEN,W 19-14,31,184,5.9,2,2022,2022_16_HOU_TEN
KAN,2022-12-24,31,Sat,15,16,,SEA,W 24-10,31,133,4.3,0,2022,2022_16_KAN_SEA
PHI,2022-12-24,31,Sat,15,16,@,DAL,L 34-40,31,115,3.7,1,2022,2022_16_PHI_DAL
HOU,2022-12-11,31,Sun,13,14,@,DAL,L 23-27,31,127,4.1,2,2022,2022_14_HOU_DAL
NYG,2022-12-11,31,Sun,13,14,,PHI,L 22-48,31,253,8.2,4,2022,2022_14_NYG_PHI
JAX,2022-12-04,31,Sun,12,13,@,DET,L 14-40,31,100,3.2,2,2022,2022_13_JAX_DET
GNB,2022-11-13,31,Sun,10,10,,DAL,W 31-28 (OT),31,159,5.1,1,2022,2022_10_GNB_DAL
CHI,2022-11-13,31,Sun,10,10,,DET,L 30-31,31,95,3.1,2,2022,2022_10_CHI_DET
GNB,2022-11-06,31,Sun,9,9,@,DET,L 9-15,31,117,3.8,0,2022,2022_09_GNB_DET
HOU,2022-11-03,31,Thu,8,9,,PHI,L 17-29,31,143,4.6,2,2022,2022_09_HOU_PHI
BUF,2022-10-30,31,Sun,7,8,,GNB,W 27-17,31,208,6.7,0,2022,2022_08_BUF_GNB
KAN,2022-10-16,31,Sun,6,6,,BUF,L 20-24,31,125,4.0,0,2022,2022_06_KAN_BUF
BAL,2022-10-16,31,Sun,6,6,@,NYG,L 20-24,31,83,2.7,1,2022,2022_06_BAL_NYG
TAM,2022-10-09,31,Sun,5,5,,ATL,W 21-15,31,151,4.9,1,2022,2022_05_TAM_ATL
LAC,2022-10-09,31,Sun,5,5,@,CLE,W 30-28,31,213,6.9,3,2022,2022_05_LAC_CLE
JAX,2022-10-09,31,Sun,5,5,,HOU,L 6-13,31,116,3.7,1,2022,2022_05_JAX_HOU
GNB,2022-10-09,31,Sun,5,5,,NYG,L 22-27,31,125,4.0,3,2022,2022_05_GNB_NYG
CHI,2022-10-09,31,Sun,5,5,@,MIN,L 22-29,31,117,3.8,3,2022,2022_05_CHI_MIN
NYJ,2022-10-02,31,Sun,4,4,@,PIT,W 24-20,31,119,3.8,2,2022,2022_04_NYJ_PIT
NOR,2022-09-25,31,Sun,3,3,@,CAR,L 14-22,31,145,4.7,0,2022,2022_03_NOR_CAR
SEA,2022-09-25,31,Sun,3,3,,ATL,L 23-27,31,179,5.8,2,2022,2022_03_SEA_ATL
HOU,2022-09-18,31,Sun,2,2,@,DEN,L 9-16,31,149,4.8,0,2022,2022_02_HOU_DEN
PIT,2022-09-18,31,Sun,2,2,,NWE,L 14-17,31,124,4.0,1,2022,2022_02_PIT_NWE
LVR,2022-09-11,31,Sun,1,1,@,LAC,L 19-24,31,76,2.5,0,2022,2022_01_LVR_LAC
LAR,2022-01-09,31,Sun,17,18,,SFO,L 24-27 (OT),31,135,4.4,1,2021,2021_18_LAR_SFO
IND,2022-01-09,31,Sun,17,18,@,JAX,L 11-26,31,101,3.3,0,2021,2021_18_IND_JAX
CLE,2022-01-03,31,Mon,16,17,@,PIT,L 14-26,31,190,6.1,1,2021,2021_17_CLE_PIT
CAR,2021-12-26,31,Sun,15,16,,TAM,L 6-32,31,159,5.1,2,2021,2021_16_CAR_TAM
NYJ,2021-12-26,31,Sun,15,16,,JAX,W 26-21,31,132,4.3,1,2021,2021_16_NYJ_JAX
TAM,2021-12-19,31,Sun,14,15,,NOR,L 0-9,31,61,2.0,0,2021,2021_15_TAM_NOR
KAN,2021-12-05,31,Sun,12,13,,DEN,W 22-9,31,154,5.0,0,2021,2021_13_KAN_DEN
DET,2021-11-14,31,Sun,9,10,@,PIT,T 16-16 (OT),31,145,4.7,0,2021,2021_10_DET_PIT
LVR,2021-11-07,31,Sun,8,9,@,NYG,L 16-23,31,149,4.8,0,2021,2021_09_LVR_NYG
IND,2021-10-31,31,Sun,8,8,,TEN,L 31-34 (OT),31,93,3.0,0,2021,2021_08_IND_TEN
HOU,2021-10-31,31,Sun,8,8,,LAR,L 22-38,31,165,5.3,2,2021,2021_08_HOU_LAR
SEA,2021-10-25,31,Mon,7,7,,NOR,L 10-13,31,94,3.0,0,2021,2021_07_SEA_NOR
CHI,2021-10-24,31,Sun,7,7,@,TAM,L 3-38,31,182,5.9,1,2021,2021_07_CHI_TAM
CAR,2021-10-24,31,Sun,7,7,@,NYG,L 3-25,31,103,3.3,1,2021,2021_07_CAR_NYG
CHI,2021-10-17,31,Sun,6,6,,GNB,L 14-24,31,154,5.0,1,2021,2021_06_CHI_GNB
NWE,2021-10-17,31,Sun,6,6,,DAL,L 29-35 (OT),31,122,3.9,0,2021,2021_06_NWE_DAL
PHI,2021-10-14,31,Thu,6,6,,TAM,L 22-28,31,102,3.3,2,2021,2021_06_PHI_TAM
TEN,2021-10-10,31,Sun,5,5,@,JAX,W 37-19,31,198,6.4,2,2021,2021_05_TEN_JAX
DET,2021-09-20,31,Mon,2,2,@,GNB,L 17-35,31,96,3.1,1,2021,2021_02_DET_GNB
NWE,2021-09-19,31,Sun,2,2,@,NYJ,W 25-6,31,152,4.9,0,2021,2021_02_NWE_NYJ
LAC,2021-09-19,31,Sun,2,2,,DAL,L 17-20,31,198,6.4,2,2021,2021_02_LAC_DAL
ATL,2021-09-12,31,Sun,1,1,,PHI,L 6-32,31,173,5.6,1,2021,2021_01_ATL_PHI
PIT,2021-01-03,31,Sun,16,17,@,CLE,L 22-24,31,192,6.2,2,2020,2020_17_PIT_CLE
DET,2021-01-03,31,Sun,16,17,,MIN,L 35-37,31,125,4.0,2,2020,2020_17_DET_MIN
GNB,2021-01-03,31,Sun,16,17,@,CHI,W 35-16,31,108,3.5,1,2020,2020_17_GNB_CHI
NWE,2020-12-28,31,Mon,15,16,,BUF,L 9-38,31,130,4.2,1,2020,2020_16_NWE_BUF
LAR,2020-12-20,31,Sun,14,15,,NYJ,L 20-23,31,93,3.0,1,2020,2020_15_LAR_NYJ
LVR,2020-12-13,31,Sun,13,14,,IND,L 27-44,31,212,6.8,2,2020,2020_14_LVR_IND
DET,2020-12-13,31,Sun,13,14,,GNB,L 24-31,31,120,3.9,1,2020,2020_14_DET_GNB
SEA,2020-12-06,31,Sun,12,13,,NYG,L 12-17,31,190,6.1,1,2020,2020_13_SEA_NYG
DET,2020-12-06,31,Sun,12,13,@,CHI,W 34-30,31,140,4.5,3,2020,2020_13_DET_CHI
ARI,2020-12-06,31,Sun,12,13,,LAR,L 28-38,31,119,3.8,3,2020,2020_13_ARI_LAR
MIN,2020-11-22,31,Sun,10,11,,DAL,L 28-31,31,180,5.8,1,2020,2020_11_MIN_DAL
ARI,2020-11-19,31,Thu,10,11,@,SEA,L 21-28,31,165,5.3,1,2020,2020_11_ARI_SEA
PIT,2020-11-08,31,Sun,8,9,@,DAL,W 24-19,31,144,4.6,0,2020,2020_09_PIT_DAL
LVR,2020-11-08,31,Sun,8,9,@,LAC,W 31-26,31,128,4.1,1,2020,2020_09_LVR_LAC
CHI,2020-11-08,31,Sun,9,9,@,TEN,L 17-24,31,92,3.0,0,2020,2020_09_CHI_TEN
SFO,2020-11-05,31,Thu,9,9,,GNB,L 17-34,31,111,3.6,0,2020,2020_09_SFO_GNB
BAL,2020-09-28,31,Mon,3,3,,KAN,L 20-34,31,132,4.3,1,2020,2020_03_BAL_KAN
NYJ,2020-09-27,31,Sun,3,3,@,IND,L 7-36,31,119,3.8,1,2020,2020_03_NYJ_IND
ATL,2020-09-20,31,Sun,2,2,@,DAL,L 39-40,31,125,4.0,4,2020,2020_02_ATL_DAL
CAR,2020-09-13,31,Sun,1,1,,LVR,L 30-34,31,133,4.3,3,2020,2020_01_CAR_LVR
NYG,2019-12-29,31,Sun,16,17,,PHI,L 17-34,31,121,3.9,3,2019,2019_17_NYG_PHI
