Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,Season,game_id
HOU,2017-12-25,28,Mon,15,16,,PIT,L 6-34,28,104,3.7,2,2017,2017_16_HOU_PIT
SFO,2017-12-24,28,Sun,15,16,,JAX,W 44-33,28,92,3.3,2,2017,2017_16_SFO_JAX
NYJ,2017-12-17,28,Sun,14,15,@,NOR,L 19-31,28,131,4.7,2,2017,2017_15_NYJ_NOR
NOR,2017-12-17,28,Sun,14,15,,NYJ,W 31-19,28,124,4.4,1,2017,2017_15_NOR_NYJ
SFO,2017-12-17,28,Sun,14,15,,TEN,W 25-23,28,90,3.2,0,2017,2017_15_SFO_TEN
DET,2017-12-10,28,Sun,13,14,@,TAM,W 24-21,28,133,4.8,1,2017,2017_14_DET_TAM
CAR,2017-12-03,28,Sun,12,13,@,NOR,L 21-31,28,148,5.3,3,2017,2017_13_CAR_NOR
TAM,2017-11-26,28,Sun,11,12,@,ATL,L 20-34,28,148,5.3,2,2017,2017_12_TAM_ATL
IND,2017-11-26,28,Sun,11,12,,TEN,L 16-20,28,92,3.3,1,2017,2017_12_IND_TEN
NWE,2017-11-12,28,Sun,9,10,@,DEN,W 41-16,28,118,4.2,0,2017,2017_10_NWE_DEN
HOU,2017-11-05,28,Sun,8,9,,IND,L 14-20,28,92,3.3,0,2017,2017_09_HOU_IND
WAS,2017-11-05,28,Sun,8,9,@,SEA,W 17-14,28,148,5.3,0,2017,2017_09_WAS_SEA
CIN,2017-10-29,28,Sun,7,8,,IND,W 24-23,28,115,4.1,0,2017,2017_08_CIN_IND
OAK,2017-10-15,28,Sun,6,6,,LAC,L 16-17,28,80,2.9,1,2017,2017_06_OAK_LAC
DET,2017-10-08,28,Sun,5,5,,CAR,L 24-27,28,28,1.0,0,2017,2017_05_DET_CAR
MIA,2017-10-01,28,Sun,3,4,,NOR,L 0-20,28,86,3.1,0,2017,2017_04_MIA_NOR
TAM,2017-10-01,28,Sun,3,4,,NYG,W 25-23,28,91,3.3,1,2017,2017_04_TAM_NYG
DET,2017-09-24,28,Sun,3,3,,ATL,L 26-30,28,151,5.4,1,2017,2017_03_DET_ATL
BUF,2017-09-17,28,Sun,2,2,@,CAR,L 3-9,28,77,2.8,0,2017,2017_02_BUF_CAR
SEA,2017-09-10,28,Sun,1,1,@,GNB,L 9-17,28,84,3.0,1,2017,2017_01_SEA_GNB
WAS,2023-01-08,27,Sun,17,18,,DAL,W 26-6,27,64,2.4,0,2022,2022_18_WAS_DAL
CIN,2023-01-08,27,Sun,16,18,,BAL,W 27-16,27,110,4.1,1,2022,2022_18_CIN_BAL
NYG,2023-01-01,27,Sun,16,17,,IND,W 38-10,27,128,4.7,0,2022,2022_17_NYG_IND
ATL,2023-01-01,27,Sun,16,17,,ARI,W 20-19,27,126,4.7,0,2022,2022_17_ATL_ARI
NWE,2023-01-01,27,Sun,16,17,,MIA,W 23-21,27,86,3.2,1,2022,2022_17_NWE_MIA
LVR,2023-01-01,27,Sun,16,17,,SFO,L 34-37 (OT),27,170,6.3,2,2022,2022_17_LVR_SFO
TAM,2022-12-25,27,Sun,15,16,@,ARI,W 19-16 (OT),27,121,4.5,1,2022,2022_16_TAM_ARI
LVR,2022-12-24,27,Sat,15,16,@,PIT,L 10-13,27,106,3.9,0,2022,2022_16_LVR_PIT
DAL,2022-12-18,27,Sun,14,15,@,JAX,L 34-40 (OT),27,192,7.1,0,2022,2022_15_DAL_JAX
LAC,2022-12-18,27,Sun,14,15,,TEN,W 17-14,27,127,4.7,2,2022,2022_15_LAC_TEN
NWE,2022-11-24,27,Thu,11,12,@,MIN,L 26-33,27,57,2.1,0,2022,2022_12_NWE_MIN
LAC,2022-11-20,27,Sun,10,11,,KAN,L 27-30,27,163,6.0,0,2022,2022_11_LAC_KAN
MIN,2022-11-13,27,Sun,9,10,@,BUF,W 33-30 (OT),27,175,6.5,2,2022,2022_10_MIN_BUF
JAX,2022-11-13,27,Sun,10,10,@,KAN,L 17-27,27,155,5.7,0,2022,2022_10_JAX_KAN
GNB,2022-10-30,27,Sun,8,8,@,BUF,L 17-27,27,153,5.7,1,2022,2022_08_GNB_BUF
TAM,2022-10-23,27,Sun,7,7,@,CAR,L 3-21,27,173,6.4,1,2022,2022_07_TAM_CAR
PIT,2022-10-23,27,Sun,7,7,@,MIA,L 10-16,27,111,4.1,0,2022,2022_07_PIT_MIA
HOU,2022-10-23,27,Sun,6,7,@,LVR,L 20-38,27,164,6.1,3,2022,2022_07_HOU_LVR
NWE,2022-10-09,27,Sun,5,5,,DET,W 29-0,27,101,3.7,0,2022,2022_05_NWE_DET
MIN,2022-10-02,27,Sun,4,4,@,NOR,W 28-25,27,111,4.1,2,2022,2022_04_MIN_NOR
HOU,2022-10-02,27,Sun,4,4,,LAC,L 24-34,27,81,3.0,2,2022,2022_04_HOU_LAC
DAL,2022-10-02,27,Sun,4,4,,WAS,W 25-10,27,142,5.3,0,2022,2022_04_DAL_WAS
KAN,2022-09-25,27,Sun,3,3,@,IND,L 17-20,27,82,3.0,0,2022,2022_03_KAN_IND
LVR,2022-09-25,27,Sun,3,3,@,TEN,L 22-24,27,109,4.0,2,2022,2022_03_LVR_TEN
BUF,2022-09-19,27,Mon,2,2,,TEN,W 41-7,27,80,3.0,1,2022,2022_02_BUF_TEN
LAR,2022-09-18,27,Sun,2,2,,ATL,W 31-27,27,90,3.3,0,2022,2022_02_LAR_ATL
GNB,2022-09-18,27,Sun,2,2,,CHI,W 27-10,27,180,6.7,1,2022,2022_02_GNB_CHI
CIN,2022-09-18,27,Sun,2,2,@,DAL,L 17-20,27,107,4.0,1,2022,2022_02_CIN_DAL
ARI,2022-09-11,27,Sun,1,1,,KAN,L 21-44,27,128,4.7,1,2022,2022_01_ARI_KAN
DET,2022-01-09,27,Sun,17,18,,GNB,W 37-30,27,122,4.5,1,2021,2021_18_DET_GNB
MIA,2022-01-09,27,Sun,17,18,,NWE,W 33-24,27,134,5.0,2,2021,2021_18_MIA_NWE
SFO,2022-01-09,27,Sun,17,18,@,LAR,W 27-24 (OT),27,64,2.4,0,2021,2021_18_SFO_LAR
NYG,2022-01-02,27,Sun,16,17,@,CHI,L 3-29,27,87,3.2,2,2021,2021_17_NYG_CHI
LAC,2022-01-02,27,Sun,16,17,,DEN,W 34-13,27,83,3.1,0,2021,2021_17_LAC_DEN
SFO,2022-01-02,27,Sun,16,17,,HOU,W 23-7,27,86,3.2,0,2021,2021_17_SFO_HOU
IND,2022-01-02,27,Sun,16,17,,LVR,L 20-23,27,85,3.1,1,2021,2021_17_IND_LVR
BUF,2021-12-26,27,Sun,15,16,@,NWE,W 33-21,27,149,5.5,3,2021,2021_16_BUF_NWE
PHI,2021-12-26,27,Sun,15,16,,NYG,W 34-10,27,84,3.1,0,2021,2021_16_PHI_NYG
CAR,2021-12-19,27,Sun,14,15,@,BUF,L 14-31,27,119,4.4,1,2021,2021_15_CAR_BUF
ARI,2021-12-05,27,Sun,12,13,@,CHI,W 33-22,27,112,4.1,1,2021,2021_13_ARI_CHI
MIN,2021-12-05,27,Sun,12,13,@,DET,L 27-29,27,100,3.7,0,2021,2021_13_MIN_DET
DET,2021-12-05,27,Sun,12,13,,MIN,W 29-27,27,100,3.7,1,2021,2021_13_DET_MIN
JAX,2021-12-05,27,Sun,12,13,@,LAR,L 7-37,27,128,4.7,1,2021,2021_13_JAX_LAR
SFO,2021-12-05,27,Sun,12,13,@,SEA,L 23-30,27,146,5.4,2,2021,2021_13_SFO_SEA
PHI,2021-11-28,27,Sun,12,12,@,NYG,L 7-13,27,70,2.6,0,2021,2021_12_PHI_NYG
IND,2021-11-28,27,Sun,12,12,,TAM,L 31-38,27,142,5.3,4,2021,2021_12_IND_TAM
NYG,2021-11-22,27,Mon,10,11,@,TAM,L 10-30,27,94,3.5,1,2021,2021_11_NYG_TAM
JAX,2021-11-14,27,Sun,9,10,@,IND,L 17-23,27,127,4.7,1,2021,2021_10_JAX_IND
BUF,2021-11-07,27,Sun,8,9,@,JAX,L 6-9,27,79,2.9,0,2021,2021_09_BUF_JAX
PHI,2021-11-07,27,Sun,9,9,,LAC,L 24-27,27,89,3.3,1,2021,2021_09_PHI_LAC
NYG,2021-11-01,27,Mon,8,8,@,KAN,L 17-20,27,107,4.0,1,2021,2021_08_NYG_KAN
CIN,2021-10-31,27,Sun,8,8,@,NYJ,L 31-34,27,97,3.6,1,2021,2021_08_CIN_NYJ
DAL,2021-10-17,27,Sun,6,6,@,NWE,W 35-29 (OT),27,120,4.4,2,2021,2021_06_DAL_NWE
PIT,2021-10-17,27,Sun,6,6,,SEA,W 23-20 (OT),27,144,5.3,1,2021,2021_06_PIT_SEA
SFO,2021-10-10,27,Sun,5,5,@,ARI,L 10-17,27,94,3.5,1,2021,2021_05_SFO_ARI
BAL,2021-09-26,27,Sun,3,3,@,DET,W 19-17,27,93,3.4,2,2021,2021_03_BAL_DET
LVR,2021-09-26,27,Sun,3,3,,MIA,W 31-28 (OT),27,133,4.9,2,2021,2021_03_LVR_MIA
ATL,2021-09-26,27,Sun,3,3,@,NYG,W 17-14,27,100,3.7,1,2021,2021_03_ATL_NYG
ARI,2021-09-19,27,Sun,2,2,,MIN,W 34-33,27,177,6.6,0,2021,2021_02_ARI_MIN
NYJ,2021-09-12,27,Sun,1,1,@,CAR,L 14-19,27,111,4.1,1,2021,2021_01_NYJ_CAR
IND,2021-09-12,27,Sun,1,1,,SEA,L 16-28,27,140,5.2,0,2021,2021_01_IND_SEA
LAC,2021-09-12,27,Sun,1,1,@,WAS,W 20-16,27,126,4.7,0,2021,2021_01_LAC_WAS
NYG,2021-01-03,27,Sun,16,17,,DAL,W 23-19,27,108,4.0,1,2020,2020_17_NYG_DAL
SFO,2021-01-03,27,Sun,16,17,,SEA,L 23-26,27,121,4.5,1,2020,2020_17_SFO_SEA
PHI,2021-01-03,27,Sun,16,17,,WAS,L 14-20,27,103,3.8,0,2020,2020_17_PHI_WAS
GNB,2020-12-27,27,Sun,15,16,,TEN,W 40-14,27,156,5.8,1,2020,2020_16_GNB_TEN
SFO,2020-12-26,27,Sat,15,16,@,ARI,W 20-12,27,120,4.4,1,2020,2020_16_SFO_ARI
TEN,2020-12-20,27,Sun,14,15,,DET,W 46-25,27,123,4.6,2,2020,2020_15_TEN_DET
CAR,2020-12-19,27,Sat,14,15,@,GNB,L 16-24,27,195,7.2,2,2020,2020_15_CAR_GNB
GNB,2020-12-19,27,Sat,14,15,,CAR,W 24-16,27,115,4.3,1,2020,2020_15_GNB_CAR
PIT,2020-12-13,27,Sun,13,14,@,BUF,L 15-26,27,104,3.9,0,2020,2020_14_PIT_BUF
CHI,2020-12-13,27,Sun,13,14,,HOU,W 36-7,27,108,4.0,0,2020,2020_14_CHI_HOU
WAS,2020-12-13,27,Sun,13,14,@,SFO,W 23-15,27,108,4.0,1,2020,2020_14_WAS_SFO
SFO,2020-12-07,27,Mon,12,13,,BUF,L 24-34,27,81,3.0,0,2020,2020_13_SFO_BUF
LVR,2020-11-22,27,Sun,10,11,,KAN,L 31-35,27,108,4.0,3,2020,2020_11_LVR_KAN
JAX,2020-11-22,27,Sun,10,11,,PIT,L 3-27,27,106,3.9,1,2020,2020_11_JAX_PIT
MIN,2020-11-08,27,Sun,8,9,,DET,W 34-20,27,129,4.8,0,2020,2020_09_MIN_DET
HOU,2020-11-08,27,Sun,8,9,@,JAX,W 27-25,27,115,4.3,2,2020,2020_09_HOU_JAX
HOU,2020-10-25,27,Sun,7,7,,GNB,L 20-35,27,96,3.6,1,2020,2020_07_HOU_GNB
LAC,2020-10-25,27,Sun,6,7,,JAX,W 39-29,27,140,5.2,1,2020,2020_07_LAC_JAX
NYJ,2020-10-25,27,Sun,7,7,,BUF,L 10-18,27,126,4.7,0,2020,2020_07_NYJ_BUF
ARI,2020-10-19,27,Mon,6,6,@,DAL,W 38-10,27,97,3.6,0,2020,2020_06_ARI_DAL
TEN,2020-10-18,27,Sun,5,6,,HOU,W 42-36 (OT),27,92,3.4,1,2020,2020_06_TEN_HOU
HOU,2020-10-18,27,Sun,6,6,@,TEN,L 36-42 (OT),27,263,9.7,2,2020,2020_06_HOU_TEN
DAL,2020-10-11,27,Sun,5,5,,NYG,W 37-34,27,89,3.3,2,2020,2020_05_DAL_NYG
ATL,2020-10-11,27,Sun,5,5,,CAR,L 16-23,27,124,4.6,0,2020,2020_05_ATL_CAR
LAC,2020-10-04,27,Sun,4,4,@,TAM,L 31-38,27,115,4.3,0,2020,2020_04_LAC_TAM
DET,2020-09-27,27,Sun,3,3,@,ARI,W 26-23,27,109,4.0,1,2020,2020_03_DET_ARI
ARI,2020-09-27,27,Sun,3,3,,DET,L 23-26,27,90,3.3,0,2020,2020_03_ARI_DET
TEN,2020-09-20,27,Sun,2,2,,JAX,W 33-30,27,165,6.1,1,2020,2020_02_TEN_JAX
BAL,2020-09-13,27,Sun,1,1,,CLE,W 38-6,27,138,5.1,0,2020,2020_01_BAL_CLE
LAR,2020-09-13,27,Sun,1,1,,DAL,W 20-17,27,136,5.0,1,2020,2020_01_LAR_DAL
NWE,2020-09-13,27,Sun,1,1,,MIA,W 21-11,27,87,3.2,1,2020,2020_01_NWE_MIA
JAX,2019-12-29,27,Sun,16,17,,IND,W 38-20,27,132,4.9,2,2019,2019_17_JAX_IND
OAK,2019-12-29,27,Sun,16,17,@,DEN,L 15-16,27,70,2.6,0,2019,2019_17_OAK_DEN
MIA,2019-12-29,27,Sun,16,17,@,NWE,W 27-24,27,135,5.0,1,2019,2019_17_MIA_NWE
BUF,2019-12-29,27,Sun,16,17,,NYJ,L 6-13,27,86,3.2,0,2019,2019_17_BUF_NYJ
JAX,2019-12-22,27,Sun,15,16,@,ATL,L 12-24,27,135,5.0,2,2019,2019_16_JAX_ATL
GNB,2019-12-15,27,Sun,14,15,,CHI,W 21-13,27,96,3.6,0,2019,2019_15_GNB_CHI
ATL,2019-12-15,27,Sun,14,15,@,SFO,W 29-22,27,120,4.4,1,2019,2019_15_ATL_SFO
CIN,2019-12-08,27,Sun,13,14,@,CLE,L 19-27,27,146,5.4,2,2019,2019_14_CIN_CLE
HOU,2019-12-08,27,Sun,13,14,,DEN,L 24-38,27,90,3.3,1,2019,2019_14_HOU_DEN
SFO,2019-12-08,27,Sun,13,14,@,NOR,W 48-46,27,116,4.3,1,2019,2019_14_SFO_NOR
GNB,2019-12-01,27,Sun,12,13,@,NYG,W 31-13,27,95,3.5,0,2019,2019_13_GNB_NYG
CHI,2019-11-28,27,Thu,12,13,@,DET,W 24-20,27,105,3.9,0,2019,2019_13_CHI_DET
TEN,2019-11-24,27,Sun,11,12,,JAX,W 42-20,27,117,4.3,2,2019,2019_12_TEN_JAX
DAL,2019-11-24,27,Sun,11,12,@,NWE,L 9-13,27,101,3.7,0,2019,2019_12_DAL_NWE
LAC,2019-11-18,27,Mon,11,11,,KAN,L 17-24,27,130,4.8,2,2019,2019_11_LAC_KAN
SEA,2019-11-11,27,Mon,10,10,@,SFO,W 27-24 (OT),27,87,3.2,0,2019,2019_10_SEA_SFO
CHI,2019-11-10,27,Sun,9,10,,DET,W 20-13,27,98,3.6,0,2019,2019_10_CHI_DET
CAR,2019-11-10,27,Sun,9,10,@,GNB,L 16-24,27,163,6.0,3,2019,2019_10_CAR_GNB
LAR,2019-11-10,27,Sun,9,10,@,PIT,L 12-17,27,42,1.6,0,2019,2019_10_LAR_PIT
KAN,2019-11-03,27,Sun,9,9,,MIN,W 26-23,27,96,3.6,0,2019,2019_09_KAN_MIN
CLE,2019-10-27,27,Sun,7,8,@,NWE,L 13-27,27,79,2.9,0,2019,2019_08_CLE_NWE
DEN,2019-10-17,27,Thu,7,7,,KAN,L 6-30,27,80,3.0,0,2019,2019_07_DEN_KAN
TEN,2019-10-06,27,Sun,5,5,,BUF,L 7-14,27,109,4.0,0,2019,2019_05_TEN_BUF
JAX,2019-10-06,27,Sun,5,5,@,CAR,L 27-34,27,285,10.6,3,2019,2019_05_JAX_CAR
WAS,2019-10-06,27,Sun,5,5,,NWE,L 7-33,27,130,4.8,1,2019,2019_05_WAS_NWE
BUF,2019-10-06,27,Sun,5,5,@,TEN,W 14-7,27,102,3.8,1,2019,2019_05_BUF_TEN
DAL,2019-09-29,27,Sun,4,4,@,NOR,L 10-12,27,117,4.3,0,2019,2019_04_DAL_NOR
ARI,2019-09-29,27,Sun,4,4,,SEA,L 10-27,27,115,4.3,1,2019,2019_04_ARI_SEA
NYJ,2019-09-22,27,Sun,3,3,@,NWE,L 14-30,27,68,2.5,2,2019,2019_03_NYJ_NWE
GNB,2019-09-15,27,Sun,2,2,,MIN,W 21-16,27,198,7.3,1,2019,2019_02_GNB_MIN
OAK,2018-12-30,27,Sun,16,17,@,KAN,L 3-35,27,99,3.7,2,2018,2018_17_OAK_KAN
CAR,2018-12-30,27,Sun,16,17,@,NOR,W 33-14,27,184,6.8,1,2018,2018_17_CAR_NOR
WAS,2018-12-22,27,Sat,15,16,@,TEN,L 16-25,27,99,3.7,1,2018,2018_16_WAS_TEN
ARI,2018-12-16,27,Sun,14,15,@,ATL,L 14-40,27,215,8.0,2,2018,2018_15_ARI_ATL
SFO,2018-12-09,27,Sun,13,14,,DEN,W 20-14,27,103,3.8,1,2018,2018_14_SFO_DEN
BAL,2018-12-09,27,Sun,13,14,@,KAN,L 24-27 (OT),27,94,3.5,1,2018,2018_14_BAL_KAN
IND,2018-12-02,27,Sun,12,13,@,JAX,L 0-6,27,79,2.9,0,2018,2018_13_IND_JAX
SEA,2018-11-25,27,Sun,11,12,@,CAR,W 30-27,27,220,8.1,1,2018,2018_12_SEA_CAR
IND,2018-11-18,27,Sun,10,11,,TEN,W 38-10,27,91,3.4,0,2018,2018_11_IND_TEN
NYJ,2018-11-04,27,Sun,9,9,@,MIA,L 6-13,27,64,2.4,0,2018,2018_09_NYJ_MIA
BAL,2018-11-04,27,Sun,9,9,,PIT,L 16-23,27,113,4.2,1,2018,2018_09_BAL_PIT
TAM,2018-10-28,27,Sun,7,8,@,CIN,L 34-37,27,138,5.1,2,2018,2018_08_TAM_CIN
CIN,2018-10-28,27,Sun,8,8,,TAM,W 37-34,27,126,4.7,1,2018,2018_08_CIN_TAM
CHI,2018-10-21,27,Sun,6,7,,NWE,L 31-38,27,108,4.0,0,2018,2018_07_CHI_NWE
HOU,2018-10-14,27,Sun,6,6,,BUF,W 20-13,27,100,3.7,0,2018,2018_06_HOU_BUF
SFO,2018-09-30,27,Sun,4,4,@,LAC,L 27-29,27,126,4.7,0,2018,2018_04_SFO_LAC
ATL,2018-09-23,27,Sun,3,3,,NOR,L 37-43 (OT),27,143,5.3,2,2018,2018_03_ATL_NOR
HOU,2018-09-23,27,Sun,3,3,,NYG,L 22-27,27,114,4.2,1,2018,2018_03_HOU_NYG
SEA,2018-09-17,27,Mon,2,2,@,CHI,L 17-24,27,86,3.2,0,2018,2018_02_SEA_CHI
NOR,2018-09-16,27,Sun,2,2,,CLE,W 21-18,27,93,3.4,1,2018,2018_02_NOR_CLE
DEN,2018-09-16,27,Sun,2,2,,OAK,W 20-19,27,92,3.4,1,2018,2018_02_DEN_OAK
GNB,2018-09-09,27,Sun,1,1,,CHI,W 24-23,27,139,5.1,1,2018,2018_01_GNB_CHI
LAC,2018-09-09,27,Sun,1,1,,KAN,L 28-38,27,106,3.9,0,2018,2018_01_LAC_KAN
ATL,2018-09-06,27,Thu,1,1,@,PHI,L 12-18,27,113,4.2,2,2018,2018_01_ATL_PHI
PIT,2017-12-31,27,Sun,16,17,,CLE,W 28-24,27,102,3.8,1,2017,2017_17_PIT_CLE
DET,2017-12-31,27,Sun,16,17,,GNB,W 35-11,27,103,3.8,0,2017,2017_17_DET_GNB
IND,2017-12-31,27,Sun,16,17,,HOU,W 22-13,27,85,3.1,1,2017,2017_17_IND_HOU
DEN,2017-12-31,27,Sun,16,17,,KAN,L 24-27,27,110,4.1,2,2017,2017_17_DEN_KAN
NYG,2017-12-24,27,Sun,15,16,@,ARI,L 0-23,27,74,2.7,0,2017,2017_16_NYG_ARI
NYG,2017-12-17,27,Sun,14,15,,PHI,L 29-34,27,108,4.0,0,2017,2017_15_NYG_PHI
GNB,2017-12-10,27,Sun,13,14,@,CLE,W 27-21 (OT),27,136,5.0,0,2017,2017_14_GNB_CLE
CLE,2017-12-10,27,Sun,13,14,,GNB,L 21-27 (OT),27,85,3.1,1,2017,2017_14_CLE_GNB
IND,2017-12-03,27,Sun,12,13,@,JAX,L 10-30,27,96,3.6,1,2017,2017_13_IND_JAX
DET,2017-12-03,27,Sun,12,13,@,BAL,L 20-44,27,101,3.7,2,2017,2017_13_DET_BAL
PHI,2017-11-19,27,Sun,10,11,@,DAL,W 37-9,27,112,4.1,0,2017,2017_11_PHI_DAL
LAC,2017-11-12,27,Sun,9,10,@,JAX,L 17-20 (OT),27,135,5.0,1,2017,2017_10_LAC_JAX
MIN,2017-11-12,27,Sun,9,10,@,WAS,W 38-30,27,81,3.0,2,2017,2017_10_MIN_WAS
MIA,2017-11-05,27,Sun,8,9,,OAK,L 24-27,27,84,3.1,2,2017,2017_09_MIA_OAK
CAR,2017-10-12,27,Thu,6,6,,PHI,L 23-28,27,101,3.7,0,2017,2017_06_CAR_PHI
BUF,2017-10-08,27,Sun,5,5,@,CIN,L 16-20,27,65,2.4,1,2017,2017_05_BUF_CIN
LAR,2017-10-01,27,Sun,4,4,@,DAL,W 35-30,27,189,7.0,1,2017,2017_04_LAR_DAL
ARI,2017-10-01,27,Sun,4,4,,SFO,W 18-15 (OT),27,95,3.5,0,2017,2017_04_ARI_SFO
CAR,2017-09-24,27,Sun,3,3,,NOR,L 13-34,27,149,5.5,1,2017,2017_03_CAR_NOR
GNB,2017-09-17,27,Sun,2,2,@,ATL,L 23-34,27,141,5.2,2,2017,2017_02_GNB_ATL
NYJ,2017-09-17,27,Sun,2,2,@,OAK,L 20-45,27,180,6.7,3,2017,2017_02_NYJ_OAK
ARI,2017-09-10,27,Sun,1,1,@,DET,L 23-35,27,82,3.0,0,2017,2017_01_ARI_DET
NWE,2017-09-07,27,Thu,1,1,,KAN,L 27-42,27,185,6.9,2,2017,2017_01_NWE_KAN
LAC,2023-01-01,26,Sun,16,17,,LAR,W 31-10,26,166,6.4,1,2022,2022_17_LAC_LAR
WAS,2022-12-24,26,Sat,15,16,@,SFO,L 20-37,26,153,5.9,2,2022,2022_16_WAS_SFO
NYG,2022-12-18,26,Sun,14,15,@,WAS,W 20-12,26,159,6.1,0,2022,2022_15_NYG_WAS
CLE,2022-12-11,26,Sun,13,14,@,CIN,L 10-23,26,136,5.2,1,2022,2022_14_CLE_CIN
HOU,2022-11-27,26,Sun,11,12,@,MIA,L 15-30,26,66,2.5,1,2022,2022_12_HOU_MIA
BUF,2022-11-20,26,Sun,10,11,,CLE,W 31-23,26,80,3.1,0,2022,2022_11_BUF_CLE
PHI,2022-11-20,26,Sun,10,11,@,IND,W 17-16,26,99,3.8,1,2022,2022_11_PHI_IND
NYJ,2022-11-20,26,Sun,10,11,@,NWE,L 3-10,26,99,3.8,0,2022,2022_11_NYJ_NWE
DET,2022-11-20,26,Sun,10,11,@,NYG,W 31-18,26,89,3.4,2,2022,2022_11_DET_NYG
LAR,2022-11-13,26,Sun,9,10,,ARI,L 17-27,26,78,3.0,2,2022,2022_10_LAR_ARI
DET,2022-10-30,26,Sun,7,8,,MIA,L 27-31,26,107,4.1,1,2022,2022_08_DET_MIA
PHI,2022-10-16,26,Sun,6,6,,DAL,W 26-17,26,134,5.2,1,2022,2022_06_PHI_DAL
PIT,2022-10-16,26,Sun,6,6,,TAM,W 20-18,26,75,2.9,0,2022,2022_06_PIT_TAM
PHI,2022-10-09,26,Sun,5,5,@,ARI,W 20-17,26,124,4.8,1,2022,2022_05_PHI_ARI
HOU,2022-10-09,26,Sun,5,5,@,JAX,W 13-6,26,136,5.2,0,2022,2022_05_HOU_JAX
NYJ,2022-10-09,26,Sun,5,5,,MIA,W 40-17,26,137,5.3,2,2022,2022_05_NYJ_MIA
DEN,2022-10-06,26,Thu,5,5,,IND,L 9-12 (OT),26,106,4.1,0,2022,2022_05_DEN_IND
NWE,2022-09-25,26,Sun,3,3,,BAL,L 26-37,26,188,7.2,1,2022,2022_03_NWE_BAL
ATL,2022-09-18,26,Sun,2,2,@,LAR,L 27-31,26,65,2.5,1,2022,2022_02_ATL_LAR
NYG,2022-09-11,26,Sun,1,1,@,TEN,W 21-20,26,93,3.6,0,2022,2022_01_NYG_TEN
TAM,2022-01-09,26,Sun,17,18,,CAR,W 41-17,26,110,4.2,0,2021,2021_18_TAM_CAR
GNB,2022-01-09,26,Sun,17,18,@,DET,L 30-37,26,99,3.8,1,2021,2021_18_GNB_DET
NOR,2022-01-02,26,Sun,16,17,,CAR,W 18-10,26,88,3.4,1,2021,2021_17_NOR_CAR
LVR,2022-01-02,26,Sun,16,17,@,IND,W 23-20,26,122,4.7,1,2021,2021_17_LVR_IND
TAM,2022-01-02,26,Sun,16,17,@,NYJ,W 28-24,26,150,5.8,2,2021,2021_17_TAM_NYJ
DEN,2021-12-19,26,Sun,14,15,,CIN,L 10-15,26,113,4.3,0,2021,2021_15_DEN_CIN
JAX,2021-12-19,26,Sun,14,15,,HOU,L 16-30,26,75,2.9,0,2021,2021_15_JAX_HOU
GNB,2021-12-19,26,Sun,14,15,@,BAL,W 31-30,26,143,5.5,2,2021,2021_15_GNB_BAL
ATL,2021-12-12,26,Sun,13,14,@,CAR,W 29-21,26,91,3.5,2,2021,2021_14_ATL_CAR
SFO,2021-12-12,26,Sun,13,14,@,CIN,W 26-23 (OT),26,86,3.3,0,2021,2021_14_SFO_CIN
LAC,2021-12-12,26,Sun,13,14,,NYG,W 37-21,26,135,5.2,1,2021,2021_14_LAC_NYG
DAL,2021-12-02,26,Thu,12,13,@,NOR,W 27-17,26,153,5.9,0,2021,2021_13_DAL_NOR
DAL,2021-11-21,26,Sun,10,11,@,KAN,L 9-19,26,126,4.8,2,2021,2021_11_DAL_KAN
PIT,2021-11-21,26,Sun,10,11,@,LAC,L 37-41,26,159,6.1,2,2021,2021_11_PIT_LAC
PIT,2021-11-08,26,Mon,8,9,,CHI,W 29-27,26,136,5.2,1,2021,2021_09_PIT_CHI
LAR,2021-11-07,26,Sun,9,9,,TEN,L 16-28,26,69,2.7,2,2021,2021_09_LAR_TEN
CHI,2021-10-31,26,Sun,8,8,,SFO,L 22-33,26,145,5.6,3,2021,2021_08_CHI_SFO
GNB,2021-10-17,26,Sun,6,6,@,CHI,W 24-14,26,140,5.4,1,2021,2021_06_GNB_CHI
HOU,2021-10-17,26,Sun,6,6,@,IND,L 3-31,26,174,6.7,2,2021,2021_06_HOU_IND
BAL,2021-10-11,26,Mon,5,5,,IND,W 31-25 (OT),26,123,4.7,1,2021,2021_05_BAL_IND
LAR,2021-09-19,26,Sun,2,2,@,IND,W 27-24,26,109,4.2,0,2021,2021_02_LAR_IND
PHI,2021-09-12,26,Sun,1,1,@,ATL,W 32-6,26,124,4.8,0,2021,2021_01_PHI_ATL
LAR,2021-09-12,26,Sun,1,1,,CHI,W 34-14,26,134,5.2,2,2021,2021_01_LAR_CHI
KAN,2021-09-12,26,Sun,1,1,,CLE,W 33-29,26,153,5.9,4,2021,2021_01_KAN_CLE
TAM,2021-01-03,26,Sun,16,17,,ATL,W 44-27,26,127,4.9,1,2020,2020_17_TAM_ATL
DET,2020-12-26,26,Sat,15,16,,TAM,L 7-47,26,111,4.3,1,2020,2020_16_DET_TAM
WAS,2020-12-20,26,Sun,14,15,,SEA,L 15-20,26,181,7.0,1,2020,2020_15_WAS_SEA
ATL,2020-12-13,26,Sun,13,14,@,LAC,L 17-20,26,105,4.0,0,2020,2020_14_ATL_LAC
