Team,Date,TD,Day,G#,Week,,Opp,Result,TD,XPA,XPM,Att,Md,Sfty,Season,game_id
PIT,2018-09-30,2,Sun,4,4,,BAL,L 14-26,2,2,2,4,4,0,2018,2018_04_PIT_BAL
TEN,2018-09-30,2,Sun,4,4,,PHI,W 26-23 (OT),2,2,2,3,3,0,2018,2018_04_TEN_PHI
BUF,2018-09-30,2,Sun,4,4,@,GNB,L 0-22,2,2,1,3,3,0,2018,2018_04_BUF_GNB
SEA,2018-09-30,2,Sun,4,4,@,ARI,W 20-17,2,2,2,3,1,0,2018,2018_04_SEA_ARI
ARI,2018-09-30,2,Sun,4,4,,SEA,L 17-20,2,2,2,4,2,0,2018,2018_04_ARI_SEA
DET,2018-09-30,2,Sun,4,4,@,DAL,L 24-26,2,2,2,4,4,0,2018,2018_04_DET_DAL
NWE,2018-09-23,2,Sun,3,3,@,DET,L 10-26,2,2,2,4,4,0,2018,2018_03_NWE_DET
MIA,2018-09-23,2,Sun,3,3,,OAK,W 28-20,2,2,2,2,2,0,2018,2018_03_MIA_OAK
IND,2018-09-23,2,Sun,3,3,@,PHI,L 16-20,2,2,2,3,2,0,2018,2018_03_IND_PHI
BAL,2018-09-23,2,Sun,3,3,,DEN,W 27-14,2,2,2,0,0,0,2018,2018_03_BAL_DEN
WAS,2018-09-23,2,Sun,3,3,,GNB,W 31-17,2,2,2,1,1,0,2018,2018_03_WAS_GNB
CHI,2018-09-23,2,Sun,3,3,@,ARI,W 16-14,2,2,2,0,0,0,2018,2018_03_CHI_ARI
NYG,2018-09-23,2,Sun,3,3,@,HOU,W 27-22,2,1,1,3,3,0,2018,2018_03_NYG_HOU
CLE,2018-09-20,2,Thu,3,3,,NYJ,W 21-17,2,2,2,1,1,0,2018,2018_03_CLE_NYJ
NYJ,2018-09-20,2,Thu,3,3,@,CLE,L 17-21,2,1,1,2,2,0,2018,2018_03_NYJ_CLE
CHI,2018-09-17,2,Mon,2,2,,SEA,W 24-17,2,2,2,1,1,0,2018,2018_02_CHI_SEA
DEN,2018-09-16,2,Sun,2,2,,OAK,W 20-19,2,2,1,2,2,0,2018,2018_02_DEN_OAK
OAK,2018-09-16,2,Sun,2,2,@,DEN,L 19-20,2,2,2,2,2,0,2018,2018_02_OAK_DEN
LAC,2018-09-16,2,Sun,2,2,@,BUF,W 31-20,2,2,2,2,2,0,2018,2018_02_LAC_BUF
MIN,2018-09-16,2,Sun,2,2,@,GNB,T 29-29 (OT),2,2,2,6,5,0,2018,2018_02_MIN_GNB
HOU,2018-09-16,2,Sun,2,2,@,TEN,L 17-20,2,2,2,2,2,0,2018,2018_02_HOU_TEN
JAX,2018-09-16,2,Sun,2,2,,NWE,W 31-20,2,2,2,3,2,0,2018,2018_02_JAX_NWE
CLE,2018-09-16,2,Sun,2,2,@,NOR,L 18-21,2,1,1,3,2,0,2018,2018_02_CLE_NOR
TEN,2018-09-16,2,Sun,2,2,,HOU,W 20-17,2,2,2,2,1,0,2018,2018_02_TEN_HOU
NOR,2018-09-16,2,Sun,2,2,,CLE,W 21-18,2,2,0,4,2,0,2018,2018_02_NOR_CLE
NYG,2018-09-16,2,Sun,2,2,@,DAL,L 13-20,2,2,2,2,2,0,2018,2018_02_NYG_DAL
NYJ,2018-09-10,2,Mon,1,1,@,DET,W 48-17,2,2,2,3,1,0,2018,2018_01_NYJ_DET
CIN,2018-09-09,2,Sun,1,1,@,IND,W 34-23,2,2,2,4,3,0,2018,2018_01_CIN_IND
GNB,2018-09-09,2,Sun,1,1,,CHI,W 24-23,2,2,2,3,3,0,2018,2018_01_GNB_CHI
MIA,2018-09-09,2,Sun,1,1,,TEN,W 27-20,2,2,2,2,2,0,2018,2018_01_MIA_TEN
DAL,2018-09-09,2,Sun,1,1,@,CAR,L 8-16,2,1,1,1,1,0,2018,2018_01_DAL_CAR
NWE,2018-09-09,2,Sun,1,1,,HOU,W 27-20,2,2,2,2,2,0,2018,2018_01_NWE_HOU
NYG,2018-09-09,2,Sun,1,1,,JAX,L 15-20,2,2,2,2,2,0,2018,2018_01_NYG_JAX
ATL,2018-09-06,2,Thu,1,1,@,PHI,L 12-18,2,1,1,1,1,0,2018,2018_01_ATL_PHI
WAS,2017-12-31,2,Sun,16,17,@,NYG,L 10-18,2,1,0,2,2,0,2017,2017_17_WAS_NYG
HOU,2017-12-31,2,Sun,16,17,@,IND,L 13-22,2,2,2,2,2,1,2017,2017_17_HOU_IND
MIA,2017-12-31,2,Sun,16,17,,BUF,L 16-22,2,1,1,3,3,0,2017,2017_17_MIA_BUF
BUF,2017-12-31,2,Sun,16,17,@,MIA,W 22-16,2,1,1,1,1,0,2017,2017_17_BUF_MIA
SEA,2017-12-31,2,Sun,16,17,,ARI,L 24-26,2,2,2,4,4,0,2017,2017_17_SEA_ARI
OAK,2017-12-25,2,Mon,15,16,@,PHI,L 10-19,2,1,1,3,2,0,2017,2017_16_OAK_PHI
DET,2017-12-24,2,Sun,15,16,@,CIN,L 17-26,2,2,2,4,4,0,2017,2017_16_DET_CIN
ATL,2017-12-24,2,Sun,15,16,@,NOR,L 13-23,2,2,2,3,3,0,2017,2017_16_ATL_NOR
TAM,2017-12-24,2,Sun,15,16,@,CAR,L 19-22,2,2,1,3,3,0,2017,2017_16_TAM_CAR
MIA,2017-12-24,2,Sun,15,16,@,KAN,L 13-29,2,2,2,6,5,0,2017,2017_16_MIA_KAN
CIN,2017-12-24,2,Sun,15,16,,DET,W 26-17,2,2,2,2,1,0,2017,2017_16_CIN_DET
NYJ,2017-12-24,2,Sun,15,16,,LAC,L 7-14,2,2,2,1,0,0,2017,2017_16_NYJ_LAC
LAR,2017-12-24,2,Sun,15,16,@,TEN,W 27-23,2,2,2,4,3,0,2017,2017_16_LAR_TEN
IND,2017-12-23,2,Sat,15,16,@,BAL,L 16-23,2,2,2,3,3,0,2017,2017_16_IND_BAL
TAM,2017-12-18,2,Mon,14,15,,ATL,L 21-24,2,3,3,2,1,0,2017,2017_15_TAM_ATL
OAK,2017-12-17,2,Sun,14,15,,DAL,L 17-20,2,2,2,2,2,0,2017,2017_15_OAK_DAL
ARI,2017-12-17,2,Sun,14,15,@,WAS,L 15-20,2,2,2,2,2,0,2017,2017_15_ARI_WAS
DAL,2017-12-17,2,Sun,14,15,@,OAK,W 20-17,2,2,2,2,1,0,2017,2017_15_DAL_OAK
NOR,2017-12-17,2,Sun,14,15,,NYJ,W 31-19,2,1,1,2,2,0,2017,2017_15_NOR_NYJ
SFO,2017-12-17,2,Sun,14,15,,TEN,W 25-23,2,2,2,3,3,0,2017,2017_15_SFO_TEN
CHI,2017-12-16,2,Sat,14,15,@,DET,L 10-20,2,2,2,2,2,0,2017,2017_15_CHI_DET
KAN,2017-12-16,2,Sat,14,15,,LAC,W 30-13,2,2,1,0,0,0,2017,2017_15_KAN_LAC
MIA,2017-12-11,2,Mon,13,14,,NWE,W 27-20,2,2,2,2,2,0,2017,2017_14_MIA_NWE
SFO,2017-12-10,2,Sun,13,14,@,HOU,W 26-16,2,2,1,2,1,0,2017,2017_14_SFO_HOU
OAK,2017-12-10,2,Sun,13,14,@,KAN,L 15-26,2,2,2,4,4,0,2017,2017_14_OAK_KAN
LAC,2017-12-10,2,Sun,13,14,,WAS,W 30-13,2,2,1,0,0,0,2017,2017_14_LAC_WAS
CAR,2017-12-10,2,Sun,13,14,,MIN,W 31-24,2,1,1,4,3,0,2017,2017_14_CAR_MIN
KAN,2017-12-10,2,Sun,13,14,,OAK,W 26-15,2,1,1,0,0,0,2017,2017_14_KAN_OAK
NYJ,2017-12-10,2,Sun,13,14,@,DEN,L 0-23,2,2,2,4,3,0,2017,2017_14_NYJ_DEN
IND,2017-12-10,2,Sun,13,14,@,BUF,L 7-13 (OT),2,1,1,0,0,0,2017,2017_14_IND_BUF
HOU,2017-12-10,2,Sun,13,14,,SFO,L 16-26,2,2,2,4,4,0,2017,2017_14_HOU_SFO
ATL,2017-12-07,2,Thu,13,14,,NOR,W 20-17,2,2,2,1,1,0,2017,2017_14_ATL_NOR
NOR,2017-12-07,2,Thu,13,14,@,ATL,L 17-20,2,2,2,2,2,0,2017,2017_14_NOR_ATL
PIT,2017-12-04,2,Mon,12,13,@,CIN,W 23-20,2,2,2,2,2,0,2017,2017_13_PIT_CIN
CIN,2017-12-04,2,Mon,12,13,,PIT,L 20-23,2,2,2,3,3,0,2017,2017_13_CIN_PIT
BUF,2017-12-03,2,Sun,12,13,,NWE,L 3-23,2,2,2,3,3,0,2017,2017_13_BUF_NWE
OAK,2017-12-03,2,Sun,12,13,,NYG,W 24-17,2,2,2,1,1,0,2017,2017_13_OAK_NYG
ATL,2017-12-03,2,Sun,12,13,,MIN,L 9-14,2,2,2,0,0,0,2017,2017_13_ATL_MIN
GNB,2017-12-03,2,Sun,12,13,,TAM,W 26-20 (OT),2,2,2,2,2,0,2017,2017_13_GNB_TAM
LAR,2017-12-03,2,Sun,12,13,@,ARI,W 32-16,2,2,1,2,1,0,2017,2017_13_LAR_ARI
SFO,2017-12-03,2,Sun,12,13,@,CHI,W 15-14,2,2,2,0,0,0,2017,2017_13_SFO_CHI
DAL,2017-11-30,2,Thu,12,13,,WAS,W 38-14,2,2,2,0,0,0,2017,2017_13_DAL_WAS
HOU,2017-11-27,2,Mon,11,12,@,BAL,L 16-23,2,2,2,3,3,0,2017,2017_12_HOU_BAL
NOR,2017-11-26,2,Sun,11,12,@,LAR,L 20-26,2,2,2,5,4,0,2017,2017_12_NOR_LAR
LAR,2017-11-26,2,Sun,11,12,,NOR,W 26-20,2,2,2,2,2,0,2017,2017_12_LAR_NOR
ATL,2017-11-26,2,Sun,11,12,,TAM,W 34-20,2,2,2,2,2,0,2017,2017_12_ATL_TAM
OAK,2017-11-26,2,Sun,11,12,,DEN,W 21-14,2,2,2,0,0,0,2017,2017_12_OAK_DEN
NWE,2017-11-26,2,Sun,11,12,,MIA,W 35-17,2,2,2,1,1,0,2017,2017_12_NWE_MIA
JAX,2017-11-26,2,Sun,11,12,@,ARI,L 24-27,2,1,1,4,4,0,2017,2017_12_JAX_ARI
IND,2017-11-26,2,Sun,11,12,,TEN,L 16-20,2,2,2,2,2,0,2017,2017_12_IND_TEN
NYG,2017-11-23,2,Thu,11,12,@,WAS,L 10-20,2,2,2,2,2,0,2017,2017_12_NYG_WAS
MIN,2017-11-23,2,Thu,11,12,@,DET,W 30-23,2,2,2,3,3,0,2017,2017_12_MIN_DET
CLE,2017-11-19,2,Sun,10,11,,JAX,L 7-19,2,1,1,3,2,0,2017,2017_11_CLE_JAX
GNB,2017-11-19,2,Sun,10,11,,BAL,L 0-23,2,2,2,3,3,0,2017,2017_11_GNB_BAL
CIN,2017-11-19,2,Sun,10,11,@,DEN,W 20-17,2,2,2,2,1,0,2017,2017_11_CIN_DEN
TAM,2017-11-19,2,Sun,10,11,@,MIA,W 30-20,2,2,2,2,2,0,2017,2017_11_TAM_MIA
PIT,2017-11-16,2,Thu,10,11,,TEN,W 40-17,2,2,2,2,1,0,2017,2017_11_PIT_TEN
IND,2017-11-12,2,Sun,10,10,,PIT,L 17-20,2,1,0,3,2,0,2017,2017_10_IND_PIT
LAC,2017-11-12,2,Sun,9,10,@,JAX,L 17-20 (OT),2,1,0,2,2,0,2017,2017_10_LAC_JAX
SFO,2017-11-12,2,Sun,10,10,,NYG,W 31-21,2,1,1,3,2,0,2017,2017_10_SFO_NYG
PIT,2017-11-12,2,Sun,9,10,@,IND,W 20-17,2,2,2,1,1,0,2017,2017_10_PIT_IND
JAX,2017-11-12,2,Sun,9,10,,LAC,W 20-17 (OT),2,2,2,1,1,0,2017,2017_10_JAX_LAC
CHI,2017-11-12,2,Sun,9,10,,GNB,L 16-23,2,2,2,4,3,0,2017,2017_10_CHI_GNB
ARI,2017-11-09,2,Thu,9,10,,SEA,L 16-22,2,2,2,2,2,1,2017,2017_10_ARI_SEA
SEA,2017-11-09,2,Thu,9,10,@,ARI,W 22-16,2,2,1,1,1,0,2017,2017_10_SEA_ARI
DET,2017-11-06,2,Mon,8,9,@,GNB,W 30-17,2,2,2,2,1,0,2017,2017_09_DET_GNB
WAS,2017-11-05,2,Sun,8,9,@,SEA,W 17-14,2,0,0,3,0,1,2017,2017_09_WAS_SEA
ATL,2017-11-05,2,Sun,8,9,@,CAR,L 17-20,2,2,2,2,2,0,2017,2017_09_ATL_CAR
CAR,2017-11-05,2,Sun,9,9,,ATL,W 20-17,2,2,2,1,1,0,2017,2017_09_CAR_ATL
IND,2017-11-05,2,Sun,9,9,@,HOU,W 20-14,2,2,2,1,0,0,2017,2017_09_IND_HOU
CIN,2017-11-05,2,Sun,8,9,@,JAX,L 7-23,2,2,2,3,3,0,2017,2017_09_CIN_JAX
DAL,2017-11-05,2,Sun,8,9,,KAN,W 28-17,2,2,2,1,1,0,2017,2017_09_DAL_KAN
LAR,2017-11-05,2,Sun,8,9,@,NYG,W 51-17,2,2,2,2,1,0,2017,2017_09_LAR_NYG
SEA,2017-11-05,2,Sun,8,9,,WAS,L 14-17,2,2,2,1,1,0,2017,2017_09_SEA_WAS
TEN,2017-11-05,2,Sun,8,9,,BAL,W 23-20,2,2,2,2,2,0,2017,2017_09_TEN_BAL
HOU,2017-11-05,2,Sun,8,9,,IND,L 14-20,2,2,2,2,2,0,2017,2017_09_HOU_IND
PHI,2017-11-05,2,Sun,9,9,,DEN,W 51-23,2,2,2,3,3,0,2017,2017_09_PHI_DEN
SFO,2017-11-05,2,Sun,9,9,,ARI,L 10-20,2,2,2,3,2,0,2017,2017_09_SFO_ARI
DEN,2017-10-30,2,Mon,7,8,@,KAN,L 19-29,2,2,2,5,5,0,2017,2017_08_DEN_KAN
KAN,2017-10-30,2,Mon,8,8,,DEN,W 29-19,2,1,1,2,2,0,2017,2017_08_KAN_DEN
CHI,2017-10-29,2,Sun,8,8,@,NOR,L 12-20,2,2,2,2,2,0,2017,2017_08_CHI_NOR
DET,2017-10-29,2,Sun,7,8,,PIT,L 15-20,2,2,2,2,2,0,2017,2017_08_DET_PIT
TAM,2017-10-29,2,Sun,7,8,,CAR,L 3-17,2,2,2,1,1,0,2017,2017_08_TAM_CAR
NYJ,2017-10-29,2,Sun,8,8,,ATL,L 20-25,2,1,1,4,4,0,2017,2017_08_NYJ_ATL
MIN,2017-10-29,2,Sun,8,8,@,CLE,W 33-16,2,2,1,2,1,0,2017,2017_08_MIN_CLE
DAL,2017-10-29,2,Sun,7,8,@,WAS,W 33-19,2,2,1,3,2,0,2017,2017_08_DAL_WAS
CIN,2017-10-29,2,Sun,7,8,,IND,W 24-23,2,2,2,3,3,0,2017,2017_08_CIN_IND
BUF,2017-10-29,2,Sun,7,8,,OAK,W 34-14,2,2,2,0,0,0,2017,2017_08_BUF_OAK
NWE,2017-10-29,2,Sun,8,8,,LAC,W 21-13,2,1,1,1,0,0,2017,2017_08_NWE_LAC
ATL,2017-10-29,2,Sun,7,8,@,NYJ,W 25-20,2,2,2,4,2,0,2017,2017_08_ATL_NYJ
PIT,2017-10-22,2,Sun,7,7,,CIN,W 29-14,2,2,2,0,0,0,2017,2017_07_PIT_CIN
ATL,2017-10-22,2,Sun,6,7,@,NWE,L 7-23,2,2,2,3,3,0,2017,2017_07_ATL_NWE
CIN,2017-10-22,2,Sun,6,7,@,PIT,L 14-29,2,2,2,5,5,0,2017,2017_07_CIN_PIT
NOR,2017-10-22,2,Sun,6,7,@,GNB,W 26-17,2,2,2,2,1,0,2017,2017_07_NOR_GNB
CAR,2017-10-22,2,Sun,7,7,@,CHI,L 3-17,2,2,2,2,1,0,2017,2017_07_CAR_CHI
TEN,2017-10-16,2,Mon,6,6,,IND,W 36-22,2,2,1,3,3,0,2017,2017_06_TEN_IND
KAN,2017-10-15,2,Sun,6,6,,PIT,L 13-19,2,2,2,1,1,1,2017,2017_06_KAN_PIT
MIA,2017-10-15,2,Sun,5,6,@,ATL,W 20-17,2,2,2,2,1,0,2017,2017_06_MIA_ATL
HOU,2017-10-15,2,Sun,6,6,,CLE,W 33-17,2,2,2,1,1,0,2017,2017_06_HOU_CLE
LAR,2017-10-15,2,Sun,6,6,@,JAX,W 27-17,2,2,2,3,1,0,2017,2017_06_LAR_JAX
DEN,2017-10-15,2,Sun,5,6,,NYG,L 10-23,2,2,2,4,3,0,2017,2017_06_DEN_NYG
CHI,2017-10-15,2,Sun,6,6,@,BAL,W 27-24 (OT),2,1,1,3,3,0,2017,2017_06_CHI_BAL
GNB,2017-10-15,2,Sun,6,6,@,MIN,L 10-23,2,2,2,3,3,0,2017,2017_06_GNB_MIN
LAC,2017-10-15,2,Sun,6,6,@,OAK,W 17-16,2,2,1,1,1,0,2017,2017_06_LAC_OAK
OAK,2017-10-15,2,Sun,6,6,,LAC,L 16-17,2,2,2,2,1,0,2017,2017_06_OAK_LAC
NWE,2017-10-15,2,Sun,6,6,@,NYJ,W 24-17,2,2,2,1,1,0,2017,2017_06_NWE_NYJ
ATL,2017-10-15,2,Sun,5,6,,MIA,L 17-20,2,2,2,2,2,0,2017,2017_06_ATL_MIA
PHI,2017-10-12,2,Thu,6,6,@,CAR,W 28-23,2,2,2,3,3,0,2017,2017_06_PHI_CAR
CHI,2017-10-09,2,Mon,5,5,,MIN,L 17-20,2,2,2,2,2,0,2017,2017_05_CHI_MIN
MIN,2017-10-09,2,Mon,5,5,@,CHI,W 20-17,2,1,1,0,0,1,2017,2017_05_MIN_CHI
BUF,2017-10-08,2,Sun,5,5,@,CIN,L 16-20,2,2,2,2,2,0,2017,2017_05_BUF_CIN
NYJ,2017-10-08,2,Sun,5,5,@,CLE,W 17-14,2,2,2,2,0,0,2017,2017_05_NYJ_CLE
SFO,2017-10-08,2,Sun,5,5,@,IND,L 23-26 (OT),2,2,2,4,4,0,2017,2017_05_SFO_IND
BAL,2017-10-08,2,Sun,5,5,@,OAK,W 30-17,2,2,2,1,1,0,2017,2017_05_BAL_OAK
CLE,2017-10-08,2,Sun,5,5,,NYJ,L 14-17,2,2,2,1,1,0,2017,2017_05_CLE_NYJ
TEN,2017-10-08,2,Sun,5,5,@,MIA,L 10-16,2,2,1,1,1,0,2017,2017_05_TEN_MIA
IND,2017-10-08,2,Sun,5,5,,SFO,W 26-23 (OT),2,2,2,3,3,0,2017,2017_05_IND_SFO
NWE,2017-10-05,2,Thu,5,5,@,TAM,W 19-14,2,2,2,3,0,0,2017,2017_05_NWE_TAM
KAN,2017-10-02,2,Mon,4,4,,WAS,W 29-20,2,2,2,2,2,0,2017,2017_04_KAN_WAS
DAL,2017-10-01,2,Sun,4,4,,LAR,L 30-35,2,2,2,7,7,0,2017,2017_04_DAL_LAR
MIA,2017-10-01,2,Sun,3,4,,NOR,L 0-20,2,2,2,3,2,0,2017,2017_04_MIA_NOR
BUF,2017-10-01,2,Sun,4,4,@,ATL,W 23-17,2,2,2,1,1,0,2017,2017_04_BUF_ATL
NYJ,2017-10-01,2,Sun,4,4,,JAX,W 23-20 (OT),2,2,2,3,2,0,2017,2017_04_NYJ_JAX
SEA,2017-10-01,2,Sun,4,4,,IND,W 46-18,2,1,1,1,1,1,2017,2017_04_SEA_IND
JAX,2017-10-01,2,Sun,4,4,@,NYJ,L 20-23 (OT),2,2,2,4,3,0,2017,2017_04_JAX_NYJ
LAC,2017-10-01,2,Sun,4,4,,PHI,L 24-26,2,2,2,4,4,0,2017,2017_04_LAC_PHI
ATL,2017-10-01,2,Sun,4,4,,BUF,L 17-23,2,2,2,3,3,0,2017,2017_04_ATL_BUF
HOU,2017-10-01,2,Sun,4,4,,TEN,W 57-14,2,2,2,0,0,0,2017,2017_04_HOU_TEN
GNB,2017-09-28,2,Thu,4,4,,CHI,W 35-14,2,2,2,1,0,0,2017,2017_04_GNB_CHI
DAL,2017-09-25,2,Mon,3,3,@,ARI,W 28-17,2,2,2,2,1,0,2017,2017_03_DAL_ARI
CHI,2017-09-24,2,Sun,3,3,,PIT,W 23-17 (OT),2,2,2,2,1,0,2017,2017_03_CHI_PIT
ATL,2017-09-24,2,Sun,3,3,@,DET,W 30-26,2,2,2,4,4,0,2017,2017_03_ATL_DET
MIA,2017-09-24,2,Sun,2,3,@,NYJ,L 6-20,2,2,2,3,2,0,2017,2017_03_MIA_NYJ
MIN,2017-09-24,2,Sun,3,3,,TAM,W 34-17,2,2,2,1,1,0,2017,2017_03_MIN_TAM
DEN,2017-09-24,2,Sun,3,3,@,BUF,L 16-26,2,2,2,4,4,0,2017,2017_03_DEN_BUF
WAS,2017-09-17,2,Sun,2,2,@,LAR,W 27-20,2,2,2,2,2,0,2017,2017_02_WAS_LAR
NWE,2017-09-17,2,Sun,2,2,@,NOR,W 36-20,2,2,2,3,2,0,2017,2017_02_NWE_NOR
MIN,2017-09-17,2,Sun,2,2,@,PIT,L 9-26,2,2,2,4,4,0,2017,2017_02_MIN_PIT
TEN,2017-09-17,2,Sun,2,2,@,JAX,W 37-16,2,1,1,1,1,0,2017,2017_02_TEN_JAX
DEN,2017-09-17,2,Sun,2,2,,DAL,W 42-17,2,2,2,1,1,0,2017,2017_02_DEN_DAL
MIA,2017-09-17,2,Sun,1,2,@,LAC,W 19-17,2,2,2,3,1,0,2017,2017_02_MIA_LAC
OAK,2017-09-17,2,Sun,2,2,,NYJ,W 45-20,2,2,2,2,2,0,2017,2017_02_OAK_NYJ
KAN,2017-09-17,2,Sun,2,2,,PHI,W 27-20,2,2,2,3,2,0,2017,2017_02_KAN_PHI
SFO,2017-09-10,2,Sun,1,1,,CAR,L 3-23,2,2,2,3,3,0,2017,2017_01_SFO_CAR
CHI,2017-09-10,2,Sun,1,1,,ATL,L 17-23,2,2,2,3,3,0,2017,2017_01_CHI_ATL
PIT,2017-09-10,2,Sun,1,1,@,CLE,W 21-18,2,1,1,1,1,0,2017,2017_01_PIT_CLE
PHI,2017-09-10,2,Sun,1,1,@,WAS,W 30-17,2,2,2,1,1,0,2017,2017_01_PHI_WAS
CIN,2017-09-10,2,Sun,1,1,,BAL,L 0-20,2,2,2,2,2,0,2017,2017_01_CIN_BAL
TEN,2017-09-10,2,Sun,1,1,,OAK,L 16-26,2,2,2,4,4,0,2017,2017_01_TEN_OAK
SEA,2017-09-10,2,Sun,1,1,@,GNB,L 9-17,2,2,2,1,1,0,2017,2017_01_SEA_GNB
ATL,2017-09-10,2,Sun,1,1,@,CHI,W 23-17,2,2,2,1,1,0,2017,2017_01_ATL_CHI
DET,2023-01-08,1,Sun,17,18,@,GNB,W 20-16,1,1,1,4,3,0,2022,2022_18_DET_GNB
SEA,2023-01-08,1,Sun,17,18,,LAR,W 19-16 (OT),1,1,1,3,3,0,2022,2022_18_SEA_LAR
CAR,2023-01-08,1,Sun,17,18,@,NOR,W 10-7,1,1,1,2,0,0,2022,2022_18_CAR_NOR
LAR,2023-01-08,1,Sun,17,18,@,SEA,L 16-19 (OT),1,1,1,5,4,0,2022,2022_18_LAR_SEA
NOR,2023-01-08,1,Sun,17,18,,CAR,L 7-10,1,1,1,1,1,0,2022,2022_18_NOR_CAR
WAS,2023-01-08,1,Sun,17,18,,DAL,W 26-6,1,1,0,0,0,0,2022,2022_18_WAS_DAL
CIN,2023-01-08,1,Sun,16,18,,BAL,W 27-16,1,1,1,3,3,0,2022,2022_18_CIN_BAL
NYG,2023-01-08,1,Sun,17,18,@,PHI,L 16-22,1,1,1,5,5,0,2022,2022_18_NYG_PHI
JAX,2023-01-07,1,Sat,17,18,,TEN,W 20-16,1,1,1,3,3,0,2022,2022_18_JAX_TEN
KAN,2023-01-07,1,Sat,17,18,@,LVR,W 31-13,1,1,1,2,2,0,2022,2022_18_KAN_LVR
ATL,2023-01-01,1,Sun,16,17,,ARI,W 20-19,1,1,1,5,4,0,2022,2022_17_ATL_ARI
DET,2023-01-01,1,Sun,16,17,,CHI,W 41-10,1,1,1,1,1,0,2022,2022_17_DET_CHI
LAC,2023-01-01,1,Sun,16,17,,LAR,W 31-10,1,1,1,1,1,0,2022,2022_17_LAC_LAR
BAL,2023-01-01,1,Sun,16,17,,PIT,L 13-16,1,1,1,4,3,0,2022,2022_17_BAL_PIT
CLE,2023-01-01,1,Sun,16,17,@,WAS,W 24-10,1,1,1,1,1,0,2022,2022_17_CLE_WAS
PIT,2023-01-01,1,Sun,16,17,@,BAL,W 16-13,1,1,1,2,2,0,2022,2022_17_PIT_BAL
NYG,2023-01-01,1,Sun,16,17,,IND,W 38-10,1,1,1,2,1,0,2022,2022_17_NYG_IND
NOR,2023-01-01,1,Sun,16,17,@,PHI,W 20-10,1,1,1,1,1,0,2022,2022_17_NOR_PHI
DAL,2022-12-29,1,Thu,16,17,@,TEN,W 27-13,1,1,1,2,2,0,2022,2022_17_DAL_TEN
ARI,2022-12-25,1,Sun,15,16,,TAM,L 16-19 (OT),1,1,1,4,4,0,2022,2022_16_ARI_TAM
LAR,2022-12-25,1,Sun,15,16,,DEN,W 51-14,1,0,0,2,2,0,2022,2022_16_LAR_DEN
TAM,2022-12-25,1,Sun,15,16,@,ARI,W 19-16 (OT),1,1,1,3,3,0,2022,2022_16_TAM_ARI
BUF,2022-12-24,1,Sat,15,16,@,CHI,W 35-13,1,1,1,2,2,0,2022,2022_16_BUF_CHI
KAN,2022-12-24,1,Sat,15,16,,SEA,W 24-10,1,1,1,1,1,0,2022,2022_16_KAN_SEA
LVR,2022-12-24,1,Sat,15,16,@,PIT,L 10-13,1,1,1,4,2,0,2022,2022_16_LVR_PIT
NOR,2022-12-24,1,Sat,15,16,@,CLE,W 17-10,1,1,1,1,1,0,2022,2022_16_NOR_CLE
ATL,2022-12-24,1,Sat,15,16,@,BAL,L 9-17,1,0,0,4,3,0,2022,2022_16_ATL_BAL
PIT,2022-12-24,1,Sat,15,16,,LVR,W 13-10,1,1,1,1,1,0,2022,2022_16_PIT_LVR
NYJ,2022-12-22,1,Thu,15,16,,JAX,L 3-19,1,1,1,5,4,0,2022,2022_16_NYJ_JAX
GNB,2022-12-19,1,Mon,14,15,,LAR,W 24-12,1,1,0,2,2,0,2022,2022_15_GNB_LAR
DEN,2022-12-18,1,Sun,14,15,,ARI,W 24-15,1,0,0,3,3,0,2022,2022_15_DEN_ARI
PIT,2022-12-18,1,Sun,14,15,@,CAR,W 24-16,1,1,1,3,3,0,2022,2022_15_PIT_CAR
NYG,2022-12-18,1,Sun,14,15,@,WAS,W 20-12,1,1,0,2,2,0,2022,2022_15_NYG_WAS
BAL,2022-12-17,1,Sat,14,15,@,CLE,L 3-13,1,1,1,4,2,0,2022,2022_15_BAL_CLE
SFO,2022-12-15,1,Thu,14,15,@,SEA,W 21-13,1,1,1,2,2,0,2022,2022_15_SFO_SEA
NWE,2022-12-12,1,Mon,13,14,@,ARI,W 27-13,1,1,1,3,2,0,2022,2022_14_NWE_ARI
SFO,2022-12-11,1,Sun,13,14,,TAM,W 35-7,1,1,1,1,0,0,2022,2022_14_SFO_TAM
CIN,2022-12-11,1,Sun,13,14,,CLE,W 23-10,1,1,1,1,1,0,2022,2022_14_CIN_CLE
PIT,2022-12-11,1,Sun,13,14,,BAL,L 14-16,1,1,1,3,3,0,2022,2022_14_PIT_BAL
BUF,2022-12-11,1,Sun,13,14,,NYJ,W 20-12,1,1,1,1,1,1,2022,2022_14_BUF_NYJ
LAR,2022-12-08,1,Thu,13,14,,LVR,W 17-16,1,1,1,3,3,0,2022,2022_14_LAR_LVR
TAM,2022-12-05,1,Mon,12,13,,NOR,W 17-16,1,1,1,3,3,0,2022,2022_13_TAM_NOR
PHI,2022-12-04,1,Sun,12,13,,TEN,W 35-10,1,1,1,1,1,0,2022,2022_13_PHI_TEN
ATL,2022-12-04,1,Sun,13,13,,PIT,L 16-19,1,1,1,4,4,0,2022,2022_13_ATL_PIT
