,game_id,Team,Season,Date,Day,G#,Week,Opp,Result,home,Pts_points,Pts_points,PtsO_points,PtDif_points,PC_points,Spread_vegas,Spread_vegas,vs. Line_vegas,Over/Under_vegas,OU Result_vegas,Cmp_pass,Cmp_pass,Att_pass,Inc_pass,Cmp%_pass,Yds_pass,TD_pass,Int_pass,TD%_pass,Int%_pass,Rate_pass,Sk_pass,Yds_pass,Sk%_pass,Y/A_pass,NY/A_pass,AY/A_pass,ANY/A_pass,Y/C_pass,Att_rush,Att_rush,Yds_rush,Y/A_rush,TD_rush,Tot_total,Tot_total,Ply_total,Y/P_total,DPly_total,DY/P_total,TO_total,ToP_total,Time_total,Pen_penalty,Pen_penalty,Yds_penalty,OppPen_penalty,OppYds_penalty,CombPen_penalty,CombPenYds_penalty,1stD_downs,1stD_downs,Rsh_downs,Pass_downs,Pen_downs,3DAtt_downs,3DConv_downs,3D%_downs,4DAtt_downs,4DConv_downs,4D%_downs,Cmp_opp_passing,Cmp_opp_passing,Att_opp_passing,Cmp%_opp_passing,Yds_opp_passing,TD_opp_passing,Sk_opp_passing,Yds_opp_passing,Int_opp_passing,Rate_opp_passing,Att_opp_rushing,Att_opp_rushing,Yds_opp_rushing,Y/A_opp_rushing,TD_opp_rushing,Tot_opp_totals,Tot_opp_totals,TO_opp_totals,1stDOpp_opp_downs,1stDOpp_opp_downs,Rush_opp_downs,Pass_opp_downs,Pen_opp_downs,Opp3DAtt_opp_downs,Opp3DConv_opp_downs,Opp3D%_opp_downs,Opp4DAtt_opp_downs,Opp4DConv_opp_downs,Opp4D%_opp_downs,TD_opp_scoring,TD_opp_scoring,XPA_opp_scoring,XPM_opp_scoring,Att_opp_scoring,Md_opp_scoring,Sfty_opp_scoring
1076,2019_08_TEN_TAM,TEN,2019,2019-10-27,Sun,8,8,TAM,W 27-23,1,27,27,23,4,50,-2.0,-2.0,covered,45.5,over,21,21,33,12,63.6,174,3,0,9.1,0.0,109.8,3,19,8.33,5.3,4.83,7.09,6.50,8.3,21,21,72,3.4,0,,,,,,,,,,6,6,77,9,87,15,164,16,16,3,11,2,13,5,38.5,1,0,0.0,21,21,43,48.8,283,2,3,18,2,66.3,30,30,106,3.5,0,389,389,4,23,23,5,17,1,15,7,46.7,2,1,50.0,2,2,0,0,3,3,0
1077,2019_07_JAX_CIN,JAX,2019,2019-10-20,Sun,7,7,CIN,W 27-17,0,27,27,17,10,44,-4.0,-4.0,covered,44.5,under,,,,,,,,,,,,,,,,,,,,44,44,216,4.9,0,460,460,78,5.90,65,4.48,0,38:17,3:17,11,11,130,6,50,17,180,22,22,11,10,1,16,4,25.0,2,1,50.0,22,22,43,51.2,258,1,2,18,3,48.4,20,20,33,1.7,1,291,291,4,21,21,3,12,6,12,5,41.7,0,0,,2,2,2,2,1,1,0
1078,2019_07_ARI_NYG,ARI,2019,2019-10-20,Sun,7,7,NYG,W 27-21,0,27,27,21,6,48,3.5,3.5,covered,49.5,under,,,,,,,,,,,,,,,,,,,,38,38,156,4.1,3,,,,,,,,,,10,10,85,6,75,16,160,18,18,8,8,2,15,7,46.7,1,1,100.0,22,22,35,62.9,156,1,8,67,1,70.7,22,22,107,4.9,1,,,,21,21,5,14,2,12,4,33.3,3,1,33.3,2,2,3,3,1,0,0
1079,2019_05_JAX_CAR,JAX,2019,2019-10-06,Sun,5,5,CAR,L 27-34,0,27,27,34,-7,61,3.0,3.0,did not cover,41.0,over,26,26,44,18,59.1,358,2,0,4.5,0.0,101.9,2,16,4.35,8.1,7.78,9.05,8.65,13.8,31,31,149,4.8,1,507,507,77,6.58,61,7.30,3,32:24,3:28,9,9,84,8,70,17,154,28,28,8,18,2,13,6,46.2,0,0,,17,17,31,54.8,160,1,3,21,0,80.0,27,27,285,10.6,3,445,445,0,22,22,9,10,3,12,4,33.3,1,0,0.0,5,5,5,4,2,0,0
1080,2019_04_PIT_CIN,PIT,2019,2019-09-30,Mon,4,4,CIN,W 27-3,1,27,27,3,24,30,-3.5,-3.5,covered,45.5,under,27,27,31,4,87.1,260,2,0,6.5,0.0,123.1,0,0,0.00,8.4,8.39,9.68,9.68,9.6,25,25,66,2.6,1,326,326,56,5.82,64,2.73,1,29:46,2:56,4,4,37,8,60,12,97,20,20,5,12,3,9,3,33.3,1,0,0.0,21,21,37,56.8,102,0,8,69,1,50.6,,,,,,,,,16,16,5,9,2,14,4,28.6,3,1,33.3,,,,,,,
1081,2019_04_SEA_ARI,SEA,2019,2019-09-29,Sun,4,4,ARI,W 27-10,0,27,27,10,17,37,-5.5,-5.5,covered,49.0,under,22,22,28,6,78.6,225,1,0,3.6,0.0,114.3,4,15,12.50,8.0,7.03,8.75,7.66,10.2,27,27,115,4.3,1,340,340,59,5.76,59,5.44,0,33:24,2:56,7,7,65,7,44,14,109,21,21,9,10,2,10,4,40.0,0,0,,22,22,32,68.8,206,0,4,35,1,73.2,23,23,115,5.0,1,321,321,1,20,20,6,12,2,9,3,33.3,0,0,,,,,,,,
1082,2019_04_GNB_PHI,GNB,2019,2019-09-26,Thu,4,4,PHI,L 27-34,1,27,27,34,-7,61,-3.5,-3.5,did not cover,46.0,over,34,34,53,19,64.2,414,2,1,3.8,1.9,93.4,1,8,1.85,7.8,7.67,7.72,7.57,12.2,20,20,77,3.9,1,491,491,74,6.64,60,5.60,2,32:21,3:27,5,5,50,9,93,14,143,31,31,4,19,8,11,6,54.5,1,0,0.0,,,,,,,,,,,33,33,176,5.3,2,336,336,0,24,24,10,12,2,9,5,55.6,0,0,,5,5,4,4,0,0,0
1083,2019_03_IND_ATL,IND,2019,2019-09-22,Sun,3,3,ATL,W 27-24,1,27,27,24,3,51,-1.0,-1.0,covered,48.0,over,28,28,37,9,75.7,300,2,0,5.4,0.0,118.1,1,10,2.63,8.1,7.89,9.19,8.95,10.7,24,24,79,3.3,1,379,379,62,6.11,54,7.35,0,31:23,2:59,4,4,39,16,128,20,167,29,29,7,15,7,8,5,62.5,0,0,,29,29,34,85.3,304,3,0,0,1,121.1,20,20,93,4.7,0,397,397,1,25,25,6,17,2,10,8,80.0,0,0,,3,3,3,3,1,1,0
1084,2019_03_GNB_DEN,GNB,2019,2019-09-22,Sun,3,3,DEN,W 27-16,1,27,27,16,11,43,,,,,,17,17,29,12,58.6,235,1,0,3.4,0.0,96.2,0,0,0.00,8.1,8.10,8.79,8.79,13.8,23,23,77,3.3,2,312,312,52,6.00,73,4.25,0,24:26,2:58,7,7,53,3,27,10,80,16,16,7,8,1,9,2,22.2,0,0,,20,20,29,69.0,161,0,6,52,1,68.3,38,38,149,3.9,2,310,310,3,20,20,8,12,0,15,8,53.3,2,1,50.0,2,2,2,1,1,1,0
1085,2019_03_SEA_NOR,SEA,2019,2019-09-22,Sun,3,3,NOR,L 27-33,1,27,27,33,-6,60,-5.0,-5.0,did not cover,44.0,over,32,32,50,18,64.0,406,2,0,4.0,0.0,102.6,0,0,0.00,8.1,8.12,8.92,8.92,12.7,26,26,108,4.2,2,514,514,76,6.76,50,5.30,1,31:33,3:09,7,7,53,11,70,18,123,26,26,5,18,3,14,5,35.7,4,1,25.0,19,19,27,70.4,177,2,0,0,0,112.7,23,23,88,3.8,1,265,265,1,,,,,,,,,,,,5,5,4,3,0,0,0
1086,2019_03_DET_PHI,DET,2019,2019-09-22,Sun,3,3,PHI,W 27-24,0,27,27,24,3,51,4.0,4.0,covered,45.0,over,18,18,32,14,56.3,201,1,0,3.1,0.0,85.5,0,0,0.00,6.3,6.28,6.91,6.91,11.2,28,28,86,3.1,1,287,287,60,4.78,69,5.41,0,27:42,3:09,9,9,61,4,30,13,91,16,16,5,11,0,14,6,42.9,0,0,,19,19,36,52.8,246,2,3,13,0,93.1,30,30,127,4.2,1,373,373,2,22,22,6,11,5,13,7,53.8,2,0,0.0,3,3,3,3,1,1,0
1087,2019_03_HOU_LAC,HOU,2019,2019-09-22,Sun,3,3,LAC,W 27-20,0,27,27,20,7,47,3.0,3.0,covered,49.0,under,25,25,34,9,73.5,337,3,0,8.8,0.0,135.8,2,14,5.56,9.9,9.36,11.68,11.03,13.5,,,,,,376,376,55,6.84,69,5.30,1,28:12,3:17,6,6,65,7,69,13,134,20,20,3,15,2,10,6,60.0,0,0,,31,31,46,67.4,293,2,5,25,0,99.3,,,,,,366,366,1,22,22,3,17,2,15,5,33.3,3,2,66.7,2,2,2,2,2,2,0
1088,2019_02_LAR_NOR,LAR,2019,2019-09-15,Sun,2,2,NOR,W 27-9,1,27,27,9,18,36,-2.0,-2.0,covered,52.5,under,19,19,28,9,67.9,265,1,0,3.6,0.0,112.6,3,18,9.68,9.5,8.55,10.18,9.19,13.9,30,30,115,3.8,2,380,380,61,6.23,57,4.28,1,30:21,3:09,8,8,65,11,87,19,152,20,20,7,11,2,13,5,38.5,0,0,,20,20,35,57.1,187,0,2,16,1,60.1,20,20,57,2.9,0,,,,,,,,,,,,,,,,,,,,,
1089,2019_01_DET_ARI,DET,2019,2019-09-08,Sun,1,1,ARI,T 27-27 (OT),0,27,27,27,0,54,-2.5,-2.5,did not cover,45.5,over,27,27,45,18,60.0,361,3,0,6.7,0.0,110.0,3,24,6.25,8.0,7.52,9.36,8.77,13.4,32,32,116,3.6,0,477,477,80,5.96,82,4.72,2,39:23,3:58,9,9,59,7,35,16,94,23,23,5,17,1,18,6,33.3,1,0,0.0,29,29,54,53.7,275,2,5,33,1,72.7,23,23,112,4.9,0,387,387,1,21,21,3,16,2,22,9,40.9,0,0,,2,2,1,1,4,4,0
1090,2019_01_ARI_DET,ARI,2019,2019-09-08,Sun,1,1,DET,T 27-27 (OT),1,27,27,27,0,54,2.5,2.5,covered,45.5,over,29,29,54,25,53.7,275,2,1,3.7,1.9,75.2,5,33,8.47,5.1,4.66,5.00,4.58,9.5,23,23,112,4.9,0,387,387,82,4.72,80,5.96,1,30:37,3:58,7,7,35,9,59,16,94,21,21,3,16,2,22,9,40.9,0,0,,27,27,45,60.0,361,3,3,24,0,107.7,32,32,116,3.6,0,477,477,2,23,23,5,17,1,18,6,33.3,1,0,0.0,3,3,3,3,2,2,0
1091,2019_01_WAS_PHI,WAS,2019,2019-09-08,Sun,1,1,PHI,L 27-32,0,27,27,32,-5,59,10.5,10.5,covered,44.0,over,30,30,44,14,68.2,370,3,0,6.8,0.0,117.6,1,10,2.22,8.4,8.22,9.77,9.56,12.3,,,,,,398,398,58,6.86,71,6.14,0,25:33,3:13,12,12,96,6,55,18,151,,,,,,,,,,,,28,28,39,71.8,313,3,1,0,0,121.0,31,31,123,4.0,1,436,436,0,22,22,9,13,0,17,11,64.7,2,1,50.0,4,4,3,3,1,1,0
1092,2019_01_CAR_LAR,CAR,2019,2019-09-08,Sun,1,1,LAR,L 27-30,1,27,27,30,-3,57,1.5,1.5,did not cover,49.5,over,25,25,38,13,65.8,216,0,1,0.0,2.6,72.1,3,23,7.32,5.7,5.27,4.50,4.17,8.6,23,23,127,5.5,3,343,343,64,5.36,72,4.85,3,26:44,3:12,6,6,46,5,43,11,89,21,21,8,13,0,11,5,45.5,0,0,,23,23,39,59.0,183,1,1,3,1,68.6,32,32,166,5.2,2,349,349,1,22,22,9,12,1,17,9,52.9,0,0,,3,3,3,3,4,3,0
1093,2018_17_SEA_ARI,SEA,2018,2018-12-30,Sun,16,17,ARI,W 27-24,1,27,27,24,3,51,,,,,,,,,,,,,,,,,,,,,,,,,34,34,182,5.4,2,291,291,61,4.77,64,3.09,1,29:09,3:03,,,,,,,,16,16,8,7,1,14,4,28.6,0,0,,18,18,34,52.9,113,1,6,36,0,69.9,24,24,85,3.5,0,,,,,,,,,,,,,,,2,2,1,1,3,3,0
1094,2018_16_OAK_DEN,OAK,2018,2018-12-24,Mon,15,16,DEN,W 27-14,1,27,27,14,13,41,2.5,2.5,covered,42.5,under,19,19,26,7,73.1,159,0,0,0.0,0.0,89.7,1,8,3.70,6.1,5.89,6.12,5.89,8.4,30,30,114,3.8,2,273,273,57,4.79,62,4.84,0,30:08,3:00,6,6,50,11,91,17,141,16,16,6,8,2,13,5,38.5,0,0,,23,23,37,62.2,200,2,1,2,2,71.9,24,24,100,4.2,0,300,300,2,19,19,4,12,3,14,6,42.9,2,1,50.0,2,2,2,2,1,0,0
1095,2018_16_NYG_IND,NYG,2018,2018-12-23,Sun,15,16,IND,L 27-28,0,27,27,28,-1,55,10.0,10.0,covered,48.5,over,25,25,33,8,75.8,309,1,1,3.0,3.0,101.7,0,0,0.00,9.4,9.36,8.61,8.61,12.4,29,29,83,2.9,2,392,392,62,6.32,64,6.28,1,31:41,2:59,6,6,24,6,29,12,53,22,22,4,17,1,12,7,58.3,0,0,,31,31,47,66.0,353,2,1,4,1,93.7,,,,,,402,402,1,27,27,5,19,3,11,7,63.6,0,0,,4,4,4,4,0,0,0
1096,2018_16_MIN_DET,MIN,2018,2018-12-23,Sun,15,16,DET,W 27-9,0,27,27,9,18,36,,,,,,21,21,28,7,75.0,240,3,0,10.7,0.0,137.9,2,13,6.67,8.6,8.00,10.71,10.00,11.4,28,28,100,3.6,0,340,340,58,5.86,69,3.23,0,28:32,3:09,11,11,78,7,55,18,133,16,16,4,11,1,13,4,30.8,1,0,0.0,23,23,43,53.5,137,0,3,24,0,59.9,23,23,86,3.7,0,,,,17,17,3,10,4,16,4,25.0,3,1,33.3,,,,,,,
1097,2018_16_DAL_TAM,DAL,2018,2018-12-23,Sun,15,16,TAM,W 27-20,1,27,27,20,7,47,,,,,,20,20,25,5,80.0,152,1,0,4.0,0.0,106.8,1,9,3.85,6.1,5.85,6.88,6.62,7.6,24,24,80,3.3,1,,,,,,,,,,10,10,67,9,72,19,139,16,16,6,9,1,9,3,33.3,0,0,,34,34,48,70.8,320,1,3,16,0,95.8,24,24,63,2.6,1,383,383,2,27,27,1,19,7,13,4,30.8,2,1,50.0,2,2,2,2,3,2,0
1098,2018_14_NYJ_BUF,NYJ,2018,2018-12-09,Sun,13,14,BUF,W 27-23,0,27,27,23,4,50,4.5,4.5,covered,37.0,over,,,,,,,,,,,,,,,,,,,,28,28,78,2.8,2,,,,,,,,,,7,7,93,7,47,14,140,,,,,,,,,,,,18,18,37,48.6,192,0,3,14,2,41.7,31,31,176,5.7,2,368,368,3,24,24,10,9,5,14,7,50.0,0,0,,2,2,2,2,5,3,0
1099,2018_14_KAN_BAL,KAN,2018,2018-12-09,Sun,13,14,BAL,W 27-24 (OT),1,27,27,24,3,51,,,,,,35,35,53,18,66.0,348,2,1,3.8,1.9,91.5,3,29,5.36,6.6,6.21,6.47,6.13,9.9,27,27,94,3.5,1,442,442,83,5.33,68,4.72,1,37:00,3:28,7,7,53,11,112,18,165,30,30,8,18,4,16,6,37.5,3,3,100.0,,,,,,,,,,,40,40,194,4.9,1,321,321,1,24,24,10,12,2,12,5,41.7,3,1,33.3,3,3,3,3,1,1,0
1100,2018_13_CHI_NYG,CHI,2018,2018-12-02,Sun,12,13,NYG,L 27-30 (OT),0,27,27,30,-3,57,-4.0,-4.0,did not cover,44.0,over,27,27,40,13,67.5,258,2,2,5.0,5.0,84.0,5,28,11.11,6.5,5.73,5.20,4.62,9.6,32,32,118,3.7,1,376,376,77,4.88,68,4.97,3,33:58,3:34,8,8,58,12,107,20,165,23,23,5,13,5,15,2,13.3,5,4,80.0,20,20,36,55.6,197,2,3,22,1,78.1,29,29,141,4.9,0,338,338,1,18,18,4,13,1,17,6,35.3,2,2,100.0,3,3,3,3,3,3,0
1101,2018_12_IND_MIA,IND,2018,2018-11-25,Sun,11,12,MIA,W 27-24,1,27,27,24,3,51,,,,,,31,31,38,7,81.6,337,3,2,7.9,5.3,109.1,1,10,2.56,8.9,8.64,8.08,7.87,10.9,26,26,118,4.5,0,455,455,65,7.00,51,6.16,3,31:54,2:56,7,7,52,10,75,17,127,26,26,6,17,3,12,4,33.3,2,2,100.0,17,17,25,68.0,201,2,1,3,0,118.9,25,25,113,4.5,1,314,314,1,,,,,,,,,,,,3,3,3,3,1,1,0
1102,2018_12_NWE_NYJ,NWE,2018,2018-11-25,Sun,11,12,NYJ,W 27-13,0,27,27,13,14,40,,,,,,20,20,31,11,64.5,283,2,0,6.5,0.0,115.4,0,0,0.00,9.1,9.13,10.42,10.42,14.2,36,36,215,6.0,1,498,498,67,7.43,62,5.45,0,34:26,2:58,11,11,105,8,47,19,152,25,25,11,12,2,12,5,41.7,1,1,100.0,26,26,45,57.8,264,1,2,12,1,72.8,,,,,,338,338,1,18,18,4,12,2,14,6,42.9,1,0,0.0,,,,,,,
1103,2018_12_CAR_SEA,CAR,2018,2018-11-25,Sun,11,12,SEA,L 27-30,1,27,27,30,-3,57,-3.0,-3.0,did not cover,46.5,over,25,25,30,5,83.3,256,2,1,6.7,3.3,110.6,0,0,0.00,8.5,8.53,8.37,8.37,10.2,27,27,220,8.1,1,476,476,57,8.35,61,6.51,1,29:34,3:03,,,,,,,,26,26,10,13,3,8,3,37.5,1,0,0.0,22,22,31,71.0,322,2,2,17,0,126.0,28,28,75,2.7,1,397,397,0,21,21,7,13,1,14,6,42.9,2,2,100.0,3,3,3,3,3,3,0
1104,2018_12_TAM_SFO,TAM,2018,2018-11-25,Sun,11,12,SFO,W 27-9,1,27,27,9,18,36,-1.5,-1.5,covered,54.5,under,29,29,38,9,76.3,304,2,0,5.3,0.0,117.4,1,8,2.56,8.0,7.79,9.05,8.82,10.5,31,31,108,3.5,1,412,412,70,5.89,60,5.70,0,34:09,3:08,9,9,70,8,68,17,138,25,25,9,15,1,13,7,53.8,0,0,,18,18,32,56.3,194,1,4,27,2,58.6,24,24,148,6.2,0,342,342,2,23,23,9,12,2,8,1,12.5,0,0,,,,,,,,
1105,2018_11_SEA_GNB,SEA,2018,2018-11-15,Thu,10,11,GNB,W 27-24,1,27,27,24,3,51,-3.0,-3.0,push,49.0,over,21,21,31,10,67.7,205,2,0,6.5,0.0,110.3,3,20,8.82,6.6,6.03,7.90,7.21,9.8,35,35,173,4.9,1,378,378,69,5.48,48,7.48,1,34:18,2:56,6,6,30,5,80,11,110,23,23,9,12,2,15,6,40.0,2,2,100.0,21,21,30,70.0,311,2,5,21,0,125.8,,,,,,359,359,0,,,,,,,,,,,,3,3,3,3,2,1,0
1106,2018_10_NYG_SFO,NYG,2018,2018-11-12,Mon,9,10,SFO,W 27-23,0,27,27,23,4,50,3.0,3.0,covered,45.0,over,19,19,31,12,61.3,180,3,0,9.7,0.0,110.7,1,8,3.13,5.8,5.63,7.74,7.50,9.5,23,23,97,4.2,0,277,277,55,5.04,68,5.50,0,25:46,3:06,8,8,78,10,97,18,175,17,17,3,10,4,12,5,41.7,0,0,,27,27,39,69.2,250,1,0,0,2,73.7,29,29,124,4.3,1,374,374,2,24,24,6,14,4,13,8,61.5,0,0,,2,2,2,2,3,3,0
1107,2018_10_DAL_PHI,DAL,2018,2018-11-11,Sun,9,10,PHI,W 27-20,0,27,27,20,7,47,7.5,7.5,covered,45.5,over,26,26,36,10,72.2,239,1,0,2.8,0.0,102.8,4,31,10.00,6.6,5.98,7.19,6.48,9.2,28,28,171,6.1,2,410,410,68,6.03,62,6.79,0,33:22,3:02,5,5,37,0,0,5,37,23,23,9,14,0,16,8,50.0,1,1,100.0,32,32,44,72.7,350,2,2,10,1,101.5,,,,,,421,421,1,23,23,3,20,0,10,4,40.0,2,0,0.0,2,2,2,2,2,2,0
1108,2018_08_GNB_LAR,GNB,2018,2018-10-28,Sun,7,8,LAR,L 27-29,0,27,27,29,-2,56,7.5,7.5,covered,57.0,under,18,18,30,12,60.0,253,1,0,3.3,0.0,102.9,3,33,9.09,8.4,7.67,9.10,8.27,14.1,,,,,,359,359,52,6.90,75,5.55,1,25:50,3:19,,,,,,,,16,16,5,11,0,9,2,22.2,0,0,,20,20,36,55.6,281,3,5,26,0,108.7,34,34,135,4.0,0,416,416,0,23,23,4,18,1,18,8,44.4,1,1,100.0,3,3,1,1,2,2,1
1109,2018_06_MIN_ARI,MIN,2018,2018-10-14,Sun,6,6,ARI,W 27-17,1,27,27,17,10,44,,,,,,24,24,34,10,70.6,216,1,1,2.9,2.9,87.0,4,17,10.53,6.4,5.68,5.62,5.03,9.0,32,32,195,6.1,2,411,411,70,5.87,55,4.87,2,34:22,3:01,9,9,52,5,30,14,82,20,20,8,12,0,14,5,35.7,1,0,0.0,21,21,31,67.7,208,0,4,32,1,73.1,20,20,60,3.0,1,268,268,2,16,16,5,9,2,10,0,0.0,2,0,0.0,2,2,2,2,1,1,0
1110,2018_06_SEA_OAK,SEA,2018,2018-10-14,Sun,6,6,OAK,W 27-3,0,27,27,3,24,30,-3.0,-3.0,covered,48.0,under,17,17,23,6,73.9,214,3,1,13.0,4.3,125.4,1,8,4.17,9.3,8.92,9.96,9.54,12.6,37,37,155,4.2,0,369,369,61,6.05,56,3.30,1,31:26,2:50,8,8,64,5,38,13,102,19,19,6,11,2,13,9,69.2,0,0,,23,23,31,74.2,106,0,6,36,0,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,2018_05_CIN_MIA,CIN,2018,2018-10-07,Sun,5,5,MIA,W 27-17,1,27,27,17,10,44,,,,,,20,20,30,10,66.7,229,1,1,3.3,3.3,89.3,2,19,6.25,7.6,7.16,6.80,6.38,11.5,26,26,103,4.0,0,332,332,58,5.72,60,4.95,1,30:35,3:02,6,6,47,9,85,15,132,17,17,3,12,2,11,2,18.2,0,0,,20,20,35,57.1,169,1,3,16,2,55.5,22,22,128,5.8,0,297,297,3,17,17,5,10,2,13,4,30.8,1,1,100.0,2,2,2,2,1,1,0
1112,2018_04_KAN_DEN,KAN,2018,2018-10-01,Mon,4,4,DEN,W 27-23,0,27,27,23,4,50,-3.5,-3.5,covered,53.5,under,28,28,45,17,62.2,304,1,0,2.2,0.0,89.5,1,0,2.17,6.8,6.61,7.20,7.04,10.9,26,26,142,5.5,2,446,446,72,6.19,59,6.53,0,35:02,3:04,10,10,93,3,25,13,118,22,22,8,13,1,15,7,46.7,2,2,100.0,21,21,33,63.6,226,0,4,19,1,71.0,22,22,159,7.2,2,385,385,1,21,21,10,10,1,11,2,18.2,3,2,66.7,2,2,2,2,3,3,0
1113,2018_04_SFO_LAC,SFO,2018,2018-09-30,Sun,4,4,LAC,L 27-29,0,27,27,29,-2,56,10.5,10.5,covered,46.0,over,23,23,37,14,62.2,288,2,2,5.4,5.4,82.9,1,10,2.63,7.8,7.58,6.43,6.26,12.5,21,21,76,3.6,0,364,364,59,6.17,67,5.49,2,27:34,3:13,4,4,29,5,49,9,78,22,22,5,13,4,12,5,41.7,0,0,,25,25,39,64.1,242,3,1,8,1,96.3,27,27,126,4.7,0,368,368,1,21,21,6,14,1,14,4,28.6,1,1,100.0,3,3,2,0,4,3,0
1114,2018_03_TAM_PIT,TAM,2018,2018-09-24,Mon,3,3,PIT,L 27-30,1,27,27,30,-3,57,-1.0,-1.0,did not cover,55.0,over,30,30,50,20,60.0,392,3,3,6.0,6.0,81.3,3,19,5.66,7.8,7.40,6.34,5.98,13.1,,,,,,455,455,69,6.59,63,6.56,4,29:39,3:19,9,9,80,13,155,22,235,28,28,2,22,4,9,3,33.3,1,1,100.0,30,30,38,78.9,335,3,3,18,1,118.8,22,22,78,3.5,0,413,413,1,22,22,3,16,3,11,3,27.3,0,0,,4,4,4,3,2,1,0
1115,2018_03_BAL_DEN,BAL,2018,2018-09-23,Sun,3,3,DEN,W 27-14,1,27,27,14,13,41,-5.5,-5.5,covered,46.0,under,25,25,40,15,62.5,265,1,0,2.5,0.0,91.4,2,12,4.76,6.6,6.31,7.13,6.79,10.6,28,28,77,2.8,2,342,342,70,4.89,61,4.80,0,30:14,3:10,7,7,52,13,120,20,172,20,20,5,13,2,16,8,50.0,0,0,,22,22,34,64.7,173,0,3,19,1,65.0,24,24,120,5.0,2,293,293,1,18,18,8,8,2,14,6,42.9,1,0,0.0,2,2,2,2,0,0,0
1116,2018_03_NYG_HOU,NYG,2018,2018-09-23,Sun,3,3,HOU,W 27-22,0,27,27,22,5,49,6.5,6.5,covered,44.0,over,25,25,29,4,86.2,265,2,0,6.9,0.0,132.3,4,32,12.12,9.1,8.03,10.52,9.24,10.6,27,27,114,4.2,1,379,379,60,6.32,62,6.89,0,35:30,2:58,,,,,,,,21,21,4,16,1,13,7,53.8,0,0,,24,24,40,60.0,368,2,3,17,1,96.7,,,,,,427,427,2,21,21,2,18,1,12,5,41.7,2,2,100.0,2,2,1,1,3,3,0
1117,2018_03_SFO_KAN,SFO,2018,2018-09-23,Sun,3,3,KAN,L 27-38,0,27,27,38,-11,65,5.5,5.5,did not cover,53.0,over,20,20,30,10,66.7,228,2,0,6.7,0.0,114.7,4,23,11.76,7.6,6.71,8.93,7.88,11.4,29,29,178,6.1,1,406,406,63,6.44,68,5.65,0,29:59,3:16,14,14,147,6,48,20,195,26,26,11,12,3,9,2,22.2,2,2,100.0,24,24,38,63.2,307,3,2,7,0,114.7,28,28,77,2.8,2,384,384,0,31,31,9,15,7,11,7,63.6,1,1,100.0,5,5,5,5,1,1,0
1118,2018_03_BUF_MIN,BUF,2018,2018-09-23,Sun,3,3,MIN,W 27-6,0,27,27,6,21,33,16.5,16.5,covered,41.0,under,,,,,,,,,,,,,,,,,,,,38,38,128,3.4,2,292,292,63,4.63,65,4.49,0,35:45,3:06,12,12,84,6,59,18,143,16,16,7,6,3,13,4,30.8,1,1,100.0,40,40,55,72.7,278,1,4,18,1,82.2,,,,,,292,292,3,21,21,1,17,3,14,5,35.7,1,0,0.0,,,,,,,
1119,2018_02_TAM_PHI,TAM,2018,2018-09-16,Sun,2,2,PHI,W 27-21,1,27,27,21,6,48,3.0,3.0,covered,46.5,over,27,27,33,6,81.8,393,4,1,12.1,3.0,144.4,2,9,5.71,11.9,11.23,12.97,12.23,14.6,23,23,43,1.9,0,436,436,58,7.52,75,5.49,2,24:21,3:13,,,,,,,,18,18,1,17,0,10,4,40.0,0,0,,35,35,48,72.9,321,1,3,13,0,97.7,24,24,91,3.8,2,412,412,2,24,24,8,14,2,15,5,33.3,5,3,60.0,3,3,3,3,1,0,0
1120,2018_02_DET_SFO,DET,2018,2018-09-16,Sun,2,2,SFO,L 27-30,0,27,27,30,-3,57,6.0,6.0,covered,48.5,over,34,34,53,19,64.2,329,3,0,5.7,0.0,101.7,2,18,3.64,6.2,5.98,7.34,7.07,9.7,,,,,,427,427,73,5.85,60,5.77,1,30:26,3:20,10,10,105,9,86,19,191,25,25,5,17,3,16,7,43.8,1,0,0.0,18,18,26,69.2,156,2,6,50,0,110.4,28,28,190,6.8,1,346,346,0,23,23,6,13,4,11,3,27.3,0,0,,3,3,3,3,3,3,0
1121,2018_01_NWE_HOU,NWE,2018,2018-09-09,Sun,1,1,HOU,W 27-20,1,27,27,20,7,47,-6.0,-6.0,covered,49.5,under,26,26,39,13,66.7,267,3,1,7.7,2.6,102.2,2,10,4.88,6.8,6.51,7.23,6.88,10.3,31,31,122,3.9,0,389,389,72,5.40,71,4.58,3,31:10,3:12,6,6,36,6,44,12,80,23,23,5,16,2,14,4,28.6,1,1,100.0,17,17,34,50.0,158,1,3,18,1,60.7,34,34,167,4.9,1,325,325,2,21,21,10,8,3,11,2,18.2,1,0,0.0,2,2,2,2,2,2,0
1122,2018_01_MIA_TEN,MIA,2018,2018-09-09,Sun,1,1,TEN,W 27-20,1,27,27,20,7,47,1.0,1.0,covered,43.5,over,20,20,28,8,71.4,222,2,2,7.1,7.1,89.9,1,8,3.45,7.9,7.66,6.14,5.93,11.1,29,29,120,4.1,0,342,342,58,5.90,67,5.01,2,30:25,7:08,7,7,51,5,48,12,99,18,18,7,9,2,10,2,20.0,1,0,0.0,20,20,38,52.6,220,0,0,0,3,37.2,29,29,116,4.0,1,336,336,3,19,19,4,13,2,14,6,42.9,2,0,0.0,2,2,2,2,2,2,0
