,game_id,Team,Season,Date,Day,G#,Week,Opp,Result,home,Pts_points,Pts_points,PtsO_points,PtDif_points,PC_points,Spread_vegas,Spread_vegas,vs. Line_vegas,Over/Under_vegas,OU Result_vegas,Cmp_pass,Cmp_pass,Att_pass,Inc_pass,Cmp%_pass,Yds_pass,TD_pass,Int_pass,TD%_pass,Int%_pass,Rate_pass,Sk_pass,Yds_pass,Sk%_pass,Y/A_pass,NY/A_pass,AY/A_pass,ANY/A_pass,Y/C_pass,Att_rush,Att_rush,Yds_rush,Y/A_rush,TD_rush,Tot_total,Tot_total,Ply_total,Y/P_total,DPly_total,DY/P_total,TO_total,ToP_total,Time_total,Pen_penalty,Pen_penalty,Yds_penalty,OppPen_penalty,OppYds_penalty,CombPen_penalty,CombPenYds_penalty,1stD_downs,1stD_downs,Rsh_downs,Pass_downs,Pen_downs,3DAtt_downs,3DConv_downs,3D%_downs,4DAtt_downs,4DConv_downs,4D%_downs,Cmp_opp_passing,Cmp_opp_passing,Att_opp_passing,Cmp%_opp_passing,Yds_opp_passing,TD_opp_passing,Sk_opp_passing,Yds_opp_passing,Int_opp_passing,Rate_opp_passing,Att_opp_rushing,Att_opp_rushing,Yds_opp_rushing,Y/A_opp_rushing,TD_opp_rushing,Tot_opp_totals,Tot_opp_totals,TO_opp_totals,1stDOpp_opp_downs,1stDOpp_opp_downs,Rush_opp_downs,Pass_opp_downs,Pen_opp_downs,Opp3DAtt_opp_downs,Opp3DConv_opp_downs,Opp3D%_opp_downs,Opp4DAtt_opp_downs,Opp4DConv_opp_downs,Opp4D%_opp_downs,TD_opp_scoring,TD_opp_scoring,XPA_opp_scoring,XPM_opp_scoring,Att_opp_scoring,Md_opp_scoring,Sfty_opp_scoring
556,2021_18_LAC_LVR,LAC,2021,2022-01-09,Sun,17,18,LVR,L 32-35 (OT),0,32,32,35,-3,67,-3.0,-3.0,did not cover,49.0,over,34,34,64,30,53.1,355,3,1,4.7,1.6,80.4,3,28,4.48,5.5,5.30,5.78,5.52,10.4,21,21,85,4.0,1,440,440,88,5.00,74,4.68,2,31:19,3:52,10,10,108,4,38,14,146,27,27,5,20,2,18,4,22.2,7,6,85.7,21,21,37,56.8,172,2,3,18,0,86.8,34,34,174,5.1,1,346,346,0,24,24,9,10,5,17,8,47.1,1,1,100.0,3,3,2,2,5,5,0
557,2021_16_TAM_CAR,TAM,2021,2021-12-26,Sun,15,16,CAR,W 32-6,0,32,32,6,26,38,,,,,,18,18,31,13,58.1,232,1,0,3.2,0.0,92.4,0,0,0.00,7.5,7.48,8.13,8.13,12.9,31,31,159,5.1,2,391,391,62,6.31,67,4.07,0,33:24,3:09,6,6,50,6,32,12,82,21,21,8,12,1,14,7,50.0,0,0,,22,22,45,48.9,206,0,7,45,1,52.6,,,,,,273,273,1,16,16,4,10,2,18,7,38.9,2,0,0.0,,,,,,,
558,2021_11_CIN_LVR,CIN,2021,2021-11-21,Sun,10,11,LVR,W 32-13,0,32,32,13,19,45,-1.0,-1.0,covered,50.5,under,20,20,29,9,69.0,129,1,0,3.4,0.0,92.3,3,19,9.38,4.4,4.03,5.14,4.66,6.5,38,38,159,4.2,2,288,288,70,4.11,47,5.91,1,37:20,2:51,,,,,,,,23,23,10,10,3,16,8,50.0,0,0,,19,19,27,70.4,206,1,2,9,1,89.4,,,,,,278,278,2,,,,,,,,,,,,1,1,1,1,2,2,0
559,2021_01_PHI_ATL,PHI,2021,2021-09-12,Sun,1,1,ATL,W 32-6,0,32,32,6,26,38,3.5,3.5,covered,49.0,under,27,27,35,8,77.1,261,3,0,8.6,0.0,126.4,1,3,2.78,7.5,7.25,9.17,8.92,9.7,31,31,173,5.6,1,434,434,67,6.48,64,4.06,0,31:02,3:08,14,14,89,12,99,26,188,24,24,10,13,1,13,6,46.2,2,0,0.0,21,21,35,60.0,136,0,3,28,0,68.3,26,26,124,4.8,0,,,,19,19,7,8,4,14,3,21.4,3,1,33.3,,,,,,,
560,2020_17_LVR_DEN,LVR,2020,2021-01-03,Sun,16,17,DEN,W 32-31,0,32,32,31,1,63,-2.5,-2.5,did not cover,50.5,over,24,24,38,14,63.2,359,2,2,5.3,5.3,91.0,3,12,7.32,9.4,8.76,8.13,7.54,15.0,23,23,106,4.6,2,465,465,64,7.27,75,5.95,4,26:40,3:29,14,14,111,4,28,18,139,22,22,8,13,1,13,5,38.5,2,2,100.0,25,25,41,61.0,324,2,2,15,0,102.1,32,32,122,3.8,1,446,446,0,24,24,5,15,4,16,7,43.8,1,0,0.0,3,3,2,2,6,3,0
561,2020_15_KAN_NOR,KAN,2020,2020-12-20,Sun,14,15,NOR,W 32-29,0,32,32,29,3,61,-2.5,-2.5,covered,54.0,over,26,26,47,21,55.3,232,3,0,6.4,0.0,92.0,4,22,7.84,4.9,4.55,6.21,5.73,8.9,41,41,179,4.4,1,411,411,92,4.47,52,5.48,1,41:14,3:30,5,5,54,10,93,15,147,34,34,13,16,5,18,9,50.0,0,0,,,,,,,,,,,,,,,,,285,285,1,,,,,,,,,,,,4,4,3,3,0,0,1
562,2020_14_DEN_CAR,DEN,2020,2020-12-13,Sun,13,14,CAR,W 32-27,0,32,32,27,5,59,4.0,4.0,covered,46.5,over,21,21,27,6,77.8,269,4,0,14.8,0.0,149.5,1,11,3.57,10.0,9.61,12.93,12.46,12.8,30,30,96,3.2,0,365,365,58,6.29,65,5.69,1,29:32,3:03,,,,,,,,23,23,7,13,3,8,3,37.5,0,0,,30,30,40,75.0,245,0,4,38,0,90.1,21,21,125,6.0,3,370,370,0,22,22,8,13,1,14,6,42.9,1,0,0.0,3,3,3,3,2,2,0
563,2020_10_ARI_BUF,ARI,2020,2020-11-15,Sun,9,10,BUF,W 32-30,1,32,32,30,2,62,-3.0,-3.0,did not cover,56.0,over,22,22,32,10,68.8,236,1,1,3.1,3.1,88.7,3,9,8.57,7.4,6.74,6.59,6.03,10.7,35,35,217,6.2,2,453,453,70,6.47,68,5.43,2,29:40,3:25,7,7,40,9,69,16,109,26,26,14,11,1,13,5,38.5,1,1,100.0,33,33,50,66.0,296,3,0,0,2,85.1,,,,,,369,369,2,22,22,5,15,2,13,6,46.2,0,0,,3,3,3,3,3,3,0
564,2020_05_CLE_IND,CLE,2020,2020-10-11,Sun,5,5,IND,W 32-23,1,32,32,23,9,55,-1.0,-1.0,covered,48.5,over,22,22,38,16,57.9,261,2,2,5.3,5.3,75.0,1,4,2.56,6.9,6.69,5.55,5.41,11.9,33,33,124,3.8,0,385,385,72,5.35,52,5.92,2,34:45,3:05,,,,,,,,22,22,7,15,0,17,10,58.8,1,1,100.0,21,21,33,63.6,240,0,1,3,2,60.2,,,,,,308,308,2,,,,,,,,,,,,2,2,2,2,3,3,0
565,2020_05_KAN_LVR,KAN,2020,2020-10-11,Sun,5,5,LVR,L 32-40,1,32,32,40,-8,72,,,,,,22,22,43,21,51.2,333,2,1,4.7,2.3,83.5,3,7,6.52,7.7,7.24,7.63,7.13,15.1,20,20,80,4.0,2,413,413,66,6.26,67,7.31,1,24:42,3:27,10,10,94,8,59,18,153,21,21,3,15,3,14,6,42.9,2,1,50.0,22,22,31,71.0,346,3,1,1,1,126.5,35,35,144,4.1,2,490,490,1,22,22,8,12,2,14,7,50.0,2,2,100.0,5,5,5,4,2,2,0
566,2020_03_LAR_BUF,LAR,2020,2020-09-27,Sun,3,3,BUF,L 32-35,0,32,32,35,-3,67,1.5,1.5,did not cover,46.5,over,23,23,32,9,71.9,311,2,1,6.3,3.1,111.6,2,10,5.88,9.7,9.15,9.56,9.00,13.5,32,32,167,5.2,2,478,478,66,7.24,58,6.47,2,32:12,3:04,,,,,,,,28,28,13,15,0,10,6,60.0,1,0,0.0,24,24,33,72.7,274,4,4,37,1,124.2,21,21,101,4.8,1,375,375,2,23,23,8,14,1,10,5,50.0,1,1,100.0,5,5,5,5,0,0,0
567,2019_10_KAN_TEN,KAN,2019,2019-11-10,Sun,10,10,TEN,L 32-35,0,32,32,35,-3,67,-5.0,-5.0,did not cover,49.0,over,36,36,51,15,70.6,433,3,0,5.9,0.0,117.0,2,13,3.77,8.5,8.17,9.67,9.30,12.0,25,25,97,3.9,0,530,530,78,6.79,49,7.57,1,37:52,3:12,9,9,80,8,64,17,144,28,28,6,20,2,14,7,50.0,2,1,50.0,,,,,,,,,,,26,26,225,8.7,2,371,371,1,19,19,9,7,3,8,2,25.0,1,0,0.0,5,5,4,3,0,0,0
568,2019_06_SEA_CLE,SEA,2019,2019-10-13,Sun,6,6,CLE,W 32-28,0,32,32,28,4,60,1.0,1.0,covered,45.5,over,23,23,33,10,69.7,284,2,0,6.1,0.0,117.6,3,11,8.33,8.6,7.89,9.82,9.00,12.3,38,38,170,4.5,2,454,454,74,6.14,61,6.66,1,33:41,3:31,10,10,65,9,83,19,148,29,29,8,17,4,13,6,46.2,0,0,,22,22,37,59.5,249,1,0,0,3,54.9,24,24,157,6.5,3,406,406,4,21,21,7,12,2,8,3,37.5,3,2,66.7,4,4,3,2,0,0,0
569,2019_05_ATL_HOU,ATL,2019,2019-10-06,Sun,5,5,HOU,L 32-53,0,32,32,53,-21,85,4.0,4.0,did not cover,49.0,over,32,32,46,14,69.6,316,3,1,6.5,2.2,102.6,2,14,4.17,6.9,6.58,7.20,6.90,9.9,20,20,57,2.9,1,373,373,68,5.49,67,8.84,1,29:00,3:13,7,7,63,9,89,16,152,22,22,5,14,3,16,9,56.3,1,1,100.0,28,28,33,84.8,426,5,0,0,0,158.3,34,34,166,4.9,1,592,592,1,31,31,11,18,2,13,10,76.9,0,0,,7,7,7,5,2,2,0
570,2019_03_NYG_TAM,NYG,2019,2019-09-22,Sun,3,3,TAM,W 32-31,0,32,32,31,1,63,5.0,5.0,covered,48.0,over,23,23,36,13,63.9,312,2,0,5.6,0.0,112.7,5,24,12.20,8.7,7.61,9.78,8.59,13.6,,,,,,384,384,60,6.40,73,6.84,2,26:48,3:20,6,6,59,4,30,10,89,17,17,5,11,1,13,6,46.2,1,1,100.0,23,23,37,62.2,355,3,4,25,1,109.6,32,32,144,4.5,0,499,499,1,24,24,6,16,2,14,4,28.6,1,1,100.0,3,3,3,1,5,4,0
571,2019_01_PHI_WAS,PHI,2019,2019-09-08,Sun,1,1,WAS,W 32-27,1,32,32,27,5,59,,,,,,28,28,39,11,71.8,313,3,0,7.7,0.0,121.0,1,0,2.50,8.0,7.83,9.56,9.33,11.2,31,31,123,4.0,1,436,436,71,6.14,58,6.86,0,34:27,3:13,6,6,55,12,96,18,151,22,22,9,13,0,17,11,64.7,2,1,50.0,30,30,44,68.2,370,3,1,10,0,116.7,,,,,,398,398,0,,,,,,,,,,,,3,3,3,3,2,2,0
572,2018_17_SFO_LAR,SFO,2018,2018-12-30,Sun,16,17,LAR,L 32-48,0,32,32,48,-16,80,10.5,10.5,did not cover,49.5,over,23,23,33,10,69.7,264,3,3,9.1,9.1,88.2,3,18,8.33,8.0,7.33,5.73,5.25,11.5,22,22,127,5.8,1,391,391,58,6.74,71,5.31,4,28:10,3:15,5,5,41,6,57,11,98,22,22,5,13,4,11,3,27.3,1,1,100.0,17,17,29,58.6,222,4,0,0,0,122.4,42,42,155,3.7,1,377,377,0,28,28,12,13,3,16,10,62.5,1,0,0.0,6,6,6,6,2,2,0
573,2018_17_TAM_ATL,TAM,2018,2018-12-30,Sun,16,17,ATL,L 32-34,1,32,32,34,-2,66,2.5,2.5,covered,51.5,over,22,22,35,13,62.9,341,4,1,11.4,2.9,121.7,1,4,2.78,9.7,9.47,10.74,10.44,15.5,20,20,92,4.6,0,433,433,56,7.73,76,6.43,1,25:14,3:08,,,,,,,,22,22,4,16,2,10,4,40.0,0,0,,32,32,45,71.1,380,3,1,3,1,109.5,30,30,109,3.6,1,489,489,1,27,27,7,19,1,13,6,46.2,0,0,,4,4,4,4,2,2,0
574,2018_16_PHI_HOU,PHI,2018,2018-12-23,Sun,15,16,HOU,W 32-30,1,32,32,30,2,62,-1.0,-1.0,covered,46.5,over,35,35,50,15,70.0,462,4,1,8.0,2.0,118.0,1,9,1.96,9.2,9.06,9.94,9.75,13.2,22,22,57,2.6,0,519,519,73,7.11,63,5.89,3,33:45,3:17,11,11,105,10,61,21,166,25,25,4,18,3,16,9,56.3,4,4,100.0,29,29,40,72.5,309,2,4,30,0,111.4,,,,,,371,371,1,25,25,4,17,4,10,3,30.0,1,0,0.0,4,4,4,3,1,1,0
575,2018_07_DET_MIA,DET,2018,2018-10-21,Sun,6,7,MIA,W 32-21,0,32,32,21,11,53,-3.0,-3.0,covered,47.0,over,18,18,22,4,81.8,209,2,0,9.1,0.0,138.1,1,8,4.35,9.5,9.09,11.32,10.83,11.6,35,35,248,7.1,1,457,457,58,7.88,54,5.96,0,33:39,2:56,6,6,43,4,50,10,93,24,24,12,10,2,8,2,25.0,1,1,100.0,22,22,31,71.0,215,2,4,24,0,111.6,,,,,,322,322,0,19,19,4,12,3,11,6,54.5,0,0,,3,3,3,3,1,0,0
576,2017_13_LAR_ARI,LAR,2017,2017-12-03,Sun,12,13,ARI,W 32-16,0,32,32,16,16,48,,,,,,21,21,31,10,67.7,213,2,1,6.5,3.2,96.2,1,7,3.13,6.9,6.66,6.71,6.50,10.1,24,24,90,3.8,0,303,303,56,5.41,63,4.84,1,28:58,3:03,7,7,36,4,25,11,61,18,18,4,13,1,11,3,27.3,1,1,100.0,18,18,32,56.3,187,1,7,34,2,57.7,24,24,118,4.9,1,305,305,2,19,19,6,12,1,15,7,46.7,0,0,,2,2,2,1,2,1,0
577,2022_18_IND_HOU,IND,2022,2023-01-08,Sun,17,18,HOU,L 31-32,1,31,31,32,-1,63,-2.5,-2.5,did not cover,37.5,over,23,23,35,12,65.7,202,2,2,5.7,5.7,77.0,2,7,5.41,5.8,5.46,4.34,4.11,8.8,33,33,196,5.9,1,398,398,70,5.69,64,5.63,3,33:53,3:09,,,,,,,,25,25,9,13,3,13,4,30.8,3,2,66.7,24,24,40,60.0,301,3,1,10,2,87.6,23,23,59,2.6,0,360,360,3,18,18,3,15,0,14,5,35.7,2,2,100.0,4,4,3,3,1,1,0
578,2022_18_DEN_LAC,DEN,2022,2023-01-08,Sun,17,18,LAC,W 31-28,1,31,31,28,3,59,-3.0,-3.0,push,39.5,over,,,,,,,,,,,,,,,,,,,,36,36,205,5.7,1,471,471,62,7.60,67,5.25,2,31:03,3:03,,,,,,,,22,22,12,8,2,12,5,41.7,1,1,100.0,30,30,44,68.2,293,3,1,5,0,109.4,22,22,59,2.7,0,352,352,2,21,21,3,17,1,14,7,50.0,0,0,,3,3,2,2,2,2,0
579,2022_18_KAN_LVR,KAN,2022,2023-01-07,Sat,17,18,LVR,W 31-13,0,31,31,13,18,44,,,,,,18,18,26,8,69.2,181,1,0,3.8,0.0,105.0,2,21,7.14,7.0,6.46,7.73,7.18,10.1,28,28,168,6.0,3,349,349,56,6.23,67,4.16,0,25:47,2:50,5,5,43,6,47,11,90,21,21,11,9,1,9,5,55.6,0,0,,22,22,36,61.1,180,1,6,39,1,71.5,25,25,99,4.0,0,279,279,2,21,21,6,13,2,16,8,50.0,2,0,0.0,1,1,1,1,2,2,0
580,2022_17_JAX_HOU,JAX,2022,2023-01-01,Sun,16,17,HOU,W 31-3,0,31,31,3,28,34,-3.0,-3.0,covered,43.0,under,22,22,29,7,75.9,168,0,2,0.0,6.9,62.6,2,13,6.45,5.8,5.42,2.69,2.52,7.6,29,29,169,5.8,3,337,337,60,5.62,67,4.13,2,29:30,2:54,,,,,,,,20,20,7,10,3,12,4,33.3,0,0,,25,25,44,56.8,193,0,2,18,0,67.7,21,21,84,4.0,0,277,277,1,,,,,,,,,,,,,,,,,,
581,2022_17_LAC_LAR,LAC,2022,2023-01-01,Sun,16,17,LAR,W 31-10,1,31,31,10,21,41,-6.5,-6.5,covered,41.5,under,24,24,31,7,77.4,239,2,0,6.5,0.0,120.2,0,0,0.00,7.7,7.71,9.00,9.00,10.0,31,31,192,6.2,2,431,431,62,6.95,48,5.77,0,31:52,2:38,,,,,,,,22,22,10,12,0,13,8,61.5,0,0,,,,,,,,,,,,26,26,166,6.4,1,277,277,1,,,,,,,,,,,,1,1,1,1,1,1,0
582,2022_12_NYJ_CHI,NYJ,2022,2022-11-27,Sun,11,12,CHI,W 31-10,1,31,31,10,21,41,,,,,,22,22,29,7,75.9,308,3,0,10.3,0.0,145.0,1,7,3.33,10.6,10.27,12.69,12.27,14.0,32,32,158,4.9,1,466,466,62,7.52,56,5.21,0,32:05,2:48,,,,,,,,22,22,8,14,0,12,7,58.3,1,0,0.0,,,,,,,,,,,29,29,127,4.4,0,292,292,1,,,,,,,,,,,,1,1,1,1,1,1,0
583,2022_11_BUF_CLE,BUF,2022,2022-11-20,Sun,10,11,CLE,W 31-23,1,31,31,23,8,54,,,,,,18,18,27,9,66.7,186,1,0,3.7,0.0,100.4,2,11,6.90,6.9,6.41,7.63,7.10,10.3,33,33,171,5.2,1,357,357,62,5.76,68,5.82,0,28:38,3:15,8,8,89,6,42,14,131,22,22,12,9,1,11,3,27.3,0,0,,28,28,41,68.3,316,3,1,8,0,115.5,26,26,80,3.1,0,396,396,1,27,27,5,19,3,11,4,36.4,2,1,50.0,3,3,2,2,2,1,0
584,2022_11_DET_NYG,DET,2022,2022-11-20,Sun,10,11,NYG,W 31-18,0,31,31,18,13,49,3.0,3.0,covered,44.5,over,17,17,26,9,65.4,165,0,0,0.0,0.0,83.0,0,0,0.00,6.3,6.35,6.35,6.35,9.7,37,37,160,4.3,4,325,325,63,5.16,72,5.74,0,31:48,3:06,5,5,45,8,63,13,108,23,23,12,9,2,13,6,46.2,0,0,,27,27,44,61.4,324,1,2,17,2,72.5,26,26,89,3.4,2,413,413,3,25,25,7,17,1,13,5,38.5,3,2,66.7,3,3,2,0,0,0,0
585,2022_10_GNB_DAL,GNB,2022,2022-11-13,Sun,10,10,DAL,W 31-28 (OT),1,31,31,28,3,59,4.0,4.0,covered,44.5,over,,,,,,,,,,,,,,,,,,,,39,39,207,5.3,1,415,415,61,6.80,79,5.33,2,35:55,3:28,6,6,40,9,83,15,123,20,20,9,8,3,13,6,46.2,1,1,100.0,27,27,46,58.7,262,3,2,3,2,78.4,31,31,159,5.1,1,421,421,2,24,24,10,13,1,15,5,33.3,3,2,66.7,4,4,4,4,0,0,0
586,2022_10_DET_CHI,DET,2022,2022-11-13,Sun,9,10,CHI,W 31-30,0,31,31,30,1,61,2.5,2.5,covered,48.5,over,19,19,26,7,73.1,228,1,0,3.8,0.0,113.6,2,8,7.14,8.8,8.14,9.54,8.86,12.0,31,31,95,3.1,2,323,323,59,5.47,58,7.03,0,30:48,2:57,,,,,,,,25,25,9,12,4,11,5,45.5,1,1,100.0,,,,,,,,,,,35,35,258,7.4,2,408,408,1,19,19,12,6,1,11,6,54.5,1,0,0.0,4,4,4,3,1,1,0
587,2022_09_SEA_ARI,SEA,2022,2022-11-06,Sun,9,9,ARI,W 31-21,0,31,31,21,10,52,2.0,2.0,covered,49.0,over,26,26,34,8,76.5,263,2,1,5.9,2.9,106.9,2,12,5.56,7.7,7.31,7.59,7.17,10.1,34,34,158,4.6,2,421,421,70,6.01,61,4.30,1,34:31,3:04,6,6,34,12,77,18,111,27,27,10,14,3,15,10,66.7,1,0,0.0,25,25,35,71.4,140,2,5,35,0,97.3,21,21,122,5.8,0,,,,15,15,5,8,2,14,6,42.9,2,0,0.0,3,3,3,3,0,0,0
588,2022_08_MIA_DET,MIA,2022,2022-10-30,Sun,8,8,DET,W 31-27,0,31,31,27,4,58,-3.5,-3.5,covered,51.5,over,29,29,36,7,80.6,369,3,0,8.3,0.0,138.7,2,13,5.26,10.3,9.71,11.92,11.29,12.7,26,26,107,4.1,1,476,476,64,7.44,57,6.89,1,34:22,2:50,7,7,55,6,30,13,85,27,27,8,18,1,12,8,66.7,1,1,100.0,27,27,37,73.0,311,1,1,10,0,106.9,19,19,82,4.3,2,393,393,0,22,22,7,13,2,9,4,44.4,2,1,50.0,3,3,3,3,2,2,0
589,2022_08_SFO_LAR,SFO,2022,2022-10-30,Sun,8,8,LAR,W 31-14,0,31,31,14,17,45,2.5,2.5,covered,42.0,over,22,22,26,4,84.6,257,3,0,11.5,0.0,148.2,3,12,10.34,9.9,8.86,12.19,10.93,11.7,23,23,111,4.8,1,368,368,52,7.08,56,3.98,0,29:56,2:45,,,,,,,,22,22,8,12,2,9,5,55.6,0,0,,22,22,33,66.7,167,1,2,20,0,88.8,21,21,56,2.7,1,,,,16,16,3,11,2,13,8,61.5,0,0,,2,2,2,2,0,0,0
590,2022_04_TAM_KAN,TAM,2022,2022-10-02,Sun,4,4,KAN,L 31-41,1,31,31,41,-10,72,-1.0,-1.0,did not cover,46.0,over,39,39,52,13,75.0,373,3,0,5.8,0.0,114.7,1,12,1.89,7.2,7.04,8.33,8.17,9.6,,,,,,376,376,59,6.37,77,5.42,2,21:22,3:09,5,5,40,4,32,9,72,27,27,2,23,2,10,6,60.0,0,0,,23,23,37,62.2,228,3,3,21,1,95.3,37,37,189,5.1,2,417,417,1,27,27,8,17,2,17,12,70.6,1,0,0.0,5,5,5,5,2,2,0
591,2022_02_NYJ_CLE,NYJ,2022,2022-09-18,Sun,2,2,CLE,W 31-30,0,31,31,30,1,61,6.5,6.5,covered,39.5,over,27,27,45,18,60.0,309,4,0,8.9,0.0,111.7,2,15,4.26,6.9,6.57,8.64,8.28,11.4,20,20,93,4.7,0,402,402,67,6.00,65,6.23,1,27:46,3:09,8,8,57,5,38,13,95,20,20,3,16,1,15,8,53.3,1,1,100.0,22,22,27,81.5,221,1,1,8,1,97.7,37,37,184,5.0,3,405,405,1,29,29,12,15,2,12,8,66.7,0,0,,4,4,4,3,1,1,0
592,2022_02_LAR_ATL,LAR,2022,2022-09-18,Sun,2,2,ATL,W 31-27,1,31,31,27,4,58,,,,,,27,27,36,9,75.0,272,3,2,8.3,5.6,100.7,1,0,2.70,7.6,7.35,6.72,6.54,10.1,26,26,65,2.5,1,337,337,63,5.35,56,4.66,3,30:24,2:56,,,,,,,,24,24,6,16,2,10,6,60.0,1,0,0.0,17,17,26,65.4,171,2,3,25,2,77.6,27,27,90,3.3,0,,,,17,17,4,11,2,10,3,30.0,2,1,50.0,2,2,2,2,2,1,1
593,2022_01_BUF_LAR,BUF,2022,2022-09-08,Thu,1,1,LAR,W 31-10,0,31,31,10,21,41,-2.5,-2.5,covered,52.0,under,26,26,31,5,83.9,292,3,2,9.7,6.5,112.0,2,5,6.06,9.4,8.85,8.45,7.94,11.2,25,25,121,4.8,1,413,413,58,7.12,66,3.68,4,31:14,2:46,5,5,35,4,30,9,65,23,23,7,15,1,10,9,90.0,0,0,,29,29,41,70.7,191,1,7,49,3,58.1,,,,,,,,,19,19,3,14,2,13,6,46.2,3,2,66.7,1,1,1,1,1,1,0
594,2021_18_MIN_CHI,MIN,2021,2022-01-09,Sun,17,18,CHI,W 31-17,1,31,31,17,14,48,-4.0,-4.0,covered,44.5,over,,,,,,,,,,,,,,,,,,,,22,22,104,4.7,0,331,331,47,7.04,80,4.45,0,23:13,2:51,4,4,47,2,10,6,57,,,,,,,,,,,,33,33,48,68.8,266,1,7,59,2,72.0,25,25,90,3.6,0,356,356,2,24,24,5,17,2,15,5,33.3,6,1,16.7,1,1,0,0,3,3,0
595,2021_17_KAN_CIN,KAN,2021,2022-01-02,Sun,16,17,CIN,L 31-34,0,31,31,34,-3,65,-4.0,-4.0,did not cover,51.5,over,26,26,35,9,74.3,259,2,0,5.7,0.0,113.9,0,0,0.00,7.4,7.40,8.54,8.54,10.0,23,23,155,6.7,2,414,414,58,7.14,63,7.54,0,30:54,3:08,10,10,83,5,62,15,145,23,23,11,11,1,11,6,54.5,1,1,100.0,30,30,40,75.0,415,4,4,31,0,141.1,19,19,60,3.2,0,475,475,0,23,23,5,12,6,10,4,40.0,1,1,100.0,4,4,4,4,2,2,0
596,2021_15_GNB_BAL,GNB,2021,2021-12-19,Sun,14,15,BAL,W 31-30,0,31,31,30,1,61,,,,,,23,23,31,8,74.2,250,3,0,9.7,0.0,132.2,3,18,8.82,8.1,7.35,10.00,9.12,10.9,25,25,96,3.8,1,346,346,59,5.86,67,5.28,0,31:10,3:06,8,8,76,8,56,16,132,26,26,4,20,2,9,5,55.6,0,0,,28,28,40,70.0,211,2,1,4,0,99.1,26,26,143,5.5,2,354,354,0,24,24,10,12,2,13,7,53.8,4,2,50.0,4,4,3,3,1,1,0
597,2021_15_MIA_NYJ,MIA,2021,2021-12-19,Sun,14,15,NYJ,W 31-24,1,31,31,24,7,55,,,,,,16,16,27,11,59.3,196,2,2,7.4,7.4,75.5,1,0,3.57,7.3,7.00,5.41,5.21,12.3,42,42,183,4.4,2,379,379,70,5.41,54,4.22,3,34:22,3:09,5,5,45,3,32,8,77,23,23,12,10,1,12,5,41.7,3,2,66.7,,,,,,,,,,,24,24,102,4.3,2,,,,16,16,6,8,2,11,3,27.3,1,0,0.0,3,3,3,3,1,1,0
598,2021_15_SFO_ATL,SFO,2021,2021-12-19,Sun,14,15,ATL,W 31-13,1,31,31,13,18,44,,,,,,18,18,24,6,75.0,235,1,0,4.2,0.0,119.3,0,0,0.00,9.8,9.79,10.63,10.63,13.1,32,32,162,5.1,3,397,397,56,7.09,58,4.74,1,30:27,2:51,5,5,35,4,29,9,64,23,23,11,11,1,11,6,54.5,0,0,,19,19,32,59.4,213,1,3,23,0,89.7,23,23,62,2.7,0,275,275,1,,,,,,,,,,,,1,1,1,1,2,2,0
599,2021_15_BUF_CAR,BUF,2021,2021-12-19,Sun,14,15,CAR,W 31-14,1,31,31,14,17,45,,,,,,19,19,34,15,55.9,193,3,1,8.8,2.9,91.5,4,17,10.53,5.7,5.08,6.12,5.47,10.2,27,27,119,4.4,1,312,312,65,4.80,71,3.87,1,28:35,3:11,8,8,67,5,55,13,122,21,21,6,12,3,14,6,42.9,1,1,100.0,18,18,38,47.4,124,1,4,32,1,53.0,29,29,151,5.2,1,275,275,1,19,19,9,8,2,17,7,41.2,5,1,20.0,2,2,0,0,0,0,0
600,2021_13_IND_HOU,IND,2021,2021-12-05,Sun,13,13,HOU,W 31-0,0,31,31,0,31,31,,,,,,,,,,,,,,,,,,,,,,,,,48,48,238,5.0,3,389,389,71,5.48,50,2.82,1,41:35,2:55,5,5,25,4,25,9,50,26,26,18,8,0,13,7,53.8,1,1,100.0,,,,,,,,,,,19,19,84,4.4,0,,,,,,,,,,,,,,,,,,,,,
601,2021_12_IND_TAM,IND,2021,2021-11-28,Sun,12,12,TAM,L 31-38,1,31,31,38,-7,69,3.0,3.0,did not cover,53.5,over,27,27,44,17,61.4,285,3,2,6.8,4.5,86.0,3,21,6.38,6.5,6.06,5.80,5.43,10.6,20,20,107,5.4,1,392,392,67,5.85,63,5.70,5,30:01,3:19,6,6,66,4,44,10,110,24,24,8,15,1,11,5,45.5,2,2,100.0,25,25,34,73.5,217,1,2,9,1,87.5,27,27,142,5.3,4,359,359,2,28,28,13,11,4,8,2,25.0,0,0,,5,5,5,5,1,1,0
602,2021_12_BUF_NOR,BUF,2021,2021-11-25,Thu,11,12,NOR,W 31-6,0,31,31,6,25,37,,,,,,23,23,28,5,82.1,248,4,2,14.3,7.1,115.2,2,12,6.67,8.9,8.27,8.50,7.93,10.8,32,32,113,3.5,0,361,361,62,5.82,57,3.33,2,34:38,2:49,4,4,35,4,24,8,59,21,21,9,11,1,13,8,61.5,1,1,100.0,17,17,30,56.7,146,1,2,17,1,66.8,25,25,44,1.8,0,,,,,,,,,,,,,,,1,1,0,0,0,0,0
