Team,Date,1stDOpp,Day,G#,Week,,Opp,Result,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Season,game_id
MIN,2022-01-02,29,Sun,16,17,@,GNB,L 10-37,29,11,17,1,13,7,53.8,1,0,0.0,2021,2021_17_MIN_GNB
DET,2022-01-02,29,Sun,16,17,@,SEA,L 29-51,29,15,13,1,12,7,58.3,1,1,100.0,2021,2021_17_DET_SEA
SEA,2021-11-21,29,Sun,10,11,,ARI,L 13-23,29,6,21,2,14,7,50.0,1,1,100.0,2021,2021_11_SEA_ARI
LVR,2021-11-14,29,Sun,9,10,,KAN,L 14-41,29,5,23,1,15,9,60.0,3,3,100.0,2021,2021_10_LVR_KAN
NYG,2021-11-01,29,Mon,8,8,@,KAN,L 17-20,29,10,17,2,12,5,41.7,0,0,,2021,2021_08_NYG_KAN
WAS,2021-10-17,29,Sun,6,6,,KAN,L 13-31,29,7,21,1,17,11,64.7,2,1,50.0,2021,2021_06_WAS_KAN
BAL,2021-10-11,29,Mon,5,5,,IND,W 31-25 (OT),29,10,16,3,10,5,50.0,1,1,100.0,2021,2021_05_BAL_IND
BUF,2021-10-10,29,Sun,5,5,@,KAN,W 38-20,29,8,16,5,12,5,41.7,1,0,0.0,2021,2021_05_BUF_KAN
WAS,2021-09-26,29,Sun,3,3,@,BUF,L 21-43,29,8,20,1,15,9,60.0,1,0,0.0,2021,2021_03_WAS_BUF
KAN,2021-01-03,29,Sun,16,17,,LAC,L 21-38,29,10,16,3,7,3,42.9,1,0,0.0,2020,2020_17_KAN_LAC
DEN,2020-12-19,29,Sat,14,15,,BUF,L 19-48,29,6,19,4,13,9,69.2,1,0,0.0,2020,2020_15_DEN_BUF
BAL,2020-12-08,29,Tue,12,13,,DAL,W 34-17,29,8,20,1,15,6,40.0,4,3,75.0,2020,2020_13_BAL_DAL
JAX,2020-10-25,29,Sun,7,7,@,LAC,L 29-39,29,9,16,4,14,6,42.9,0,0,,2020,2020_07_JAX_LAC
LVR,2020-10-25,29,Sun,6,7,,TAM,L 20-45,29,5,22,2,12,7,58.3,1,1,100.0,2020,2020_07_LVR_TAM
DET,2020-10-04,29,Sun,4,4,,NOR,L 29-35,29,13,15,1,14,10,71.4,1,1,100.0,2020,2020_04_DET_NOR
BAL,2020-09-28,29,Mon,3,3,,KAN,L 20-34,29,5,22,2,13,10,76.9,2,0,0.0,2020,2020_03_BAL_KAN
NYG,2020-09-27,29,Sun,3,3,,SFO,L 9-36,29,7,19,3,12,8,66.7,0,0,,2020,2020_03_NYG_SFO
SEA,2020-09-20,29,Sun,2,2,,NWE,W 35-30,29,5,22,2,12,7,58.3,1,1,100.0,2020,2020_02_SEA_NWE
SFO,2020-09-13,29,Sun,1,1,,ARI,L 20-24,29,13,12,4,14,7,50.0,0,0,,2020,2020_01_SFO_ARI
MIA,2020-09-13,29,Sun,1,1,@,NWE,L 11-21,29,18,8,3,10,5,50.0,1,1,100.0,2020,2020_01_MIA_NWE
CIN,2019-12-22,29,Sun,15,16,@,MIA,L 35-38 (OT),29,5,21,3,16,6,37.5,0,0,,2019,2019_16_CIN_MIA
IND,2019-12-08,29,Sun,13,14,@,TAM,L 35-38,29,5,24,0,15,8,53.3,1,1,100.0,2019,2019_14_IND_TAM
HOU,2019-12-01,29,Sun,12,13,,NWE,W 28-22,29,9,16,4,17,9,52.9,2,1,50.0,2019,2019_13_HOU_NWE
SEA,2019-11-03,29,Sun,9,9,,TAM,W 40-34 (OT),29,7,19,3,14,6,42.9,1,1,100.0,2019,2019_09_SEA_TAM
OAK,2019-10-27,29,Sun,7,8,@,HOU,L 24-27,29,7,17,5,14,6,42.9,1,1,100.0,2019,2019_08_OAK_HOU
CLE,2019-10-13,29,Sun,6,6,,SEA,L 28-32,29,8,17,4,13,6,46.2,0,0,,2019,2019_06_CLE_SEA
DET,2019-09-29,29,Sun,4,4,,KAN,L 30-34,29,8,16,5,9,4,44.4,1,1,100.0,2019,2019_04_DET_KAN
KAN,2019-09-29,29,Sun,4,4,@,DET,W 34-30,29,8,17,4,13,5,38.5,0,0,,2019,2019_04_KAN_DET
KAN,2019-09-22,29,Sun,3,3,,BAL,W 33-28,29,15,14,0,13,5,38.5,4,3,75.0,2019,2019_03_KAN_BAL
ATL,2019-09-22,29,Sun,3,3,@,IND,L 24-27,29,7,15,7,8,5,62.5,0,0,,2019,2019_03_ATL_IND
ATL,2018-12-23,29,Sun,15,16,@,CAR,W 24-10,29,8,19,2,14,7,50.0,2,0,0.0,2018,2018_16_ATL_CAR
KAN,2018-11-19,29,Mon,11,11,@,LAR,L 51-54,29,4,21,4,14,5,35.7,1,1,100.0,2018,2018_11_KAN_LAR
WAS,2018-11-11,29,Sun,9,10,@,TAM,W 16-3,29,6,22,1,10,6,60.0,0,0,,2018,2018_10_WAS_TAM
LAR,2018-11-11,29,Sun,10,10,,SEA,W 36-31,29,15,9,5,9,2,22.2,1,0,0.0,2018,2018_10_LAR_SEA
CIN,2018-10-28,29,Sun,8,8,,TAM,W 37-34,29,7,20,2,18,10,55.6,2,2,100.0,2018,2018_08_CIN_TAM
NWE,2018-10-21,29,Sun,7,7,@,CHI,W 38-31,29,7,18,4,16,8,50.0,1,1,100.0,2018,2018_07_NWE_CHI
KAN,2018-10-07,29,Sun,5,5,,JAX,W 30-14,29,6,20,3,16,7,43.8,5,3,60.0,2018,2018_05_KAN_JAX
GNB,2017-12-17,29,Sun,14,15,@,CAR,L 24-31,29,11,15,3,12,6,50.0,0,0,,2017,2017_15_GNB_CAR
LAR,2017-12-10,29,Sun,13,14,,PHI,L 35-43,29,5,18,6,20,8,40.0,2,2,100.0,2017,2017_14_LAR_PHI
CIN,2017-12-10,29,Sun,13,14,,CHI,L 7-33,29,13,14,2,11,4,36.4,2,1,50.0,2017,2017_14_CIN_CHI
HOU,2017-10-08,29,Sun,5,5,,KAN,L 34-42,29,5,21,3,16,9,56.3,0,0,,2017,2017_05_HOU_KAN
WAS,2017-10-02,29,Mon,4,4,@,KAN,L 20-29,29,7,17,5,13,8,61.5,0,0,,2017,2017_04_WAS_KAN
NOR,2017-09-17,29,Sun,2,2,,NWE,L 20-36,29,8,19,2,12,6,50.0,0,0,,2017,2017_02_NOR_NWE
CHI,2023-01-08,28,Sun,17,18,,MIN,L 13-29,28,12,15,1,11,6,54.5,0,0,,2022,2022_18_CHI_MIN
NWE,2022-12-24,28,Sat,15,16,,CIN,L 18-22,28,6,18,4,16,8,50.0,1,1,100.0,2022,2022_16_NWE_CIN
DET,2022-11-24,28,Thu,11,12,,BUF,L 25-28,28,10,16,2,12,7,58.3,0,0,,2022,2022_12_DET_BUF
NOR,2022-11-13,28,Sun,10,10,@,PIT,L 10-20,28,13,9,6,17,9,52.9,1,1,100.0,2022,2022_10_NOR_PIT
LVR,2022-09-18,28,Sun,2,2,,ARI,L 23-29 (OT),28,11,13,4,13,3,23.1,5,3,60.0,2022,2022_02_LVR_ARI
DEN,2022-01-08,28,Sat,17,18,,KAN,L 24-28,28,6,19,3,14,8,57.1,1,1,100.0,2021,2021_18_DEN_KAN
ATL,2022-01-02,28,Sun,16,17,@,BUF,L 15-29,28,19,8,1,12,7,58.3,1,1,100.0,2021,2021_17_ATL_BUF
WAS,2021-12-26,28,Sun,15,16,@,DAL,L 14-56,28,7,20,1,15,10,66.7,1,1,100.0,2021,2021_16_WAS_DAL
NWE,2021-12-26,28,Sun,15,16,,BUF,L 21-33,28,8,20,0,12,6,50.0,4,3,75.0,2021,2021_16_NWE_BUF
GNB,2021-12-25,28,Sat,15,16,,CLE,W 24-22,28,12,15,1,12,7,58.3,1,1,100.0,2021,2021_16_GNB_CLE
KAN,2021-12-16,28,Thu,14,15,@,LAC,W 34-28 (OT),28,14,13,1,13,6,46.2,5,2,40.0,2021,2021_15_KAN_LAC
IND,2021-11-28,28,Sun,12,12,,TAM,L 31-38,28,13,11,4,8,2,25.0,0,0,,2021,2021_12_IND_TAM
DAL,2021-11-25,28,Thu,11,12,,LVR,L 33-36 (OT),28,7,14,7,13,3,23.1,0,0,,2021,2021_12_DAL_LVR
NYG,2021-11-22,28,Mon,10,11,@,TAM,L 10-30,28,10,17,1,13,6,46.2,1,1,100.0,2021,2021_11_NYG_TAM
BUF,2021-11-21,28,Sun,10,11,,IND,L 15-41,28,18,6,4,12,8,66.7,1,0,0.0,2021,2021_11_BUF_IND
PHI,2021-11-07,28,Sun,9,9,,LAC,L 24-27,28,9,17,2,10,5,50.0,4,2,50.0,2021,2021_09_PHI_LAC
NYJ,2021-11-04,28,Thu,8,9,@,IND,L 30-45,28,9,17,2,10,5,50.0,2,1,50.0,2021,2021_09_NYJ_IND
CHI,2021-10-24,28,Sun,7,7,@,TAM,L 3-38,28,12,13,3,12,4,33.3,2,1,50.0,2021,2021_07_CHI_TAM
TEN,2021-10-18,28,Mon,6,6,,BUF,W 34-31,28,3,22,3,13,7,53.8,1,0,0.0,2021,2021_06_TEN_BUF
NYJ,2021-10-10,28,Sun,5,5,@,ATL,L 20-27,28,5,19,4,14,9,64.3,1,1,100.0,2021,2021_05_NYJ_ATL
SEA,2021-09-26,28,Sun,3,3,@,MIN,L 17-30,28,7,20,1,14,9,64.3,0,0,,2021,2021_03_SEA_MIN
MIA,2021-09-26,28,Sun,3,3,@,LVR,L 28-31 (OT),28,7,18,3,15,8,53.3,1,0,0.0,2021,2021_03_MIA_LVR
HOU,2021-09-23,28,Thu,3,3,,CAR,L 9-24,28,10,15,3,11,5,45.5,1,0,0.0,2021,2021_03_HOU_CAR
NOR,2021-09-19,28,Sun,2,2,@,CAR,L 7-26,28,4,18,6,15,8,53.3,0,0,,2021,2021_02_NOR_CAR
HOU,2021-01-03,28,Sun,16,17,,TEN,L 38-41,28,17,10,1,10,7,70.0,1,0,0.0,2020,2020_17_HOU_TEN
ATL,2021-01-03,28,Sun,16,17,@,TAM,L 27-44,28,5,20,3,11,6,54.5,0,0,,2020,2020_17_ATL_TAM
JAX,2020-12-27,28,Sun,15,16,,CHI,L 17-41,28,8,18,2,12,6,50.0,2,2,100.0,2020,2020_16_JAX_CHI
DAL,2020-12-20,28,Sun,14,15,,SFO,W 41-33,28,9,15,4,15,6,40.0,1,1,100.0,2020,2020_15_DAL_SFO
DET,2020-12-20,28,Sun,14,15,@,TEN,L 25-46,28,10,17,1,11,9,81.8,0,0,,2020,2020_15_DET_TEN
NYJ,2020-12-13,28,Sun,13,14,@,SEA,L 3-40,28,7,18,3,11,6,54.5,0,0,,2020,2020_14_NYJ_SEA
IND,2020-11-29,28,Sun,11,12,,TEN,L 26-45,28,16,9,3,12,5,41.7,1,1,100.0,2020,2020_12_IND_TEN
CHI,2020-11-29,28,Sun,11,12,@,GNB,L 25-41,28,14,13,1,11,6,54.5,3,3,100.0,2020,2020_12_CHI_GNB
HOU,2020-11-26,28,Thu,11,12,@,DET,W 41-25,28,8,17,3,13,6,46.2,3,1,33.3,2020,2020_12_HOU_DET
NYJ,2020-11-22,28,Sun,10,11,@,LAC,L 28-34,28,5,18,5,15,9,60.0,1,0,0.0,2020,2020_11_NYJ_LAC
DEN,2020-11-01,28,Sun,7,8,,LAC,W 31-30,28,10,15,3,16,7,43.8,1,0,0.0,2020,2020_08_DEN_LAC
CAR,2020-10-29,28,Thu,8,8,,ATL,L 17-25,28,10,14,4,9,3,33.3,0,0,,2020,2020_08_CAR_ATL
NYJ,2020-10-11,28,Sun,5,5,,ARI,L 10-30,28,9,17,2,12,5,41.7,1,1,100.0,2020,2020_05_NYJ_ARI
NYG,2020-10-11,28,Sun,5,5,@,DAL,L 34-37,28,9,15,4,9,5,55.6,0,0,,2020,2020_05_NYG_DAL
JAX,2020-10-04,28,Sun,4,4,@,CIN,L 25-33,28,12,15,1,11,4,36.4,1,1,100.0,2020,2020_04_JAX_CIN
LAC,2020-10-04,28,Sun,4,4,@,TAM,L 31-38,28,6,20,2,11,5,45.5,0,0,,2020,2020_04_LAC_TAM
DET,2020-09-27,28,Sun,3,3,@,ARI,W 26-23,28,10,16,2,10,4,40.0,1,1,100.0,2020,2020_03_DET_ARI
BUF,2020-09-27,28,Sun,3,3,,LAR,W 35-32,28,13,15,0,10,6,60.0,1,0,0.0,2020,2020_03_BUF_LAR
NOR,2020-09-21,28,Mon,2,2,@,LVR,L 24-34,28,5,18,5,17,10,58.8,2,2,100.0,2020,2020_02_NOR_LVR
BUF,2020-09-20,28,Sun,2,2,@,MIA,W 31-28,28,6,20,2,12,5,41.7,1,0,0.0,2020,2020_02_BUF_MIA
KAN,2020-09-20,28,Sun,2,2,@,LAC,W 23-20 (OT),28,13,14,1,13,6,46.2,2,1,50.0,2020,2020_02_KAN_LAC
SEA,2020-09-13,28,Sun,1,1,@,ATL,W 38-25,28,4,23,1,14,7,50.0,4,0,0.0,2020,2020_01_SEA_ATL
HOU,2020-09-10,28,Thu,1,1,@,KAN,L 20-34,28,9,16,3,13,7,53.8,1,1,100.0,2020,2020_01_HOU_KAN
TAM,2019-12-29,28,Sun,16,17,,ATL,L 22-28 (OT),28,6,20,2,18,7,38.9,3,1,33.3,2019,2019_17_TAM_ATL
JAX,2019-12-22,28,Sun,15,16,@,ATL,L 12-24,28,8,20,0,13,7,53.8,0,0,,2019,2019_16_JAX_ATL
WAS,2019-12-22,28,Sun,15,16,,NYG,L 35-41 (OT),28,8,16,4,14,8,57.1,0,0,,2019,2019_16_WAS_NYG
SEA,2019-12-15,28,Sun,14,15,@,CAR,W 30-24,28,10,18,0,11,5,45.5,0,0,,2019,2019_15_SEA_CAR
SFO,2019-12-08,28,Sun,13,14,@,NOR,W 48-46,28,9,17,2,11,5,45.5,3,2,66.7,2019,2019_14_SFO_NOR
TEN,2019-11-10,28,Sun,10,10,,KAN,W 35-32,28,6,20,2,14,7,50.0,2,1,50.0,2019,2019_10_TEN_KAN
ARI,2019-10-27,28,Sun,8,8,@,NOR,L 9-31,28,8,20,0,12,7,58.3,0,0,,2019,2019_08_ARI_NOR
CAR,2019-10-06,28,Sun,5,5,,JAX,W 34-27,28,8,18,2,13,6,46.2,0,0,,2019,2019_05_CAR_JAX
MIA,2019-09-22,28,Sun,3,3,@,DAL,L 6-31,28,15,12,1,10,5,50.0,0,0,,2019,2019_03_MIA_DAL
SFO,2018-12-30,28,Sun,16,17,@,LAR,L 32-48,28,12,13,3,16,10,62.5,1,0,0.0,2018,2018_17_SFO_LAR
MIA,2018-12-09,28,Sun,13,14,,NWE,W 34-33,28,3,21,4,16,9,56.3,0,0,,2018,2018_14_MIA_NWE
WAS,2018-12-03,28,Mon,12,13,@,PHI,L 13-28,28,8,18,2,13,7,53.8,1,0,0.0,2018,2018_13_WAS_PHI
KAN,2018-12-02,28,Sun,12,13,@,OAK,W 40-33,28,10,16,2,12,9,75.0,0,0,,2018,2018_13_KAN_OAK
PHI,2018-11-18,28,Sun,10,11,@,NOR,L 7-48,28,6,21,1,11,6,54.5,1,1,100.0,2018,2018_11_PHI_NOR
GNB,2018-11-04,28,Sun,8,9,@,NWE,L 17-31,28,11,13,4,11,4,36.4,1,0,0.0,2018,2018_09_GNB_NWE
OAK,2018-10-28,28,Sun,7,8,,IND,L 28-42,28,11,13,4,13,9,69.2,0,0,,2018,2018_08_OAK_IND
HOU,2018-09-30,28,Sun,4,4,@,IND,W 37-34 (OT),28,3,23,2,17,10,58.8,1,0,0.0,2018,2018_04_HOU_IND
TAM,2018-09-30,28,Sun,4,4,@,CHI,L 10-48,28,10,15,3,8,4,50.0,0,0,,2018,2018_04_TAM_CHI
PIT,2018-09-24,28,Mon,3,3,@,TAM,W 30-27,28,2,22,4,9,3,33.3,1,1,100.0,2018,2018_03_PIT_TAM
CIN,2018-09-13,28,Thu,2,2,,BAL,W 34-23,28,5,20,3,16,7,43.8,4,2,50.0,2018,2018_02_CIN_BAL
NYJ,2017-12-31,28,Sun,16,17,@,NWE,L 6-26,28,10,12,6,15,4,26.7,1,1,100.0,2017,2017_17_NYJ_NWE
NOR,2017-12-31,28,Sun,16,17,@,TAM,L 24-31,28,7,19,2,18,13,72.2,1,1,100.0,2017,2017_17_NOR_TAM
DET,2017-12-24,28,Sun,15,16,@,CIN,L 17-26,28,8,16,4,14,7,50.0,0,0,,2017,2017_16_DET_CIN
BUF,2017-12-24,28,Sun,15,16,@,NWE,L 16-37,28,13,13,2,11,5,45.5,1,1,100.0,2017,2017_16_BUF_NWE
DET,2017-12-10,28,Sun,13,14,@,TAM,W 24-21,28,8,19,1,8,4,50.0,0,0,,2017,2017_14_DET_TAM
GNB,2017-11-26,28,Sun,11,12,@,PIT,L 28-31,28,6,21,1,13,8,61.5,1,1,100.0,2017,2017_12_GNB_PIT
DET,2017-11-23,28,Thu,11,12,,MIN,L 23-30,28,11,14,3,13,6,46.2,0,0,,2017,2017_12_DET_MIN
BUF,2017-11-19,28,Sun,10,11,@,LAC,L 24-54,28,8,20,0,14,7,50.0,0,0,,2017,2017_11_BUF_LAC
DEN,2017-11-12,28,Sun,9,10,,NWE,L 16-41,28,6,18,4,11,4,36.4,3,1,33.3,2017,2017_10_DEN_NWE
ARI,2017-10-22,28,Sun,7,7,@,LAR,L 0-33,28,11,14,3,19,13,68.4,0,0,,2017,2017_07_ARI_LAR
NWE,2017-10-01,28,Sun,4,4,,CAR,L 30-33,28,7,18,3,9,6,66.7,0,0,,2017,2017_04_NWE_CAR
LVR,2023-01-01,27,Sun,16,17,,SFO,L 34-37 (OT),27,10,15,2,8,4,50.0,0,0,,2022,2022_17_LVR_SFO
LAR,2022-12-19,27,Mon,14,15,@,GNB,L 12-24,27,9,15,3,9,4,44.4,2,2,100.0,2022,2022_15_LAR_GNB
NYG,2022-12-11,27,Sun,13,14,,PHI,L 22-48,27,15,10,2,11,6,54.5,1,1,100.0,2022,2022_14_NYG_PHI
SEA,2022-11-27,27,Sun,11,12,,LVR,L 34-40 (OT),27,13,14,0,14,8,57.1,2,1,50.0,2022,2022_12_SEA_LVR
BUF,2022-11-20,27,Sun,10,11,,CLE,W 31-23,27,5,19,3,11,4,36.4,2,1,50.0,2022,2022_11_BUF_CLE
ARI,2022-11-06,27,Sun,9,9,,SEA,L 21-31,27,10,14,3,15,10,66.7,1,0,0.0,2022,2022_09_ARI_SEA
DET,2022-10-30,27,Sun,7,8,,MIA,L 27-31,27,8,18,1,12,8,66.7,1,1,100.0,2022,2022_08_DET_MIA
TAM,2022-10-27,27,Thu,8,8,,BAL,L 22-27,27,11,15,1,13,6,46.2,1,0,0.0,2022,2022_08_TAM_BAL
JAX,2022-10-23,27,Sun,7,7,,NYG,L 17-23,27,13,11,3,12,6,50.0,1,0,0.0,2022,2022_07_JAX_NYG
NYG,2022-10-23,27,Sun,7,7,@,JAX,W 23-17,27,7,15,5,13,6,46.2,4,2,50.0,2022,2022_07_NYG_JAX
LAC,2022-10-09,27,Sun,5,5,@,CLE,W 30-28,27,11,15,1,10,4,40.0,1,0,0.0,2022,2022_05_LAC_CLE
KAN,2022-10-02,27,Sun,4,4,@,TAM,W 41-31,27,2,23,2,10,6,60.0,0,0,,2022,2022_04_KAN_TAM
TAM,2022-10-02,27,Sun,4,4,,KAN,L 31-41,27,8,17,2,17,12,70.6,1,0,0.0,2022,2022_04_TAM_KAN
DET,2022-10-02,27,Sun,4,4,,SEA,L 45-48,27,12,14,1,12,9,75.0,0,0,,2022,2022_04_DET_SEA
SEA,2022-10-02,27,Sun,4,4,@,DET,W 48-45,27,6,19,2,10,4,40.0,3,3,100.0,2022,2022_04_SEA_DET
BAL,2022-09-18,27,Sun,2,2,,MIA,L 38-42,27,5,22,0,11,7,63.6,2,2,100.0,2022,2022_02_BAL_MIA
DET,2022-09-11,27,Sun,1,1,,PHI,L 35-38,27,13,12,2,17,10,58.8,3,2,66.7,2022,2022_01_DET_PHI
LVR,2022-01-09,27,Sun,17,18,,LAC,W 35-32 (OT),27,5,20,2,18,4,22.2,7,6,85.7,2021,2021_18_LVR_LAC
NYJ,2021-12-26,27,Sun,15,16,,JAX,W 26-21,27,8,16,3,13,6,46.2,3,2,66.7,2021,2021_16_NYJ_JAX
CHI,2021-12-12,27,Sun,13,14,@,GNB,L 30-45,27,7,19,1,10,4,40.0,1,1,100.0,2021,2021_14_CHI_GNB
TAM,2021-12-12,27,Sun,13,14,,BUF,W 33-27 (OT),27,10,16,1,13,2,15.4,3,2,66.7,2021,2021_14_TAM_BUF
SEA,2021-11-29,27,Mon,11,12,@,WAS,L 15-17,27,10,13,4,13,5,38.5,2,1,50.0,2021,2021_12_SEA_WAS
DET,2021-10-31,27,Sun,8,8,,PHI,L 6-44,27,19,6,2,10,5,50.0,0,0,,2021,2021_08_DET_PHI
ATL,2021-10-24,27,Sun,6,7,@,MIA,W 30-28,27,9,17,1,11,7,63.6,0,0,,2021,2021_07_ATL_MIA
LAC,2021-10-17,27,Sun,6,6,@,BAL,L 6-34,27,14,12,1,11,6,54.5,0,0,,2021,2021_06_LAC_BAL
PHI,2021-10-14,27,Thu,6,6,,TAM,L 22-28,27,8,17,2,13,7,53.8,1,0,0.0,2021,2021_06_PHI_TAM
CLE,2021-10-10,27,Sun,5,5,@,LAC,L 42-47,27,9,14,4,13,6,46.2,3,3,100.0,2021,2021_05_CLE_LAC
LAR,2021-10-03,27,Sun,4,4,,ARI,L 20-37,27,15,11,1,13,8,61.5,0,0,,2021,2021_04_LAR_ARI
PHI,2021-09-27,27,Mon,3,3,@,DAL,L 21-41,27,9,14,4,12,6,50.0,2,1,50.0,2021,2021_03_PHI_DAL
LAR,2021-09-26,27,Sun,3,3,,TAM,W 34-24,27,3,24,0,13,6,46.2,2,1,50.0,2021,2021_03_LAR_TAM
WAS,2021-09-12,27,Sun,1,1,,LAC,L 16-20,27,6,20,1,19,14,73.7,0,0,,2021,2021_01_WAS_LAC
BUF,2021-01-03,27,Sun,16,17,,MIA,W 56-26,27,5,20,2,14,3,21.4,2,1,50.0,2020,2020_17_BUF_MIA
TEN,2020-12-27,27,Sun,15,16,@,GNB,L 14-40,27,12,14,1,8,4,50.0,2,1,50.0,2020,2020_16_TEN_GNB
HOU,2020-12-27,27,Sun,15,16,,CIN,L 31-37,27,7,18,2,13,6,46.2,2,1,50.0,2020,2020_16_HOU_CIN
ATL,2020-12-20,27,Sun,14,15,,TAM,L 27-31,27,6,19,2,10,4,40.0,0,0,,2020,2020_15_ATL_TAM
TEN,2020-12-20,27,Sun,14,15,,DET,W 46-25,27,8,18,1,12,7,58.3,1,0,0.0,2020,2020_15_TEN_DET
LAC,2020-12-17,27,Thu,14,15,@,LVR,W 30-27 (OT),27,13,13,1,13,5,38.5,4,4,100.0,2020,2020_15_LAC_LVR
LVR,2020-12-17,27,Thu,14,15,,LAC,L 27-30 (OT),27,6,16,5,12,7,58.3,0,0,,2020,2020_15_LVR_LAC
KAN,2020-12-13,27,Sun,13,14,@,MIA,W 33-27,27,5,18,4,15,7,46.7,0,0,,2020,2020_14_KAN_MIA
GNB,2020-12-13,27,Sun,13,14,@,DET,W 31-24,27,5,17,5,10,5,50.0,0,0,,2020,2020_14_GNB_DET
TAM,2020-12-13,27,Sun,13,14,,MIN,W 26-14,27,11,14,2,15,5,33.3,5,4,80.0,2020,2020_14_TAM_MIN
TEN,2020-11-29,27,Sun,11,12,@,IND,W 45-26,27,6,17,4,13,5,38.5,2,1,50.0,2020,2020_12_TEN_IND
SEA,2020-11-08,27,Sun,8,9,@,BUF,L 34-44,27,5,19,3,12,5,41.7,0,0,,2020,2020_09_SEA_BUF
TAM,2020-11-08,27,Sun,9,9,,NOR,L 3-38,27,11,15,1,14,9,64.3,2,1,50.0,2020,2020_09_TAM_NOR
CIN,2020-11-01,27,Sun,8,8,,TEN,W 31-20,27,12,13,2,9,5,55.6,1,1,100.0,2020,2020_08_CIN_TEN
TEN,2020-11-01,27,Sun,7,8,@,CIN,L 20-31,27,7,16,4,15,10,66.7,1,1,100.0,2020,2020_08_TEN_CIN
SFO,2020-11-01,27,Sun,8,8,@,SEA,L 27-37,27,7,16,4,15,9,60.0,0,0,,2020,2020_08_SFO_SEA
NYG,2020-10-22,27,Thu,7,7,@,PHI,L 21-22,27,8,16,3,13,4,30.8,2,1,50.0,2020,2020_07_NYG_PHI
BUF,2020-10-19,27,Mon,6,6,,KAN,L 17-26,27,15,10,2,14,9,64.3,1,1,100.0,2020,2020_06_BUF_KAN
ARI,2020-10-19,27,Mon,6,6,@,DAL,W 38-10,27,8,15,4,15,6,40.0,3,3,100.0,2020,2020_06_ARI_DAL
CIN,2020-09-27,27,Sun,3,3,@,PHI,T 23-23 (OT),27,12,11,4,21,10,47.6,0,0,,2020,2020_03_CIN_PHI
SEA,2020-09-27,27,Sun,3,3,,DAL,W 38-31,27,5,20,2,15,7,46.7,2,2,100.0,2020,2020_03_SEA_DAL
JAX,2020-09-13,27,Sun,1,1,,IND,W 27-20,27,5,17,5,12,4,33.3,3,1,33.3,2020,2020_01_JAX_IND
SFO,2019-12-29,27,Sun,16,17,@,SEA,W 26-21,27,6,17,4,14,8,57.1,3,1,33.3,2019,2019_17_SFO_SEA
IND,2019-12-16,27,Mon,14,15,@,NOR,L 7-34,27,7,18,2,9,5,55.6,0,0,,2019,2019_15_IND_NOR
DEN,2019-12-15,27,Sun,14,15,@,KAN,L 3-23,27,7,17,3,11,6,54.5,0,0,,2019,2019_15_DEN_KAN
WAS,2019-12-15,27,Sun,14,15,,PHI,L 27-37,27,9,15,3,16,11,68.8,0,0,,2019,2019_15_WAS_PHI
JAX,2019-12-15,27,Sun,14,15,@,OAK,W 20-16,27,8,15,4,11,4,36.4,0,0,,2019,2019_15_JAX_OAK
NYG,2019-12-09,27,Mon,13,14,@,PHI,L 17-23 (OT),27,9,16,2,21,9,42.9,2,1,50.0,2019,2019_14_NYG_PHI
JAX,2019-12-08,27,Sun,13,14,,LAC,L 10-45,27,13,11,3,8,6,75.0,0,0,,2019,2019_14_JAX_LAC
CLE,2019-12-08,27,Sun,13,14,,CIN,W 27-19,27,12,14,1,12,3,25.0,2,1,50.0,2019,2019_14_CLE_CIN
ATL,2019-12-08,27,Sun,13,14,,CAR,W 40-20,27,8,18,1,10,3,30.0,0,0,,2019,2019_14_ATL_CAR
ARI,2019-12-01,27,Sun,12,13,,LAR,L 7-34,27,6,20,1,15,8,53.3,1,0,0.0,2019,2019_13_ARI_LAR
NOR,2019-11-28,27,Thu,12,13,@,ATL,W 26-18,27,4,18,5,16,6,37.5,4,2,50.0,2019,2019_13_NOR_ATL
DAL,2019-11-10,27,Sun,9,10,,MIN,L 24-28,27,9,15,3,14,8,57.1,1,1,100.0,2019,2019_10_DAL_MIN
NYG,2019-10-10,27,Thu,6,6,@,NWE,L 14-35,27,8,17,2,13,6,46.2,2,0,0.0,2019,2019_06_NYG_NWE
LAR,2019-09-29,27,Sun,4,4,,TAM,L 40-55,27,3,22,2,13,8,61.5,0,0,,2019,2019_04_LAR_TAM
BAL,2019-09-22,27,Sun,3,3,@,KAN,L 28-33,27,9,14,4,9,5,55.6,1,0,0.0,2019,2019_03_BAL_KAN
MIA,2019-09-15,27,Sun,2,2,,NWE,L 0-43,27,11,13,3,11,6,54.5,0,0,,2019,2019_02_MIA_NWE
CHI,2019-09-15,27,Sun,2,2,@,DEN,W 16-14,27,5,19,3,14,3,21.4,3,3,100.0,2019,2019_02_CHI_DEN
CIN,2019-09-15,27,Sun,2,2,,SFO,L 17-41,27,13,14,0,9,5,55.6,0,0,,2019,2019_02_CIN_SFO
MIN,2019-09-08,27,Sun,1,1,,ATL,W 28-12,27,5,16,6,8,2,25.0,2,2,100.0,2019,2019_01_MIN_ATL
TAM,2018-12-30,27,Sun,16,17,,ATL,L 32-34,27,7,19,1,13,6,46.2,0,0,,2018,2018_17_TAM_ATL
