Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Season,game_id
BUF,2019-10-06,23,Sun,5,5,@,TEN,W 14-7,23,32,9,71.9,204,2,1,6.3,3.1,98.3,4,15,11.11,6.4,5.67,6.22,5.53,8.9,2019,2019_05_BUF_TEN
NOR,2019-09-29,23,Sun,4,4,,DAL,W 12-10,23,30,7,76.7,149,0,1,0.0,3.3,78.9,5,44,14.29,5.0,4.26,3.47,2.97,6.5,2019,2019_04_NOR_DAL
NYG,2019-09-29,23,Sun,4,4,,WAS,W 24-3,23,31,8,74.2,225,1,2,3.2,6.5,78.0,0,0,0.00,7.3,7.26,5.00,5.00,9.8,2019,2019_04_NYG_WAS
BUF,2019-09-22,23,Sun,3,3,,CIN,W 21-17,23,36,13,63.9,241,1,1,2.8,2.8,81.1,1,2,2.70,6.7,6.51,6.00,5.84,10.5,2019,2019_03_BUF_CIN
TAM,2019-09-22,23,Sun,3,3,,NYG,L 31-32,23,37,14,62.2,355,3,1,8.1,2.7,112.4,4,25,9.76,9.6,8.66,10.00,9.02,15.4,2019,2019_03_TAM_NYG
SFO,2019-09-22,23,Sun,3,3,,PIT,W 24-20,23,32,9,71.9,268,1,2,3.1,6.3,82.4,1,9,3.03,8.4,8.12,6.19,6.00,11.7,2019,2019_03_SFO_PIT
NYG,2019-09-22,23,Sun,3,3,@,TAM,W 32-31,23,36,13,63.9,312,2,0,5.6,0.0,112.7,5,24,12.20,8.7,7.61,9.78,8.59,13.6,2019,2019_03_NYG_TAM
TEN,2019-09-19,23,Thu,3,3,@,JAX,L 7-20,23,40,17,57.5,249,0,0,0.0,0.0,81.7,9,55,18.37,6.2,5.08,6.23,5.08,10.8,2019,2019_03_TEN_JAX
NYJ,2019-09-16,23,Mon,2,2,,CLE,L 3-23,23,31,8,74.2,169,0,0,0.0,0.0,90.9,4,32,11.43,5.5,4.83,5.45,4.83,7.3,2019,2019_02_NYJ_CLE
JAX,2019-09-15,23,Sun,2,2,@,HOU,L 12-13,23,33,10,69.7,178,1,0,3.0,0.0,97.2,4,35,10.81,5.4,4.81,6.00,5.35,7.7,2019,2019_02_JAX_HOU
OAK,2019-09-15,23,Sun,2,2,,KAN,L 10-28,23,38,15,60.5,178,1,2,2.6,5.3,61.1,3,20,7.32,4.7,4.34,2.84,2.63,7.7,2019,2019_02_OAK_KAN
LAR,2019-09-08,23,Sun,1,1,@,CAR,W 30-27,23,39,16,59.0,183,1,1,2.6,2.6,69.0,1,3,2.50,4.7,4.58,4.05,3.95,8.0,2019,2019_01_LAR_CAR
BAL,2019-09-08,23,Sun,1,1,@,MIA,W 59-10,23,26,3,88.5,378,6,0,23.1,0.0,158.3,1,1,3.70,14.5,14.00,19.15,18.44,16.4,2019,2019_01_BAL_MIA
SFO,2018-12-30,23,Sun,16,17,@,LAR,L 32-48,23,33,10,69.7,264,3,3,9.1,9.1,88.2,3,18,8.33,8.0,7.33,5.73,5.25,11.5,2018,2018_17_SFO_LAR
CLE,2018-12-30,23,Sun,16,17,@,BAL,L 24-26,23,42,19,54.8,376,3,3,7.1,7.1,79.1,0,0,0.00,9.0,8.95,7.17,7.17,16.3,2018,2018_17_CLE_BAL
DEN,2018-12-24,23,Mon,15,16,@,OAK,L 14-27,23,37,14,62.2,200,2,2,5.4,5.4,72.1,1,2,2.63,5.4,5.26,4.05,3.95,8.7,2018,2018_16_DEN_OAK
DET,2018-12-23,23,Sun,15,16,,MIN,L 9-27,23,43,20,53.5,137,0,0,0.0,0.0,62.3,3,24,6.52,3.2,2.98,3.19,2.98,6.0,2018,2018_16_DET_MIN
KAN,2018-12-23,23,Sun,15,16,@,SEA,L 31-38,23,40,17,57.5,265,3,0,7.5,0.0,103.4,1,8,2.44,6.6,6.46,8.13,7.93,11.5,2018,2018_16_KAN_SEA
LAC,2018-12-22,23,Sat,15,16,,BAL,L 10-22,23,37,14,62.2,147,0,2,0.0,5.4,51.7,4,34,9.76,4.0,3.59,1.54,1.39,6.4,2018,2018_16_LAC_BAL
NOR,2018-12-17,23,Mon,14,15,@,CAR,W 12-9,23,35,12,65.7,191,0,1,0.0,2.9,69.1,2,12,5.41,5.5,5.16,4.17,3.95,8.3,2018,2018_15_NOR_CAR
ARI,2018-12-16,23,Sun,14,15,@,ATL,L 14-40,23,36,13,63.9,193,1,2,2.8,5.6,69.6,7,50,16.28,5.4,4.49,3.42,2.86,8.4,2018,2018_15_ARI_ATL
SEA,2018-12-16,23,Sun,14,15,@,SFO,L 23-26 (OT),23,31,8,74.2,217,2,0,6.5,0.0,117.3,3,20,8.82,7.0,6.38,8.29,7.56,9.4,2018,2018_15_SEA_SFO
KAN,2018-12-02,23,Sun,12,13,@,OAK,W 40-33,23,38,15,60.5,295,4,0,10.5,0.0,120.0,0,0,0.00,7.8,7.76,9.87,9.87,12.8,2018,2018_13_KAN_OAK
DET,2018-11-18,23,Sun,10,11,,CAR,W 20-19,23,37,14,62.2,215,1,0,2.7,0.0,87.7,1,5,2.63,5.8,5.66,6.35,6.18,9.3,2018,2018_11_DET_CAR
NOR,2018-11-18,23,Sun,10,11,,PHI,W 48-7,23,32,9,71.9,373,4,0,12.5,0.0,150.1,0,0,0.00,11.7,11.66,14.16,14.16,16.2,2018,2018_11_NOR_PHI
CHI,2018-11-11,23,Sun,9,10,,DET,W 34-22,23,30,7,76.7,348,3,0,10.0,0.0,148.6,1,7,3.23,11.6,11.23,13.60,13.16,15.1,2018,2018_10_CHI_DET
MIA,2018-11-11,23,Sun,10,10,@,GNB,L 12-31,23,37,14,62.2,163,0,1,0.0,2.7,66.6,6,50,13.95,4.4,3.79,3.19,2.74,7.1,2018,2018_10_MIA_GNB
NWE,2018-11-11,23,Sun,10,10,@,TEN,L 10-34,23,43,20,53.5,244,0,0,0.0,0.0,72.5,3,23,6.52,5.7,5.30,5.67,5.30,10.6,2018,2018_10_NWE_TEN
PIT,2018-11-08,23,Thu,9,10,,CAR,W 52-21,23,27,4,85.2,319,5,0,18.5,0.0,156.4,1,6,3.57,11.8,11.39,15.52,14.96,13.9,2018,2018_10_PIT_CAR
CAR,2018-11-08,23,Thu,9,10,@,PIT,L 21-52,23,29,6,79.3,147,2,1,6.9,3.4,103.0,5,46,14.71,5.1,4.32,4.90,4.18,6.4,2018,2018_10_CAR_PIT
KAN,2018-11-04,23,Sun,9,9,@,CLE,W 37-21,23,32,9,71.9,360,3,1,9.4,3.1,129.0,2,15,5.88,11.3,10.59,11.72,11.03,15.7,2018,2018_09_KAN_CLE
NWE,2018-11-04,23,Sun,9,9,,GNB,W 31-17,23,36,13,63.9,310,1,0,2.8,0.0,102.9,2,21,5.26,8.6,8.16,9.17,8.68,13.5,2018,2018_09_NWE_GNB
DEN,2018-10-28,23,Sun,8,8,@,KAN,L 23-30,23,34,11,67.6,222,2,1,5.9,2.9,97.9,5,40,12.82,6.5,5.69,6.38,5.56,9.7,2018,2018_08_DEN_KAN
ARI,2018-10-28,23,Sun,8,8,,SFO,W 18-15,23,40,17,57.5,233,2,1,5.0,2.5,82.5,3,19,6.98,5.8,5.42,5.70,5.30,10.1,2018,2018_08_ARI_SFO
CLE,2018-10-21,23,Sun,7,7,@,TAM,L 23-26 (OT),23,34,11,67.6,186,2,0,5.9,0.0,104.4,5,29,12.82,5.5,4.77,6.65,5.79,8.1,2018,2018_07_CLE_TAM
OAK,2018-10-14,23,Sun,6,6,,SEA,L 3-27,23,31,8,74.2,106,0,0,0.0,0.0,83.0,6,36,16.22,3.4,2.86,3.42,2.86,4.6,2018,2018_06_OAK_SEA
KAN,2018-10-14,23,Sun,6,6,@,NWE,L 40-43,23,36,13,63.9,352,4,2,11.1,5.6,110.0,0,0,0.00,9.8,9.78,9.50,9.50,15.3,2018,2018_06_KAN_NWE
IND,2018-10-14,23,Sun,6,6,@,NYJ,L 34-42,23,43,20,53.5,301,4,3,9.3,7.0,77.8,0,0,0.00,7.0,7.00,5.72,5.72,13.1,2018,2018_06_IND_NYJ
WAS,2018-10-08,23,Mon,4,5,@,NOR,L 19-43,23,39,16,59.0,244,0,1,0.0,2.6,69.9,3,31,7.14,6.3,5.81,5.10,4.74,10.6,2018,2018_05_WAS_NOR
NYG,2018-10-07,23,Sun,5,5,@,CAR,L 31-33,23,37,14,62.2,382,3,2,8.1,5.4,101.5,1,1,2.63,10.3,10.05,9.51,9.26,16.6,2018,2018_05_NYG_CAR
LAR,2018-10-07,23,Sun,5,5,@,SEA,W 33-31,23,32,9,71.9,313,1,2,3.1,6.3,88.2,1,8,3.03,9.8,9.48,7.59,7.36,13.6,2018,2018_05_LAR_SEA
NWE,2018-09-30,23,Sun,4,4,,MIA,W 38-7,23,35,12,65.7,274,3,2,8.6,5.7,94.2,0,0,0.00,7.8,7.83,6.97,6.97,11.9,2018,2018_04_NWE_MIA
SFO,2018-09-30,23,Sun,4,4,@,LAC,L 27-29,23,37,14,62.2,288,2,2,5.4,5.4,82.9,1,10,2.63,7.8,7.58,6.43,6.26,12.5,2018,2018_04_SFO_LAC
LAC,2018-09-16,23,Sun,2,2,@,BUF,W 31-20,23,27,4,85.2,240,3,0,11.1,0.0,143.2,2,16,6.90,8.9,8.28,11.11,10.34,10.4,2018,2018_02_LAC_BUF
ATL,2018-09-16,23,Sun,2,2,,CAR,W 31-24,23,28,5,82.1,272,2,1,7.1,3.6,116.1,0,0,0.00,9.7,9.71,9.54,9.54,11.8,2018,2018_02_ATL_CAR
KAN,2018-09-16,23,Sun,2,2,@,PIT,W 42-37,23,28,5,82.1,322,6,0,21.4,0.0,154.8,1,4,3.45,11.5,11.10,15.79,15.24,14.0,2018,2018_02_KAN_PIT
PIT,2018-09-09,23,Sun,1,1,@,CLE,T 21-21 (OT),23,41,18,56.1,313,1,3,2.4,7.3,60.5,4,22,8.89,7.6,6.96,4.83,4.40,13.6,2018,2018_01_PIT_CLE
CHI,2018-09-09,23,Sun,1,1,@,GNB,L 23-24,23,35,12,65.7,155,0,0,0.0,0.0,77.2,4,16,10.26,4.4,3.97,4.43,3.97,6.7,2018,2018_01_CHI_GNB
NYG,2018-09-09,23,Sun,1,1,,JAX,L 15-20,23,37,14,62.2,210,0,1,0.0,2.7,67.8,2,14,5.13,5.7,5.38,4.46,4.23,9.1,2018,2018_01_NYG_JAX
PIT,2017-12-31,23,Sun,16,17,,CLE,W 28-24,23,27,4,85.2,224,1,1,3.7,3.7,100.5,3,15,10.00,8.3,7.47,7.37,6.63,9.7,2017,2017_17_PIT_CLE
PHI,2017-12-31,23,Sun,16,17,,DAL,L 0-6,23,34,11,67.6,149,0,1,0.0,2.9,67.4,3,24,8.11,4.4,4.03,3.06,2.81,6.5,2017,2017_17_PHI_DAL
CIN,2017-12-31,23,Sun,16,17,@,BAL,W 31-27,23,44,21,52.3,213,3,0,6.8,0.0,89.4,1,9,2.22,4.8,4.73,6.20,6.07,9.3,2017,2017_17_CIN_BAL
TEN,2017-12-17,23,Sun,14,15,@,SFO,L 23-25,23,33,10,69.7,238,2,0,6.1,0.0,110.8,1,3,2.94,7.2,7.00,8.42,8.18,10.3,2017,2017_15_TEN_SFO
KAN,2017-12-16,23,Sat,14,15,,LAC,W 30-13,23,30,7,76.7,223,2,0,6.7,0.0,120.3,1,8,3.23,7.4,7.19,8.77,8.48,9.7,2017,2017_15_KAN_LAC
BAL,2017-12-03,23,Sun,12,13,,DET,W 44-20,23,36,13,63.9,269,2,0,5.6,0.0,105.0,0,0,0.00,7.5,7.47,8.58,8.58,11.7,2017,2017_13_BAL_DET
KAN,2017-11-26,23,Sun,11,12,,BUF,L 10-16,23,36,13,63.9,181,1,1,2.8,2.8,76.0,2,18,5.26,5.0,4.76,4.33,4.11,7.9,2017,2017_12_KAN_BUF
MIA,2017-11-26,23,Sun,11,12,@,NWE,L 17-35,23,34,11,67.6,154,1,2,2.9,5.9,70.1,7,61,17.07,4.5,3.76,2.47,2.05,6.7,2017,2017_12_MIA_NWE
DEN,2017-11-19,23,Sun,10,11,,CIN,L 17-20,23,42,19,54.8,229,1,1,2.4,2.4,70.9,3,25,6.67,5.5,5.09,4.86,4.53,10.0,2017,2017_11_DEN_CIN
LAR,2017-11-19,23,Sun,10,11,@,MIN,L 7-24,23,37,14,62.2,209,0,0,0.0,0.0,79.2,2,16,5.13,5.6,5.36,5.65,5.36,9.1,2017,2017_11_LAR_MIN
MIA,2017-11-19,23,Sun,10,11,,TAM,L 20-30,23,40,17,57.5,365,2,3,5.0,7.5,73.4,1,0,2.44,9.1,8.90,6.75,6.59,15.9,2017,2017_11_MIA_TAM
NYJ,2017-11-12,23,Sun,10,10,@,TAM,L 10-15,23,39,16,59.0,219,1,1,2.6,2.6,77.1,6,43,13.33,5.6,4.87,4.97,4.31,9.5,2017,2017_10_NYJ_TAM
NOR,2017-10-29,23,Sun,7,8,,CHI,W 20-12,23,28,5,82.1,286,0,0,0.0,0.0,111.2,2,13,6.67,10.2,9.53,10.21,9.53,12.4,2017,2017_08_NOR_CHI
ATL,2017-10-22,23,Sun,6,7,@,NWE,L 7-23,23,33,10,69.7,223,1,0,3.0,0.0,99.7,1,10,2.94,6.8,6.56,7.36,7.15,9.7,2017,2017_07_ATL_NWE
TEN,2017-10-16,23,Mon,6,6,,IND,W 36-22,23,32,9,71.9,305,1,1,3.1,3.1,99.2,1,1,3.03,9.5,9.24,8.75,8.48,13.3,2017,2017_06_TEN_IND
JAX,2017-10-15,23,Sun,6,6,,LAR,L 17-27,23,35,12,65.7,220,1,1,2.9,2.9,83.2,5,21,12.50,6.3,5.50,5.57,4.88,9.6,2017,2017_06_JAX_LAR
SFO,2017-10-15,23,Sun,6,6,@,WAS,L 24-26,23,47,24,48.9,250,1,1,2.1,2.1,65.8,3,29,6.00,5.3,5.00,4.79,4.50,10.9,2017,2017_06_SFO_WAS
DET,2017-10-08,23,Sun,5,5,,CAR,L 24-27,23,35,12,65.7,192,2,0,5.7,0.0,103.2,6,37,14.63,5.5,4.68,6.63,5.66,8.3,2017,2017_05_DET_CAR
NYJ,2017-10-08,23,Sun,5,5,@,CLE,W 17-14,23,30,7,76.7,178,2,1,6.7,3.3,101.2,3,16,9.09,5.9,5.39,5.77,5.24,7.7,2017,2017_05_NYJ_CLE
NYJ,2017-10-01,23,Sun,4,4,,JAX,W 23-20 (OT),23,32,9,71.9,215,0,1,0.0,3.1,82.2,5,40,13.51,6.7,5.81,5.31,4.59,9.3,2017,2017_04_NYJ_JAX
SFO,2017-09-21,23,Thu,3,3,,LAR,L 39-41,23,37,14,62.2,308,2,1,5.4,2.7,98.0,4,24,9.76,8.3,7.51,8.19,7.39,13.4,2017,2017_03_SFO_LAR
PIT,2017-09-17,23,Sun,2,2,,MIN,W 26-9,23,35,12,65.7,233,2,0,5.7,0.0,104.8,2,10,5.41,6.7,6.30,7.80,7.38,10.1,2017,2017_02_PIT_MIN
OAK,2017-09-17,23,Sun,2,2,,NYJ,W 45-20,23,28,5,82.1,230,3,0,10.7,0.0,136.6,0,0,0.00,8.2,8.21,10.36,10.36,10.0,2017,2017_02_OAK_NYJ
SEA,2017-09-17,23,Sun,2,2,,SFO,W 12-9,23,39,16,59.0,181,1,0,2.6,0.0,80.9,3,17,7.14,4.6,4.31,5.15,4.79,7.9,2017,2017_02_SEA_SFO
WAS,2017-09-10,23,Sun,1,1,,PHI,L 17-30,23,40,17,57.5,200,1,1,2.5,2.5,72.9,4,40,9.09,5.0,4.55,4.38,3.98,8.7,2017,2017_01_WAS_PHI
TAM,2023-01-08,22,Sun,17,18,@,ATL,L 17-30,22,34,12,64.7,136,2,0,5.9,0.0,92.3,0,0,0.00,4.0,4.00,5.18,5.18,6.2,2022,2022_18_TAM_ATL
LVR,2023-01-07,22,Sat,17,18,,KAN,L 13-31,22,36,14,61.1,180,1,1,2.8,2.8,76.0,6,39,14.29,5.0,4.29,4.31,3.69,8.2,2022,2022_18_LVR_KAN
MIN,2023-01-01,22,Sun,16,17,@,GNB,L 17-41,22,35,13,62.9,244,2,3,5.7,8.6,69.0,2,18,5.41,7.0,6.59,4.26,4.03,11.1,2022,2022_17_MIN_GNB
JAX,2023-01-01,22,Sun,16,17,@,HOU,W 31-3,22,29,7,75.9,168,0,2,0.0,6.9,62.6,2,13,6.45,5.8,5.42,2.69,2.52,7.6,2022,2022_17_JAX_HOU
SFO,2023-01-01,22,Sun,16,17,@,LVR,W 37-34 (OT),22,35,13,62.9,284,2,1,5.7,2.9,95.4,0,0,0.00,8.1,8.11,7.97,7.97,12.9,2022,2022_17_SFO_LVR
ATL,2022-12-24,22,Sat,15,16,@,BAL,L 9-17,22,33,11,66.7,212,0,0,0.0,0.0,85.2,2,6,5.71,6.4,6.06,6.42,6.06,9.6,2022,2022_16_ATL_BAL
GNB,2022-12-19,22,Mon,14,15,,LAR,W 24-12,22,30,8,73.3,207,1,1,3.3,3.3,92.2,3,22,9.09,6.9,6.27,6.07,5.52,9.4,2022,2022_15_GNB_LAR
PHI,2022-12-18,22,Sun,14,15,@,CHI,W 25-20,22,37,15,59.5,309,0,2,0.0,5.4,64.6,1,6,2.63,8.4,8.13,5.92,5.76,14.0,2022,2022_15_PHI_CHI
PIT,2022-12-11,22,Sun,13,14,,BAL,L 14-16,22,31,9,71.0,264,1,3,3.2,9.7,69.5,2,12,6.06,8.5,8.00,4.81,4.52,12.0,2022,2022_14_PIT_BAL
LAR,2022-12-08,22,Thu,13,14,,LVR,W 17-16,22,35,13,62.9,211,1,0,2.9,0.0,91.4,4,19,10.26,6.0,5.41,6.60,5.92,9.6,2022,2022_14_LAR_LVR
BUF,2022-12-01,22,Thu,12,13,@,NWE,W 24-10,22,33,11,66.7,223,2,0,6.1,0.0,106.0,2,0,5.71,6.8,6.37,7.97,7.51,10.1,2022,2022_13_BUF_NWE
NWE,2022-12-01,22,Thu,12,13,,BUF,L 10-24,22,36,14,61.1,182,1,0,2.8,0.0,84.8,1,13,2.70,5.1,4.92,5.61,5.46,8.3,2022,2022_13_NWE_BUF
IND,2022-11-28,22,Mon,12,12,,PIT,L 17-24,22,34,12,64.7,180,1,1,2.9,2.9,77.9,3,19,8.11,5.3,4.86,4.56,4.19,8.2,2022,2022_12_IND_PIT
CIN,2022-11-27,22,Sun,11,12,@,TEN,W 20-16,22,37,15,59.5,266,1,0,2.7,0.0,91.0,1,4,2.63,7.2,7.00,7.73,7.53,12.1,2022,2022_12_CIN_TEN
NYJ,2022-11-27,22,Sun,11,12,,CHI,W 31-10,22,29,7,75.9,308,3,0,10.3,0.0,145.0,1,7,3.33,10.6,10.27,12.69,12.27,14.0,2022,2022_12_NYJ_CHI
TEN,2022-11-27,22,Sun,11,12,,CIN,L 16-20,22,34,12,64.7,281,0,0,0.0,0.0,91.7,1,10,2.86,8.3,8.03,8.26,8.03,12.8,2022,2022_12_TEN_CIN
NOR,2022-11-20,22,Sun,11,11,,LAR,W 27-20,22,28,6,78.6,235,3,0,10.7,0.0,143.2,4,39,12.50,8.4,7.34,10.54,9.22,10.7,2022,2022_11_NOR_LAR
HOU,2022-11-13,22,Sun,9,10,@,NYG,L 16-24,22,37,15,59.5,286,1,1,2.7,2.7,85.3,4,33,9.76,7.7,6.98,7.05,6.37,13.0,2022,2022_10_HOU_NYG
TAM,2022-11-13,22,Sun,10,10,,SEA,W 21-16,22,30,8,73.3,258,2,2,6.7,6.7,93.5,0,0,0.00,8.6,8.60,6.93,6.93,11.7,2022,2022_10_TAM_SEA
CLE,2022-11-13,22,Sun,9,10,@,MIA,L 17-39,22,35,13,62.9,185,1,0,2.9,0.0,89.2,3,27,7.89,5.3,4.87,5.86,5.39,8.4,2022,2022_10_CLE_MIA
SFO,2022-10-30,22,Sun,8,8,@,LAR,W 31-14,22,26,4,84.6,257,3,0,11.5,0.0,148.2,3,12,10.34,9.9,8.86,12.19,10.93,11.7,2022,2022_08_SFO_LAR
LAR,2022-10-30,22,Sun,7,8,,SFO,L 14-31,22,33,11,66.7,167,1,0,3.0,0.0,91.4,2,20,5.71,5.1,4.77,5.67,5.34,7.6,2022,2022_08_LAR_SFO
JAX,2022-10-23,22,Sun,7,7,,NYG,L 17-23,22,44,22,50.0,310,0,0,0.0,0.0,73.1,0,0,0.00,7.0,7.05,7.05,7.05,14.1,2022,2022_07_JAX_NYG
CLE,2022-10-23,22,Sun,7,7,@,BAL,L 20-23,22,27,5,81.5,223,0,0,0.0,0.0,106.5,5,35,15.63,8.3,6.97,8.26,6.97,10.1,2022,2022_07_CLE_BAL
BUF,2022-10-09,22,Sun,5,5,,PIT,W 38-3,22,36,14,61.1,432,4,1,11.1,2.8,128.5,0,0,0.00,12.0,12.00,12.97,12.97,19.6,2022,2022_05_BUF_PIT
LAC,2022-10-09,22,Sun,5,5,@,CLE,W 30-28,22,34,12,64.7,227,1,0,2.9,0.0,93.7,1,1,2.86,6.7,6.49,7.26,7.06,10.3,2022,2022_05_LAC_CLE
CAR,2022-10-02,22,Sun,4,4,,ARI,L 16-26,22,36,14,61.1,180,1,2,2.8,5.6,61.9,2,17,5.26,5.0,4.74,3.06,2.89,8.2,2022,2022_04_CAR_ARI
MIA,2022-09-29,22,Thu,4,4,@,CIN,L 15-27,22,37,15,59.5,293,1,2,2.7,5.4,72.2,1,10,2.63,7.9,7.71,6.03,5.87,13.3,2022,2022_04_MIA_CIN
NWE,2022-09-25,22,Sun,3,3,,BAL,L 26-37,22,32,10,68.8,302,0,3,0.0,9.4,62.1,3,19,8.57,9.4,8.63,5.22,4.77,13.7,2022,2022_03_NWE_BAL
PHI,2022-09-25,22,Sun,3,3,@,WAS,W 24-8,22,35,13,62.9,328,3,0,8.6,0.0,123.5,3,12,7.89,9.4,8.63,11.09,10.21,14.9,2022,2022_03_PHI_WAS
CLE,2022-09-18,22,Sun,2,2,,NYJ,L 30-31,22,27,5,81.5,221,1,1,3.7,3.7,98.9,1,8,3.57,8.2,7.89,7.26,7.00,10.0,2022,2022_02_CLE_NYJ
NYG,2022-09-18,22,Sun,2,2,,CAR,W 19-16,22,34,12,64.7,162,1,0,2.9,0.0,87.4,3,14,8.11,4.8,4.38,5.35,4.92,7.4,2022,2022_02_NYG_CAR
LVR,2022-09-11,22,Sun,1,1,@,LAC,L 19-24,22,37,15,59.5,256,2,3,5.4,8.1,69.1,6,39,13.95,6.9,5.95,4.35,3.74,11.6,2022,2022_01_LVR_LAC
DET,2022-01-09,22,Sun,17,18,,GNB,W 37-30,22,32,10,68.8,305,3,0,9.4,0.0,131.4,1,8,3.03,9.5,9.24,11.41,11.06,13.9,2021,2021_18_DET_GNB
DAL,2022-01-08,22,Sat,17,18,@,PHI,W 51-26,22,28,6,78.6,304,5,0,17.9,0.0,151.6,1,1,3.45,10.9,10.48,14.43,13.93,13.8,2021,2021_18_DAL_PHI
LAC,2022-01-02,22,Sun,16,17,,DEN,W 34-13,22,31,9,71.0,237,2,0,6.5,0.0,114.6,0,0,0.00,7.6,7.65,8.94,8.94,10.8,2021,2021_17_LAC_DEN
DET,2022-01-02,22,Sun,16,17,@,SEA,L 29-51,22,37,15,59.5,262,2,3,5.4,8.1,65.4,0,0,0.00,7.1,7.08,4.51,4.51,11.9,2021,2021_17_DET_SEA
CAR,2021-12-26,22,Sun,15,16,,TAM,L 6-32,22,45,23,48.9,206,0,1,0.0,2.2,56.8,7,45,13.46,4.6,3.96,3.58,3.10,9.4,2021,2021_16_CAR_TAM
TEN,2021-12-23,22,Thu,15,16,,SFO,W 20-17,22,30,8,73.3,188,1,0,3.3,0.0,103.3,4,21,11.76,6.3,5.53,6.93,6.12,8.5,2021,2021_16_TEN_SFO
JAX,2021-12-19,22,Sun,14,15,,HOU,L 16-30,22,38,16,57.9,189,0,0,0.0,0.0,73.4,3,21,7.32,5.0,4.61,4.97,4.61,8.6,2021,2021_15_JAX_HOU
LAC,2021-12-16,22,Thu,14,15,,KAN,L 28-34 (OT),22,39,17,56.4,236,2,1,5.1,2.6,80.7,0,0,0.00,6.1,6.05,5.92,5.92,10.7,2021,2021_15_LAC_KAN
CLE,2021-12-12,22,Sun,13,14,,BAL,W 24-22,22,32,10,68.8,190,2,1,6.3,3.1,91.9,0,0,0.00,5.9,5.94,5.78,5.78,8.6,2021,2021_14_CLE_BAL
DAL,2021-12-12,22,Sun,13,14,@,WAS,W 27-20,22,39,17,56.4,201,1,2,2.6,5.1,58.8,4,10,9.30,5.2,4.67,3.36,3.05,9.1,2021,2021_14_DAL_WAS
DEN,2021-12-05,22,Sun,12,13,@,KAN,L 9-22,22,40,18,55.0,250,1,2,2.5,5.0,62.2,1,7,2.44,6.3,6.10,4.50,4.39,11.4,2021,2021_13_DEN_KAN
NOR,2021-11-21,22,Sun,10,11,@,PHI,L 29-40,22,40,18,55.0,214,3,2,7.5,5.0,74.4,0,0,0.00,5.4,5.35,4.60,4.60,9.7,2021,2021_11_NOR_PHI
NWE,2021-11-18,22,Thu,11,11,@,ATL,W 25-0,22,26,4,84.6,174,1,1,3.8,3.8,96.6,3,33,10.34,6.7,6.00,5.73,5.14,7.9,2021,2021_11_NWE_ATL
NWE,2021-11-14,22,Sun,10,10,,CLE,W 45-7,22,26,4,84.6,268,4,0,15.4,0.0,151.6,2,15,7.14,10.3,9.57,13.38,12.43,12.2,2021,2021_10_NWE_CLE
IND,2021-11-14,22,Sun,10,10,,JAX,W 23-17,22,34,12,64.7,168,0,0,0.0,0.0,78.1,1,12,2.86,4.9,4.80,4.94,4.80,7.6,2021,2021_10_IND_JAX
DEN,2021-11-14,22,Sun,10,10,,PHI,L 13-30,22,36,14,61.1,212,0,0,0.0,0.0,79.2,1,14,2.70,5.9,5.73,5.89,5.73,9.6,2021,2021_10_DEN_PHI
IND,2021-11-04,22,Thu,9,9,,NYJ,W 45-30,22,30,8,73.3,272,3,0,10.0,0.0,134.3,1,0,3.23,9.1,8.77,11.07,10.71,12.4,2021,2021_09_IND_NYJ
PIT,2021-10-31,22,Sun,7,8,@,CLE,W 15-10,22,35,13,62.9,255,1,0,2.9,0.0,95.7,2,11,5.41,7.3,6.89,7.86,7.43,11.6,2021,2021_08_PIT_CLE
LAR,2021-10-31,22,Sun,8,8,@,HOU,W 38-22,22,34,12,64.7,302,3,0,8.8,0.0,123.4,1,8,2.86,8.9,8.63,10.65,10.34,13.7,2021,2021_08_LAR_HOU
CIN,2021-10-31,22,Sun,8,8,@,NYJ,L 31-34,22,35,13,62.9,277,3,1,8.6,2.9,107.4,3,28,7.89,7.9,7.29,8.34,7.68,12.6,2021,2021_08_CIN_NYJ
NOR,2021-10-31,22,Sun,7,8,,TAM,W 36-27,22,39,17,56.4,209,2,0,5.1,0.0,89.2,1,6,2.50,5.4,5.23,6.38,6.23,9.5,2021,2021_08_NOR_TAM
GNB,2021-10-28,22,Thu,8,8,@,ARI,W 24-21,22,37,15,59.5,184,2,0,5.4,0.0,90.4,1,0,2.63,5.0,4.84,6.05,5.89,8.4,2021,2021_08_GNB_ARI
ARI,2021-10-28,22,Thu,8,8,,GNB,L 21-24,22,33,11,66.7,260,0,2,0.0,6.1,67.0,2,14,5.71,7.9,7.43,5.15,4.86,11.8,2021,2021_08_ARI_GNB
TAM,2021-10-24,22,Sun,7,7,,CHI,W 38-3,22,39,17,56.4,226,4,0,10.3,0.0,107.4,0,0,0.00,5.8,5.79,7.85,7.85,10.3,2021,2021_07_TAM_CHI
TEN,2021-10-24,22,Sun,7,7,,KAN,W 27-3,22,28,6,78.6,266,2,1,7.1,3.6,116.5,1,9,3.45,9.5,9.17,9.32,9.00,12.1,2021,2021_07_TEN_KAN
