Team,Date,Spread,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,Season,game_id
MIA,2019-09-22,22.0,Sun,3,3,@,DAL,L 6-31,22.0,did not cover,46.5,under,2019,2019_03_MIA_DAL
NYJ,2019-09-22,20.5,Sun,3,3,@,NWE,L 14-30,20.5,covered,43.0,over,2019,2019_03_NYJ_NWE
NYJ,2020-11-01,20.0,Sun,8,8,@,KAN,L 9-35,20.0,did not cover,49.0,under,2020,2020_08_NYJ_KAN
HOU,2021-10-24,18.0,Sun,7,7,@,ARI,L 5-31,18.0,did not cover,47.5,under,2021,2021_07_HOU_ARI
MIA,2019-09-15,18.0,Sun,2,2,,NWE,L 0-43,18.0,did not cover,48.5,under,2019,2019_02_MIA_NWE
HOU,2021-10-03,17.5,Sun,4,4,@,BUF,L 0-40,17.5,did not cover,47.0,under,2021,2021_04_HOU_BUF
NYJ,2020-12-20,17.5,Sun,14,15,@,LAR,W 23-20,17.5,covered,44.5,under,2020,2020_15_NYJ_LAR
MIA,2019-12-29,17.5,Sun,16,17,@,NWE,W 27-24,17.5,covered,46.0,over,2019,2019_17_MIA_NWE
HOU,2022-12-11,17.0,Sun,13,14,@,DAL,L 23-27,17.0,covered,44.0,over,2022,2022_14_HOU_DAL
DEN,2020-11-29,17.0,Sun,11,12,,NOR,L 3-31,17.0,did not cover,36.5,under,2020,2020_12_DEN_NOR
NYJ,2019-12-12,17.0,Thu,14,15,@,BAL,L 21-42,17.0,did not cover,44.0,over,2019,2019_15_NYJ_BAL
MIA,2019-10-20,17.0,Sun,6,7,@,BUF,L 21-31,17.0,covered,42.5,over,2019,2019_07_MIA_BUF
CIN,2018-12-09,17.0,Sun,13,14,@,LAC,L 21-26,17.0,covered,48.5,under,2018,2018_14_CIN_LAC
NYJ,2017-12-31,17.0,Sun,16,17,@,NWE,L 6-26,17.0,did not cover,43.5,under,2017,2017_17_NYJ_NWE
MIA,2017-11-26,17.0,Sun,11,12,@,NWE,L 17-35,17.0,did not cover,49.0,over,2017,2017_12_MIA_NWE
NYJ,2022-01-09,16.5,Sun,17,18,@,BUF,L 10-27,16.5,did not cover,40.5,under,2021,2021_18_NYJ_BUF
JAX,2022-01-02,16.5,Sun,16,17,@,NWE,L 10-50,16.5,did not cover,41.5,over,2021,2021_17_JAX_NWE
DET,2021-10-24,16.5,Sun,7,7,@,LAR,L 19-28,16.5,covered,50.5,under,2021,2021_07_DET_LAR
NYJ,2020-12-13,16.5,Sun,13,14,@,SEA,L 3-40,16.5,did not cover,50.5,under,2020,2020_14_NYJ_SEA
WAS,2019-10-24,16.5,Thu,8,8,@,MIN,L 9-19,16.5,covered,42.0,under,2019,2019_08_WAS_MIN
NYG,2019-10-10,16.5,Thu,6,6,@,NWE,L 14-35,16.5,did not cover,43.0,over,2019,2019_06_NYG_NWE
ARI,2018-11-11,16.5,Sun,9,10,@,KAN,L 14-26,16.5,covered,49.5,under,2018,2018_10_ARI_KAN
BUF,2018-09-23,16.5,Sun,3,3,@,MIN,W 27-6,16.5,covered,41.0,under,2018,2018_03_BUF_MIN
NYJ,2017-12-17,16.5,Sun,14,15,@,NOR,L 19-31,16.5,covered,47.0,over,2017,2017_15_NYJ_NOR
NYG,2023-01-08,16.0,Sun,17,18,@,PHI,L 16-22,16.0,covered,42.0,under,2022,2022_18_NYG_PHI
HOU,2021-10-31,16.0,Sun,8,8,,LAR,L 22-38,16.0,push,46.5,over,2021,2021_08_HOU_LAR
LAR,2022-11-27,15.5,Sun,11,12,@,KAN,L 10-26,15.5,did not cover,42.0,under,2022,2022_12_LAR_KAN
JAX,2021-01-03,15.5,Sun,16,17,@,IND,L 14-28,15.5,covered,47.5,under,2020,2020_17_JAX_IND
WAS,2019-10-06,15.5,Sun,5,5,,NWE,L 7-33,15.5,did not cover,42.0,under,2019,2019_05_WAS_NWE
JAX,2022-01-09,15.0,Sun,17,18,,IND,W 26-11,15.0,covered,43.5,under,2021,2021_18_JAX_IND
MIA,2019-09-29,15.0,Sun,4,4,,LAC,L 10-30,15.0,did not cover,43.5,under,2019,2019_04_MIA_LAC
HOU,2022-12-18,14.5,Sun,14,15,,KAN,L 24-30 (OT),14.5,covered,48.5,over,2022,2022_15_HOU_KAN
ATL,2022-01-02,14.5,Sun,16,17,@,BUF,L 15-29,14.5,covered,44.0,push,2021,2021_17_ATL_BUF
CAR,2021-12-19,14.5,Sun,14,15,@,BUF,L 14-31,14.5,did not cover,43.0,over,2021,2021_15_CAR_BUF
JAX,2021-11-07,14.5,Sun,8,9,,BUF,W 9-6,14.5,covered,48.5,under,2021,2021_09_JAX_BUF
CIN,2020-12-21,14.5,Mon,14,15,,PIT,W 27-17,14.5,covered,40.5,over,2020,2020_15_CIN_PIT
WAS,2020-10-04,14.5,Sun,4,4,,BAL,L 17-31,14.5,covered,45.0,over,2020,2020_04_WAS_BAL
OAK,2018-12-30,14.5,Sun,16,17,@,KAN,L 3-35,14.5,did not cover,52.5,under,2018,2018_17_OAK_KAN
NYJ,2018-12-30,14.5,Sun,16,17,@,NWE,L 3-38,14.5,did not cover,46.5,under,2018,2018_17_NYJ_NWE
ARI,2018-12-23,14.5,Sun,15,16,,LAR,L 9-31,14.5,did not cover,43.0,under,2018,2018_16_ARI_LAR
ARI,2023-01-08,14.0,Sun,17,18,@,SFO,L 13-38,14.0,did not cover,39.5,over,2022,2022_18_ARI_SFO
HOU,2022-11-27,14.0,Sun,11,12,@,MIA,L 15-30,14.0,did not cover,47.0,under,2022,2022_12_HOU_MIA
PIT,2022-10-09,14.0,Sun,5,5,@,BUF,L 3-38,14.0,did not cover,45.5,under,2022,2022_05_PIT_BUF
MIA,2021-10-31,14.0,Sun,8,8,@,BUF,L 11-26,14.0,did not cover,49.0,under,2021,2021_08_MIA_BUF
DAL,2020-11-08,14.0,Sun,9,9,,PIT,L 19-24,14.0,covered,44.0,under,2020,2020_09_DAL_PIT
ATL,2019-11-10,14.0,Sun,9,10,@,NOR,W 26-9,14.0,covered,51.5,under,2019,2019_10_ATL_NOR
MIA,2019-10-28,14.0,Mon,7,8,@,PIT,L 14-27,14.0,covered,44.0,under,2019,2019_08_MIA_PIT
NYJ,2019-10-06,14.0,Sun,4,5,@,PHI,L 6-31,14.0,did not cover,43.0,under,2019,2019_05_NYJ_PHI
CIN,2018-12-30,14.0,Sun,16,17,@,PIT,L 13-16,14.0,covered,45.0,under,2018,2018_17_CIN_PIT
ARI,2018-12-30,14.0,Sun,16,17,@,SEA,L 24-27,14.0,covered,39.5,over,2018,2018_17_ARI_SEA
OAK,2018-12-02,14.0,Sun,12,13,,KAN,L 33-40,14.0,covered,53.5,over,2018,2018_13_OAK_KAN
ARI,2018-11-25,14.0,Sun,11,12,@,LAC,L 10-45,14.0,did not cover,43.0,over,2018,2018_12_ARI_LAC
CHI,2017-11-26,14.0,Sun,11,12,@,PHI,L 3-31,14.0,did not cover,43.5,under,2017,2017_12_CHI_PHI
GNB,2017-11-26,14.0,Sun,11,12,@,PIT,L 28-31,14.0,covered,42.5,over,2017,2017_12_GNB_PIT
MIA,2017-10-15,14.0,Sun,5,6,@,ATL,W 20-17,14.0,covered,46.0,under,2017,2017_06_MIA_ATL
NYJ,2017-09-17,14.0,Sun,2,2,@,OAK,L 20-45,14.0,did not cover,44.0,over,2017,2017_02_NYJ_OAK
HOU,2022-11-03,13.5,Thu,8,9,,PHI,L 17-29,13.5,covered,45.5,over,2022,2022_09_HOU_PHI
NYJ,2022-01-02,13.5,Sun,16,17,,TAM,L 24-28,13.5,covered,45.5,over,2021,2021_17_NYJ_TAM
HOU,2021-09-19,13.5,Sun,2,2,@,CLE,L 21-31,13.5,covered,48.0,over,2021,2021_02_HOU_CLE
CIN,2021-01-03,13.5,Sun,16,17,,BAL,L 3-38,13.5,did not cover,46.0,under,2020,2020_17_CIN_BAL
JAX,2020-11-15,13.5,Sun,9,10,@,GNB,L 20-24,13.5,covered,47.5,under,2020,2020_10_JAX_GNB
NYG,2020-10-04,13.5,Sun,4,4,@,LAR,L 9-17,13.5,covered,50.0,under,2020,2020_04_NYG_LAR
CAR,2019-12-29,13.5,Sun,16,17,,NOR,L 10-42,13.5,did not cover,45.0,over,2019,2019_17_CAR_NOR
DET,2019-12-29,13.5,Sun,16,17,,GNB,L 20-23,13.5,covered,44.0,under,2019,2019_17_DET_GNB
BUF,2018-12-23,13.5,Sun,15,16,@,NWE,L 12-24,13.5,covered,45.0,under,2018,2018_16_BUF_NWE
PHI,2018-12-16,13.5,Sun,14,15,@,LAR,W 30-23,13.5,covered,52.5,over,2018,2018_15_PHI_LAR
ARI,2018-12-02,13.5,Sun,12,13,@,GNB,W 20-17,13.5,covered,41.0,under,2018,2018_13_ARI_GNB
BUF,2018-10-29,13.5,Mon,8,8,,NWE,L 6-25,13.5,did not cover,44.5,under,2018,2018_08_BUF_NWE
ARI,2018-09-16,13.5,Sun,2,2,@,LAR,L 0-34,13.5,did not cover,43.5,under,2018,2018_02_ARI_LAR
CHI,2017-12-31,13.5,Sun,16,17,@,MIN,L 10-23,13.5,covered,38.5,under,2017,2017_17_CHI_MIN
IND,2017-12-23,13.5,Sat,15,16,@,BAL,L 16-23,13.5,covered,41.0,under,2017,2017_16_IND_BAL
CLE,2017-12-03,13.5,Sun,12,13,@,LAC,L 10-19,13.5,covered,45.0,under,2017,2017_13_CLE_LAC
NYG,2017-10-15,13.5,Sun,6,6,@,DEN,W 23-10,13.5,covered,37.5,under,2017,2017_06_NYG_DEN
HOU,2017-09-24,13.5,Sun,3,3,@,NWE,L 33-36,13.5,covered,44.5,over,2017,2017_03_HOU_NWE
SFO,2017-09-17,13.5,Sun,2,2,@,SEA,L 9-12,13.5,covered,42.0,under,2017,2017_02_SFO_SEA
CAR,2022-11-20,13.0,Sun,11,11,@,BAL,L 3-13,13.0,covered,41.5,under,2022,2022_11_CAR_BAL
CAR,2022-10-23,13.0,Sun,7,7,,TAM,W 21-3,13.0,covered,39.5,under,2022,2022_07_CAR_TAM
MIN,2022-01-02,13.0,Sun,16,17,@,GNB,L 10-37,13.0,did not cover,42.5,over,2021,2021_17_MIN_GNB
DET,2021-12-19,13.0,Sun,14,15,,ARI,W 30-12,13.0,covered,48.0,under,2021,2021_15_DET_ARI
JAX,2021-12-05,13.0,Sun,12,13,@,LAR,L 7-37,13.0,did not cover,48.0,under,2021,2021_13_JAX_LAR
NYJ,2021-11-14,13.0,Sun,9,10,,BUF,L 17-45,13.0,did not cover,47.5,over,2021,2021_10_NYJ_BUF
JAX,2020-12-20,13.0,Sun,14,15,@,BAL,L 14-40,13.0,did not cover,49.0,over,2020,2020_15_JAX_BAL
DEN,2020-12-06,13.0,Sun,12,13,@,KAN,L 16-22,13.0,covered,51.5,under,2020,2020_13_DEN_KAN
NYG,2020-11-02,13.0,Mon,8,8,,TAM,L 23-25,13.0,covered,47.0,over,2020,2020_08_NYG_TAM
WAS,2019-12-08,13.0,Sun,13,14,@,GNB,L 15-20,13.0,covered,42.5,under,2019,2019_14_WAS_GNB
CIN,2019-11-17,13.0,Sun,10,11,@,OAK,L 10-17,13.0,covered,48.0,under,2019,2019_11_CIN_OAK
ARI,2019-09-15,13.0,Sun,2,2,@,BAL,L 17-23,13.0,covered,46.0,under,2019,2019_02_ARI_BAL
OAK,2018-11-25,13.0,Sun,11,12,@,BAL,L 17-34,13.0,did not cover,42.0,over,2018,2018_12_OAK_BAL
NYJ,2018-11-25,13.0,Sun,11,12,,NWE,L 13-27,13.0,did not cover,46.5,under,2018,2018_12_NYJ_NWE
SFO,2017-10-29,13.0,Sun,8,8,@,PHI,L 10-33,13.0,did not cover,45.0,under,2017,2017_08_SFO_PHI
DEN,2023-01-01,12.5,Sun,16,17,@,KAN,L 24-27,12.5,covered,45.0,over,2022,2022_17_DEN_KAN
TEN,2022-12-29,12.5,Thu,16,17,,DAL,L 13-27,12.5,did not cover,39.5,over,2022,2022_17_TEN_DAL
TEN,2022-11-06,12.5,Sun,8,9,@,KAN,L 17-20 (OT),12.5,covered,45.5,under,2022,2022_09_TEN_KAN
HOU,2022-01-02,12.5,Sun,16,17,@,SFO,L 7-23,12.5,did not cover,43.5,under,2021,2021_17_HOU_SFO
PIT,2021-12-26,12.5,Sun,15,16,@,KAN,L 10-36,12.5,did not cover,46.5,under,2021,2021_16_PIT_KAN
DET,2021-11-21,12.5,Sun,10,11,@,CLE,L 10-13,12.5,covered,42.5,under,2021,2021_11_DET_CLE
ATL,2021-09-19,12.5,Sun,2,2,@,TAM,L 25-48,12.5,did not cover,51.5,over,2021,2021_02_ATL_TAM
CIN,2020-10-11,12.5,Sun,5,5,@,BAL,L 3-27,12.5,did not cover,49.0,under,2020,2020_05_CIN_BAL
NYJ,2020-09-27,12.5,Sun,3,3,@,IND,L 7-36,12.5,did not cover,44.0,under,2020,2020_03_NYJ_IND
WAS,2019-12-29,12.5,Sun,16,17,@,DAL,L 16-47,12.5,did not cover,47.5,over,2019,2019_17_WAS_DAL
ARI,2019-10-27,12.5,Sun,8,8,@,NOR,L 9-31,12.5,did not cover,47.5,under,2019,2019_08_ARI_NOR
CIN,2017-12-17,12.5,Sun,14,15,@,MIN,L 7-34,12.5,did not cover,42.5,under,2017,2017_15_CIN_MIN
IND,2017-10-01,12.5,Sun,4,4,@,SEA,L 18-46,12.5,did not cover,41.5,over,2017,2017_04_IND_SEA
DET,2019-12-08,12.0,Sun,13,14,@,MIN,L 7-20,12.0,did not cover,43.5,under,2019,2019_14_DET_MIN
CIN,2019-10-27,12.0,Sun,8,8,@,LAR,L 10-24,12.0,did not cover,48.5,under,2019,2019_08_CIN_LAR
HOU,2017-11-12,12.0,Sun,9,10,@,LAR,L 7-33,12.0,did not cover,45.0,under,2017,2017_10_HOU_LAR
SFO,2017-10-15,12.0,Sun,6,6,@,WAS,L 24-26,12.0,covered,46.0,over,2017,2017_06_SFO_WAS
NYG,2021-12-19,11.5,Sun,14,15,,DAL,L 6-21,11.5,did not cover,43.5,under,2021,2021_15_NYG_DAL
NOR,2021-12-19,11.5,Sun,14,15,@,TAM,W 9-0,11.5,covered,45.5,under,2021,2021_15_NOR_TAM
CHI,2021-12-12,11.5,Sun,13,14,@,GNB,L 30-45,11.5,did not cover,43.0,over,2021,2021_14_CHI_GNB
CHI,2021-10-24,11.5,Sun,7,7,@,TAM,L 3-38,11.5,did not cover,47.0,under,2021,2021_07_CHI_TAM
DET,2021-09-20,11.5,Mon,2,2,@,GNB,L 17-35,11.5,did not cover,48.0,over,2021,2021_02_DET_GNB
OAK,2019-12-01,11.5,Sun,12,13,@,KAN,L 9-40,11.5,did not cover,49.5,under,2019,2019_13_OAK_KAN
WAS,2018-12-22,11.5,Sat,15,16,@,TEN,L 16-25,11.5,covered,37.5,over,2018,2018_16_WAS_TEN
ATL,2018-11-22,11.5,Thu,11,12,@,NOR,L 17-31,11.5,did not cover,61.5,under,2018,2018_12_ATL_NOR
NYJ,2022-11-06,11.0,Sun,9,9,,BUF,W 20-17,11.0,covered,46.0,under,2022,2022_09_NYJ_BUF
DEN,2022-01-08,11.0,Sat,17,18,,KAN,L 24-28,11.0,covered,45.0,over,2021,2021_18_DEN_KAN
HOU,2021-12-26,11.0,Sun,15,16,,LAC,W 41-29,11.0,covered,45.5,over,2021,2021_16_HOU_LAC
DET,2021-12-12,11.0,Sun,13,14,@,DEN,L 10-38,11.0,did not cover,42.0,over,2021,2021_14_DET_DEN
NYG,2021-11-22,11.0,Mon,10,11,@,TAM,L 10-30,11.0,did not cover,50.0,under,2021,2021_11_NYG_TAM
NYJ,2021-10-31,11.0,Sun,7,8,,CIN,W 34-31,11.0,covered,43.0,over,2021,2021_08_NYJ_CIN
ATL,2020-12-27,11.0,Sun,15,16,@,KAN,L 14-17,11.0,covered,54.0,under,2020,2020_16_ATL_KAN
NYG,2020-12-06,11.0,Sun,12,13,@,SEA,W 17-12,11.0,covered,48.5,under,2020,2020_13_NYG_SEA
JAX,2020-11-22,11.0,Sun,10,11,,PIT,L 3-27,11.0,did not cover,47.5,under,2020,2020_11_JAX_PIT
LVR,2020-10-11,11.0,Sun,5,5,@,KAN,W 40-32,11.0,covered,54.5,over,2020,2020_05_LVR_KAN
NWE,2020-10-05,11.0,Mon,4,4,@,KAN,L 10-26,11.0,did not cover,48.5,under,2020,2020_04_NWE_KAN
MIA,2019-11-24,11.0,Sun,11,12,@,CLE,L 24-41,11.0,did not cover,45.5,over,2019,2019_12_MIA_CLE
MIA,2019-11-10,11.0,Sun,9,10,@,IND,W 16-12,11.0,covered,44.5,under,2019,2019_10_MIA_IND
MIA,2018-11-11,11.0,Sun,10,10,@,GNB,L 12-31,11.0,did not cover,48.5,under,2018,2018_10_MIA_GNB
BUF,2017-12-24,11.0,Sun,15,16,@,NWE,L 16-37,11.0,did not cover,47.5,over,2017,2017_16_BUF_NWE
MIA,2017-12-24,11.0,Sun,15,16,@,KAN,L 13-29,11.0,did not cover,43.5,under,2017,2017_16_MIA_KAN
IND,2017-10-29,11.0,Sun,8,8,@,CIN,L 23-24,11.0,covered,44.0,over,2017,2017_08_IND_CIN
CLE,2017-10-29,11.0,Sun,8,8,,MIN,L 16-33,11.0,did not cover,38.5,over,2017,2017_08_CLE_MIN
IND,2022-12-04,10.5,Sun,13,13,@,DAL,L 19-54,10.5,did not cover,44.5,over,2022,2022_13_IND_DAL
WAS,2022-11-14,10.5,Mon,10,10,@,PHI,W 32-21,10.5,covered,43.5,over,2022,2022_10_WAS_PHI
PIT,2022-10-30,10.5,Sun,8,8,@,PHI,L 13-35,10.5,did not cover,43.0,over,2022,2022_08_PIT_PHI
GNB,2022-10-30,10.5,Sun,8,8,@,BUF,L 17-27,10.5,covered,47.0,under,2022,2022_08_GNB_BUF
HOU,2022-01-09,10.5,Sun,17,18,,TEN,L 25-28,10.5,covered,42.5,over,2021,2021_18_HOU_TEN
ATL,2021-12-05,10.5,Sun,12,13,,TAM,L 17-30,10.5,did not cover,50.5,under,2021,2021_13_ATL_TAM
CAR,2021-11-14,10.5,Sun,10,10,@,ARI,W 34-10,10.5,covered,43.0,over,2021,2021_10_CAR_ARI
NYJ,2021-11-04,10.5,Thu,8,9,@,IND,L 30-45,10.5,did not cover,46.0,over,2021,2021_09_NYJ_IND
PIT,2021-01-03,10.5,Sun,16,17,@,CLE,L 22-24,10.5,covered,44.5,over,2020,2020_17_PIT_CLE
CIN,2020-12-06,10.5,Sun,12,13,@,MIA,L 7-19,10.5,did not cover,43.0,under,2020,2020_13_CIN_MIA
JAX,2020-12-06,10.5,Sun,12,13,@,MIN,L 24-27 (OT),10.5,covered,51.5,under,2020,2020_13_JAX_MIN
DAL,2020-11-01,10.5,Sun,8,8,@,PHI,L 9-23,10.5,did not cover,43.0,under,2020,2020_08_DAL_PHI
PHI,2020-10-18,10.5,Sun,6,6,,BAL,L 28-30,10.5,covered,46.5,over,2020,2020_06_PHI_BAL
CIN,2019-12-15,10.5,Sun,14,15,,NWE,L 13-34,10.5,did not cover,42.0,over,2019,2019_15_CIN_NWE
ATL,2019-12-15,10.5,Sun,14,15,@,SFO,W 29-22,10.5,covered,50.0,over,2019,2019_15_ATL_SFO
MIA,2019-12-01,10.5,Sun,12,13,,PHI,W 37-31,10.5,covered,45.0,over,2019,2019_13_MIA_PHI
WAS,2019-12-01,10.5,Sun,12,13,@,CAR,W 29-21,10.5,covered,38.5,over,2019,2019_13_WAS_CAR
CIN,2019-11-10,10.5,Sun,9,10,,BAL,L 13-49,10.5,did not cover,44.0,over,2019,2019_10_CIN_BAL
WAS,2019-11-03,10.5,Sun,9,9,@,BUF,L 9-24,10.5,did not cover,37.0,under,2019,2019_09_WAS_BUF
ARI,2019-10-31,10.5,Thu,9,9,,SFO,L 25-28,10.5,covered,43.5,over,2019,2019_09_ARI_SFO
CIN,2019-10-13,10.5,Sun,6,6,@,BAL,L 17-23,10.5,covered,47.0,under,2019,2019_06_CIN_BAL
IND,2019-10-06,10.5,Sun,5,5,@,KAN,W 19-13,10.5,covered,55.5,under,2019,2019_05_IND_KAN
WAS,2019-09-08,10.5,Sun,1,1,@,PHI,L 27-32,10.5,covered,44.0,over,2019,2019_01_WAS_PHI
SFO,2018-12-30,10.5,Sun,16,17,@,LAR,L 32-48,10.5,did not cover,49.5,over,2018,2018_17_SFO_LAR
OAK,2018-12-09,10.5,Sun,13,14,,PIT,W 24-21,10.5,covered,51.0,under,2018,2018_14_OAK_PIT
DET,2018-12-02,10.5,Sun,12,13,,LAR,L 16-30,10.5,did not cover,54.0,under,2018,2018_13_DET_LAR
NYJ,2018-12-02,10.5,Sun,12,13,@,TEN,L 22-26,10.5,covered,40.5,over,2018,2018_13_NYJ_TEN
OAK,2018-11-11,10.5,Sun,9,10,,LAC,L 6-20,10.5,did not cover,50.0,under,2018,2018_10_OAK_LAC
BUF,2018-11-04,10.5,Sun,9,9,,CHI,L 9-41,10.5,did not cover,38.0,over,2018,2018_09_BUF_CHI
BUF,2018-10-14,10.5,Sun,6,6,@,HOU,L 13-20,10.5,covered,40.5,under,2018,2018_06_BUF_HOU
IND,2018-10-04,10.5,Thu,5,5,@,NWE,L 24-38,10.5,did not cover,49.5,over,2018,2018_05_IND_NWE
SFO,2018-09-30,10.5,Sun,4,4,@,LAC,L 27-29,10.5,covered,46.0,over,2018,2018_04_SFO_LAC
HOU,2017-12-17,10.5,Sun,14,15,@,JAX,L 7-45,10.5,did not cover,39.0,over,2017,2017_15_HOU_JAX
MIA,2017-12-11,10.5,Mon,13,14,,NWE,W 27-20,10.5,covered,48.0,under,2017,2017_14_MIA_NWE
TAM,2017-11-26,10.5,Sun,11,12,@,ATL,L 20-34,10.5,did not cover,47.0,over,2017,2017_12_TAM_ATL
IND,2017-11-12,10.5,Sun,10,10,,PIT,L 17-20,10.5,covered,47.0,under,2017,2017_10_IND_PIT
CLE,2017-11-12,10.5,Sun,9,10,@,DET,L 24-38,10.5,did not cover,42.5,over,2017,2017_10_CLE_DET
SEA,2022-12-24,10.0,Sat,15,16,@,KAN,L 10-24,10.0,did not cover,49.5,under,2022,2022_16_SEA_KAN
NYJ,2022-12-11,10.0,Sun,13,14,@,BUF,L 12-20,10.0,covered,43.0,under,2022,2022_14_NYJ_BUF
NYG,2022-11-24,10.0,Thu,11,12,@,DAL,L 20-28,10.0,covered,45.5,over,2022,2022_12_NYG_DAL
CHI,2022-10-30,10.0,Sun,8,8,@,DAL,L 29-49,10.0,did not cover,42.5,over,2022,2022_08_CHI_DAL
CAR,2022-10-16,10.0,Sun,6,6,@,LAR,L 10-24,10.0,did not cover,41.5,under,2022,2022_06_CAR_LAR
ATL,2022-10-09,10.0,Sun,5,5,@,TAM,L 15-21,10.0,covered,46.5,under,2022,2022_05_ATL_TAM
TEN,2022-09-19,10.0,Mon,2,2,@,BUF,L 7-41,10.0,did not cover,47.5,over,2022,2022_02_TEN_BUF
ATL,2022-09-18,10.0,Sun,2,2,@,LAR,L 27-31,10.0,covered,46.5,over,2022,2022_02_ATL_LAR
HOU,2022-09-18,10.0,Sun,2,2,@,DEN,L 9-16,10.0,covered,45.5,under,2022,2022_02_HOU_DEN
CHI,2022-09-18,10.0,Sun,2,2,@,GNB,L 10-27,10.0,did not cover,41.5,under,2022,2022_02_CHI_GNB
NYG,2021-12-26,10.0,Sun,15,16,@,PHI,L 10-34,10.0,did not cover,40.5,over,2021,2021_16_NYG_PHI
WAS,2021-12-26,10.0,Sun,15,16,@,DAL,L 14-56,10.0,did not cover,46.5,over,2021,2021_16_WAS_DAL
NYJ,2021-12-19,10.0,Sun,14,15,@,MIA,L 24-31,10.0,covered,42.0,over,2021,2021_15_NYJ_MIA
LVR,2021-12-12,10.0,Sun,13,14,@,KAN,L 9-48,10.0,did not cover,48.0,over,2021,2021_14_LVR_KAN
HOU,2021-12-05,10.0,Sun,12,13,,IND,L 0-31,10.0,did not cover,44.5,under,2021,2021_13_HOU_IND
HOU,2021-11-21,10.0,Sun,10,11,@,TEN,W 22-13,10.0,covered,44.5,under,2021,2021_11_HOU_TEN
JAX,2021-11-14,10.0,Sun,9,10,@,IND,L 17-23,10.0,covered,47.5,under,2021,2021_10_JAX_IND
DEN,2021-11-07,10.0,Sun,9,9,@,DAL,W 30-16,10.0,covered,48.5,under,2021,2021_09_DEN_DAL
NYG,2021-11-01,10.0,Mon,8,8,@,KAN,L 17-20,10.0,covered,52.0,under,2021,2021_08_NYG_KAN
HOU,2021-10-17,10.0,Sun,6,6,@,IND,L 3-31,10.0,did not cover,43.5,under,2021,2021_06_HOU_IND
MIA,2021-10-10,10.0,Sun,5,5,@,TAM,L 17-45,10.0,did not cover,48.0,over,2021,2021_05_MIA_TAM
DET,2021-10-10,10.0,Sun,5,5,@,MIN,L 17-19,10.0,covered,49.5,under,2021,2021_05_DET_MIN
NYJ,2021-09-26,10.0,Sun,3,3,@,DEN,L 0-26,10.0,did not cover,41.5,under,2021,2021_03_NYJ_DEN
NYG,2020-12-27,10.0,Sun,15,16,@,BAL,L 13-27,10.0,did not cover,43.0,under,2020,2020_16_NYG_BAL
BAL,2020-12-02,10.0,Wed,11,12,@,PIT,L 14-19,10.0,covered,42.0,under,2020,2020_12_BAL_PIT
NYJ,2020-11-22,10.0,Sun,10,11,@,LAC,L 28-34,10.0,covered,47.0,over,2020,2020_11_NYJ_LAC
CAR,2020-11-08,10.0,Sun,9,9,@,KAN,L 31-33,10.0,covered,51.5,over,2020,2020_09_CAR_KAN
NYJ,2020-10-18,10.0,Sun,6,6,@,MIA,L 0-24,10.0,did not cover,46.0,under,2020,2020_06_NYJ_MIA
LAC,2019-12-29,10.0,Sun,16,17,@,KAN,L 21-31,10.0,push,46.0,over,2019,2019_17_LAC_KAN
HOU,2019-12-29,10.0,Sun,16,17,,TEN,L 14-35,10.0,did not cover,43.0,over,2019,2019_17_HOU_TEN
DEN,2019-12-15,10.0,Sun,14,15,@,KAN,L 3-23,10.0,did not cover,43.0,under,2019,2019_15_DEN_KAN
CAR,2019-11-24,10.0,Sun,11,12,@,NOR,L 31-34,10.0,covered,46.0,over,2019,2019_12_CAR_NOR
ARI,2019-11-17,10.0,Sun,11,11,@,SFO,L 26-36,10.0,push,44.0,over,2019,2019_11_ARI_SFO
DEN,2019-11-17,10.0,Sun,10,11,@,MIN,L 23-27,10.0,covered,40.5,over,2019,2019_11_DEN_MIN
WAS,2019-10-20,10.0,Sun,7,7,,SFO,L 0-9,10.0,covered,39.0,under,2019,2019_07_WAS_SFO
CIN,2018-12-23,10.0,Sun,15,16,@,CLE,L 18-26,10.0,covered,44.0,push,2018,2018_16_CIN_CLE
NYG,2018-12-23,10.0,Sun,15,16,@,IND,L 27-28,10.0,covered,48.5,over,2018,2018_16_NYG_IND
ARI,2018-12-16,10.0,Sun,14,15,@,ATL,L 14-40,10.0,did not cover,43.5,over,2018,2018_15_ARI_ATL
TAM,2018-12-09,10.0,Sun,13,14,,NOR,L 14-28,10.0,did not cover,54.0,under,2018,2018_14_TAM_NOR
SFO,2018-12-02,10.0,Sun,12,13,@,SEA,L 16-43,10.0,did not cover,45.5,over,2018,2018_13_SFO_SEA
SEA,2018-11-11,10.0,Sun,9,10,@,LAR,L 31-36,10.0,covered,51.0,over,2018,2018_10_SEA_LAR
ARI,2018-10-14,10.0,Sun,6,6,@,MIN,L 17-27,10.0,push,43.5,over,2018,2018_06_ARI_MIN
TEN,2018-09-23,10.0,Sun,3,3,@,JAX,W 9-6,10.0,covered,39.0,under,2018,2018_03_TEN_JAX
CLE,2018-09-16,10.0,Sun,2,2,@,NOR,L 18-21,10.0,covered,51.0,under,2018,2018_02_CLE_NOR
TAM,2018-09-09,10.0,Sun,1,1,@,NOR,W 48-40,10.0,covered,50.0,over,2018,2018_01_TAM_NOR
