Team,Date,Spread,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,Season,game_id
PIT,2020-12-13,2.0,Sun,13,14,@,BUF,L 15-26,2.0,did not cover,48.5,under,2020,2020_14_PIT_BUF
NWE,2020-12-06,2.0,Sun,12,13,@,LAC,W 45-0,2.0,covered,46.5,under,2020,2020_13_NWE_LAC
CIN,2020-11-22,2.0,Sun,10,11,@,WAS,L 9-20,2.0,did not cover,48.0,under,2020,2020_11_CIN_WAS
CHI,2020-10-18,2.0,Sun,6,6,@,CAR,W 23-16,2.0,covered,45.0,under,2020,2020_06_CHI_CAR
WAS,2020-10-18,2.0,Sun,6,6,@,NYG,L 19-20,2.0,covered,42.5,under,2020,2020_06_WAS_NYG
LAR,2020-09-20,2.0,Sun,2,2,@,PHI,W 37-19,2.0,covered,46.0,over,2020,2020_02_LAR_PHI
BAL,2019-12-29,2.0,Sun,16,17,,PIT,W 28-10,2.0,covered,35.0,over,2019,2019_17_BAL_PIT
PHI,2019-12-22,2.0,Sun,15,16,,DAL,W 17-9,2.0,covered,47.0,under,2019,2019_16_PHI_DAL
TAM,2019-10-27,2.0,Sun,7,8,@,TEN,L 23-27,2.0,did not cover,45.5,over,2019,2019_08_TAM_TEN
TAM,2019-10-13,2.0,Sun,6,6,,CAR,L 26-37,2.0,did not cover,48.5,over,2019,2019_06_TAM_CAR
NOR,2019-09-15,2.0,Sun,2,2,@,LAR,L 9-27,2.0,did not cover,52.5,under,2019,2019_02_NOR_LAR
GNB,2018-09-16,2.0,Sun,2,2,,MIN,T 29-29 (OT),2.0,covered,45.0,over,2018,2018_02_GNB_MIN
JAX,2018-09-16,2.0,Sun,2,2,,NWE,W 31-20,2.0,covered,44.5,over,2018,2018_02_JAX_NWE
WAS,2018-09-09,2.0,Sun,1,1,@,ARI,W 24-6,2.0,covered,43.5,under,2018,2018_01_WAS_ARI
MIN,2017-12-03,2.0,Sun,12,13,@,ATL,W 14-9,2.0,covered,48.5,under,2017,2017_13_MIN_ATL
BUF,2017-11-12,2.0,Sun,9,10,,NOR,L 10-47,2.0,did not cover,48.5,over,2017,2017_10_BUF_NOR
OAK,2017-10-29,2.0,Sun,8,8,@,BUF,L 14-34,2.0,did not cover,47.0,over,2017,2017_08_OAK_BUF
SEA,2017-10-08,2.0,Sun,5,5,@,LAR,W 16-10,2.0,covered,47.0,under,2017,2017_05_SEA_LAR
HOU,2017-10-08,2.0,Sun,5,5,,KAN,L 34-42,2.0,did not cover,45.0,over,2017,2017_05_HOU_KAN
CAR,2017-10-08,2.0,Sun,5,5,@,DET,W 27-24,2.0,covered,42.0,over,2017,2017_05_CAR_DET
PHI,2017-10-01,2.0,Sun,4,4,@,LAC,W 26-24,2.0,covered,48.0,over,2017,2017_04_PHI_LAC
SEA,2017-09-24,2.0,Sun,3,3,@,TEN,L 27-33,2.0,did not cover,42.0,over,2017,2017_03_SEA_TEN
WAS,2017-09-10,2.0,Sun,1,1,,PHI,L 17-30,2.0,did not cover,49.5,under,2017,2017_01_WAS_PHI
SEA,2023-01-01,1.5,Sun,16,17,,NYJ,W 23-6,1.5,covered,42.5,under,2022,2022_17_SEA_NYJ
NWE,2022-12-18,1.5,Sun,14,15,@,LVR,L 24-30,1.5,did not cover,45.0,over,2022,2022_15_NWE_LVR
ARI,2022-12-18,1.5,Sun,14,15,@,DEN,L 15-24,1.5,did not cover,36.5,over,2022,2022_15_ARI_DEN
ARI,2022-12-12,1.5,Mon,13,14,,NWE,L 13-27,1.5,did not cover,43.5,under,2022,2022_14_ARI_NWE
BAL,2022-12-11,1.5,Sun,13,14,@,PIT,W 16-14,1.5,covered,36.5,under,2022,2022_14_BAL_PIT
TEN,2022-11-27,1.5,Sun,11,12,,CIN,L 16-20,1.5,did not cover,43.0,under,2022,2022_12_TEN_CIN
MIN,2022-11-20,1.5,Sun,10,11,,DAL,L 3-40,1.5,did not cover,48.5,under,2022,2022_11_MIN_DAL
NOR,2022-11-07,1.5,Mon,9,9,,BAL,L 13-27,1.5,did not cover,46.5,under,2022,2022_09_NOR_BAL
NOR,2022-10-30,1.5,Sun,8,8,,LVR,W 24-0,1.5,covered,49.5,under,2022,2022_08_NOR_LVR
BAL,2022-10-27,1.5,Thu,8,8,@,TAM,W 27-22,1.5,covered,45.5,over,2022,2022_08_BAL_TAM
DEN,2022-10-23,1.5,Sun,7,7,,NYJ,L 9-16,1.5,did not cover,37.0,under,2022,2022_07_DEN_NYJ
JAX,2022-10-16,1.5,Sun,6,6,@,IND,L 27-34,1.5,did not cover,41.0,over,2022,2022_06_JAX_IND
LAR,2022-10-03,1.5,Mon,4,4,@,SFO,L 9-24,1.5,did not cover,42.5,under,2022,2022_04_LAR_SFO
DEN,2022-09-25,1.5,Sun,3,3,,SFO,W 11-10,1.5,covered,44.5,under,2022,2022_03_DEN_SFO
WAS,2022-09-18,1.5,Sun,2,2,@,DET,L 27-36,1.5,did not cover,48.5,over,2022,2022_02_WAS_DET
CLE,2022-09-11,1.5,Sun,1,1,@,CAR,W 26-24,1.5,covered,42.0,over,2022,2022_01_CLE_CAR
JAX,2021-12-26,1.5,Sun,15,16,@,NYJ,L 21-26,1.5,did not cover,41.0,over,2021,2021_16_JAX_NYJ
BUF,2021-12-26,1.5,Sun,15,16,@,NWE,W 33-21,1.5,covered,43.5,over,2021,2021_16_BUF_NWE
CIN,2021-12-12,1.5,Sun,13,14,,SFO,L 23-26 (OT),1.5,did not cover,49.0,push,2021,2021_14_CIN_SFO
WAS,2021-12-05,1.5,Sun,12,13,@,LVR,W 17-15,1.5,covered,48.0,under,2021,2021_13_WAS_LVR
PHI,2021-11-07,1.5,Sun,9,9,,LAC,L 24-27,1.5,did not cover,49.0,over,2021,2021_09_PHI_LAC
DEN,2021-10-21,1.5,Thu,7,7,@,CLE,L 14-17,1.5,did not cover,41.5,under,2021,2021_07_DEN_CLE
PIT,2021-10-10,1.5,Sun,5,5,,DEN,W 27-19,1.5,covered,39.5,over,2021,2021_05_PIT_DEN
LAR,2021-09-26,1.5,Sun,3,3,,TAM,W 34-24,1.5,covered,55.5,over,2021,2021_03_LAR_TAM
CIN,2021-09-19,1.5,Sun,2,2,@,CHI,L 17-20,1.5,did not cover,44.5,under,2021,2021_02_CIN_CHI
LAC,2021-09-12,1.5,Sun,1,1,@,WAS,W 20-16,1.5,covered,45.0,under,2021,2021_01_LAC_WAS
NYG,2021-01-03,1.5,Sun,16,17,,DAL,W 23-19,1.5,covered,44.5,under,2020,2020_17_NYG_DAL
LAR,2020-12-27,1.5,Sun,15,16,@,SEA,L 9-20,1.5,did not cover,47.5,under,2020,2020_16_LAR_SEA
MIA,2020-12-20,1.5,Sun,14,15,,NWE,W 22-12,1.5,covered,40.5,under,2020,2020_15_MIA_NWE
BUF,2020-12-07,1.5,Mon,12,13,@,SFO,W 34-24,1.5,covered,48.0,over,2020,2020_13_BUF_SFO
GNB,2020-11-22,1.5,Sun,10,11,@,IND,L 31-34 (OT),1.5,did not cover,52.5,over,2020,2020_11_GNB_IND
LAC,2020-11-15,1.5,Sun,9,10,@,MIA,L 21-29,1.5,did not cover,49.0,over,2020,2020_10_LAC_MIA
ATL,2020-10-29,1.5,Thu,8,8,@,CAR,W 25-17,1.5,covered,52.0,under,2020,2020_08_ATL_CAR
LAR,2020-09-27,1.5,Sun,3,3,@,BUF,L 32-35,1.5,did not cover,46.5,over,2020,2020_03_LAR_BUF
BUF,2019-12-29,1.5,Sun,16,17,,NYJ,L 6-13,1.5,did not cover,37.0,under,2019,2019_17_BUF_NYJ
MIA,2019-12-22,1.5,Sun,15,16,,CIN,W 38-35 (OT),1.5,covered,46.0,over,2019,2019_16_MIA_CIN
HOU,2019-10-20,1.5,Sun,7,7,@,IND,L 23-30,1.5,did not cover,46.5,over,2019,2019_07_HOU_IND
LAR,2019-10-03,1.5,Thu,5,5,@,SEA,L 29-30,1.5,covered,49.0,over,2019,2019_05_LAR_SEA
JAX,2019-09-19,1.5,Thu,3,3,,TEN,W 20-7,1.5,covered,38.0,under,2019,2019_03_JAX_TEN
CAR,2019-09-08,1.5,Sun,1,1,,LAR,L 27-30,1.5,did not cover,49.5,over,2019,2019_01_CAR_LAR
SFO,2018-11-25,1.5,Sun,11,12,@,TAM,L 9-27,1.5,did not cover,54.5,under,2018,2018_12_SFO_TAM
ATL,2018-11-04,1.5,Sun,8,9,@,WAS,W 38-14,1.5,covered,46.5,over,2018,2018_09_ATL_WAS
PIT,2018-11-04,1.5,Sun,8,9,@,BAL,W 23-16,1.5,covered,46.5,under,2018,2018_09_PIT_BAL
NOR,2018-11-04,1.5,Sun,8,9,,LAR,W 45-35,1.5,covered,57.0,over,2018,2018_09_NOR_LAR
SFO,2018-11-01,1.5,Thu,9,9,,OAK,W 34-3,1.5,covered,44.0,under,2018,2018_09_SFO_OAK
PIT,2018-10-14,1.5,Sun,6,6,@,CIN,W 28-21,1.5,covered,49.5,under,2018,2018_06_PIT_CIN
NYG,2018-10-11,1.5,Thu,6,6,,PHI,L 13-34,1.5,did not cover,45.0,over,2018,2018_06_NYG_PHI
NOR,2018-09-23,1.5,Sun,3,3,@,ATL,W 43-37 (OT),1.5,covered,54.0,over,2018,2018_03_NOR_ATL
DAL,2017-11-30,1.5,Thu,12,13,,WAS,W 38-14,1.5,covered,47.0,over,2017,2017_13_DAL_WAS
CAR,2017-10-29,1.5,Sun,8,8,@,TAM,W 17-3,1.5,covered,46.0,under,2017,2017_08_CAR_TAM
CLE,2017-10-08,1.5,Sun,5,5,,NYJ,L 14-17,1.5,did not cover,41.5,under,2017,2017_05_CLE_NYJ
DET,2022-12-18,1.0,Sun,14,15,@,NYJ,W 20-17,1.0,covered,43.5,under,2022,2022_15_DET_NYJ
PIT,2022-12-04,1.0,Sun,12,13,@,ATL,W 19-16,1.0,covered,43.0,under,2022,2022_13_PIT_ATL
JAX,2022-12-04,1.0,Sun,12,13,@,DET,L 14-40,1.0,did not cover,51.0,over,2022,2022_13_JAX_DET
CAR,2022-11-27,1.0,Sun,12,12,,DEN,W 23-10,1.0,covered,36.0,under,2022,2022_12_CAR_DEN
PIT,2022-11-13,1.0,Sun,9,10,,NOR,W 20-10,1.0,covered,40.0,under,2022,2022_10_PIT_NOR
SFO,2022-10-23,1.0,Sun,7,7,,KAN,L 23-44,1.0,did not cover,49.0,over,2022,2022_07_SFO_KAN
CHI,2022-10-13,1.0,Thu,6,6,,WAS,L 7-12,1.0,did not cover,38.0,under,2022,2022_06_CHI_WAS
CLE,2022-10-09,1.0,Sun,5,5,,LAC,L 28-30,1.0,did not cover,47.0,over,2022,2022_05_CLE_LAC
ARI,2022-10-02,1.0,Sun,4,4,@,CAR,W 26-16,1.0,covered,43.5,under,2022,2022_04_ARI_CAR
ATL,2022-10-02,1.0,Sun,4,4,,CLE,W 23-20,1.0,covered,47.5,under,2022,2022_04_ATL_CLE
KAN,2022-10-02,1.0,Sun,4,4,@,TAM,W 41-31,1.0,covered,46.0,over,2022,2022_04_KAN_TAM
DAL,2022-09-26,1.0,Mon,3,3,@,NYG,W 23-16,1.0,covered,39.0,push,2022,2022_03_DAL_NYG
GNB,2022-09-25,1.0,Sun,3,3,@,TAM,W 14-12,1.0,covered,42.0,under,2022,2022_03_GNB_TAM
ATL,2022-09-25,1.0,Sun,3,3,@,SEA,W 27-23,1.0,covered,42.0,over,2022,2022_03_ATL_SEA
TEN,2021-12-19,1.0,Sun,14,15,@,PIT,L 13-19,1.0,did not cover,44.0,under,2021,2021_15_TEN_PIT
MIN,2021-11-21,1.0,Sun,10,11,,GNB,W 34-31,1.0,covered,47.0,over,2021,2021_11_MIN_GNB
LVR,2021-11-21,1.0,Sun,10,11,,CIN,L 13-32,1.0,did not cover,50.5,under,2021,2021_11_LVR_CIN
DEN,2021-10-03,1.0,Sun,4,4,,BAL,L 7-23,1.0,did not cover,44.0,under,2021,2021_04_DEN_BAL
MIN,2021-10-03,1.0,Sun,4,4,,CLE,L 7-14,1.0,did not cover,51.5,under,2021,2021_04_MIN_CLE
ARI,2021-01-03,1.0,Sun,16,17,@,LAR,L 7-18,1.0,did not cover,42.0,under,2020,2020_17_ARI_LAR
WAS,2020-12-27,1.0,Sun,15,16,,CAR,L 13-20,1.0,did not cover,41.5,under,2020,2020_16_WAS_CAR
PIT,2020-12-27,1.0,Sun,15,16,,IND,W 28-24,1.0,covered,43.5,over,2020,2020_16_PIT_IND
CHI,2020-12-13,1.0,Sun,13,14,,HOU,W 36-7,1.0,covered,46.5,under,2020,2020_14_CHI_HOU
ATL,2020-12-13,1.0,Sun,13,14,@,LAC,L 17-20,1.0,did not cover,49.5,under,2020,2020_14_ATL_LAC
NWE,2020-11-29,1.0,Sun,11,12,,ARI,W 20-17,1.0,covered,51.0,under,2020,2020_12_NWE_ARI
TEN,2020-11-12,1.0,Thu,9,10,,IND,L 17-34,1.0,did not cover,49.5,over,2020,2020_10_TEN_IND
BAL,2020-11-08,1.0,Sun,8,9,@,IND,W 24-10,1.0,covered,47.5,under,2020,2020_09_BAL_IND
LAC,2020-11-08,1.0,Sun,8,9,,LVR,L 26-31,1.0,did not cover,52.5,over,2020,2020_09_LAC_LVR
SFO,2020-11-01,1.0,Sun,8,8,@,SEA,L 27-37,1.0,did not cover,54.5,over,2020,2020_08_SFO_SEA
LVR,2020-11-01,1.0,Sun,7,8,@,CLE,W 16-6,1.0,covered,48.0,under,2020,2020_08_LVR_CLE
DET,2020-10-25,1.0,Sun,6,7,@,ATL,W 23-22,1.0,covered,54.0,under,2020,2020_07_DET_ATL
WAS,2020-10-25,1.0,Sun,7,7,,DAL,W 25-3,1.0,covered,44.5,under,2020,2020_07_WAS_DAL
PIT,2020-10-25,1.0,Sun,6,7,@,TEN,W 27-24,1.0,covered,51.0,push,2020,2020_07_PIT_TEN
ARI,2020-10-19,1.0,Mon,6,6,@,DAL,W 38-10,1.0,covered,55.5,under,2020,2020_06_ARI_DAL
IND,2020-10-11,1.0,Sun,5,5,@,CLE,L 23-32,1.0,did not cover,48.5,over,2020,2020_05_IND_CLE
JAX,2020-10-04,1.0,Sun,4,4,@,CIN,L 25-33,1.0,did not cover,50.0,over,2020,2020_04_JAX_CIN
DEN,2020-10-01,1.0,Thu,4,4,@,NYJ,W 37-28,1.0,covered,41.0,over,2020,2020_04_DEN_NYJ
DAL,2020-09-13,1.0,Sun,1,1,@,LAR,L 17-20,1.0,did not cover,52.0,under,2020,2020_01_DAL_LAR
SEA,2020-09-13,1.0,Sun,1,1,@,ATL,W 38-25,1.0,covered,49.5,over,2020,2020_01_SEA_ATL
GNB,2020-09-13,1.0,Sun,1,1,@,MIN,W 43-34,1.0,covered,44.0,over,2020,2020_01_GNB_MIN
ATL,2019-12-29,1.0,Sun,16,17,@,TAM,W 28-22 (OT),1.0,covered,48.0,over,2019,2019_17_ATL_TAM
WAS,2019-12-22,1.0,Sun,15,16,,NYG,L 35-41 (OT),1.0,did not cover,42.0,over,2019,2019_16_WAS_NYG
DAL,2019-12-15,1.0,Sun,14,15,,LAR,W 44-21,1.0,covered,48.5,over,2019,2019_15_DAL_LAR
BUF,2019-12-15,1.0,Sun,14,15,@,PIT,W 17-10,1.0,covered,37.0,under,2019,2019_15_BUF_PIT
LAC,2019-12-15,1.0,Sun,14,15,,MIN,L 10-39,1.0,did not cover,45.0,over,2019,2019_15_LAC_MIN
SEA,2019-12-08,1.0,Sun,13,14,@,LAR,L 12-28,1.0,did not cover,47.5,under,2019,2019_14_SEA_LAR
SFO,2019-12-08,1.0,Sun,13,14,@,NOR,W 48-46,1.0,covered,45.0,over,2019,2019_14_SFO_NOR
IND,2019-12-01,1.0,Sun,12,13,,TEN,L 17-31,1.0,did not cover,41.5,over,2019,2019_13_IND_TEN
PIT,2019-12-01,1.0,Sun,12,13,,CLE,W 20-13,1.0,covered,40.0,under,2019,2019_13_PIT_CLE
PHI,2019-11-24,1.0,Sun,11,12,,SEA,L 9-17,1.0,did not cover,45.5,under,2019,2019_12_PHI_SEA
NYJ,2019-11-17,1.0,Sun,10,11,@,WAS,W 34-17,1.0,covered,37.5,over,2019,2019_11_NYJ_WAS
OAK,2019-11-07,1.0,Thu,9,10,,LAC,W 26-24,1.0,covered,49.0,over,2019,2019_10_OAK_LAC
IND,2019-11-03,1.0,Sun,8,9,@,PIT,L 24-26,1.0,did not cover,39.5,over,2019,2019_09_IND_PIT
HOU,2019-11-03,1.0,Sun,9,9,@,JAX,W 26-3,1.0,covered,46.0,under,2019,2019_09_HOU_JAX
PHI,2019-10-27,1.0,Sun,8,8,@,BUF,W 31-13,1.0,covered,39.5,over,2019,2019_08_PHI_BUF
TEN,2019-10-13,1.0,Sun,6,6,@,DEN,L 0-16,1.0,did not cover,41.0,under,2019,2019_06_TEN_DEN
SEA,2019-10-13,1.0,Sun,6,6,@,CLE,W 32-28,1.0,covered,45.5,over,2019,2019_06_SEA_CLE
CHI,2019-09-29,1.0,Sun,4,4,,MIN,W 16-6,1.0,covered,38.0,under,2019,2019_04_CHI_MIN
ATL,2019-09-22,1.0,Sun,3,3,@,IND,L 24-27,1.0,did not cover,48.0,over,2019,2019_03_ATL_IND
DET,2019-09-15,1.0,Sun,2,2,,LAC,W 13-10,1.0,covered,47.0,under,2019,2019_02_DET_LAC
ATL,2019-09-15,1.0,Sun,2,2,,PHI,W 24-20,1.0,covered,53.0,under,2019,2019_02_ATL_PHI
NYG,2019-09-15,1.0,Sun,2,2,,BUF,L 14-28,1.0,did not cover,44.5,under,2019,2019_02_NYG_BUF
SFO,2019-09-15,1.0,Sun,2,2,@,CIN,W 41-17,1.0,covered,46.0,over,2019,2019_02_SFO_CIN
SFO,2019-09-08,1.0,Sun,1,1,@,TAM,W 31-17,1.0,covered,51.0,under,2019,2019_01_SFO_TAM
HOU,2018-12-23,1.0,Sun,15,16,@,PHI,L 30-32,1.0,did not cover,46.5,over,2018,2018_16_HOU_PHI
SEA,2018-12-23,1.0,Sun,15,16,,KAN,W 38-31,1.0,covered,54.5,over,2018,2018_16_SEA_KAN
CLE,2018-12-15,1.0,Sat,14,15,@,DEN,W 17-16,1.0,covered,47.0,under,2018,2018_15_CLE_DEN
CLE,2018-12-09,1.0,Sun,13,14,,CAR,W 26-20,1.0,covered,47.5,under,2018,2018_14_CLE_CAR
CIN,2018-11-25,1.0,Sun,11,12,,CLE,L 20-35,1.0,did not cover,46.5,over,2018,2018_12_CIN_CLE
TEN,2018-11-18,1.0,Sun,10,11,@,IND,L 10-38,1.0,did not cover,50.0,under,2018,2018_11_TEN_IND
HOU,2018-11-04,1.0,Sun,9,9,@,DEN,W 19-17,1.0,covered,46.5,under,2018,2018_09_HOU_DEN
LAC,2018-11-04,1.0,Sun,8,9,@,SEA,W 25-17,1.0,covered,48.0,under,2018,2018_09_LAC_SEA
NYG,2018-10-28,1.0,Sun,8,8,,WAS,L 13-20,1.0,did not cover,44.0,under,2018,2018_08_NYG_WAS
CHI,2018-10-21,1.0,Sun,6,7,,NWE,L 31-38,1.0,did not cover,48.5,over,2018,2018_07_CHI_NWE
WAS,2018-10-21,1.0,Sun,6,7,,DAL,W 20-17,1.0,covered,40.5,under,2018,2018_07_WAS_DAL
ARI,2018-10-18,1.0,Thu,7,7,,DEN,L 10-45,1.0,did not cover,42.5,over,2018,2018_07_ARI_DEN
WAS,2018-10-14,1.0,Sun,5,6,,CAR,W 23-17,1.0,covered,44.5,under,2018,2018_06_WAS_CAR
LAC,2018-10-14,1.0,Sun,6,6,@,CLE,W 38-14,1.0,covered,47.0,over,2018,2018_06_LAC_CLE
GNB,2018-10-07,1.0,Sun,5,5,@,DET,L 23-31,1.0,did not cover,50.0,over,2018,2018_05_GNB_DET
DEN,2018-10-07,1.0,Sun,5,5,@,NYJ,L 16-34,1.0,did not cover,43.0,over,2018,2018_05_DEN_NYJ
IND,2018-09-30,1.0,Sun,4,4,,HOU,L 34-37 (OT),1.0,did not cover,48.0,over,2018,2018_04_IND_HOU
PIT,2018-09-24,1.0,Mon,3,3,@,TAM,W 30-27,1.0,covered,55.0,over,2018,2018_03_PIT_TAM
DAL,2018-09-23,1.0,Sun,3,3,@,SEA,L 13-24,1.0,did not cover,40.0,under,2018,2018_03_DAL_SEA
BAL,2018-09-13,1.0,Thu,2,2,@,CIN,L 23-34,1.0,did not cover,43.0,over,2018,2018_02_BAL_CIN
MIA,2018-09-09,1.0,Sun,1,1,,TEN,W 27-20,1.0,covered,43.5,over,2018,2018_01_MIA_TEN
IND,2018-09-09,1.0,Sun,1,1,,CIN,L 23-34,1.0,did not cover,47.5,over,2018,2018_01_IND_CIN
ATL,2018-09-06,1.0,Thu,1,1,@,PHI,L 12-18,1.0,did not cover,44.5,under,2018,2018_01_ATL_PHI
SEA,2017-12-17,1.0,Sun,14,15,,LAR,L 7-42,1.0,did not cover,47.5,over,2017,2017_15_SEA_LAR
LAC,2017-12-16,1.0,Sat,14,15,@,KAN,L 13-30,1.0,did not cover,47.0,under,2017,2017_15_LAC_KAN
PHI,2017-12-10,1.0,Sun,13,14,@,LAR,W 43-35,1.0,covered,47.5,over,2017,2017_14_PHI_LAR
SFO,2017-12-10,1.0,Sun,13,14,@,HOU,W 26-16,1.0,covered,45.5,under,2017,2017_14_SFO_HOU
DEN,2017-12-10,1.0,Sun,13,14,,NYJ,W 23-0,1.0,covered,40.5,under,2017,2017_14_DEN_NYJ
MIA,2017-12-03,1.0,Sun,12,13,,DEN,W 35-9,1.0,covered,41.0,over,2017,2017_13_MIA_DEN
DAL,2017-11-23,1.0,Thu,11,12,,LAC,L 6-28,1.0,did not cover,46.5,under,2017,2017_12_DAL_LAC
SEA,2017-11-20,1.0,Mon,10,11,,ATL,L 31-34,1.0,did not cover,46.0,over,2017,2017_11_SEA_ATL
LAR,2017-11-19,1.0,Sun,10,11,@,MIN,L 7-24,1.0,did not cover,46.0,under,2017,2017_11_LAR_MIN
MIA,2017-11-19,1.0,Sun,10,11,,TAM,L 20-30,1.0,did not cover,44.0,over,2017,2017_11_MIA_TAM
WAS,2017-11-12,1.0,Sun,9,10,,MIN,L 30-38,1.0,did not cover,43.0,over,2017,2017_10_WAS_MIN
NYJ,2017-11-12,1.0,Sun,10,10,@,TAM,L 10-15,1.0,did not cover,44.5,under,2017,2017_10_NYJ_TAM
LAC,2017-10-22,1.0,Sun,7,7,,DEN,W 21-0,1.0,covered,41.0,under,2017,2017_07_LAC_DEN
LAR,2017-10-15,1.0,Sun,6,6,@,JAX,W 27-17,1.0,covered,42.0,over,2017,2017_06_LAR_JAX
SFO,2017-10-08,1.0,Sun,5,5,@,IND,L 23-26 (OT),1.0,did not cover,43.5,over,2017,2017_05_SFO_IND
IND,2017-09-24,1.0,Sun,3,3,,CLE,W 31-28,1.0,covered,42.0,over,2017,2017_03_IND_CLE
JAX,2017-09-17,1.0,Sun,2,2,,TEN,L 16-37,1.0,did not cover,42.0,over,2017,2017_02_JAX_TEN
DEN,2021-12-26,0.0,Sun,15,16,@,LVR,L 13-17,0.0,did not cover,41.0,under,2021,2021_16_DEN_LVR
LVR,2021-12-26,0.0,Sun,15,16,,DEN,W 17-13,0.0,covered,41.0,under,2021,2021_16_LVR_DEN
SEA,2021-11-29,0.0,Mon,11,12,@,WAS,L 15-17,0.0,did not cover,47.0,under,2021,2021_12_SEA_WAS
WAS,2021-11-29,0.0,Mon,11,12,,SEA,W 17-15,0.0,covered,47.0,under,2021,2021_12_WAS_SEA
TAM,2017-12-10,0.0,Sun,13,14,,DET,L 21-24,0.0,did not cover,47.5,under,2017,2017_14_TAM_DET
DET,2017-12-10,0.0,Sun,13,14,@,TAM,W 24-21,0.0,covered,47.5,under,2017,2017_14_DET_TAM
TEN,2017-10-08,0.0,Sun,5,5,@,MIA,L 10-16,0.0,did not cover,41.5,under,2017,2017_05_TEN_MIA
MIA,2017-10-08,0.0,Sun,4,5,,TEN,W 16-10,0.0,covered,41.5,under,2017,2017_05_MIA_TEN
TAM,2017-09-24,0.0,Sun,2,3,@,MIN,L 17-34,0.0,did not cover,41.0,over,2017,2017_03_TAM_MIN
MIN,2017-09-24,0.0,Sun,3,3,,TAM,W 34-17,0.0,covered,41.0,over,2017,2017_03_MIN_TAM
NYJ,2022-12-18,-1.0,Sun,14,15,,DET,L 17-20,-1.0,did not cover,43.5,under,2022,2022_15_NYJ_DET
ATL,2022-12-04,-1.0,Sun,13,13,,PIT,L 16-19,-1.0,did not cover,43.0,under,2022,2022_13_ATL_PIT
DET,2022-12-04,-1.0,Sun,12,13,,JAX,W 40-14,-1.0,covered,51.0,over,2022,2022_13_DET_JAX
DEN,2022-11-27,-1.0,Sun,11,12,@,CAR,L 10-23,-1.0,did not cover,36.0,under,2022,2022_12_DEN_CAR
NOR,2022-11-13,-1.0,Sun,10,10,@,PIT,L 10-20,-1.0,did not cover,40.0,under,2022,2022_10_NOR_PIT
KAN,2022-10-23,-1.0,Sun,7,7,@,SFO,W 44-23,-1.0,covered,49.0,over,2022,2022_07_KAN_SFO
WAS,2022-10-13,-1.0,Thu,6,6,@,CHI,W 12-7,-1.0,covered,38.0,under,2022,2022_06_WAS_CHI
LAC,2022-10-09,-1.0,Sun,5,5,@,CLE,W 30-28,-1.0,covered,47.0,over,2022,2022_05_LAC_CLE
CLE,2022-10-02,-1.0,Sun,4,4,@,ATL,L 20-23,-1.0,did not cover,47.5,under,2022,2022_04_CLE_ATL
TAM,2022-10-02,-1.0,Sun,4,4,,KAN,L 31-41,-1.0,did not cover,46.0,over,2022,2022_04_TAM_KAN
CAR,2022-10-02,-1.0,Sun,4,4,,ARI,L 16-26,-1.0,did not cover,43.5,under,2022,2022_04_CAR_ARI
NYG,2022-09-26,-1.0,Mon,3,3,,DAL,L 16-23,-1.0,did not cover,39.0,push,2022,2022_03_NYG_DAL
SEA,2022-09-25,-1.0,Sun,3,3,,ATL,L 23-27,-1.0,did not cover,42.0,over,2022,2022_03_SEA_ATL
TAM,2022-09-25,-1.0,Sun,3,3,,GNB,L 12-14,-1.0,did not cover,42.0,under,2022,2022_03_TAM_GNB
PIT,2021-12-19,-1.0,Sun,14,15,,TEN,W 19-13,-1.0,covered,44.0,under,2021,2021_15_PIT_TEN
GNB,2021-11-21,-1.0,Sun,11,11,@,MIN,L 31-34,-1.0,did not cover,47.0,over,2021,2021_11_GNB_MIN
CIN,2021-11-21,-1.0,Sun,10,11,@,LVR,W 32-13,-1.0,covered,50.5,under,2021,2021_11_CIN_LVR
CLE,2021-10-03,-1.0,Sun,4,4,@,MIN,W 14-7,-1.0,covered,51.5,under,2021,2021_04_CLE_MIN
BAL,2021-10-03,-1.0,Sun,4,4,@,DEN,W 23-7,-1.0,covered,44.0,under,2021,2021_04_BAL_DEN
LAR,2021-01-03,-1.0,Sun,16,17,,ARI,W 18-7,-1.0,covered,42.0,under,2020,2020_17_LAR_ARI
IND,2020-12-27,-1.0,Sun,15,16,@,PIT,L 24-28,-1.0,did not cover,43.5,over,2020,2020_16_IND_PIT
CAR,2020-12-27,-1.0,Sun,15,16,@,WAS,W 20-13,-1.0,covered,41.5,under,2020,2020_16_CAR_WAS
LAC,2020-12-13,-1.0,Sun,13,14,,ATL,W 20-17,-1.0,covered,49.5,under,2020,2020_14_LAC_ATL
HOU,2020-12-13,-1.0,Sun,13,14,@,CHI,L 7-36,-1.0,did not cover,46.5,under,2020,2020_14_HOU_CHI
ARI,2020-11-29,-1.0,Sun,11,12,@,NWE,L 17-20,-1.0,did not cover,51.0,under,2020,2020_12_ARI_NWE
IND,2020-11-12,-1.0,Thu,9,10,@,TEN,W 34-17,-1.0,covered,49.5,over,2020,2020_10_IND_TEN
IND,2020-11-08,-1.0,Sun,8,9,,BAL,L 10-24,-1.0,did not cover,47.5,under,2020,2020_09_IND_BAL
