Team,Date,Pen,Day,G#,Week,,Opp,Result,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,Season,game_id
DET,2017-12-16,8,Sat,14,15,,CHI,W 20-10,8,58,13,97,21,155,2017,2017_15_DET_CHI
MIA,2017-12-11,8,Mon,13,14,,NWE,W 27-20,8,102,9,78,17,180,2017,2017_14_MIA_NWE
DAL,2017-12-10,8,Sun,13,14,@,NYG,W 30-10,8,51,7,69,15,120,2017,2017_14_DAL_NYG
DET,2017-12-10,8,Sun,13,14,@,TAM,W 24-21,8,105,7,65,15,170,2017,2017_14_DET_TAM
HOU,2017-12-10,8,Sun,13,14,,SFO,L 16-26,8,81,11,87,19,168,2017,2017_14_HOU_SFO
KAN,2017-12-03,8,Sun,12,13,@,NYJ,L 31-38,8,30,5,40,13,70,2017,2017_13_KAN_NYJ
TAM,2017-12-03,8,Sun,12,13,@,GNB,L 20-26 (OT),8,74,7,47,15,121,2017,2017_13_TAM_GNB
SFO,2017-12-03,8,Sun,12,13,@,CHI,W 15-14,8,53,4,29,12,82,2017,2017_13_SFO_CHI
WAS,2017-11-23,8,Thu,11,12,,NYG,W 20-10,8,55,6,79,14,134,2017,2017_12_WAS_NYG
DET,2017-11-23,8,Thu,11,12,,MIN,L 23-30,8,54,9,74,17,128,2017,2017_12_DET_MIN
OAK,2017-11-19,8,Sun,10,11,,NWE,L 8-33,8,66,2,10,10,76,2017,2017_11_OAK_NWE
LAR,2017-11-19,8,Sun,10,11,@,MIN,L 7-24,8,60,7,65,15,125,2017,2017_11_LAR_MIN
HOU,2017-11-12,8,Sun,9,10,@,LAR,L 7-33,8,60,10,86,18,146,2017,2017_10_HOU_LAR
BUF,2017-11-12,8,Sun,9,10,,NOR,L 10-47,8,56,4,41,12,97,2017,2017_10_BUF_NOR
NYJ,2017-11-12,8,Sun,10,10,@,TAM,L 10-15,8,77,6,50,14,127,2017,2017_10_NYJ_TAM
CHI,2017-11-12,8,Sun,9,10,,GNB,L 16-23,8,78,5,35,13,113,2017,2017_10_CHI_GNB
ATL,2017-11-05,8,Sun,8,9,@,CAR,L 17-20,8,70,5,29,13,99,2017,2017_09_ATL_CAR
CIN,2017-11-05,8,Sun,8,9,@,JAX,L 7-23,8,77,5,50,13,127,2017,2017_09_CIN_JAX
KAN,2017-11-05,8,Sun,9,9,@,DAL,L 17-28,8,52,5,65,13,117,2017,2017_09_KAN_DAL
SFO,2017-11-05,8,Sun,9,9,,ARI,L 10-20,8,53,2,25,10,78,2017,2017_09_SFO_ARI
HOU,2017-10-29,8,Sun,7,8,@,SEA,L 38-41,8,93,10,120,18,213,2017,2017_08_HOU_SEA
DAL,2017-10-29,8,Sun,7,8,@,WAS,W 33-19,8,89,5,32,13,121,2017,2017_08_DAL_WAS
GNB,2017-10-22,8,Sun,7,7,,NOR,L 17-26,8,54,7,80,15,134,2017,2017_07_GNB_NOR
NWE,2017-10-22,8,Sun,7,7,,ATL,W 23-7,8,65,6,40,14,105,2017,2017_07_NWE_ATL
KAN,2017-10-19,8,Thu,7,7,@,OAK,L 30-31,8,108,10,97,18,205,2017,2017_07_KAN_OAK
GNB,2017-10-15,8,Sun,6,6,@,MIN,L 10-23,8,92,7,65,15,157,2017,2017_06_GNB_MIN
BAL,2017-10-15,8,Sun,6,6,,CHI,L 24-27 (OT),8,69,5,44,13,113,2017,2017_06_BAL_CHI
CHI,2017-10-09,8,Mon,5,5,,MIN,L 17-20,8,55,9,69,17,124,2017,2017_05_CHI_MIN
CIN,2017-10-01,8,Sun,4,4,@,CLE,W 31-7,8,66,4,28,12,94,2017,2017_04_CIN_CLE
PIT,2017-10-01,8,Sun,4,4,@,BAL,W 26-9,8,60,6,55,14,115,2017,2017_04_PIT_BAL
NOR,2017-10-01,8,Sun,4,4,@,MIA,W 20-0,8,71,11,90,19,161,2017,2017_04_NOR_MIA
CHI,2017-09-28,8,Thu,4,4,@,GNB,L 14-35,8,62,7,55,15,117,2017,2017_04_CHI_GNB
LAC,2017-09-24,8,Sun,3,3,,KAN,L 10-24,8,61,13,122,21,183,2017,2017_03_LAC_KAN
ATL,2017-09-24,8,Sun,3,3,@,DET,W 30-26,8,68,9,98,17,166,2017,2017_03_ATL_DET
MIA,2017-09-24,8,Sun,2,3,@,NYJ,L 6-20,8,51,10,94,18,145,2017,2017_03_MIA_NYJ
BUF,2017-09-24,8,Sun,3,3,,DEN,W 26-16,8,69,10,79,18,148,2017,2017_03_BUF_DEN
DEN,2017-09-17,8,Sun,2,2,,DAL,W 42-17,8,61,8,69,16,130,2017,2017_02_DEN_DAL
CHI,2017-09-17,8,Sun,2,2,@,TAM,L 7-29,8,59,4,34,12,93,2017,2017_02_CHI_TAM
DAL,2017-09-17,8,Sun,2,2,@,DEN,L 17-42,8,69,8,61,16,130,2017,2017_02_DAL_DEN
IND,2017-09-17,8,Sun,2,2,,ARI,L 13-16 (OT),8,70,6,41,14,111,2017,2017_02_IND_ARI
GNB,2017-09-10,8,Sun,1,1,,SEA,W 17-9,8,70,8,50,16,120,2017,2017_01_GNB_SEA
PHI,2017-09-10,8,Sun,1,1,@,WAS,W 30-17,8,76,2,15,10,91,2017,2017_01_PHI_WAS
SEA,2017-09-10,8,Sun,1,1,@,GNB,L 9-17,8,50,8,70,16,120,2017,2017_01_SEA_GNB
ATL,2017-09-10,8,Sun,1,1,@,CHI,W 23-17,8,73,4,40,12,113,2017,2017_01_ATL_CHI
ARI,2023-01-08,7,Sun,17,18,@,SFO,L 13-38,7,50,2,10,9,60,2022,2022_18_ARI_SFO
HOU,2023-01-08,7,Sun,17,18,@,IND,W 32-31,7,41,2,10,9,51,2022,2022_18_HOU_IND
HOU,2023-01-01,7,Sun,16,17,,JAX,L 3-31,7,45,2,30,9,75,2022,2022_17_HOU_JAX
IND,2023-01-01,7,Sun,16,17,@,NYG,L 10-38,7,60,3,20,10,80,2022,2022_17_IND_NYG
NYG,2022-12-24,7,Sat,15,16,@,MIN,L 24-27,7,63,2,14,9,77,2022,2022_16_NYG_MIN
ARI,2022-12-18,7,Sun,14,15,@,DEN,L 15-24,7,46,4,31,11,77,2022,2022_15_ARI_DEN
TAM,2022-12-18,7,Sun,14,15,,CIN,L 23-34,7,58,4,27,11,85,2022,2022_15_TAM_CIN
PIT,2022-12-18,7,Sun,14,15,@,CAR,W 24-16,7,81,5,40,12,121,2022,2022_15_PIT_CAR
BUF,2022-12-17,7,Sat,14,15,,MIA,W 32-29,7,51,8,51,15,102,2022,2022_15_BUF_MIA
SFO,2022-12-15,7,Thu,14,15,@,SEA,W 21-13,7,60,8,79,15,139,2022,2022_15_SFO_SEA
NYJ,2022-12-11,7,Sun,13,14,@,BUF,L 12-20,7,61,5,35,12,96,2022,2022_14_NYJ_BUF
DET,2022-12-11,7,Sun,13,14,,MIN,W 34-23,7,51,3,25,10,76,2022,2022_14_DET_MIN
LVR,2022-12-08,7,Thu,13,14,@,LAR,L 16-17,7,94,7,60,14,154,2022,2022_14_LVR_LAR
LAR,2022-12-08,7,Thu,13,14,,LVR,W 17-16,7,60,7,94,14,154,2022,2022_14_LAR_LVR
PIT,2022-12-04,7,Sun,12,13,@,ATL,W 19-16,7,30,6,48,13,78,2022,2022_13_PIT_ATL
WAS,2022-12-04,7,Sun,13,13,@,NYG,T 20-20 (OT),7,55,4,34,11,89,2022,2022_13_WAS_NYG
TEN,2022-12-04,7,Sun,12,13,@,PHI,L 10-35,7,82,12,80,19,162,2022,2022_13_TEN_PHI
SFO,2022-11-27,7,Sun,11,12,,NOR,W 13-0,7,64,6,46,13,110,2022,2022_12_SFO_NOR
LVR,2022-11-27,7,Sun,11,12,@,SEA,W 40-34 (OT),7,50,2,10,9,60,2022,2022_12_LVR_SEA
NYG,2022-11-24,7,Thu,11,12,@,DAL,L 20-28,7,66,13,86,20,152,2022,2022_12_NYG_DAL
CHI,2022-11-20,7,Sun,11,11,@,ATL,L 24-27,7,56,2,13,9,69,2022,2022_11_CHI_ATL
MIN,2022-11-20,7,Sun,10,11,,DAL,L 3-40,7,59,6,39,13,98,2022,2022_11_MIN_DAL
PHI,2022-11-20,7,Sun,10,11,@,IND,W 17-16,7,55,8,90,15,145,2022,2022_11_PHI_IND
PHI,2022-11-14,7,Mon,9,10,,WAS,L 21-32,7,75,5,58,12,133,2022,2022_10_PHI_WAS
MIN,2022-11-13,7,Sun,9,10,@,BUF,W 33-30 (OT),7,64,7,64,14,128,2022,2022_10_MIN_BUF
HOU,2022-11-13,7,Sun,9,10,@,NYG,L 16-24,7,40,5,24,12,64,2022,2022_10_HOU_NYG
BUF,2022-11-13,7,Sun,9,10,,MIN,L 30-33 (OT),7,64,7,64,14,128,2022,2022_10_BUF_MIN
DET,2022-11-06,7,Sun,8,9,,GNB,W 15-9,7,62,8,81,15,143,2022,2022_09_DET_GNB
CAR,2022-11-06,7,Sun,9,9,@,CIN,L 21-42,7,50,5,35,12,85,2022,2022_09_CAR_CIN
TAM,2022-11-06,7,Sun,9,9,,LAR,W 16-13,7,55,4,53,11,108,2022,2022_09_TAM_LAR
ATL,2022-10-30,7,Sun,8,8,,CAR,W 37-34 (OT),7,64,9,74,16,138,2022,2022_08_ATL_CAR
MIA,2022-10-30,7,Sun,8,8,@,DET,W 31-27,7,55,6,30,13,85,2022,2022_08_MIA_DET
BAL,2022-10-27,7,Thu,8,8,@,TAM,W 27-22,7,101,4,35,11,136,2022,2022_08_BAL_TAM
WAS,2022-10-23,7,Sun,7,7,,GNB,W 23-21,7,54,9,69,16,123,2022,2022_07_WAS_GNB
LAC,2022-10-23,7,Sun,7,7,,SEA,L 23-37,7,70,7,68,14,138,2022,2022_07_LAC_SEA
DAL,2022-10-23,7,Sun,7,7,,DET,W 24-6,7,55,8,59,15,114,2022,2022_07_DAL_DET
SEA,2022-10-23,7,Sun,7,7,@,LAC,W 37-23,7,68,7,70,14,138,2022,2022_07_SEA_LAC
PIT,2022-10-16,7,Sun,6,6,,TAM,W 20-18,7,45,6,42,13,87,2022,2022_06_PIT_TAM
NYJ,2022-10-16,7,Sun,6,6,@,GNB,W 27-10,7,79,7,42,14,121,2022,2022_06_NYJ_GNB
CLE,2022-10-16,7,Sun,6,6,,NWE,L 15-38,7,63,12,92,19,155,2022,2022_06_CLE_NWE
LAR,2022-10-16,7,Sun,6,6,,CAR,W 24-10,7,49,3,30,10,79,2022,2022_06_LAR_CAR
IND,2022-10-16,7,Sun,6,6,,JAX,W 34-27,7,52,4,44,11,96,2022,2022_06_IND_JAX
BUF,2022-10-16,7,Sun,6,6,@,KAN,W 24-20,7,35,5,58,12,93,2022,2022_06_BUF_KAN
GNB,2022-10-16,7,Sun,6,6,,NYJ,L 10-27,7,42,7,79,14,121,2022,2022_06_GNB_NYJ
WAS,2022-10-13,7,Thu,6,6,@,CHI,W 12-7,7,36,4,42,11,78,2022,2022_06_WAS_CHI
MIN,2022-10-09,7,Sun,5,5,,CHI,W 29-22,7,70,6,40,13,110,2022,2022_05_MIN_CHI
DET,2022-10-09,7,Sun,5,5,@,NWE,L 0-29,7,82,6,46,13,128,2022,2022_05_DET_NWE
GNB,2022-10-09,7,Sun,5,5,,NYG,L 22-27,7,37,6,63,13,100,2022,2022_05_GNB_NYG
DEN,2022-10-06,7,Thu,5,5,,IND,L 9-12 (OT),7,49,8,64,15,113,2022,2022_05_DEN_IND
NWE,2022-10-02,7,Sun,4,4,@,GNB,L 24-27 (OT),7,75,4,40,11,115,2022,2022_04_NWE_GNB
NYG,2022-10-02,7,Sun,4,4,,CHI,W 20-12,7,55,5,65,12,120,2022,2022_04_NYG_CHI
IND,2022-10-02,7,Sun,4,4,,TEN,L 17-24,7,50,6,40,13,90,2022,2022_04_IND_TEN
NYJ,2022-10-02,7,Sun,4,4,@,PIT,W 24-20,7,64,8,55,15,119,2022,2022_04_NYJ_PIT
ARI,2022-10-02,7,Sun,4,4,@,CAR,W 26-16,7,61,6,76,13,137,2022,2022_04_ARI_CAR
CLE,2022-10-02,7,Sun,4,4,@,ATL,L 20-23,7,51,1,15,8,66,2022,2022_04_CLE_ATL
DEN,2022-10-02,7,Sun,4,4,@,LVR,L 23-32,7,50,4,25,11,75,2022,2022_04_DEN_LVR
SFO,2022-09-25,7,Sun,3,3,@,DEN,L 10-11,7,40,5,30,12,70,2022,2022_03_SFO_DEN
BUF,2022-09-25,7,Sun,3,3,@,MIA,L 19-21,7,52,4,20,11,72,2022,2022_03_BUF_MIA
NOR,2022-09-25,7,Sun,3,3,@,CAR,L 14-22,7,58,4,40,11,98,2022,2022_03_NOR_CAR
LAC,2022-09-25,7,Sun,3,3,,JAX,L 10-38,7,54,2,10,9,64,2022,2022_03_LAC_JAX
DET,2022-09-25,7,Sun,3,3,@,MIN,L 24-28,7,59,3,15,10,74,2022,2022_03_DET_MIN
TEN,2022-09-25,7,Sun,3,3,,LVR,W 24-22,7,85,6,44,13,129,2022,2022_03_TEN_LVR
CHI,2022-09-18,7,Sun,2,2,@,GNB,L 10-27,7,50,3,25,10,75,2022,2022_02_CHI_GNB
NWE,2022-09-18,7,Sun,2,2,@,PIT,W 17-14,7,55,3,20,10,75,2022,2022_02_NWE_PIT
CIN,2022-09-18,7,Sun,2,2,@,DAL,L 17-20,7,35,5,45,12,80,2022,2022_02_CIN_DAL
IND,2022-09-11,7,Sun,1,1,@,HOU,T 20-20 (OT),7,89,6,40,13,129,2022,2022_01_IND_HOU
TEN,2022-09-11,7,Sun,1,1,,NYG,L 20-21,7,50,8,45,15,95,2022,2022_01_TEN_NYG
DET,2022-09-11,7,Sun,1,1,,PHI,L 35-38,7,65,10,61,17,126,2022,2022_01_DET_PHI
BUF,2022-01-02,7,Sun,16,17,,ATL,W 29-15,7,47,4,27,11,74,2021,2021_17_BUF_ATL
SFO,2022-01-02,7,Sun,16,17,,HOU,W 23-7,7,111,5,67,12,178,2021,2021_17_SFO_HOU
ARI,2022-01-02,7,Sun,16,17,@,DAL,W 25-22,7,45,10,88,17,133,2021,2021_17_ARI_DAL
MIA,2021-12-27,7,Mon,15,16,@,NOR,W 20-3,7,65,7,62,14,127,2021,2021_16_MIA_NOR
NOR,2021-12-27,7,Mon,15,16,,MIA,L 3-20,7,62,7,65,14,127,2021,2021_16_NOR_MIA
SEA,2021-12-26,7,Sun,15,16,,CHI,L 24-25,7,88,8,73,15,161,2021,2021_16_SEA_CHI
NYJ,2021-12-26,7,Sun,15,16,,JAX,W 26-21,7,81,2,10,9,91,2021,2021_16_NYJ_JAX
LVR,2021-12-20,7,Mon,14,15,@,CLE,W 16-14,7,64,3,61,10,125,2021,2021_15_LVR_CLE
MIN,2021-12-20,7,Mon,14,15,@,CHI,W 17-9,7,54,9,91,16,145,2021,2021_15_MIN_CHI
ARI,2021-12-19,7,Sun,14,15,@,DET,L 12-30,7,83,6,49,13,132,2021,2021_15_ARI_DET
TEN,2021-12-19,7,Sun,14,15,@,PIT,L 13-19,7,68,5,30,12,98,2021,2021_15_TEN_PIT
ARI,2021-12-13,7,Mon,13,14,,LAR,L 23-30,7,54,5,40,12,94,2021,2021_14_ARI_LAR
DAL,2021-12-12,7,Sun,13,14,@,WAS,W 27-20,7,60,7,65,14,125,2021,2021_14_DAL_WAS
BUF,2021-12-12,7,Sun,13,14,@,TAM,L 27-33 (OT),7,65,4,24,11,89,2021,2021_14_BUF_TAM
CHI,2021-12-12,7,Sun,13,14,@,GNB,L 30-45,7,41,3,30,10,71,2021,2021_14_CHI_GNB
WAS,2021-12-12,7,Sun,13,14,,DAL,L 20-27,7,65,7,60,14,125,2021,2021_14_WAS_DAL
LAR,2021-12-05,7,Sun,12,13,,JAX,W 37-7,7,47,3,39,10,86,2021,2021_13_LAR_JAX
MIN,2021-12-05,7,Sun,12,13,@,DET,L 27-29,7,66,3,11,10,77,2021,2021_13_MIN_DET
CIN,2021-12-05,7,Sun,12,13,,LAC,L 22-41,7,63,7,51,14,114,2021,2021_13_CIN_LAC
KAN,2021-12-05,7,Sun,12,13,,DEN,W 22-9,7,60,5,37,12,97,2021,2021_13_KAN_DEN
LAC,2021-12-05,7,Sun,12,13,@,CIN,W 41-22,7,51,7,63,14,114,2021,2021_13_LAC_CIN
NOR,2021-12-02,7,Thu,12,13,,DAL,L 17-27,7,59,5,35,12,94,2021,2021_13_NOR_DAL
CAR,2021-11-28,7,Sun,12,12,@,MIA,L 10-33,7,61,5,35,12,96,2021,2021_12_CAR_MIA
CAR,2021-11-21,7,Sun,11,11,,WAS,L 21-27,7,65,8,69,15,134,2021,2021_11_CAR_WAS
BUF,2021-11-21,7,Sun,10,11,,IND,L 15-41,7,56,3,30,10,86,2021,2021_11_BUF_IND
NYJ,2021-11-21,7,Sun,10,11,,MIA,L 17-24,7,48,8,62,15,110,2021,2021_11_NYJ_MIA
HOU,2021-11-21,7,Sun,10,11,@,TEN,W 22-13,7,50,5,52,12,102,2021,2021_11_HOU_TEN
LVR,2021-11-21,7,Sun,10,11,,CIN,L 13-32,7,77,1,5,8,82,2021,2021_11_LVR_CIN
DET,2021-11-21,7,Sun,10,11,@,CLE,L 10-13,7,67,10,82,17,149,2021,2021_11_DET_CLE
BUF,2021-11-14,7,Sun,9,10,@,NYJ,W 45-17,7,50,9,69,16,119,2021,2021_10_BUF_NYJ
PHI,2021-11-14,7,Sun,10,10,@,DEN,W 30-13,7,89,4,29,11,118,2021,2021_10_PHI_DEN
PIT,2021-11-14,7,Sun,9,10,,DET,T 16-16 (OT),7,59,8,84,15,143,2021,2021_10_PIT_DET
IND,2021-11-14,7,Sun,10,10,,JAX,W 23-17,7,47,8,79,15,126,2021,2021_10_IND_JAX
LAC,2021-11-14,7,Sun,9,10,,MIN,L 20-27,7,52,10,118,17,170,2021,2021_10_LAC_MIN
NYJ,2021-11-04,7,Thu,8,9,@,IND,L 30-45,7,43,2,22,9,65,2021,2021_09_NYJ_IND
SFO,2021-10-31,7,Sun,7,8,@,CHI,W 33-22,7,55,4,30,11,85,2021,2021_08_SFO_CHI
MIN,2021-10-31,7,Sun,7,8,,DAL,L 16-20,7,57,11,96,18,153,2021,2021_08_MIN_DAL
GNB,2021-10-28,7,Thu,8,8,@,ARI,W 24-21,7,60,7,59,14,119,2021,2021_08_GNB_ARI
ARI,2021-10-28,7,Thu,8,8,,GNB,L 21-24,7,59,7,60,14,119,2021,2021_08_ARI_GNB
NOR,2021-10-25,7,Mon,6,7,@,SEA,W 13-10,7,90,6,53,13,143,2021,2021_07_NOR_SEA
LVR,2021-10-24,7,Sun,7,7,,PHI,W 33-22,7,65,4,37,11,102,2021,2021_07_LVR_PHI
SFO,2021-10-24,7,Sun,6,7,,IND,L 18-30,7,122,6,45,13,167,2021,2021_07_SFO_IND
ARI,2021-10-24,7,Sun,7,7,,HOU,W 31-5,7,54,8,80,15,134,2021,2021_07_ARI_HOU
CAR,2021-10-24,7,Sun,7,7,@,NYG,L 3-25,7,37,8,60,15,97,2021,2021_07_CAR_NYG
TEN,2021-10-18,7,Mon,6,6,,BUF,W 34-31,7,91,8,60,15,151,2021,2021_06_TEN_BUF
CHI,2021-10-17,7,Sun,6,6,,GNB,L 14-24,7,54,3,51,10,105,2021,2021_06_CHI_GNB
MIA,2021-10-17,7,Sun,6,6,@,JAX,L 20-23,7,55,8,54,15,109,2021,2021_06_MIA_JAX
LAR,2021-10-17,7,Sun,6,6,@,NYG,W 38-11,7,50,5,27,12,77,2021,2021_06_LAR_NYG
TAM,2021-10-14,7,Thu,6,6,@,PHI,W 28-22,7,120,4,41,11,161,2021,2021_06_TAM_PHI
DEN,2021-10-10,7,Sun,5,5,@,PIT,L 19-27,7,67,8,59,15,126,2021,2021_05_DEN_PIT
CLE,2021-10-10,7,Sun,5,5,@,LAC,L 42-47,7,77,6,49,13,126,2021,2021_05_CLE_LAC
NYJ,2021-10-10,7,Sun,5,5,@,ATL,L 20-27,7,58,4,66,11,124,2021,2021_05_NYJ_ATL
KAN,2021-10-10,7,Sun,5,5,,BUF,L 20-38,7,55,10,103,17,158,2021,2021_05_KAN_BUF
SFO,2021-10-10,7,Sun,5,5,@,ARI,L 10-17,7,60,6,62,13,122,2021,2021_05_SFO_ARI
MIN,2021-10-10,7,Sun,5,5,,DET,W 19-17,7,74,3,30,10,104,2021,2021_05_MIN_DET
TEN,2021-10-10,7,Sun,5,5,@,JAX,W 37-19,7,44,4,33,11,77,2021,2021_05_TEN_JAX
LAC,2021-10-04,7,Mon,4,4,,LVR,W 28-14,7,105,7,58,14,163,2021,2021_04_LAC_LVR
LVR,2021-10-04,7,Mon,4,4,@,LAC,L 14-28,7,58,7,105,14,163,2021,2021_04_LVR_LAC
KAN,2021-10-03,7,Sun,4,4,@,PHI,W 42-30,7,46,9,49,16,95,2021,2021_04_KAN_PHI
ARI,2021-10-03,7,Sun,4,4,@,LAR,W 37-20,7,63,5,36,12,99,2021,2021_04_ARI_LAR
ATL,2021-10-03,7,Sun,4,4,,WAS,L 30-34,7,36,6,85,13,121,2021,2021_04_ATL_WAS
DAL,2021-10-03,7,Sun,4,4,,CAR,W 36-28,7,50,6,32,13,82,2021,2021_04_DAL_CAR
MIN,2021-10-03,7,Sun,4,4,,CLE,L 7-14,7,42,7,73,14,115,2021,2021_04_MIN_CLE
CHI,2021-10-03,7,Sun,4,4,,DET,W 24-14,7,61,4,26,11,87,2021,2021_04_CHI_DET
CLE,2021-10-03,7,Sun,4,4,@,MIN,W 14-7,7,73,7,42,14,115,2021,2021_04_CLE_MIN
TAM,2021-10-03,7,Sun,4,4,@,NWE,W 19-17,7,74,8,77,15,151,2021,2021_04_TAM_NWE
CLE,2021-09-26,7,Sun,3,3,,CHI,W 26-6,7,98,5,49,12,147,2021,2021_03_CLE_CHI
ARI,2021-09-26,7,Sun,3,3,@,JAX,W 31-19,7,58,4,40,11,98,2021,2021_03_ARI_JAX
TAM,2021-09-26,7,Sun,3,3,@,LAR,L 24-34,7,41,1,4,8,45,2021,2021_03_TAM_LAR
DET,2021-09-26,7,Sun,3,3,,BAL,L 17-19,7,35,6,69,13,104,2021,2021_03_DET_BAL
GNB,2021-09-26,7,Sun,3,3,@,SFO,W 30-28,7,87,4,86,11,173,2021,2021_03_GNB_SFO
HOU,2021-09-23,7,Thu,3,3,,CAR,L 9-24,7,51,8,64,15,115,2021,2021_03_HOU_CAR
JAX,2021-09-19,7,Sun,2,2,,DEN,L 13-23,7,70,10,101,17,171,2021,2021_02_JAX_DEN
SEA,2021-09-12,7,Sun,1,1,@,IND,W 28-16,7,53,2,16,9,69,2021,2021_01_SEA_IND
TEN,2021-09-12,7,Sun,1,1,,ARI,L 13-38,7,57,8,59,15,116,2021,2021_01_TEN_ARI
SFO,2021-09-12,7,Sun,1,1,@,DET,W 41-33,7,79,5,45,12,124,2021,2021_01_SFO_DET
DET,2021-01-03,7,Sun,16,17,,MIN,L 35-37,7,51,4,35,11,86,2020,2020_17_DET_MIN
NYJ,2020-12-27,7,Sun,15,16,,CLE,W 23-16,7,58,6,51,13,109,2020,2020_16_NYJ_CLE
ATL,2020-12-27,7,Sun,15,16,@,KAN,L 14-17,7,45,6,41,13,86,2020,2020_16_ATL_KAN
MIA,2020-12-20,7,Sun,14,15,,NWE,W 22-12,7,40,2,20,9,60,2020,2020_15_MIA_NWE
JAX,2020-12-20,7,Sun,14,15,@,BAL,L 14-40,7,67,4,40,11,107,2020,2020_15_JAX_BAL
DEN,2020-12-19,7,Sat,14,15,,BUF,L 19-48,7,33,8,75,15,108,2020,2020_15_DEN_BUF
CAR,2020-12-19,7,Sat,14,15,@,GNB,L 16-24,7,66,5,50,12,116,2020,2020_15_CAR_GNB
CAR,2020-12-13,7,Sun,13,14,,DEN,L 27-32,7,48,2,18,9,66,2020,2020_14_CAR_DEN
CHI,2020-12-13,7,Sun,13,14,,HOU,W 36-7,7,44,6,50,13,94,2020,2020_14_CHI_HOU
TEN,2020-12-13,7,Sun,13,14,@,JAX,W 31-10,7,78,10,80,17,158,2020,2020_14_TEN_JAX
BUF,2020-12-13,7,Sun,13,14,,PIT,W 26-15,7,48,3,55,10,103,2020,2020_14_BUF_PIT
NYJ,2020-12-13,7,Sun,13,14,@,SEA,L 3-40,7,50,4,35,11,85,2020,2020_14_NYJ_SEA
DAL,2020-12-08,7,Tue,12,13,@,BAL,L 17-34,7,58,4,23,11,81,2020,2020_13_DAL_BAL
SFO,2020-12-07,7,Mon,12,13,,BUF,L 24-34,7,43,4,50,11,93,2020,2020_13_SFO_BUF
DET,2020-12-06,7,Sun,12,13,@,CHI,W 34-30,7,45,3,20,10,65,2020,2020_13_DET_CHI
IND,2020-12-06,7,Sun,12,13,@,HOU,W 26-20,7,50,3,30,10,80,2020,2020_13_IND_HOU
BAL,2020-12-02,7,Wed,11,12,@,PIT,L 14-19,7,86,5,40,12,126,2020,2020_12_BAL_PIT
CAR,2020-11-29,7,Sun,12,12,@,MIN,L 27-28,7,58,8,52,15,110,2020,2020_12_CAR_MIN
GNB,2020-11-22,7,Sun,10,11,@,IND,L 31-34 (OT),7,45,8,116,15,161,2020,2020_11_GNB_IND
CAR,2020-11-22,7,Sun,11,11,,DET,W 20-0,7,45,4,20,11,65,2020,2020_11_CAR_DET
NWE,2020-11-22,7,Sun,10,11,@,HOU,L 20-27,7,55,5,35,12,90,2020,2020_11_NWE_HOU
ATL,2020-11-22,7,Sun,10,11,@,NOR,L 9-24,7,53,5,35,12,88,2020,2020_11_ATL_NOR
ARI,2020-11-15,7,Sun,9,10,,BUF,W 32-30,7,40,9,69,16,109,2020,2020_10_ARI_BUF
JAX,2020-11-15,7,Sun,9,10,@,GNB,L 20-24,7,86,4,35,11,121,2020,2020_10_JAX_GNB
NYG,2020-11-15,7,Sun,10,10,,PHI,W 27-17,7,64,11,74,18,138,2020,2020_10_NYG_PHI
DEN,2020-11-15,7,Sun,9,10,@,LVR,L 12-37,7,37,8,82,15,119,2020,2020_10_DEN_LVR
MIA,2020-11-08,7,Sun,8,9,@,ARI,W 34-31,7,75,7,71,14,146,2020,2020_09_MIA_ARI
ARI,2020-11-08,7,Sun,8,9,,MIA,L 31-34,7,71,7,75,14,146,2020,2020_09_ARI_MIA
DAL,2020-11-08,7,Sun,9,9,,PIT,L 19-24,7,70,3,16,10,86,2020,2020_09_DAL_PIT
NYG,2020-11-02,7,Mon,8,8,,TAM,L 23-25,7,73,3,20,10,93,2020,2020_08_NYG_TAM
TEN,2020-11-01,7,Sun,7,8,@,CIN,L 20-31,7,68,7,45,14,113,2020,2020_08_TEN_CIN
MIN,2020-11-01,7,Sun,7,8,@,GNB,W 28-22,7,36,9,85,16,121,2020,2020_08_MIN_GNB
CHI,2020-11-01,7,Sun,8,8,,NOR,L 23-26 (OT),7,53,5,45,12,98,2020,2020_08_CHI_NOR
KAN,2020-11-01,7,Sun,8,8,,NYJ,W 35-9,7,61,3,25,10,86,2020,2020_08_KAN_NYJ
CIN,2020-11-01,7,Sun,8,8,,TEN,W 31-20,7,45,7,68,14,113,2020,2020_08_CIN_TEN
DAL,2020-11-01,7,Sun,8,8,@,PHI,L 9-23,7,68,4,28,11,96,2020,2020_08_DAL_PHI
CLE,2020-11-01,7,Sun,8,8,,LVR,L 6-16,7,59,5,25,12,84,2020,2020_08_CLE_LVR
CIN,2020-10-25,7,Sun,7,7,,CLE,L 34-37,7,45,5,40,12,85,2020,2020_07_CIN_CLE
TEN,2020-10-25,7,Sun,6,7,,PIT,L 24-27,7,73,8,69,15,142,2020,2020_07_TEN_PIT
PHI,2020-10-22,7,Thu,7,7,,NYG,W 22-21,7,75,9,62,16,137,2020,2020_07_PHI_NYG
ARI,2020-10-19,7,Mon,6,6,@,DAL,W 38-10,7,43,6,36,13,79,2020,2020_06_ARI_DAL
