Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,Season,game_id
CHI,2020-12-27,33,Sun,15,16,@,JAX,W 41-17,33,128,3.9,3,2020,2020_16_CHI_JAX
MIN,2020-12-13,33,Sun,13,14,@,TAM,L 14-26,33,162,4.9,1,2020,2020_14_MIN_TAM
DEN,2020-12-06,33,Sun,12,13,@,KAN,L 16-22,33,179,5.4,0,2020,2020_13_DEN_KAN
CLE,2020-11-29,33,Sun,11,12,@,JAX,W 27-25,33,207,6.3,1,2020,2020_12_CLE_JAX
DEN,2020-11-29,33,Sun,11,12,,NOR,L 3-31,33,100,3.0,0,2020,2020_12_DEN_NOR
SFO,2020-11-29,33,Sun,11,12,@,LAR,W 23-20,33,112,3.4,1,2020,2020_12_SFO_LAR
DEN,2020-11-22,33,Sun,10,11,,MIA,W 20-13,33,189,5.7,2,2020,2020_11_DEN_MIA
BAL,2020-11-22,33,Sun,10,11,,TEN,L 24-30 (OT),33,129,3.9,1,2020,2020_11_BAL_TEN
MIN,2020-11-16,33,Mon,9,10,@,CHI,W 19-13,33,99,3.0,0,2020,2020_10_MIN_CHI
ARI,2020-10-25,33,Sun,7,7,,SEA,W 37-34 (OT),33,159,4.8,1,2020,2020_07_ARI_SEA
DEN,2020-10-25,33,Sun,6,7,,KAN,L 16-43,33,177,5.4,2,2020,2020_07_DEN_KAN
CLE,2020-10-11,33,Sun,5,5,,IND,W 32-23,33,124,3.8,0,2020,2020_05_CLE_IND
MIA,2020-10-11,33,Sun,5,5,@,SFO,W 43-17,33,94,2.8,1,2020,2020_05_MIA_SFO
MIN,2020-09-27,33,Sun,3,3,,TEN,L 30-31,33,226,6.8,1,2020,2020_03_MIN_TEN
LAR,2019-12-29,33,Sun,16,17,,ARI,W 31-24,33,113,3.4,1,2019,2019_17_LAR_ARI
DEN,2019-12-22,33,Sun,15,16,,DET,W 27-17,33,150,4.5,2,2019,2019_16_DEN_DET
NOR,2019-12-16,33,Mon,14,15,,IND,W 34-7,33,117,3.5,0,2019,2019_15_NOR_IND
NYG,2019-12-15,33,Sun,14,15,,MIA,W 36-20,33,138,4.2,3,2019,2019_15_NYG_MIA
BAL,2019-12-08,33,Sun,13,14,@,BUF,W 24-17,33,118,3.6,0,2019,2019_14_BAL_BUF
TEN,2019-11-24,33,Sun,11,12,,JAX,W 42-20,33,219,6.6,4,2019,2019_12_TEN_JAX
DEN,2019-11-17,33,Sun,10,11,@,MIN,L 23-27,33,124,3.8,1,2019,2019_11_DEN_MIN
NYJ,2019-11-17,33,Sun,10,11,@,WAS,W 34-17,33,115,3.5,1,2019,2019_11_NYJ_WAS
CAR,2019-11-03,33,Sun,8,9,,TEN,W 30-20,33,156,4.7,2,2019,2019_09_CAR_TEN
SEA,2019-10-27,33,Sun,8,8,@,ATL,W 27-20,33,151,4.6,1,2019,2019_08_SEA_ATL
WAS,2019-10-13,33,Sun,6,6,@,MIA,W 17-16,33,145,4.4,0,2019,2019_06_WAS_MIA
LAC,2019-09-29,33,Sun,4,4,@,MIA,W 30-10,33,79,2.4,1,2019,2019_04_LAC_MIA
CHI,2019-09-29,33,Sun,4,4,,MIN,W 16-6,33,72,2.2,0,2019,2019_04_CHI_MIN
PHI,2019-09-26,33,Thu,4,4,@,GNB,W 34-27,33,176,5.3,2,2019,2019_04_PHI_GNB
BAL,2019-09-15,33,Sun,2,2,,ARI,W 23-17,33,182,5.5,0,2019,2019_02_BAL_ARI
SEA,2019-09-15,33,Sun,2,2,@,PIT,W 28-26,33,151,4.6,1,2019,2019_02_SEA_PIT
GNB,2019-09-15,33,Sun,2,2,,MIN,W 21-16,33,144,4.4,1,2019,2019_02_GNB_MIN
IND,2019-09-08,33,Sun,1,1,@,LAC,L 24-30 (OT),33,203,6.2,1,2019,2019_01_IND_LAC
HOU,2018-12-30,33,Sun,16,17,,JAX,W 20-3,33,134,4.1,2,2018,2018_17_HOU_JAX
BUF,2018-12-30,33,Sun,16,17,,MIA,W 42-17,33,166,5.0,3,2018,2018_17_BUF_MIA
WAS,2018-12-16,33,Sun,14,15,@,JAX,W 16-13,33,109,3.3,0,2018,2018_15_WAS_JAX
PHI,2018-12-03,33,Mon,12,13,,WAS,W 28-13,33,130,3.9,1,2018,2018_13_PHI_WAS
NYJ,2018-12-02,33,Sun,12,13,@,TEN,L 22-26,33,156,4.7,0,2018,2018_13_NYJ_TEN
OAK,2018-11-18,33,Sun,10,11,@,ARI,W 23-21,33,152,4.6,0,2018,2018_11_OAK_ARI
HOU,2018-11-04,33,Sun,9,9,@,DEN,W 19-17,33,98,3.0,0,2018,2018_09_HOU_DEN
CAR,2018-10-28,33,Sun,7,8,,BAL,W 36-21,33,154,4.7,2,2018,2018_08_CAR_BAL
WAS,2018-10-28,33,Sun,7,8,@,NYG,W 20-13,33,182,5.5,1,2018,2018_08_WAS_NYG
TEN,2018-10-21,33,Sun,7,7,@,LAC,L 19-20,33,164,5.0,1,2018,2018_07_TEN_LAC
DET,2018-09-23,33,Sun,3,3,,NWE,W 26-10,33,159,4.8,0,2018,2018_03_DET_NWE
CLE,2018-09-20,33,Thu,3,3,,NYJ,W 21-17,33,133,4.0,2,2018,2018_03_CLE_NYJ
LAR,2018-09-16,33,Sun,2,2,,ARI,W 34-0,33,90,2.7,3,2018,2018_02_LAR_ARI
ARI,2017-12-31,33,Sun,16,17,@,SEA,W 26-24,33,116,3.5,1,2017,2017_17_ARI_SEA
OAK,2017-12-25,33,Mon,15,16,@,PHI,L 10-19,33,137,4.2,0,2017,2017_16_OAK_PHI
MIN,2017-12-23,33,Sat,15,16,@,GNB,W 16-0,33,112,3.4,0,2017,2017_16_MIN_GNB
KAN,2017-12-10,33,Sun,13,14,,OAK,W 26-15,33,165,5.0,2,2017,2017_14_KAN_OAK
PHI,2017-11-26,33,Sun,11,12,,CHI,W 31-3,33,176,5.3,0,2017,2017_12_PHI_CHI
CAR,2017-11-26,33,Sun,11,12,@,NYJ,W 35-27,33,145,4.4,2,2017,2017_12_CAR_NYJ
LAC,2017-11-23,33,Thu,11,12,@,DAL,W 28-6,33,81,2.5,0,2017,2017_12_LAC_DAL
WAS,2017-11-19,33,Sun,10,11,@,NOR,L 31-34 (OT),33,156,4.7,1,2017,2017_11_WAS_NOR
PHI,2017-11-19,33,Sun,10,11,@,DAL,W 37-9,33,215,6.5,2,2017,2017_11_PHI_DAL
SFO,2017-11-12,33,Sun,10,10,,NYG,W 31-21,33,186,5.6,2,2017,2017_10_SFO_NYG
CLE,2017-11-12,33,Sun,9,10,@,DET,L 24-38,33,201,6.1,2,2017,2017_10_CLE_DET
DET,2017-11-06,33,Mon,8,9,@,GNB,W 30-17,33,64,1.9,1,2017,2017_09_DET_GNB
PHI,2017-10-23,33,Mon,7,7,,WAS,W 34-24,33,127,3.8,0,2017,2017_07_PHI_WAS
MIN,2017-10-22,33,Sun,7,7,,BAL,W 24-16,33,169,5.1,1,2017,2017_07_MIN_BAL
BUF,2017-10-22,33,Sun,6,7,,TAM,W 30-27,33,173,5.2,2,2017,2017_07_BUF_TAM
HOU,2017-10-15,33,Sun,6,6,,CLE,W 33-17,33,123,3.7,0,2017,2017_06_HOU_CLE
WAS,2017-10-15,33,Sun,5,6,,SFO,W 26-24,33,94,2.8,1,2017,2017_06_WAS_SFO
PHI,2017-10-08,33,Sun,5,5,,ARI,W 34-7,33,122,3.7,0,2017,2017_05_PHI_ARI
CLE,2017-10-08,33,Sun,5,5,,NYJ,L 14-17,33,140,4.2,0,2017,2017_05_CLE_NYJ
SEA,2017-10-01,33,Sun,4,4,,IND,W 46-18,33,194,5.9,2,2017,2017_04_SEA_IND
BUF,2017-09-24,33,Sun,3,3,,DEN,W 26-16,33,75,2.3,0,2017,2017_03_BUF_DEN
SFO,2017-09-21,33,Thu,3,3,,LAR,L 39-41,33,113,3.4,3,2017,2017_03_SFO_LAR
LAR,2017-09-10,33,Sun,1,1,,IND,W 46-9,33,63,1.9,2,2017,2017_01_LAR_IND
NOR,2023-01-08,32,Sun,17,18,,CAR,L 7-10,32,143,4.5,0,2022,2022_18_NOR_CAR
MIA,2023-01-08,32,Sun,17,18,,NYJ,W 11-6,32,162,5.1,0,2022,2022_18_MIA_NYJ
LVR,2023-01-01,32,Sun,16,17,,SFO,L 34-37 (OT),32,135,4.2,1,2022,2022_17_LVR_SFO
DAL,2022-12-29,32,Thu,16,17,@,TEN,W 27-13,32,87,2.7,1,2022,2022_17_DAL_TEN
LAC,2022-12-26,32,Mon,15,16,@,IND,W 20-3,32,101,3.2,2,2022,2022_16_LAC_IND
NWE,2022-12-18,32,Sun,14,15,@,LVR,L 24-30,32,206,6.4,1,2022,2022_15_NWE_LVR
GNB,2022-12-04,32,Sun,13,13,@,CHI,W 28-19,32,175,5.5,2,2022,2022_13_GNB_CHI
NYJ,2022-11-27,32,Sun,11,12,,CHI,W 31-10,32,158,4.9,1,2022,2022_12_NYJ_CHI
TEN,2022-11-17,32,Thu,10,11,@,GNB,W 27-17,32,88,2.8,1,2022,2022_11_TEN_GNB
HOU,2022-11-03,32,Thu,8,9,,PHI,L 17-29,32,168,5.3,0,2022,2022_09_HOU_PHI
JAX,2022-10-30,32,Sun,8,8,,DEN,L 17-21,32,191,6.0,1,2022,2022_08_JAX_DEN
NOR,2022-10-30,32,Sun,8,8,,LVR,W 24-0,32,136,4.3,1,2022,2022_08_NOR_LVR
DAL,2022-10-23,32,Sun,7,7,,DET,W 24-6,32,139,4.3,2,2022,2022_07_DAL_DET
TEN,2022-10-09,32,Sun,5,5,@,WAS,W 21-17,32,105,3.3,2,2022,2022_05_TEN_WAS
CHI,2022-10-02,32,Sun,4,4,@,NYG,L 12-20,32,149,4.7,0,2022,2022_04_CHI_NYG
NYG,2022-09-11,32,Sun,1,1,@,TEN,W 21-20,32,238,7.4,1,2022,2022_01_NYG_TEN
TEN,2022-01-09,32,Sun,17,18,@,HOU,W 28-25,32,124,3.9,0,2021,2021_18_TEN_HOU
DAL,2022-01-08,32,Sat,17,18,@,PHI,W 51-26,32,171,5.3,2,2021,2021_18_DAL_PHI
GNB,2022-01-02,32,Sun,16,17,,MIN,W 37-10,32,174,5.4,2,2021,2021_17_GNB_MIN
BAL,2022-01-02,32,Sun,16,17,,LAR,L 19-20,32,165,5.2,0,2021,2021_17_BAL_LAR
ARI,2022-01-02,32,Sun,16,17,@,DAL,W 25-22,32,127,4.0,0,2021,2021_17_ARI_DAL
SFO,2021-12-19,32,Sun,14,15,,ATL,W 31-13,32,162,5.1,3,2021,2021_15_SFO_ATL
GNB,2021-11-28,32,Sun,12,12,,LAR,W 36-28,32,92,2.9,1,2021,2021_12_GNB_LAR
BUF,2021-11-25,32,Thu,11,12,@,NOR,W 31-6,32,113,3.5,0,2021,2021_12_BUF_NOR
GNB,2021-11-14,32,Sun,10,10,,SEA,W 17-0,32,106,3.3,2,2021,2021_10_GNB_SEA
PIT,2021-11-08,32,Mon,8,9,,CHI,W 29-27,32,105,3.3,1,2021,2021_09_PIT_CHI
NOR,2021-10-31,32,Sun,7,8,,TAM,W 36-27,32,152,4.8,1,2021,2021_08_NOR_TAM
PIT,2021-10-31,32,Sun,7,8,@,CLE,W 15-10,32,115,3.6,1,2021,2021_08_PIT_CLE
PHI,2021-10-24,32,Sun,7,7,@,LVR,L 22-33,32,135,4.2,1,2021,2021_07_PHI_LVR
NWE,2021-10-24,32,Sun,7,7,,NYJ,W 54-13,32,148,4.6,4,2021,2021_07_NWE_NYJ
KAN,2021-10-03,32,Sun,4,4,@,PHI,W 42-30,32,200,6.3,1,2021,2021_04_KAN_PHI
DEN,2021-01-03,32,Sun,16,17,,LVR,L 31-32,32,122,3.8,1,2020,2020_17_DEN_LVR
BAL,2020-12-14,32,Mon,13,14,@,CLE,W 47-42,32,231,7.2,5,2020,2020_14_BAL_CLE
ATL,2020-11-29,32,Sun,11,12,,LVR,W 43-6,32,125,3.9,1,2020,2020_12_ATL_LVR
MIA,2020-11-15,32,Sun,9,10,,LAC,W 29-21,32,111,3.5,1,2020,2020_10_MIA_LAC
TEN,2020-11-12,32,Thu,9,10,,IND,L 17-34,32,157,4.9,1,2020,2020_10_TEN_IND
ATL,2020-11-08,32,Sun,9,9,,DEN,W 34-27,32,92,2.9,1,2020,2020_09_ATL_DEN
CIN,2020-11-01,32,Sun,8,8,,TEN,W 31-20,32,118,3.7,2,2020,2020_08_CIN_TEN
LAC,2020-10-25,32,Sun,6,7,,JAX,W 39-29,32,135,4.2,2,2020,2020_07_LAC_JAX
CIN,2020-10-18,32,Sun,6,6,@,IND,L 27-31,32,98,3.1,3,2020,2020_06_CIN_IND
LAC,2020-10-12,32,Mon,5,5,@,NOR,L 27-30 (OT),32,111,3.5,0,2020,2020_05_LAC_NOR
PIT,2020-10-11,32,Sun,4,5,,PHI,W 38-29,32,136,4.3,2,2020,2020_05_PIT_PHI
BAL,2020-10-04,32,Sun,4,4,@,WAS,W 31-17,32,144,4.5,2,2020,2020_04_BAL_WAS
DEN,2020-10-01,32,Thu,4,4,@,NYJ,W 37-28,32,117,3.7,2,2020,2020_04_DEN_NYJ
LAR,2020-09-27,32,Sun,3,3,@,BUF,L 32-35,32,167,5.2,2,2020,2020_03_LAR_BUF
CHI,2020-09-20,32,Sun,2,2,,NYG,W 17-13,32,135,4.2,0,2020,2020_02_CHI_NYG
ARI,2020-09-20,32,Sun,2,2,,WAS,W 30-15,32,160,5.0,2,2020,2020_02_ARI_WAS
GNB,2020-09-13,32,Sun,1,1,@,MIN,W 43-34,32,158,4.9,1,2020,2020_01_GNB_MIN
BUF,2020-09-13,32,Sun,1,1,,NYJ,W 27-17,32,98,3.1,1,2020,2020_01_BUF_NYJ
GNB,2019-12-23,32,Mon,15,16,@,MIN,W 23-10,32,184,5.8,2,2019,2019_16_GNB_MIN
NYJ,2019-12-22,32,Sun,15,16,,PIT,W 16-10,32,85,2.7,0,2019,2019_16_NYJ_PIT
IND,2019-12-22,32,Sun,15,16,,CAR,W 38-6,32,218,6.8,3,2019,2019_16_IND_CAR
NWE,2019-12-15,32,Sun,14,15,@,CIN,W 34-13,32,175,5.5,1,2019,2019_15_NWE_CIN
CIN,2019-12-15,32,Sun,14,15,,NWE,L 13-34,32,164,5.1,0,2019,2019_15_CIN_NWE
OAK,2019-12-15,32,Sun,14,15,,JAX,L 16-20,32,128,4.0,0,2019,2019_15_OAK_JAX
PHI,2019-12-09,32,Mon,13,14,,NYG,W 23-17 (OT),32,118,3.7,1,2019,2019_14_PHI_NYG
NYJ,2019-12-08,32,Sun,13,14,,MIA,W 22-21,32,112,3.5,0,2019,2019_14_NYJ_MIA
TEN,2019-12-08,32,Sun,13,14,@,OAK,W 42-21,32,161,5.0,2,2019,2019_14_TEN_OAK
ATL,2019-12-08,32,Sun,13,14,,CAR,W 40-20,32,159,5.0,2,2019,2019_14_ATL_CAR
PIT,2019-12-01,32,Sun,12,13,,CLE,W 20-13,32,124,3.9,1,2019,2019_13_PIT_CLE
CLE,2019-11-24,32,Sun,11,12,,MIA,W 41-24,32,147,4.6,2,2019,2019_12_CLE_MIA
DET,2019-11-24,32,Sun,11,12,@,WAS,L 16-19,32,175,5.5,0,2019,2019_12_DET_WAS
HOU,2019-10-27,32,Sun,8,8,,OAK,W 27-24,32,130,4.1,0,2019,2019_08_HOU_OAK
DEN,2019-10-06,32,Sun,5,5,@,LAC,W 20-13,32,191,6.0,1,2019,2019_05_DEN_LAC
OAK,2019-09-29,32,Sun,4,4,@,IND,W 31-24,32,188,5.9,1,2019,2019_04_OAK_IND
BAL,2019-09-22,32,Sun,3,3,@,KAN,L 28-33,32,203,6.3,4,2019,2019_03_BAL_KAN
TAM,2019-09-22,32,Sun,3,3,,NYG,L 31-32,32,144,4.5,0,2019,2019_03_TAM_NYG
SFO,2019-09-08,32,Sun,1,1,@,TAM,W 31-17,32,98,3.1,0,2019,2019_01_SFO_TAM
DET,2019-09-08,32,Sun,1,1,@,ARI,T 27-27 (OT),32,116,3.6,0,2019,2019_01_DET_ARI
LAR,2019-09-08,32,Sun,1,1,@,CAR,W 30-27,32,166,5.2,2,2019,2019_01_LAR_CAR
JAX,2018-12-23,32,Sun,15,16,@,MIA,W 17-7,32,126,3.9,1,2018,2018_16_JAX_MIA
NOR,2018-12-17,32,Mon,14,15,@,CAR,W 12-9,32,155,4.8,1,2018,2018_15_NOR_CAR
CIN,2018-12-09,32,Sun,13,14,@,LAC,L 21-26,32,144,4.5,1,2018,2018_14_CIN_LAC
TEN,2018-12-06,32,Thu,13,14,,JAX,W 30-9,32,264,8.3,4,2018,2018_14_TEN_JAX
CHI,2018-12-02,32,Sun,12,13,@,NYG,L 27-30 (OT),32,118,3.7,1,2018,2018_13_CHI_NYG
SEA,2018-11-04,32,Sun,8,9,,LAC,L 17-25,32,154,4.8,0,2018,2018_09_SEA_LAC
CAR,2018-11-04,32,Sun,8,9,,TAM,W 42-28,32,179,5.6,4,2018,2018_09_CAR_TAM
SFO,2018-11-01,32,Thu,9,9,,OAK,W 34-3,32,143,4.5,1,2018,2018_09_SFO_OAK
WAS,2018-10-21,32,Sun,6,7,,DAL,W 20-17,32,130,4.1,0,2018,2018_07_WAS_DAL
TAM,2018-10-21,32,Sun,6,7,,CLE,W 26-23 (OT),32,114,3.6,3,2018,2018_07_TAM_CLE
MIN,2018-10-14,32,Sun,6,6,,ARI,W 27-17,32,195,6.1,2,2018,2018_06_MIN_ARI
NOR,2018-10-08,32,Mon,5,5,,WAS,W 43-19,32,98,3.1,3,2018,2018_05_NOR_WAS
SEA,2018-10-07,32,Sun,5,5,,LAR,L 31-33,32,190,5.9,1,2018,2018_05_SEA_LAR
NOR,2018-09-30,32,Sun,4,4,@,NYG,W 33-18,32,170,5.3,3,2018,2018_04_NOR_NYG
GNB,2018-09-30,32,Sun,4,4,,BUF,W 22-0,32,141,4.4,1,2018,2018_04_GNB_BUF
OAK,2018-09-23,32,Sun,3,3,@,MIA,L 20-28,32,109,3.4,1,2018,2018_03_OAK_MIA
ATL,2018-09-16,32,Sun,2,2,,CAR,W 31-24,32,170,5.3,2,2018,2018_02_ATL_CAR
MIN,2018-09-09,32,Sun,1,1,,SFO,W 24-16,32,116,3.6,0,2018,2018_01_MIN_SFO
DEN,2018-09-09,32,Sun,1,1,,SEA,W 27-24,32,146,4.6,0,2018,2018_01_DEN_SEA
CAR,2018-09-09,32,Sun,1,1,,DAL,W 16-8,32,147,4.6,2,2018,2018_01_CAR_DAL
DAL,2017-12-31,32,Sun,16,17,@,PHI,W 6-0,32,129,4.0,0,2017,2017_17_DAL_PHI
BUF,2017-12-31,32,Sun,16,17,@,MIA,W 22-16,32,126,3.9,1,2017,2017_17_BUF_MIA
BAL,2017-12-23,32,Sat,15,16,,IND,W 23-16,32,103,3.2,0,2017,2017_16_BAL_IND
KAN,2017-12-16,32,Sat,14,15,,LAC,W 30-13,32,174,5.4,1,2017,2017_15_KAN_LAC
PHI,2017-12-10,32,Sun,13,14,@,LAR,W 43-35,32,139,4.3,0,2017,2017_14_PHI_LAR
NYG,2017-11-19,32,Sun,10,11,,KAN,W 12-9 (OT),32,112,3.5,1,2017,2017_11_NYG_KAN
NOR,2017-11-05,32,Sun,8,9,,TAM,W 30-10,32,151,4.7,1,2017,2017_09_NOR_TAM
NWE,2017-10-29,32,Sun,8,8,,LAC,W 21-13,32,97,3.0,0,2017,2017_08_NWE_LAC
ATL,2017-10-29,32,Sun,7,8,@,NYJ,W 25-20,32,140,4.4,0,2017,2017_08_ATL_NYJ
TEN,2017-10-22,32,Sun,7,7,@,CLE,W 12-9 (OT),32,80,2.5,0,2017,2017_07_TEN_CLE
LAR,2017-10-15,32,Sun,6,6,@,JAX,W 27-17,32,142,4.4,0,2017,2017_06_LAR_JAX
NYG,2017-10-15,32,Sun,6,6,@,DEN,W 23-10,32,148,4.6,0,2017,2017_06_NYG_DEN
MIN,2017-10-15,32,Sun,6,6,,GNB,W 23-10,32,112,3.5,1,2017,2017_06_MIN_GNB
NYJ,2017-10-01,32,Sun,4,4,,JAX,W 23-20 (OT),32,256,8.0,2,2017,2017_04_NYJ_JAX
DEN,2017-10-01,32,Sun,4,4,,OAK,W 16-10,32,143,4.5,0,2017,2017_04_DEN_OAK
HOU,2017-09-24,32,Sun,3,3,@,NWE,L 33-36,32,125,3.9,0,2017,2017_03_HOU_NWE
LAR,2017-09-21,32,Thu,3,3,@,SFO,W 41-39,32,126,3.9,2,2017,2017_03_LAR_SFO
DET,2017-09-18,32,Mon,2,2,@,NYG,W 24-10,32,138,4.3,0,2017,2017_02_DET_NYG
BAL,2017-09-17,32,Sun,2,2,,CLE,W 24-10,32,136,4.3,1,2017,2017_02_BAL_CLE
PIT,2017-09-17,32,Sun,2,2,,MIN,W 26-9,32,102,3.2,0,2017,2017_02_PIT_MIN
MIA,2017-09-17,32,Sun,1,2,@,LAC,W 19-17,32,111,3.5,0,2017,2017_02_MIA_LAC
LAC,2023-01-01,31,Sun,16,17,,LAR,W 31-10,31,192,6.2,2,2022,2022_17_LAC_LAR
BUF,2022-12-24,31,Sat,15,16,@,CHI,W 35-13,31,254,8.2,3,2022,2022_16_BUF_CHI
TEN,2022-12-24,31,Sat,15,16,,HOU,L 14-19,31,184,5.9,2,2022,2022_16_TEN_HOU
SEA,2022-12-24,31,Sat,15,16,@,KAN,L 10-24,31,133,4.3,0,2022,2022_16_SEA_KAN
DAL,2022-12-24,31,Sat,15,16,,PHI,W 40-34,31,115,3.7,1,2022,2022_16_DAL_PHI
DAL,2022-12-11,31,Sun,13,14,,HOU,W 27-23,31,127,4.1,2,2022,2022_14_DAL_HOU
PHI,2022-12-11,31,Sun,13,14,@,NYG,W 48-22,31,253,8.2,4,2022,2022_14_PHI_NYG
DET,2022-12-04,31,Sun,12,13,,JAX,W 40-14,31,100,3.2,2,2022,2022_13_DET_JAX
DAL,2022-11-13,31,Sun,9,10,@,GNB,L 28-31 (OT),31,159,5.1,1,2022,2022_10_DAL_GNB
DET,2022-11-13,31,Sun,9,10,@,CHI,W 31-30,31,95,3.1,2,2022,2022_10_DET_CHI
DET,2022-11-06,31,Sun,8,9,,GNB,W 15-9,31,117,3.8,0,2022,2022_09_DET_GNB
PHI,2022-11-03,31,Thu,8,9,@,HOU,W 29-17,31,143,4.6,2,2022,2022_09_PHI_HOU
GNB,2022-10-30,31,Sun,8,8,@,BUF,L 17-27,31,208,6.7,0,2022,2022_08_GNB_BUF
BUF,2022-10-16,31,Sun,6,6,@,KAN,W 24-20,31,125,4.0,0,2022,2022_06_BUF_KAN
NYG,2022-10-16,31,Sun,6,6,,BAL,W 24-20,31,83,2.7,1,2022,2022_06_NYG_BAL
ATL,2022-10-09,31,Sun,5,5,@,TAM,L 15-21,31,151,4.9,1,2022,2022_05_ATL_TAM
NYG,2022-10-09,31,Sun,5,5,@,GNB,W 27-22,31,125,4.0,3,2022,2022_05_NYG_GNB
MIN,2022-10-09,31,Sun,5,5,,CHI,W 29-22,31,117,3.8,3,2022,2022_05_MIN_CHI
HOU,2022-10-09,31,Sun,5,5,@,JAX,W 13-6,31,116,3.7,1,2022,2022_05_HOU_JAX
CLE,2022-10-09,31,Sun,5,5,,LAC,L 28-30,31,213,6.9,3,2022,2022_05_CLE_LAC
PIT,2022-10-02,31,Sun,4,4,,NYJ,L 20-24,31,119,3.8,2,2022,2022_04_PIT_NYJ
CAR,2022-09-25,31,Sun,3,3,,NOR,W 22-14,31,145,4.7,0,2022,2022_03_CAR_NOR
ATL,2022-09-25,31,Sun,3,3,@,SEA,W 27-23,31,179,5.8,2,2022,2022_03_ATL_SEA
NWE,2022-09-18,31,Sun,2,2,@,PIT,W 17-14,31,124,4.0,1,2022,2022_02_NWE_PIT
DEN,2022-09-18,31,Sun,2,2,,HOU,W 16-9,31,149,4.8,0,2022,2022_02_DEN_HOU
LAC,2022-09-11,31,Sun,1,1,,LVR,W 24-19,31,76,2.5,0,2022,2022_01_LAC_LVR
JAX,2022-01-09,31,Sun,17,18,,IND,W 26-11,31,101,3.3,0,2021,2021_18_JAX_IND
SFO,2022-01-09,31,Sun,17,18,@,LAR,W 27-24 (OT),31,135,4.4,1,2021,2021_18_SFO_LAR
PIT,2022-01-03,31,Mon,16,17,,CLE,W 26-14,31,190,6.1,1,2021,2021_17_PIT_CLE
JAX,2021-12-26,31,Sun,15,16,@,NYJ,L 21-26,31,132,4.3,1,2021,2021_16_JAX_NYJ
TAM,2021-12-26,31,Sun,15,16,@,CAR,W 32-6,31,159,5.1,2,2021,2021_16_TAM_CAR
NOR,2021-12-19,31,Sun,14,15,@,TAM,W 9-0,31,61,2.0,0,2021,2021_15_NOR_TAM
DEN,2021-12-05,31,Sun,12,13,@,KAN,L 9-22,31,154,5.0,0,2021,2021_13_DEN_KAN
PIT,2021-11-14,31,Sun,9,10,,DET,T 16-16 (OT),31,145,4.7,0,2021,2021_10_PIT_DET
NYG,2021-11-07,31,Sun,9,9,,LVR,W 23-16,31,149,4.8,0,2021,2021_09_NYG_LVR
TEN,2021-10-31,31,Sun,8,8,@,IND,W 34-31 (OT),31,93,3.0,0,2021,2021_08_TEN_IND
LAR,2021-10-31,31,Sun,8,8,@,HOU,W 38-22,31,165,5.3,2,2021,2021_08_LAR_HOU
NOR,2021-10-25,31,Mon,6,7,@,SEA,W 13-10,31,94,3.0,0,2021,2021_07_NOR_SEA
TAM,2021-10-24,31,Sun,7,7,,CHI,W 38-3,31,182,5.9,1,2021,2021_07_TAM_CHI
NYG,2021-10-24,31,Sun,7,7,,CAR,W 25-3,31,103,3.3,1,2021,2021_07_NYG_CAR
GNB,2021-10-17,31,Sun,6,6,@,CHI,W 24-14,31,154,5.0,1,2021,2021_06_GNB_CHI
DAL,2021-10-17,31,Sun,6,6,@,NWE,W 35-29 (OT),31,122,3.9,0,2021,2021_06_DAL_NWE
TAM,2021-10-14,31,Thu,6,6,@,PHI,W 28-22,31,102,3.3,2,2021,2021_06_TAM_PHI
JAX,2021-10-10,31,Sun,5,5,,TEN,L 19-37,31,198,6.4,2,2021,2021_05_JAX_TEN
GNB,2021-09-20,31,Mon,2,2,,DET,W 35-17,31,96,3.1,1,2021,2021_02_GNB_DET
DAL,2021-09-19,31,Sun,2,2,@,LAC,W 20-17,31,198,6.4,2,2021,2021_02_DAL_LAC
NYJ,2021-09-19,31,Sun,2,2,,NWE,L 6-25,31,152,4.9,0,2021,2021_02_NYJ_NWE
PHI,2021-09-12,31,Sun,1,1,@,ATL,W 32-6,31,173,5.6,1,2021,2021_01_PHI_ATL
CLE,2021-01-03,31,Sun,16,17,,PIT,W 24-22,31,192,6.2,2,2020,2020_17_CLE_PIT
MIN,2021-01-03,31,Sun,16,17,@,DET,W 37-35,31,125,4.0,2,2020,2020_17_MIN_DET
CHI,2021-01-03,31,Sun,16,17,,GNB,L 16-35,31,108,3.5,1,2020,2020_17_CHI_GNB
BUF,2020-12-28,31,Mon,15,16,@,NWE,W 38-9,31,130,4.2,1,2020,2020_16_BUF_NWE
NYJ,2020-12-20,31,Sun,14,15,@,LAR,W 23-20,31,93,3.0,1,2020,2020_15_NYJ_LAR
GNB,2020-12-13,31,Sun,13,14,@,DET,W 31-24,31,120,3.9,1,2020,2020_14_GNB_DET
IND,2020-12-13,31,Sun,13,14,@,LVR,W 44-27,31,212,6.8,2,2020,2020_14_IND_LVR
CHI,2020-12-06,31,Sun,12,13,,DET,L 30-34,31,140,4.5,3,2020,2020_13_CHI_DET
LAR,2020-12-06,31,Sun,12,13,@,ARI,W 38-28,31,119,3.8,3,2020,2020_13_LAR_ARI
NYG,2020-12-06,31,Sun,12,13,@,SEA,W 17-12,31,190,6.1,1,2020,2020_13_NYG_SEA
