Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,Season,game_id
BUF,2018-11-04,28,Sun,9,9,,CHI,L 9-41,28,98,3.5,1,2018,2018_09_BUF_CHI
PHI,2018-10-28,28,Sun,8,8,@,JAX,W 24-18,28,133,4.8,0,2018,2018_08_PHI_JAX
WAS,2018-10-14,28,Sun,5,6,,CAR,W 23-17,28,132,4.7,0,2018,2018_06_WAS_CAR
CLE,2018-10-07,28,Sun,5,5,,BAL,W 12-9 (OT),28,112,4.0,0,2018,2018_05_CLE_BAL
DET,2018-10-07,28,Sun,5,5,,GNB,W 31-23,28,94,3.4,2,2018,2018_05_DET_GNB
ARI,2018-09-30,28,Sun,4,4,,SEA,L 17-20,28,92,3.3,1,2018,2018_04_ARI_SEA
BAL,2018-09-23,28,Sun,3,3,,DEN,W 27-14,28,77,2.8,2,2018,2018_03_BAL_DEN
KAN,2018-09-23,28,Sun,3,3,,SFO,W 38-27,28,77,2.8,2,2018,2018_03_KAN_SFO
IND,2018-09-16,28,Sun,2,2,@,WAS,W 21-9,28,104,3.7,1,2018,2018_02_IND_WAS
SFO,2018-09-16,28,Sun,2,2,,DET,W 30-27,28,190,6.8,1,2018,2018_02_SFO_DET
DEN,2018-09-16,28,Sun,2,2,,OAK,W 20-19,28,168,6.0,2,2018,2018_02_DEN_OAK
CIN,2018-09-13,28,Thu,2,2,,BAL,W 34-23,28,108,3.9,0,2018,2018_02_CIN_BAL
JAX,2018-09-09,28,Sun,1,1,@,NYG,W 20-15,28,137,4.9,0,2018,2018_01_JAX_NYG
TAM,2017-12-31,28,Sun,16,17,,NOR,W 31-24,28,110,3.9,2,2017,2017_17_TAM_NOR
PIT,2017-12-31,28,Sun,16,17,,CLE,W 28-24,28,124,4.4,2,2017,2017_17_PIT_CLE
HOU,2017-12-25,28,Mon,15,16,,PIT,L 6-34,28,176,6.3,0,2017,2017_16_HOU_PIT
PIT,2017-12-25,28,Mon,15,16,@,HOU,W 34-6,28,104,3.7,2,2017,2017_16_PIT_HOU
JAX,2017-12-24,28,Sun,15,16,@,SFO,L 33-44,28,92,3.3,2,2017,2017_16_JAX_SFO
NYJ,2017-12-17,28,Sun,14,15,@,NOR,L 19-31,28,124,4.4,1,2017,2017_15_NYJ_NOR
NOR,2017-12-17,28,Sun,14,15,,NYJ,W 31-19,28,131,4.7,2,2017,2017_15_NOR_NYJ
TEN,2017-12-17,28,Sun,14,15,@,SFO,L 23-25,28,90,3.2,0,2017,2017_15_TEN_SFO
TAM,2017-12-10,28,Sun,13,14,,DET,L 21-24,28,133,4.8,1,2017,2017_14_TAM_DET
NOR,2017-12-03,28,Sun,12,13,,CAR,W 31-21,28,148,5.3,3,2017,2017_13_NOR_CAR
TEN,2017-11-26,28,Sun,11,12,@,IND,W 20-16,28,92,3.3,1,2017,2017_12_TEN_IND
ATL,2017-11-26,28,Sun,11,12,,TAM,W 34-20,28,148,5.3,2,2017,2017_12_ATL_TAM
DEN,2017-11-12,28,Sun,9,10,,NWE,L 16-41,28,118,4.2,0,2017,2017_10_DEN_NWE
IND,2017-11-05,28,Sun,9,9,@,HOU,W 20-14,28,92,3.3,0,2017,2017_09_IND_HOU
SEA,2017-11-05,28,Sun,8,9,,WAS,L 14-17,28,148,5.3,0,2017,2017_09_SEA_WAS
IND,2017-10-29,28,Sun,8,8,@,CIN,L 23-24,28,115,4.1,0,2017,2017_08_IND_CIN
LAC,2017-10-15,28,Sun,6,6,@,OAK,W 17-16,28,80,2.9,1,2017,2017_06_LAC_OAK
CAR,2017-10-08,28,Sun,5,5,@,DET,W 27-24,28,28,1.0,0,2017,2017_05_CAR_DET
NYG,2017-10-01,28,Sun,4,4,@,TAM,L 23-25,28,91,3.3,1,2017,2017_04_NYG_TAM
NOR,2017-10-01,28,Sun,4,4,@,MIA,W 20-0,28,86,3.1,0,2017,2017_04_NOR_MIA
ATL,2017-09-24,28,Sun,3,3,@,DET,W 30-26,28,151,5.4,1,2017,2017_03_ATL_DET
CAR,2017-09-17,28,Sun,2,2,,BUF,W 9-3,28,77,2.8,0,2017,2017_02_CAR_BUF
GNB,2017-09-10,28,Sun,1,1,,SEA,W 17-9,28,84,3.0,1,2017,2017_01_GNB_SEA
BAL,2023-01-08,27,Sun,17,18,@,CIN,L 16-27,27,110,4.1,1,2022,2022_18_BAL_CIN
DAL,2023-01-08,27,Sun,17,18,@,WAS,L 6-26,27,64,2.4,0,2022,2022_18_DAL_WAS
MIA,2023-01-01,27,Sun,16,17,@,NWE,L 21-23,27,86,3.2,1,2022,2022_17_MIA_NWE
ARI,2023-01-01,27,Sun,16,17,@,ATL,L 19-20,27,126,4.7,0,2022,2022_17_ARI_ATL
IND,2023-01-01,27,Sun,16,17,@,NYG,L 10-38,27,128,4.7,0,2022,2022_17_IND_NYG
SFO,2023-01-01,27,Sun,16,17,@,LVR,W 37-34 (OT),27,170,6.3,2,2022,2022_17_SFO_LVR
ARI,2022-12-25,27,Sun,15,16,,TAM,L 16-19 (OT),27,121,4.5,1,2022,2022_16_ARI_TAM
PIT,2022-12-24,27,Sat,15,16,,LVR,W 13-10,27,106,3.9,0,2022,2022_16_PIT_LVR
JAX,2022-12-18,27,Sun,14,15,,DAL,W 40-34 (OT),27,192,7.1,0,2022,2022_15_JAX_DAL
TEN,2022-12-18,27,Sun,14,15,@,LAC,L 14-17,27,127,4.7,2,2022,2022_15_TEN_LAC
MIN,2022-11-24,27,Thu,11,12,,NWE,W 33-26,27,57,2.1,0,2022,2022_12_MIN_NWE
KAN,2022-11-20,27,Sun,10,11,@,LAC,W 30-27,27,163,6.0,0,2022,2022_11_KAN_LAC
KAN,2022-11-13,27,Sun,9,10,,JAX,W 27-17,27,155,5.7,0,2022,2022_10_KAN_JAX
BUF,2022-11-13,27,Sun,9,10,,MIN,L 30-33 (OT),27,175,6.5,2,2022,2022_10_BUF_MIN
BUF,2022-10-30,27,Sun,7,8,,GNB,W 27-17,27,153,5.7,1,2022,2022_08_BUF_GNB
CAR,2022-10-23,27,Sun,7,7,,TAM,W 21-3,27,173,6.4,1,2022,2022_07_CAR_TAM
MIA,2022-10-23,27,Sun,7,7,,PIT,W 16-10,27,111,4.1,0,2022,2022_07_MIA_PIT
LVR,2022-10-23,27,Sun,6,7,,HOU,W 38-20,27,164,6.1,3,2022,2022_07_LVR_HOU
DET,2022-10-09,27,Sun,5,5,@,NWE,L 0-29,27,101,3.7,0,2022,2022_05_DET_NWE
LAC,2022-10-02,27,Sun,4,4,@,HOU,W 34-24,27,81,3.0,2,2022,2022_04_LAC_HOU
WAS,2022-10-02,27,Sun,4,4,@,DAL,L 10-25,27,142,5.3,0,2022,2022_04_WAS_DAL
NOR,2022-10-02,27,Sun,4,4,,MIN,L 25-28,27,111,4.1,2,2022,2022_04_NOR_MIN
IND,2022-09-25,27,Sun,3,3,,KAN,W 20-17,27,82,3.0,0,2022,2022_03_IND_KAN
TEN,2022-09-25,27,Sun,3,3,,LVR,W 24-22,27,109,4.0,2,2022,2022_03_TEN_LVR
TEN,2022-09-19,27,Mon,2,2,@,BUF,L 7-41,27,80,3.0,1,2022,2022_02_TEN_BUF
CHI,2022-09-18,27,Sun,2,2,@,GNB,L 10-27,27,180,6.7,1,2022,2022_02_CHI_GNB
DAL,2022-09-18,27,Sun,2,2,,CIN,W 20-17,27,107,4.0,1,2022,2022_02_DAL_CIN
ATL,2022-09-18,27,Sun,2,2,@,LAR,L 27-31,27,90,3.3,0,2022,2022_02_ATL_LAR
KAN,2022-09-11,27,Sun,1,1,@,ARI,W 44-21,27,128,4.7,1,2022,2022_01_KAN_ARI
GNB,2022-01-09,27,Sun,17,18,@,DET,L 30-37,27,122,4.5,1,2021,2021_18_GNB_DET
NWE,2022-01-09,27,Sun,17,18,@,MIA,L 24-33,27,134,5.0,2,2021,2021_18_NWE_MIA
LAR,2022-01-09,27,Sun,17,18,,SFO,L 24-27 (OT),27,64,2.4,0,2021,2021_18_LAR_SFO
LVR,2022-01-02,27,Sun,16,17,@,IND,W 23-20,27,85,3.1,1,2021,2021_17_LVR_IND
DEN,2022-01-02,27,Sun,16,17,@,LAC,L 13-34,27,83,3.1,0,2021,2021_17_DEN_LAC
HOU,2022-01-02,27,Sun,16,17,@,SFO,L 7-23,27,86,3.2,0,2021,2021_17_HOU_SFO
CHI,2022-01-02,27,Sun,16,17,,NYG,W 29-3,27,87,3.2,2,2021,2021_17_CHI_NYG
NYG,2021-12-26,27,Sun,15,16,@,PHI,L 10-34,27,84,3.1,0,2021,2021_16_NYG_PHI
NWE,2021-12-26,27,Sun,15,16,,BUF,L 21-33,27,149,5.5,3,2021,2021_16_NWE_BUF
BUF,2021-12-19,27,Sun,14,15,,CAR,W 31-14,27,119,4.4,1,2021,2021_15_BUF_CAR
DET,2021-12-05,27,Sun,12,13,,MIN,W 29-27,27,100,3.7,0,2021,2021_13_DET_MIN
MIN,2021-12-05,27,Sun,12,13,@,DET,L 27-29,27,100,3.7,1,2021,2021_13_MIN_DET
CHI,2021-12-05,27,Sun,12,13,,ARI,L 22-33,27,112,4.1,1,2021,2021_13_CHI_ARI
SEA,2021-12-05,27,Sun,12,13,,SFO,W 30-23,27,146,5.4,2,2021,2021_13_SEA_SFO
LAR,2021-12-05,27,Sun,12,13,,JAX,W 37-7,27,128,4.7,1,2021,2021_13_LAR_JAX
TAM,2021-11-28,27,Sun,11,12,@,IND,W 38-31,27,142,5.3,4,2021,2021_12_TAM_IND
NYG,2021-11-28,27,Sun,11,12,,PHI,W 13-7,27,70,2.6,0,2021,2021_12_NYG_PHI
TAM,2021-11-22,27,Mon,10,11,,NYG,W 30-10,27,94,3.5,1,2021,2021_11_TAM_NYG
IND,2021-11-14,27,Sun,10,10,,JAX,W 23-17,27,127,4.7,1,2021,2021_10_IND_JAX
LAC,2021-11-07,27,Sun,8,9,@,PHI,W 27-24,27,89,3.3,1,2021,2021_09_LAC_PHI
JAX,2021-11-07,27,Sun,8,9,,BUF,W 9-6,27,79,2.9,0,2021,2021_09_JAX_BUF
KAN,2021-11-01,27,Mon,8,8,,NYG,W 20-17,27,107,4.0,1,2021,2021_08_KAN_NYG
NYJ,2021-10-31,27,Sun,7,8,,CIN,W 34-31,27,97,3.6,1,2021,2021_08_NYJ_CIN
SEA,2021-10-17,27,Sun,6,6,@,PIT,L 20-23 (OT),27,144,5.3,1,2021,2021_06_SEA_PIT
NWE,2021-10-17,27,Sun,6,6,,DAL,L 29-35 (OT),27,120,4.4,2,2021,2021_06_NWE_DAL
ARI,2021-10-10,27,Sun,5,5,,SFO,W 17-10,27,94,3.5,1,2021,2021_05_ARI_SFO
DET,2021-09-26,27,Sun,3,3,,BAL,L 17-19,27,93,3.4,2,2021,2021_03_DET_BAL
MIA,2021-09-26,27,Sun,3,3,@,LVR,L 28-31 (OT),27,133,4.9,2,2021,2021_03_MIA_LVR
NYG,2021-09-26,27,Sun,3,3,,ATL,L 14-17,27,100,3.7,1,2021,2021_03_NYG_ATL
MIN,2021-09-19,27,Sun,2,2,@,ARI,L 33-34,27,177,6.6,0,2021,2021_02_MIN_ARI
SEA,2021-09-12,27,Sun,1,1,@,IND,W 28-16,27,140,5.2,0,2021,2021_01_SEA_IND
WAS,2021-09-12,27,Sun,1,1,,LAC,L 16-20,27,126,4.7,0,2021,2021_01_WAS_LAC
WAS,2021-09-12,27,Sun,1,1,,LAC,L 16-20,27,126,4.7,0,2021,2021_01_WAS_LAC
DAL,2021-01-03,27,Sun,16,17,@,NYG,L 19-23,27,108,4.0,1,2020,2020_17_DAL_NYG
WAS,2021-01-03,27,Sun,16,17,@,PHI,W 20-14,27,103,3.8,0,2020,2020_17_WAS_PHI
SEA,2021-01-03,27,Sun,16,17,@,SFO,W 26-23,27,121,4.5,1,2020,2020_17_SEA_SFO
TEN,2020-12-27,27,Sun,15,16,@,GNB,L 14-40,27,156,5.8,1,2020,2020_16_TEN_GNB
ARI,2020-12-26,27,Sat,15,16,,SFO,L 12-20,27,120,4.4,1,2020,2020_16_ARI_SFO
DET,2020-12-20,27,Sun,14,15,@,TEN,L 25-46,27,123,4.6,2,2020,2020_15_DET_TEN
CAR,2020-12-19,27,Sat,14,15,@,GNB,L 16-24,27,115,4.3,1,2020,2020_15_CAR_GNB
GNB,2020-12-19,27,Sat,14,15,,CAR,W 24-16,27,195,7.2,2,2020,2020_15_GNB_CAR
HOU,2020-12-13,27,Sun,13,14,@,CHI,L 7-36,27,108,4.0,0,2020,2020_14_HOU_CHI
BUF,2020-12-13,27,Sun,13,14,,PIT,W 26-15,27,104,3.9,0,2020,2020_14_BUF_PIT
SFO,2020-12-13,27,Sun,13,14,,WAS,L 15-23,27,108,4.0,1,2020,2020_14_SFO_WAS
BUF,2020-12-07,27,Mon,12,13,@,SFO,W 34-24,27,81,3.0,0,2020,2020_13_BUF_SFO
PIT,2020-11-22,27,Sun,10,11,@,JAX,W 27-3,27,106,3.9,1,2020,2020_11_PIT_JAX
KAN,2020-11-22,27,Sun,10,11,@,LVR,W 35-31,27,108,4.0,3,2020,2020_11_KAN_LVR
JAX,2020-11-08,27,Sun,8,9,,HOU,L 25-27,27,115,4.3,2,2020,2020_09_JAX_HOU
DET,2020-11-08,27,Sun,8,9,@,MIN,L 20-34,27,129,4.8,0,2020,2020_09_DET_MIN
GNB,2020-10-25,27,Sun,6,7,@,HOU,W 35-20,27,96,3.6,1,2020,2020_07_GNB_HOU
BUF,2020-10-25,27,Sun,7,7,@,NYJ,W 18-10,27,126,4.7,0,2020,2020_07_BUF_NYJ
JAX,2020-10-25,27,Sun,7,7,@,LAC,L 29-39,27,140,5.2,1,2020,2020_07_JAX_LAC
DAL,2020-10-19,27,Mon,6,6,,ARI,L 10-38,27,97,3.6,0,2020,2020_06_DAL_ARI
TEN,2020-10-18,27,Sun,5,6,,HOU,W 42-36 (OT),27,263,9.7,2,2020,2020_06_TEN_HOU
HOU,2020-10-18,27,Sun,6,6,@,TEN,L 36-42 (OT),27,92,3.4,1,2020,2020_06_HOU_TEN
NYG,2020-10-11,27,Sun,5,5,@,DAL,L 34-37,27,89,3.3,2,2020,2020_05_NYG_DAL
CAR,2020-10-11,27,Sun,5,5,@,ATL,W 23-16,27,124,4.6,0,2020,2020_05_CAR_ATL
TAM,2020-10-04,27,Sun,4,4,,LAC,W 38-31,27,115,4.3,0,2020,2020_04_TAM_LAC
DET,2020-09-27,27,Sun,3,3,@,ARI,W 26-23,27,90,3.3,0,2020,2020_03_DET_ARI
ARI,2020-09-27,27,Sun,3,3,,DET,L 23-26,27,109,4.0,1,2020,2020_03_ARI_DET
JAX,2020-09-20,27,Sun,2,2,@,TEN,L 30-33,27,165,6.1,1,2020,2020_02_JAX_TEN
MIA,2020-09-13,27,Sun,1,1,@,NWE,L 11-21,27,87,3.2,1,2020,2020_01_MIA_NWE
DAL,2020-09-13,27,Sun,1,1,@,LAR,L 17-20,27,136,5.0,1,2020,2020_01_DAL_LAR
CLE,2020-09-13,27,Sun,1,1,@,BAL,L 6-38,27,138,5.1,0,2020,2020_01_CLE_BAL
NYJ,2019-12-29,27,Sun,16,17,@,BUF,W 13-6,27,86,3.2,0,2019,2019_17_NYJ_BUF
IND,2019-12-29,27,Sun,16,17,@,JAX,L 20-38,27,132,4.9,2,2019,2019_17_IND_JAX
NWE,2019-12-29,27,Sun,16,17,,MIA,L 24-27,27,135,5.0,1,2019,2019_17_NWE_MIA
DEN,2019-12-29,27,Sun,16,17,,OAK,W 16-15,27,70,2.6,0,2019,2019_17_DEN_OAK
ATL,2019-12-22,27,Sun,15,16,,JAX,W 24-12,27,135,5.0,2,2019,2019_16_ATL_JAX
SFO,2019-12-15,27,Sun,14,15,,ATL,L 22-29,27,120,4.4,1,2019,2019_15_SFO_ATL
CHI,2019-12-15,27,Sun,14,15,@,GNB,L 13-21,27,96,3.6,0,2019,2019_15_CHI_GNB
CLE,2019-12-08,27,Sun,13,14,,CIN,W 27-19,27,146,5.4,2,2019,2019_14_CLE_CIN
DEN,2019-12-08,27,Sun,13,14,@,HOU,W 38-24,27,90,3.3,1,2019,2019_14_DEN_HOU
NOR,2019-12-08,27,Sun,13,14,,SFO,L 46-48,27,116,4.3,1,2019,2019_14_NOR_SFO
NYG,2019-12-01,27,Sun,12,13,,GNB,L 13-31,27,95,3.5,0,2019,2019_13_NYG_GNB
DET,2019-11-28,27,Thu,12,13,,CHI,L 20-24,27,105,3.9,0,2019,2019_13_DET_CHI
NWE,2019-11-24,27,Sun,11,12,,DAL,W 13-9,27,101,3.7,0,2019,2019_12_NWE_DAL
JAX,2019-11-24,27,Sun,11,12,@,TEN,L 20-42,27,117,4.3,2,2019,2019_12_JAX_TEN
KAN,2019-11-18,27,Mon,11,11,@,LAC,W 24-17,27,130,4.8,2,2019,2019_11_KAN_LAC
SFO,2019-11-11,27,Mon,9,10,,SEA,L 24-27 (OT),27,87,3.2,0,2019,2019_10_SFO_SEA
GNB,2019-11-10,27,Sun,10,10,,CAR,W 24-16,27,163,6.0,3,2019,2019_10_GNB_CAR
DET,2019-11-10,27,Sun,9,10,@,CHI,L 13-20,27,98,3.6,0,2019,2019_10_DET_CHI
PIT,2019-11-10,27,Sun,9,10,,LAR,W 17-12,27,42,1.6,0,2019,2019_10_PIT_LAR
MIN,2019-11-03,27,Sun,9,9,@,KAN,L 23-26,27,96,3.6,0,2019,2019_09_MIN_KAN
NWE,2019-10-27,27,Sun,8,8,,CLE,W 27-13,27,79,2.9,0,2019,2019_08_NWE_CLE
KAN,2019-10-17,27,Thu,7,7,@,DEN,W 30-6,27,80,3.0,0,2019,2019_07_KAN_DEN
TEN,2019-10-06,27,Sun,5,5,,BUF,L 7-14,27,102,3.8,1,2019,2019_05_TEN_BUF
CAR,2019-10-06,27,Sun,5,5,,JAX,W 34-27,27,285,10.6,3,2019,2019_05_CAR_JAX
BUF,2019-10-06,27,Sun,5,5,@,TEN,W 14-7,27,109,4.0,0,2019,2019_05_BUF_TEN
NWE,2019-10-06,27,Sun,5,5,@,WAS,W 33-7,27,130,4.8,1,2019,2019_05_NWE_WAS
SEA,2019-09-29,27,Sun,4,4,@,ARI,W 27-10,27,115,4.3,1,2019,2019_04_SEA_ARI
NOR,2019-09-29,27,Sun,4,4,,DAL,W 12-10,27,117,4.3,0,2019,2019_04_NOR_DAL
NWE,2019-09-22,27,Sun,3,3,,NYJ,W 30-14,27,68,2.5,2,2019,2019_03_NWE_NYJ
MIN,2019-09-15,27,Sun,2,2,@,GNB,L 16-21,27,198,7.3,1,2019,2019_02_MIN_GNB
NOR,2018-12-30,27,Sun,16,17,,CAR,L 14-33,27,184,6.8,1,2018,2018_17_NOR_CAR
KAN,2018-12-30,27,Sun,16,17,,OAK,W 35-3,27,99,3.7,2,2018,2018_17_KAN_OAK
TEN,2018-12-22,27,Sat,15,16,,WAS,W 25-16,27,99,3.7,1,2018,2018_16_TEN_WAS
ATL,2018-12-16,27,Sun,14,15,,ARI,W 40-14,27,215,8.0,2,2018,2018_15_ATL_ARI
KAN,2018-12-09,27,Sun,13,14,,BAL,W 27-24 (OT),27,94,3.5,1,2018,2018_14_KAN_BAL
DEN,2018-12-09,27,Sun,13,14,@,SFO,L 14-20,27,103,3.8,1,2018,2018_14_DEN_SFO
JAX,2018-12-02,27,Sun,12,13,,IND,W 6-0,27,79,2.9,0,2018,2018_13_JAX_IND
CAR,2018-11-25,27,Sun,11,12,,SEA,L 27-30,27,220,8.1,1,2018,2018_12_CAR_SEA
TEN,2018-11-18,27,Sun,10,11,@,IND,L 10-38,27,91,3.4,0,2018,2018_11_TEN_IND
MIA,2018-11-04,27,Sun,9,9,,NYJ,W 13-6,27,64,2.4,0,2018,2018_09_MIA_NYJ
PIT,2018-11-04,27,Sun,8,9,@,BAL,W 23-16,27,113,4.2,1,2018,2018_09_PIT_BAL
TAM,2018-10-28,27,Sun,7,8,@,CIN,L 34-37,27,126,4.7,1,2018,2018_08_TAM_CIN
CIN,2018-10-28,27,Sun,8,8,,TAM,W 37-34,27,138,5.1,2,2018,2018_08_CIN_TAM
NWE,2018-10-21,27,Sun,7,7,@,CHI,W 38-31,27,108,4.0,0,2018,2018_07_NWE_CHI
BUF,2018-10-14,27,Sun,6,6,@,HOU,L 13-20,27,100,3.7,0,2018,2018_06_BUF_HOU
LAC,2018-09-30,27,Sun,4,4,,SFO,W 29-27,27,126,4.7,0,2018,2018_04_LAC_SFO
NOR,2018-09-23,27,Sun,3,3,@,ATL,W 43-37 (OT),27,143,5.3,2,2018,2018_03_NOR_ATL
NYG,2018-09-23,27,Sun,3,3,@,HOU,W 27-22,27,114,4.2,1,2018,2018_03_NYG_HOU
CHI,2018-09-17,27,Mon,2,2,,SEA,W 24-17,27,86,3.2,0,2018,2018_02_CHI_SEA
OAK,2018-09-16,27,Sun,2,2,@,DEN,L 19-20,27,92,3.4,1,2018,2018_02_OAK_DEN
CLE,2018-09-16,27,Sun,2,2,@,NOR,L 18-21,27,93,3.4,1,2018,2018_02_CLE_NOR
CHI,2018-09-09,27,Sun,1,1,@,GNB,L 23-24,27,139,5.1,1,2018,2018_01_CHI_GNB
KAN,2018-09-09,27,Sun,1,1,@,LAC,W 38-28,27,106,3.9,0,2018,2018_01_KAN_LAC
PHI,2018-09-06,27,Thu,1,1,,ATL,W 18-12,27,113,4.2,2,2018,2018_01_PHI_ATL
HOU,2017-12-31,27,Sun,16,17,@,IND,L 13-22,27,85,3.1,1,2017,2017_17_HOU_IND
KAN,2017-12-31,27,Sun,16,17,@,DEN,W 27-24,27,110,4.1,2,2017,2017_17_KAN_DEN
GNB,2017-12-31,27,Sun,16,17,@,DET,L 11-35,27,103,3.8,0,2017,2017_17_GNB_DET
CLE,2017-12-31,27,Sun,16,17,@,PIT,L 24-28,27,102,3.8,1,2017,2017_17_CLE_PIT
ARI,2017-12-24,27,Sun,15,16,,NYG,W 23-0,27,74,2.7,0,2017,2017_16_ARI_NYG
PHI,2017-12-17,27,Sun,14,15,@,NYG,W 34-29,27,108,4.0,0,2017,2017_15_PHI_NYG
GNB,2017-12-10,27,Sun,13,14,@,CLE,W 27-21 (OT),27,85,3.1,1,2017,2017_14_GNB_CLE
CLE,2017-12-10,27,Sun,13,14,,GNB,L 21-27 (OT),27,136,5.0,0,2017,2017_14_CLE_GNB
JAX,2017-12-03,27,Sun,12,13,,IND,W 30-10,27,96,3.6,1,2017,2017_13_JAX_IND
BAL,2017-12-03,27,Sun,12,13,,DET,W 44-20,27,101,3.7,2,2017,2017_13_BAL_DET
DAL,2017-11-19,27,Sun,10,11,,PHI,L 9-37,27,112,4.1,0,2017,2017_11_DAL_PHI
WAS,2017-11-12,27,Sun,9,10,,MIN,L 30-38,27,81,3.0,2,2017,2017_10_WAS_MIN
JAX,2017-11-12,27,Sun,9,10,,LAC,W 20-17 (OT),27,135,5.0,1,2017,2017_10_JAX_LAC
OAK,2017-11-05,27,Sun,9,9,@,MIA,W 27-24,27,84,3.1,2,2017,2017_09_OAK_MIA
PHI,2017-10-12,27,Thu,6,6,@,CAR,W 28-23,27,101,3.7,0,2017,2017_06_PHI_CAR
CIN,2017-10-08,27,Sun,5,5,,BUF,W 20-16,27,65,2.4,1,2017,2017_05_CIN_BUF
SFO,2017-10-01,27,Sun,4,4,@,ARI,L 15-18 (OT),27,95,3.5,0,2017,2017_04_SFO_ARI
DAL,2017-10-01,27,Sun,4,4,,LAR,L 30-35,27,189,7.0,1,2017,2017_04_DAL_LAR
NOR,2017-09-24,27,Sun,3,3,@,CAR,W 34-13,27,149,5.5,1,2017,2017_03_NOR_CAR
ATL,2017-09-17,27,Sun,2,2,,GNB,W 34-23,27,141,5.2,2,2017,2017_02_ATL_GNB
OAK,2017-09-17,27,Sun,2,2,,NYJ,W 45-20,27,180,6.7,3,2017,2017_02_OAK_NYJ
DET,2017-09-10,27,Sun,1,1,,ARI,W 35-23,27,82,3.0,0,2017,2017_01_DET_ARI
KAN,2017-09-07,27,Thu,1,1,@,NWE,W 42-27,27,185,6.9,2,2017,2017_01_KAN_NWE
LAR,2023-01-01,26,Sun,16,17,@,LAC,L 10-31,26,166,6.4,1,2022,2022_17_LAR_LAC
SFO,2022-12-24,26,Sat,15,16,,WAS,W 37-20,26,153,5.9,2,2022,2022_16_SFO_WAS
WAS,2022-12-18,26,Sun,14,15,,NYG,L 12-20,26,159,6.1,0,2022,2022_15_WAS_NYG
CIN,2022-12-11,26,Sun,13,14,,CLE,W 23-10,26,136,5.2,1,2022,2022_14_CIN_CLE
MIA,2022-11-27,26,Sun,11,12,,HOU,W 30-15,26,66,2.5,1,2022,2022_12_MIA_HOU
CLE,2022-11-20,26,Sun,10,11,@,BUF,L 23-31,26,80,3.1,0,2022,2022_11_CLE_BUF
NYG,2022-11-20,26,Sun,10,11,,DET,L 18-31,26,89,3.4,2,2022,2022_11_NYG_DET
NWE,2022-11-20,26,Sun,10,11,,NYJ,W 10-3,26,99,3.8,0,2022,2022_11_NWE_NYJ
IND,2022-11-20,26,Sun,11,11,,PHI,L 16-17,26,99,3.8,1,2022,2022_11_IND_PHI
ARI,2022-11-13,26,Sun,10,10,@,LAR,W 27-17,26,78,3.0,2,2022,2022_10_ARI_LAR
MIA,2022-10-30,26,Sun,8,8,@,DET,W 31-27,26,107,4.1,1,2022,2022_08_MIA_DET
DAL,2022-10-16,26,Sun,6,6,@,PHI,L 17-26,26,134,5.2,1,2022,2022_06_DAL_PHI
TAM,2022-10-16,26,Sun,6,6,@,PIT,L 18-20,26,75,2.9,0,2022,2022_06_TAM_PIT
JAX,2022-10-09,26,Sun,5,5,,HOU,L 6-13,26,136,5.2,0,2022,2022_05_JAX_HOU
MIA,2022-10-09,26,Sun,5,5,@,NYJ,L 17-40,26,137,5.3,2,2022,2022_05_MIA_NYJ
ARI,2022-10-09,26,Sun,5,5,,PHI,L 17-20,26,124,4.8,1,2022,2022_05_ARI_PHI
IND,2022-10-06,26,Thu,5,5,@,DEN,W 12-9 (OT),26,106,4.1,0,2022,2022_05_IND_DEN
BAL,2022-09-25,26,Sun,3,3,@,NWE,W 37-26,26,188,7.2,1,2022,2022_03_BAL_NWE
LAR,2022-09-18,26,Sun,2,2,,ATL,W 31-27,26,65,2.5,1,2022,2022_02_LAR_ATL
TEN,2022-09-11,26,Sun,1,1,,NYG,L 20-21,26,93,3.6,0,2022,2022_01_TEN_NYG
DET,2022-01-09,26,Sun,17,18,,GNB,W 37-30,26,99,3.8,1,2021,2021_18_DET_GNB
CAR,2022-01-09,26,Sun,17,18,@,TAM,L 17-41,26,110,4.2,0,2021,2021_18_CAR_TAM
CAR,2022-01-02,26,Sun,16,17,@,NOR,L 10-18,26,88,3.4,1,2021,2021_17_CAR_NOR
IND,2022-01-02,26,Sun,16,17,,LVR,L 20-23,26,122,4.7,1,2021,2021_17_IND_LVR
NYJ,2022-01-02,26,Sun,16,17,,TAM,L 24-28,26,150,5.8,2,2021,2021_17_NYJ_TAM
CIN,2021-12-19,26,Sun,14,15,@,DEN,W 15-10,26,113,4.3,0,2021,2021_15_CIN_DEN
BAL,2021-12-19,26,Sun,14,15,,GNB,L 30-31,26,143,5.5,2,2021,2021_15_BAL_GNB
HOU,2021-12-19,26,Sun,14,15,@,JAX,W 30-16,26,75,2.9,0,2021,2021_15_HOU_JAX
CAR,2021-12-12,26,Sun,13,14,,ATL,L 21-29,26,91,3.5,2,2021,2021_14_CAR_ATL
NYG,2021-12-12,26,Sun,13,14,@,LAC,L 21-37,26,135,5.2,1,2021,2021_14_NYG_LAC
CIN,2021-12-12,26,Sun,13,14,,SFO,L 23-26 (OT),26,86,3.3,0,2021,2021_14_CIN_SFO
NOR,2021-12-02,26,Thu,12,13,,DAL,L 17-27,26,153,5.9,0,2021,2021_13_NOR_DAL
