Team,Date,1stD,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Season,game_id
TAM,2018-09-09,26,Sun,1,1,@,NOR,W 48-40,26,5,17,4,13,8,61.5,0,0,,2018,2018_01_TAM_NOR
NOR,2018-09-09,26,Sun,1,1,,TAM,L 40-48,26,5,19,2,9,4,44.4,1,1,100.0,2018,2018_01_NOR_TAM
LAC,2017-12-31,26,Sun,16,17,,OAK,W 30-10,26,9,15,2,13,7,53.8,1,0,0.0,2017,2017_17_LAC_OAK
SFO,2017-12-24,26,Sun,15,16,,JAX,W 44-33,26,7,15,4,15,10,66.7,0,0,,2017,2017_16_SFO_JAX
BAL,2017-12-10,26,Sun,13,14,@,PIT,L 38-39,26,9,13,4,10,4,40.0,0,0,,2017,2017_14_BAL_PIT
ATL,2017-12-07,26,Thu,13,14,,NOR,W 20-17,26,6,11,9,12,7,58.3,0,0,,2017,2017_14_ATL_NOR
SEA,2017-11-20,26,Mon,10,11,,ATL,L 31-34,26,9,14,3,12,5,41.7,2,1,50.0,2017,2017_11_SEA_ATL
CLE,2017-11-12,26,Sun,9,10,@,DET,L 24-38,26,14,9,3,15,5,33.3,4,4,100.0,2017,2017_10_CLE_DET
JAX,2017-11-05,26,Sun,8,9,,CIN,W 23-7,26,7,15,4,18,12,66.7,1,0,0.0,2017,2017_09_JAX_CIN
MIN,2017-10-29,26,Sun,8,8,@,CLE,W 33-16,26,5,16,5,16,6,37.5,0,0,,2017,2017_08_MIN_CLE
SEA,2017-10-22,26,Sun,6,7,@,NYG,W 24-7,26,4,19,3,13,6,46.2,1,0,0.0,2017,2017_07_SEA_NYG
DAL,2017-10-08,26,Sun,5,5,,GNB,L 31-35,26,10,15,1,12,7,58.3,3,3,100.0,2017,2017_05_DAL_GNB
TAM,2017-10-05,26,Thu,4,5,,NWE,L 14-19,26,5,17,4,13,4,30.8,0,0,,2017,2017_05_TAM_NWE
PHI,2017-10-01,26,Sun,4,4,@,LAC,W 26-24,26,12,11,3,16,9,56.3,1,1,100.0,2017,2017_04_PHI_LAC
ATL,2017-09-24,26,Sun,3,3,@,DET,W 30-26,26,9,15,2,9,4,44.4,0,0,,2017,2017_03_ATL_DET
LAR,2017-09-21,26,Thu,3,3,@,SFO,W 41-39,26,7,14,5,12,8,66.7,0,0,,2017,2017_03_LAR_SFO
DEN,2017-09-17,26,Sun,2,2,,DAL,W 42-17,26,11,12,3,15,9,60.0,0,0,,2017,2017_02_DEN_DAL
GNB,2017-09-10,26,Sun,1,1,,SEA,W 17-9,26,8,16,2,16,9,56.3,0,0,,2017,2017_01_GNB_SEA
KAN,2017-09-07,26,Thu,1,1,@,NWE,W 42-27,26,8,17,1,11,4,36.4,0,0,,2017,2017_01_KAN_NWE
IND,2023-01-08,25,Sun,17,18,,HOU,L 31-32,25,9,13,3,13,4,30.8,3,2,66.7,2022,2022_18_IND_HOU
TAM,2023-01-01,25,Sun,16,17,,CAR,W 30-24,25,6,17,2,15,4,26.7,2,2,100.0,2022,2022_17_TAM_CAR
PHI,2022-12-24,25,Sat,15,16,@,DAL,L 34-40,25,4,19,2,14,8,57.1,3,2,66.7,2022,2022_16_PHI_DAL
DAL,2022-12-24,25,Sat,15,16,,PHI,W 40-34,25,6,18,1,15,8,53.3,1,1,100.0,2022,2022_16_DAL_PHI
TAM,2022-12-18,25,Sun,14,15,,CIN,L 23-34,25,6,18,1,12,4,33.3,3,2,66.7,2022,2022_15_TAM_CIN
TAM,2022-12-05,25,Mon,12,13,,NOR,W 17-16,25,4,19,2,15,8,53.3,0,0,,2022,2022_13_TAM_NOR
WAS,2022-12-04,25,Sun,13,13,@,NYG,T 20-20 (OT),25,11,13,1,14,3,21.4,1,1,100.0,2022,2022_13_WAS_NYG
SEA,2022-12-04,25,Sun,12,13,@,LAR,W 27-23,25,5,18,2,10,5,50.0,0,0,,2022,2022_13_SEA_LAR
MIA,2022-11-27,25,Sun,11,12,,HOU,W 30-15,25,4,18,3,15,4,26.7,1,1,100.0,2022,2022_12_MIA_HOU
NYG,2022-11-20,25,Sun,10,11,,DET,L 18-31,25,7,17,1,13,5,38.5,3,2,66.7,2022,2022_11_NYG_DET
WAS,2022-11-14,25,Mon,10,10,@,PHI,W 32-21,25,12,9,4,21,12,57.1,1,1,100.0,2022,2022_10_WAS_PHI
DET,2022-11-13,25,Sun,9,10,@,CHI,W 31-30,25,9,12,4,11,5,45.5,1,1,100.0,2022,2022_10_DET_CHI
MIN,2022-10-30,25,Sun,7,8,,ARI,W 34-26,25,11,11,3,13,6,46.2,1,0,0.0,2022,2022_08_MIN_ARI
ARI,2022-10-30,25,Sun,8,8,@,MIN,L 26-34,25,5,17,3,11,4,36.4,1,0,0.0,2022,2022_08_ARI_MIN
LVR,2022-10-23,25,Sun,6,7,,HOU,W 38-20,25,11,13,1,9,4,44.4,1,1,100.0,2022,2022_07_LVR_HOU
SFO,2022-10-23,25,Sun,7,7,,KAN,L 23-44,25,6,18,1,14,8,57.1,0,0,,2022,2022_07_SFO_KAN
NOR,2022-10-20,25,Thu,7,7,@,ARI,L 34-42,25,7,17,1,13,6,46.2,1,1,100.0,2022,2022_07_NOR_ARI
JAX,2022-10-16,25,Sun,6,6,@,IND,L 27-34,25,13,8,4,10,5,50.0,2,1,50.0,2022,2022_06_JAX_IND
LVR,2022-10-02,25,Sun,4,4,,DEN,W 32-23,25,14,11,0,14,7,50.0,0,0,,2022,2022_04_LVR_DEN
PHI,2022-10-02,25,Sun,4,4,,JAX,W 29-21,25,14,8,3,15,4,26.7,5,3,60.0,2022,2022_04_PHI_JAX
JAX,2022-09-25,25,Sun,3,3,@,LAC,W 38-10,25,8,16,1,15,8,53.3,3,2,66.7,2022,2022_03_JAX_LAC
PHI,2022-09-19,25,Mon,2,2,,MIN,W 24-7,25,10,13,2,13,7,53.8,0,0,,2022,2022_02_PHI_MIN
SFO,2022-09-18,25,Sun,2,2,,SEA,W 27-7,25,11,8,6,15,6,40.0,3,2,66.7,2022,2022_02_SFO_SEA
BUF,2022-01-09,25,Sun,17,18,,NYJ,W 27-10,25,7,15,3,18,8,44.4,1,0,0.0,2021,2021_18_BUF_NYJ
LAC,2021-12-26,25,Sun,15,16,@,HOU,L 29-41,25,3,19,3,9,6,66.7,0,0,,2021,2021_16_LAC_HOU
KAN,2021-12-26,25,Sun,15,16,,PIT,W 36-10,25,9,16,0,11,4,36.4,1,1,100.0,2021,2021_16_KAN_PIT
DEN,2021-12-12,25,Sun,13,14,,DET,W 38-10,25,14,10,1,12,8,66.7,1,1,100.0,2021,2021_14_DEN_DET
HOU,2021-12-12,25,Sun,13,14,,SEA,L 13-33,25,6,16,3,13,3,23.1,2,0,0.0,2021,2021_14_HOU_SEA
TAM,2021-12-05,25,Sun,12,13,@,ATL,W 30-17,25,2,22,1,13,8,61.5,1,1,100.0,2021,2021_13_TAM_ATL
CIN,2021-11-28,25,Sun,11,12,,PIT,W 41-10,25,13,11,1,11,5,45.5,1,1,100.0,2021,2021_12_CIN_PIT
MIN,2021-11-21,25,Sun,10,11,,GNB,W 34-31,25,6,17,2,13,9,69.2,0,0,,2021,2021_11_MIN_GNB
SFO,2021-11-21,25,Sun,10,11,@,JAX,W 30-10,25,13,8,4,12,6,50.0,1,1,100.0,2021,2021_11_SFO_JAX
CIN,2021-11-07,25,Sun,9,9,,CLE,L 16-41,25,6,15,4,11,3,27.3,2,0,0.0,2021,2021_09_CIN_CLE
