,game_id,season,week,home_team,away_team,home_score,score_diff,away_score,home_team_win,epa_rushing_offense_home,epa_shifted_rushing_offense_home,ewma_rushing_offense_home,ewma_dynamic_window_rushing_offense_home,epa_passing_offense_home,epa_shifted_passing_offense_home,ewma_passing_offense_home,ewma_dynamic_window_passing_offense_home,epa_rushing_defense_home,epa_shifted_rushing_defense_home,ewma_rushing_defense_home,ewma_dynamic_window_rushing_defense_home,epa_passing_defense_home,epa_shifted_passing_defense_home,ewma_passing_defense_home,ewma_dynamic_window_passing_defense_home,epa_rushing_offense_away,epa_shifted_rushing_offense_away,ewma_rushing_offense_away,ewma_dynamic_window_rushing_offense_away,epa_passing_offense_away,epa_shifted_passing_offense_away,ewma_passing_offense_away,ewma_dynamic_window_passing_offense_away,epa_rushing_defense_away,epa_shifted_rushing_defense_away,ewma_rushing_defense_away,ewma_dynamic_window_rushing_defense_away,epa_passing_defense_away,epa_shifted_passing_defense_away,ewma_passing_defense_away,ewma_dynamic_window_passing_defense_away
10,2012_01_PIT_DEN,2012,1,DEN,PIT,31,12,19,1,-0.24996993,,,,0.48798236,,,,-0.12423853,,,,0.043844327,,,,-0.12423853,,,,0.043844327,,,,-0.24996993,,,,0.48798236,,,
11,2012_01_SD_OAK,2012,1,LV,LAC,14,-8,22,0,-0.6172647,,,,0.018416576,,,,-0.36950296,,,,0.24257472,,,,-0.36950296,,,,0.24257472,,,,-0.6172647,,,,0.018416576,,,
12,2012_01_SEA_ARI,2012,1,ARI,SEA,20,4,16,1,-0.43850994,,,,-0.04249841,,,,-0.2924644,,,,-0.14575893,,,,-0.2924644,,,,-0.14575893,,,,-0.43850994,,,,-0.04249841,,,
13,2012_01_SF_GB,2012,1,GB,SF,22,-8,30,0,-0.18348205,,,,0.15563214,,,,0.19987877,,,,0.27501753,,,,0.19987877,,,,0.27501753,,,,-0.18348205,,,,0.15563214,,,
14,2012_01_STL_DET,2012,1,DET,LA,27,4,23,1,0.09202054,,,,-0.15739806,,,,-0.17465602,,,,0.11709423,,,,-0.17465602,,,,0.11709423,,,,0.09202054,,,,-0.15739806,,,
15,2012_01_WAS_NO,2012,1,NO,WAS,32,-8,40,0,0.04946625,,,,-0.08061728,,,,-0.0457191,,,,0.61352956,,,,-0.0457191,,,,0.61352956,,,,0.04946625,,,,-0.08061728,,,
16,2012_02_ARI_NE,2012,2,NE,ARI,18,-2,20,0,-0.2182894,0.15233944,0.15233944356441498,0.15233944356441498,0.004745481,0.30526936,0.30526936054229736,0.30526936054229736,-0.061711892,-0.44799617,-0.4479961693286896,-0.4479961693286896,-0.05753998,-0.059841167,-0.05984116718173027,-0.05984116718173027,-0.061711892,-0.43850994,-0.4385099411010742,-0.4385099411010742,-0.05753998,-0.04249841,-0.04249840974807739,-0.04249840974807739,-0.2182894,-0.2924644,-0.29246440529823303,-0.29246440529823303,0.004745481,-0.14575893,-0.14575892686843872,-0.14575892686843872
17,2012_02_BAL_PHI,2012,2,PHI,BAL,24,1,23,1,-0.25869238,-0.06808004,-0.06808003783226013,-0.06808003783226013,0.3364846,-0.22173691,-0.22173690795898438,-0.22173690795898438,-0.014112977,-0.26997074,-0.26997074484825134,-0.26997074484825134,-0.2467031,-0.5069383,-0.5069382786750793,-0.5069382786750793,-0.014112977,0.17203024,0.1720302402973175,0.1720302402973175,-0.2467031,0.381623,0.3816229999065399,0.3816229999065399,-0.25869238,0.21169582,0.2116958200931549,0.2116958200931549,0.3364846,-0.4107753,-0.4107753038406372,-0.4107753038406372
18,2012_02_CHI_GB,2012,2,GB,CHI,23,13,10,1,-0.18733509,-0.18348205,-0.18348205089569092,-0.18348205089569092,-0.12139135,0.15563214,0.1556321382522583,0.1556321382522583,-0.1368175,0.19987877,0.1998787671327591,0.1998787671327591,-0.4468287,0.27501753,0.27501752972602844,0.27501752972602844,-0.1368175,0.076178715,0.07617871463298798,0.07617871463298798,-0.4468287,0.22793522,0.22793522477149963,0.22793522477149963,-0.18733509,0.011094445,0.011094445362687111,0.011094445362687111,-0.12139135,-0.15402788,-0.15402787923812866,-0.15402787923812866
19,2012_02_CLE_CIN,2012,2,CIN,CLE,34,7,27,1,-0.17848954,0.21169582,0.2116958200931549,0.2116958200931549,0.46933612,-0.4107753,-0.4107753038406372,-0.4107753038406372,0.13988476,0.17203024,0.1720302402973175,0.1720302402973175,0.3127295,0.381623,0.3816229999065399,0.3816229999065399,0.13988476,-0.26997074,-0.26997074484825134,-0.26997074484825134,0.3127295,-0.5069383,-0.5069382786750793,-0.5069382786750793,-0.17848954,-0.06808004,-0.06808003783226013,-0.06808003783226013,0.46933612,-0.22173691,-0.22173690795898438,-0.22173690795898438
20,2012_02_DAL_SEA,2012,2,SEA,DAL,27,20,7,1,0.08409745,-0.2924644,-0.29246440529823303,-0.29246440529823303,0.26356122,-0.14575893,-0.14575892686843872,-0.14575892686843872,-0.098074466,-0.43850994,-0.4385099411010742,-0.4385099411010742,-0.042162,-0.04249841,-0.04249840974807739,-0.04249840974807739,-0.098074466,0.07534133,0.07534132897853851,0.07534132897853851,-0.042162,0.41656116,0.41656115651130676,0.41656115651130676,0.08409745,-0.19973356,-0.19973355531692505,-0.19973355531692505,0.26356122,0.08922354,0.08922354131937027,0.08922354131937027
21,2012_02_DEN_ATL,2012,2,ATL,DEN,27,6,21,1,-0.22745903,-0.057742864,-0.05774286389350891,-0.05774286389350891,0.19394858,0.68737656,0.6873765587806702,0.6873765587806702,0.040769346,0.15765688,0.15765687823295593,0.15765687823295593,-0.2191036,0.04620144,0.046201441437006,0.046201441437006,0.040769346,-0.24996993,-0.24996992945671082,-0.24996992945671082,-0.2191036,0.48798236,0.4879823625087738,0.4879823625087738,-0.22745903,-0.12423853,-0.1242385283112526,-0.1242385283112526,0.19394858,0.043844327,0.043844327330589294,0.043844327330589294
22,2012_02_DET_SF,2012,2,SF,DET,27,8,19,1,0.092629425,0.19987877,0.1998787671327591,0.1998787671327591,0.24516672,0.27501753,0.27501752972602844,0.27501752972602844,-0.120173946,-0.18348205,-0.18348205089569092,-0.18348205089569092,0.15865089,0.15563214,0.1556321382522583,0.1556321382522583,-0.120173946,0.09202054,0.09202054142951965,0.09202054142951965,0.15865089,-0.15739806,-0.15739805996418,-0.15739805996418,0.092629425,-0.17465602,-0.17465601861476898,-0.17465601861476898,0.24516672,0.11709423,0.11709423363208771,0.11709423363208771
23,2012_02_HOU_JAX,2012,2,JAX,HOU,7,-20,27,0,-0.50140464,-0.22567616,-0.22567616403102875,-0.22567616403102875,-0.48310387,0.3483832,0.34838318824768066,0.34838318824768066,0.071665354,-0.017369417,-0.01736941747367382,-0.01736941747367382,0.15407665,0.11524405,0.1152440533041954,0.1152440533041954,0.071665354,-0.21651097,-0.21651096642017365,-0.21651096642017365,0.15407665,0.35657555,0.35657554864883423,0.35657554864883423,-0.50140464,-0.25167584,-0.2516758441925049,-0.2516758441925049,-0.48310387,-0.46005607,-0.4600560665130615,-0.4600560665130615
24,2012_02_KC_BUF,2012,2,BUF,KC,35,18,17,1,0.2283566,0.3508007,0.35080069303512573,0.35080069303512573,0.39052424,-0.028707564,-0.028707563877105713,-0.028707563877105713,0.023864293,-0.075024545,-0.0750245451927185,-0.0750245451927185,-0.04864747,0.7274524,0.7274523973464966,0.7274523973464966,0.023864293,0.15765688,0.15765687823295593,0.15765687823295593,-0.04864747,0.04620144,0.046201441437006,0.046201441437006,0.2283566,-0.057742864,-0.05774286389350891,-0.05774286389350891,0.39052424,0.68737656,0.6873765587806702,0.6873765587806702
25,2012_02_MIN_IND,2012,2,IND,MIN,23,3,20,1,-0.17175841,0.011094445,0.011094445362687111,0.011094445362687111,0.18237673,-0.15402788,-0.15402787923812866,-0.15402787923812866,-0.15615937,0.076178715,0.07617871463298798,0.07617871463298798,0.21620281,0.22793522,0.22793522477149963,0.22793522477149963,-0.15615937,-0.017369417,-0.01736941747367382,-0.01736941747367382,0.21620281,0.11524405,0.1152440533041954,0.1152440533041954,-0.17175841,-0.22567616,-0.22567616403102875,-0.22567616403102875,0.18237673,0.3483832,0.34838318824768066,0.34838318824768066
26,2012_02_NO_CAR,2012,2,CAR,NO,35,8,27,1,0.021672685,-0.5616209,-0.5616208910942078,-0.5616208910942078,0.66583186,0.09736143,0.09736143052577972,0.09736143052577972,0.29965824,-0.049459226,-0.04945922642946243,-0.04945922642946243,0.039794758,-0.13627781,-0.13627780973911285,-0.13627780973911285,0.29965824,0.04946625,0.049466248601675034,0.049466248601675034,0.039794758,-0.08061728,-0.0806172788143158,-0.0806172788143158,0.021672685,-0.0457191,-0.045719098299741745,-0.045719098299741745,0.66583186,0.61352956,0.6135295629501343,0.6135295629501343
27,2012_02_NYJ_PIT,2012,2,PIT,NYJ,27,17,10,1,-0.2332731,-0.12423853,-0.1242385283112526,-0.1242385283112526,0.4372895,0.043844327,0.043844327330589294,0.043844327330589294,0.0047555338,-0.24996993,-0.24996992945671082,-0.24996992945671082,-0.17140745,0.48798236,0.4879823625087738,0.4879823625087738,0.0047555338,-0.075024545,-0.0750245451927185,-0.0750245451927185,-0.17140745,0.7274524,0.7274523973464966,0.7274523973464966,-0.2332731,0.3508007,0.35080069303512573,0.35080069303512573,0.4372895,-0.028707564,-0.028707563877105713,-0.028707563877105713
28,2012_02_OAK_MIA,2012,2,MIA,LV,35,22,13,1,0.21414624,-0.25167584,-0.2516758441925049,-0.2516758441925049,0.11481087,-0.46005607,-0.4600560665130615,-0.4600560665130615,-0.47010332,-0.21651097,-0.21651096642017365,-0.21651096642017365,0.09874028,0.35657555,0.35657554864883423,0.35657554864883423,-0.47010332,-0.6172647,-0.6172646880149841,-0.6172646880149841,0.09874028,0.018416576,0.018416576087474823,0.018416576087474823,0.21414624,-0.36950296,-0.3695029616355896,-0.3695029616355896,0.11481087,0.24257472,0.24257472157478333,0.24257472157478333
29,2012_02_TB_NYG,2012,2,NYG,TB,41,7,34,1,0.04456599,-0.19973356,-0.19973355531692505,-0.19973355531692505,0.1408145,0.08922354,0.08922354131937027,0.08922354131937027,-0.13412902,0.07534133,0.07534132897853851,0.07534132897853851,0.18834206,0.41656116,0.41656115651130676,0.41656115651130676,-0.13412902,-0.049459226,-0.04945922642946243,-0.04945922642946243,0.18834206,-0.13627781,-0.13627780973911285,-0.13627780973911285,0.04456599,-0.5616209,-0.5616208910942078,-0.5616208910942078,0.1408145,0.09736143,0.09736143052577972,0.09736143052577972
30,2012_02_TEN_SD,2012,2,LAC,TEN,38,28,10,1,0.07974322,-0.36950296,-0.3695029616355896,-0.3695029616355896,0.44693932,0.24257472,0.24257472157478333,0.24257472157478333,0.00069958565,-0.6172647,-0.6172646880149841,-0.6172646880149841,-0.31276992,0.018416576,0.018416576087474823,0.018416576087474823,0.00069958565,-0.44799617,-0.4479961693286896,-0.4479961693286896,-0.31276992,-0.059841167,-0.05984116718173027,-0.05984116718173027,0.07974322,0.15233944,0.15233944356441498,0.15233944356441498,0.44693932,0.30526936,0.30526936054229736,0.30526936054229736
31,2012_02_WAS_STL,2012,2,LA,WAS,31,3,28,1,-0.171761,-0.17465602,-0.17465601861476898,-0.17465601861476898,0.10671456,0.11709423,0.11709423363208771,0.11709423363208771,0.2531729,0.09202054,0.09202054142951965,0.09202054142951965,0.027859958,-0.15739806,-0.15739805996418,-0.15739805996418,0.2531729,-0.0457191,-0.045719098299741745,-0.045719098299741745,0.027859958,0.61352956,0.6135295629501343,0.6135295629501343,-0.171761,0.04946625,0.049466248601675034,0.049466248601675034,0.10671456,-0.08061728,-0.0806172788143158,-0.0806172788143158
32,2012_03_ATL_SD,2012,3,LAC,ATL,3,-24,27,0,0.036062963,0.07974322,-0.12241756096482277,-0.12241756096482277,-0.32737952,0.44693932,0.3549752503633499,0.3549752503633499,-0.028168844,0.00069958565,-0.2773843374976423,-0.2773843374976423,0.38088372,-0.31276992,-0.1637359965592623,-0.1637359965592623,-0.028168844,-0.22745903,-0.15108675435185434,-0.15108675435185434,0.38088372,0.19394858,0.4159911714494228,0.4159911714494228,0.036062963,0.040769346,0.09336873553693295,0.09336873553693295,-0.32737952,-0.2191036,-0.09971633385866881,-0.09971633385866881
33,2012_03_BUF_CLE,2012,3,CLE,BUF,14,-10,24,0,-0.21998937,0.13988476,-0.04455021992325781,-0.04455021992325781,-0.22099529,0.3127295,-0.05612099617719647,-0.05612099617719647,-0.17449398,-0.17848954,-0.12880526185035707,-0.12880526185035707,0.22398502,0.46933612,0.15835325866937638,0.15835325866937638,-0.17449398,0.2283566,0.2834564417600632,0.2834564417600632,0.22398502,0.39052424,0.20186992734670642,0.20186992734670642,-0.21998937,0.023864293,-0.02063568392768502,-0.02063568392768502,-0.22099529,-0.04864747,0.3005974698811769,0.3005974698811769
34,2012_03_CIN_WAS,2012,3,WAS,CIN,31,-7,38,0,0.19126435,0.2531729,0.11867150310426951,0.11867150310426951,-0.053051013,0.027859958,0.2914112801663577,0.2914112801663577,-0.27183586,-0.171761,-0.07220874149352313,-0.07220874149352313,0.6953461,0.10671456,0.02241523340344429,0.02241523340344429,-0.27183586,-0.17848954,-0.0029061257839203022,-0.0029061257839203022,0.6953461,0.46933612,0.07328598052263263,0.07328598052263263,0.19126435,0.13988476,0.1543502233922482,0.1543502233922482,-0.053051013,0.3127295,0.3437315791845321,0.3437315791845321
35,2012_03_DET_TEN,2012,3,TEN,DET,44,3,41,1,-0.3579122,0.00069958565,-0.20121350408880972,-0.20121350408880972,0.35833913,-0.31276992,-0.19895198103040457,-0.19895198103040457,-0.031672087,0.07974322,0.1124115213751793,0.1124115213751793,0.28548625,0.44693932,0.3831878378987312,0.3831878378987312,-0.031672087,-0.120173946,-0.024686426669359208,-0.024686426669359208,0.28548625,0.15865089,0.016428862512111665,0.016428862512111665,-0.3579122,0.092629425,-0.027649024501442902,-0.027649024501442902,0.35833913,0.24516672,0.18753410056233408,0.18753410056233408
36,2012_03_GB_SEA,2012,3,SEA,GB,14,2,12,1,0.029744513,0.08409745,-0.08535538353025914,-0.08535538353025914,-0.08728611,0.26356122,0.07936715334653854,0.07936715334653854,0.08159123,-0.098074466,-0.25127042979002,-0.25127042979002,-0.022992136,-0.042162,-0.04231338500976562,-0.04231338500976562,0.08159123,-0.18733509,-0.18560122177004815,-0.18560122177004815,-0.022992136,-0.12139135,0.0032692205160856163,0.0032692205160856163,0.029744513,-0.1368175,0.01469582021236419,0.01469582021236419,-0.08728611,-0.4468287,-0.12199789285659791,-0.12199789285659791
37,2012_03_HOU_DEN,2012,3,DEN,HOU,25,-6,31,0,-0.28590837,0.040769346,-0.09006332792341708,-0.09006332792341708,-0.023222279,-0.2191036,0.09908508062362671,0.09908508062362671,-0.11755468,-0.22745903,-0.181009803339839,-0.181009803339839,0.56760013,0.19394858,0.12640166729688646,0.12640166729688646,-0.11755468,0.071665354,-0.058013990148901934,-0.058013990148901934,0.56760013,0.15407665,0.2452011547982693,0.2452011547982693,-0.28590837,-0.50140464,-0.3890266835689545,-0.3890266835689545,-0.023222279,-0.48310387,-0.4727323591709137,-0.4727323591709137
38,2012_03_JAX_IND,2012,3,IND,JAX,17,-5,22,0,0.06282507,-0.17175841,-0.08947462690994143,-0.08947462690994143,0.027670931,0.18237673,0.0309946544468403,0.0309946544468403,0.17644249,-0.15615937,-0.05160723254084588,-0.05160723254084588,-0.080715805,0.21620281,0.2214823968708515,0.2214823968708515,0.17644249,-0.50140464,-0.37732682749629026,-0.37732682749629026,-0.080715805,-0.48310387,-0.1089346945285797,-0.1089346945285797,0.06282507,0.071665354,0.03159970687702299,0.03159970687702299,0.027670931,0.15407665,0.1366019818931818,0.1366019818931818
39,2012_03_KC_NO,2012,3,NO,KC,24,-3,27,0,-0.14072455,0.29965824,0.18707184325903656,0.18707184325903656,-0.0867082,0.039794758,-0.01439065858721733,-0.01439065858721733,0.11662418,0.021672685,-0.00865361765027046,-0.00865361765027046,-0.18782274,0.66583186,0.6422958284616469,0.6422958284616469,0.11662418,0.023864293,0.08407095661386847,0.08407095661386847,-0.18782274,-0.04864747,-0.005965460278093815,-0.005965460278093815,-0.14072455,0.2283566,0.09961184114217758,0.09961184114217758,-0.0867082,0.39052424,0.5241077825427055,0.5241077825427055
40,2012_03_NE_BAL,2012,3,BAL,NE,31,1,30,1,-0.09004124,-0.014112977,0.06965147061273456,0.06965147061273456,0.39103532,-0.2467031,0.03604364320635795,0.03604364320635795,-0.054223865,-0.25869238,-0.04701769202947618,-0.04701769202947618,0.4313477,0.3364846,0.0002176493406296026,0.0002176493406296026,-0.054223865,-0.2182894,-0.05150642320513726,-0.05150642320513726,0.4313477,0.004745481,0.1399812268326059,0.1399812268326059,-0.09004124,-0.061711892,-0.23553981706500055,-0.23553981706500055,0.39103532,-0.05753998,-0.05857551470398903,-0.05857551470398903
41,2012_03_NYG_CAR,2012,3,CAR,NYG,7,-29,36,0,0.0004505016,0.021672685,-0.24080942440778014,-0.24080942440778014,-0.18518391,0.66583186,0.4100201688706875,0.4100201688706875,0.13882755,0.29965824,0.1425553794950247,0.1425553794950247,0.35439116,0.039794758,-0.039437897503376,-0.039437897503376,0.13882755,0.04456599,-0.06536880508065224,-0.06536880508065224,0.35439116,0.1408145,0.11759856753051282,0.11759856753051282,0.0004505016,-0.13412902,-0.03986736163496971,-0.03986736163496971,-0.18518391,0.18834206,0.29104065597057344,0.29104065597057344
42,2012_03_NYJ_MIA,2012,3,MIA,NYJ,20,-3,23,0,-0.056750584,0.21414624,0.004526302963495263,0.004526302963495263,-0.052796338,0.11481087,-0.14387925192713735,-0.14387925192713735,-0.13022749,-0.47010332,-0.355986762791872,-0.355986762791872,-0.06404725,0.09874028,0.21476615071296692,0.21476615071296692,-0.13022749,0.0047555338,-0.031145501765422523,-0.031145501765422523,-0.06404725,-0.17140745,0.23307948336005208,0.23307948336005208,-0.056750584,-0.2332731,0.029560104757547362,0.029560104757547362,-0.052796338,0.4372895,0.22759082466363909,0.22759082466363909
43,2012_03_PHI_ARI,2012,3,ARI,PHI,27,21,6,1,-0.34428337,-0.061711892,-0.23127101436257363,-0.23127101436257363,0.27967975,-0.05753998,-0.05077127385884523,-0.05077127385884523,-0.0065211356,-0.2182894,-0.25166815519332886,-0.25166815519332886,-0.44413084,0.004745481,-0.06298150250222534,-0.06298150250222534,-0.0065211356,-0.25869238,-0.17291682809591294,-0.17291682809591294,-0.44413084,0.3364846,0.08528492748737336,0.08528492748737336,-0.34428337,-0.014112977,-0.12924897270277141,-0.12924897270277141,0.27967975,-0.2467031,-0.36380893215537075,-0.36380893215537075
44,2012_03_PIT_OAK,2012,3,LV,PIT,34,3,31,1,-0.004149992,-0.47010332,-0.5363259375095367,-0.5363259375095367,0.19226515,0.09874028,0.06259461306035519,0.06259461306035519,-0.17281362,0.21414624,-0.04849589988589287,-0.04849589988589287,0.45254403,0.11481087,0.1723046027123928,0.1723046027123928,-0.17281362,-0.2332731,-0.18420754484832286,-0.18420754484832286,0.45254403,0.4372895,0.26023917570710187,0.26023917570710187,-0.004149992,0.0047555338,-0.10987092468421905,-0.10987092468421905,0.19226515,-0.17140745,0.12531796768307685,0.12531796768307685
45,2012_03_SF_MIN,2012,3,MIN,SF,24,11,13,1,-0.132144,-0.15615937,-0.09370389198884368,-0.09370389198884368,0.35652557,0.21620281,0.1707713697105646,0.1707713697105646,-0.26012152,-0.17175841,-0.19602140113711358,-0.19602140113711358,8.1915605e-05,0.18237673,0.2570796348154545,0.2570796348154545,-0.26012152,0.092629425,0.1408916290849447,0.1408916290849447,8.1915605e-05,0.24516672,0.2585995838046074,0.2585995838046074,-0.132144,-0.120173946,-0.14866259321570396,-0.14866259321570396,0.35652557,0.15865089,0.1572924517095089,0.1572924517095089
46,2012_03_STL_CHI,2012,3,CHI,LA,23,17,6,1,-0.05588265,-0.1368175,-0.040969203412532816,-0.040969203412532816,-0.1867721,-0.4468287,-0.1431849300861359,-0.1431849300861359,0.019631386,-0.18733509,-0.09804179845377803,-0.09804179845377803,-0.5051129,-0.12139135,-0.1360777873545885,-0.1360777873545885,0.019631386,-0.171761,-0.17306376174092292,-0.17306376174092292,-0.5051129,0.10671456,0.11138541400432588,0.11138541400432588,-0.05588265,0.2531729,0.18065434098243713,0.18065434098243713,-0.1867721,0.027859958,-0.055506150145083664,-0.055506150145083664
47,2012_03_TB_DAL,2012,3,DAL,TB,16,6,10,1,-0.36122283,-0.098074466,-0.020037358254194265,-0.020037358254194265,-0.16353026,-0.042162,0.16426341980695722,0.16426341980695722,-0.07810176,0.08409745,-0.04362650103867054,-0.04362650103867054,-0.49346256,0.26356122,0.1851092640310526,0.1851092640310526,-0.07810176,-0.13412902,-0.09602761156857013,-0.09602761156857013,-0.49346256,0.18834206,0.04226312115788461,0.04226312115788461,-0.36122283,0.04456599,-0.22821810618042943,-0.22821810618042943,-0.16353026,0.1408145,0.12126061767339708,0.12126061767339708
48,2012_04_CAR_ATL,2012,4,ATL,CAR,30,2,28,1,0.19523367,-0.028168844,-0.10167457114447195,-0.10167457114447195,0.037854414,0.38088372,0.40187821064478535,0.40187821064478535,0.03997332,0.036062963,0.07033219586971196,0.07033219586971196,0.34110826,-0.32737952,-0.19123542386778566,-0.19123542386778566,0.03997332,0.0004505016,-0.14382453720993052,-0.14382453720993052,0.34110826,-0.18518391,0.1707520829977783,0.1707520829977783,0.19523367,0.13882755,0.14105681577493187,0.14105681577493187,0.037854414,0.35439116,0.11887876585472462,0.11887876585472462
49,2012_04_CHI_DAL,2012,4,DAL,CHI,18,-16,34,0,-0.24491552,-0.36122283,-0.15719165224767603,-0.15719165224767603,-0.14127307,-0.16353026,0.03249253842521742,0.03249253842521742,-0.26468116,-0.07810176,-0.057485326728551486,-0.057485326728551486,0.6060994,-0.49346256,-0.08767210147606573,-0.08767210147606573,-0.26468116,-0.05588265,-0.04696431039427207,-0.04696431039427207,0.6060994,-0.1867721,-0.16070668003289804,-0.16070668003289804,-0.24491552,0.019631386,-0.05073796026408673,-0.05073796026408673,-0.14127307,-0.5051129,-0.2844274451219758,-0.2844274451219758
50,2012_04_CIN_JAX,2012,4,JAX,CIN,10,-17,27,0,0.043537986,0.17644249,-0.15471524178387716,-0.15471524178387716,-0.27675065,-0.080715805,-0.09759088855645189,-0.09759088855645189,-0.20500124,0.06282507,0.044152094905212075,0.044152094905212075,0.48173696,0.027670931,0.09281242325703963,0.09281242325703963,-0.20500124,-0.27183586,-0.11101409347350417,-0.11101409347350417,0.48173696,0.6953461,0.32335002210449143,0.32335002210449143,0.043537986,0.19126435,0.16918945550126493,0.16918945550126493,-0.27675065,-0.053051013,0.18422761335473914,0.18422761335473914
51,2012_04_CLE_BAL,2012,4,BAL,CLE,23,7,16,1,-0.1349474,-0.09004124,0.005456061006532953,0.005456061006532953,0.10626882,0.39103532,0.17874793787533264,0.17874793787533264,-0.22418673,-0.054223865,-0.049914525790864056,-0.049914525790864056,-0.12513007,0.4313477,0.1735290642394576,0.1735290642394576,-0.22418673,-0.21998937,-0.11507559426599166,-0.11507559426599166,-0.12513007,-0.22099529,-0.12239936761483795,-0.12239936761483795,-0.1349474,-0.17449398,-0.14717182432892315,-0.14717182432892315,0.10626882,0.22398502,0.18473678916395703,0.18473678916395703
52,2012_04_MIA_ARI,2012,4,ARI,MIA,24,3,21,1,-0.44625828,-0.34428337,-0.2767012312859792,-0.2767012312859792,-0.14946184,0.27967975,0.08206784020973203,0.08206784020973203,-0.20354089,-0.0065211356,-0.15312068218804673,-0.15312068218804673,0.010363252,-0.44413084,-0.21620100278537288,-0.21620100278537288,-0.20354089,-0.056750584,-0.020106598598715473,-0.020106598598715473,0.010363252,-0.052796338,-0.10726452563143646,-0.10726452563143646,-0.44625828,-0.13022749,-0.26523303569749346,-0.26523303569749346,-0.14946184,-0.06404725,0.10268501734416746,0.10268501734416746
53,2012_04_MIN_DET,2012,4,DET,MIN,13,-7,20,0,-0.4787303,-0.031672087,-0.027494615531740003,-0.027494615531740003,0.04846208,0.28548625,0.12458814497405904,0.12458814497405904,0.05652279,-0.3579122,-0.16041263168139314,-0.16041263168139314,-0.30805254,0.35833913,0.25619658783226706,0.25619658783226706,0.05652279,-0.132144,-0.10915656164412285,-0.10915656164412285,-0.30805254,0.35652557,0.24544332404172303,0.24544332404172303,-0.4787303,-0.26012152,-0.2217892247478035,-0.2217892247478035,0.04846208,8.1915605e-05,0.15376825931882218,0.15376825931882218
