,index,game_id,line
366,3307,2019_08_DEN_IND,-5.5
367,3311,2019_08_GB_KC,4.0
368,3290,2019_08_LAC_CHI,-4.0
369,3313,2019_08_MIA_PIT,-14.0
370,3292,2019_08_NYG_DET,-6.5
371,3296,2019_08_NYJ_JAX,-6.0
372,3294,2019_08_OAK_HOU,-6.5
373,3288,2019_08_PHI_BUF,-1.5
374,3286,2019_08_SEA_ATL,6.5
375,3303,2019_08_TB_TEN,-2.5
376,3284,2019_08_WAS_MIN,-16.0
377,3327,2019_09_CHI_PHI,-4.5
378,3335,2019_09_CLE_DEN,3.0
379,3341,2019_09_DAL_NYG,7.0
380,3331,2019_09_DET_OAK,-2.5
381,3337,2019_09_GB_LAC,3.5
382,3317,2019_09_HOU_JAX,1.0
383,3329,2019_09_IND_PIT,1.0
384,3322,2019_09_MIN_KC,-2.5
385,3338,2019_09_NE_BAL,3.0
386,3324,2019_09_NYJ_MIA,3.0
387,3314,2019_09_SF_ARI,10.0
388,3332,2019_09_TB_SEA,-6.0
389,3320,2019_09_TEN_CAR,-3.5
390,3318,2019_09_WAS_BUF,-9.5
391,3357,2019_10_ARI_TB,-4.5
392,3353,2019_10_ATL_NO,-13.0
393,3347,2019_10_BAL_CIN,10.0
394,3349,2019_10_BUF_CLE,-3.0
395,3351,2019_10_CAR_GB,-5.0
396,3344,2019_10_DET_CHI,-2.5
397,3359,2019_10_KC_TEN,3.5
398,3343,2019_10_LAC_OAK,1.5
399,3363,2019_10_LA_PIT,3.5
400,3360,2019_10_MIA_IND,-10.0
401,3364,2019_10_MIN_DAL,-3.0
402,3355,2019_10_NYG_NYJ,2.5
403,3367,2019_10_SEA_SF,-6.5
404,3387,2019_11_ARI_SF,-11.0
405,3373,2019_11_ATL_CAR,-5.5
406,3379,2019_11_BUF_MIA,6.0
407,3393,2019_11_CHI_LA,-6.5
408,3389,2019_11_CIN_OAK,-10.5
409,3375,2019_11_DAL_DET,6.5
410,3381,2019_11_DEN_MIN,-10.5
411,3370,2019_11_HOU_BAL,-4.0
412,3376,2019_11_JAX_IND,-2.5
413,3395,2019_11_KC_LAC,3.5
414,3391,2019_11_NE_PHI,3.5
415,3383,2019_11_NO_TB,5.5
416,3385,2019_11_NYJ_WAS,-1.0
417,3368,2019_11_PIT_CLE,-3.0
418,3423,2019_12_BAL_LA,3.0
419,3409,2019_12_CAR_NO,-9.5
420,3417,2019_12_DAL_NE,-6.5
421,3400,2019_12_DEN_BUF,-4.0
422,3413,2019_12_DET_WAS,3.5
423,3419,2019_12_GB_SF,-3.5
424,3396,2019_12_IND_HOU,-4.0
425,3415,2019_12_JAX_TEN,-3.0
426,3406,2019_12_MIA_CLE,-10.5
427,3402,2019_12_NYG_CHI,-6.0
428,3410,2019_12_OAK_NYJ,3.0
429,3404,2019_12_PIT_CIN,6.5
430,3420,2019_12_SEA_PHI,-2.0
431,3398,2019_12_TB_ATL,-4.5
432,3427,2019_13_BUF_DAL,-6.5
433,3425,2019_13_CHI_DET,4.5
434,3451,2019_13_CLE_PIT,2.0
435,3445,2019_13_GB_NYG,6.5
436,3448,2019_13_LAC_DEN,3.0
437,3446,2019_13_LA_ARI,3.0
438,3455,2019_13_MIN_SEA,-3.0
439,3452,2019_13_NE_HOU,3.0
440,3428,2019_13_NO_ATL,7.0
441,3434,2019_13_NYJ_CIN,3.0
442,3440,2019_13_OAK_KC,-10.0
443,3442,2019_13_PHI_MIA,10.0
444,3430,2019_13_SF_BAL,-6.0
445,3438,2019_13_TB_JAX,1.0
446,3436,2019_13_TEN_IND,-2.5
447,3432,2019_13_WAS_CAR,-10.0
448,3461,2019_14_BAL_BUF,5.5
449,3458,2019_14_CAR_ATL,-3.0
450,3463,2019_14_CIN_CLE,-8.5
451,3456,2019_14_DAL_CHI,3.0
452,3467,2019_14_DEN_HOU,-9.0
453,3469,2019_14_DET_MIN,-13.0
454,3475,2019_14_IND_TB,-3.0
455,3481,2019_14_KC_NE,-3.0
456,3476,2019_14_LAC_JAX,3.0
457,3473,2019_14_MIA_NYJ,-5.5
458,3487,2019_14_NYG_PHI,-9.5
459,3478,2019_14_PIT_ARI,2.5
460,3484,2019_14_SEA_LA,0.0
461,3470,2019_14_SF_NO,-2.5
462,3482,2019_14_TEN_OAK,2.5
463,3464,2019_14_WAS_GB,-12.5
464,3515,2019_15_ATL_SF,-10.5
465,3503,2019_15_BUF_PIT,-2.5
466,3497,2019_15_CHI_GB,-4.0
467,3508,2019_15_CLE_ARI,2.5
468,3499,2019_15_DEN_KC,-9.0
469,3505,2019_15_HOU_TEN,-3.0
470,3519,2019_15_IND_NO,-8.0
471,3511,2019_15_JAX_OAK,-6.5
472,3512,2019_15_LA_DAL,1.0
473,3501,2019_15_MIA_NYG,-3.5
474,3516,2019_15_MIN_LAC,2.5
475,3492,2019_15_NE_CIN,9.5
476,3488,2019_15_NYJ_BAL,-15.0
477,3507,2019_15_PHI_WAS,4.5
478,3490,2019_15_SEA_CAR,6.5
479,3494,2019_15_TB_DET,3.0
480,3547,2019_16_ARI_SEA,-9.5
481,3533,2019_16_BAL_CLE,10.0
482,3523,2019_16_BUF_NE,-6.5
483,3535,2019_16_CAR_IND,-7.0
484,3537,2019_16_CIN_MIA,-1.0
485,3545,2019_16_DAL_PHI,2.5
486,3526,2019_16_DET_DEN,-7.0
487,3551,2019_16_GB_MIN,-5.5
488,3521,2019_16_HOU_TB,3.0
489,3530,2019_16_JAX_ATL,-7.0
490,3548,2019_16_KC_CHI,6.5
491,3525,2019_16_LA_SF,-6.5
492,3541,2019_16_NO_TEN,3.0
493,3543,2019_16_NYG_WAS,-2.5
494,3528,2019_16_OAK_LAC,-7.0
495,3538,2019_16_PIT_NYJ,3.0
496,3581,2019_17_ARI_LA,-3.0
497,3577,2019_17_ATL_TB,0.0
498,3571,2019_17_CHI_MIN,-1.0
499,3558,2019_17_CLE_CIN,2.5
500,3562,2019_17_GB_DET,12.5
501,3567,2019_17_IND_JAX,3.5
502,3568,2019_17_LAC_KC,-8.5
503,3573,2019_17_MIA_NE,-15.5
504,3556,2019_17_NO_CAR,13.0
505,3554,2019_17_NYJ_BUF,-1.5
506,3578,2019_17_OAK_DEN,-3.0
507,3574,2019_17_PHI_NYG,4.5
508,3552,2019_17_PIT_BAL,2.0
509,3582,2019_17_SF_SEA,3.5
510,3564,2019_17_TEN_HOU,3.5
511,3560,2019_17_WAS_DAL,-11.0
512,3609,2020_01_ARI_SF,-6.5
513,3595,2020_01_CHI_DET,-3.0
514,3588,2020_01_CLE_BAL,-8.0
515,3611,2020_01_DAL_LA,3.0
516,3599,2020_01_GB_MIN,-2.5
517,3585,2020_01_HOU_KC,-9.0
518,3597,2020_01_IND_JAX,8.0
519,3604,2020_01_LAC_CIN,3.0
520,3592,2020_01_LV_CAR,3.0
521,3601,2020_01_MIA_NE,-6.5
522,3590,2020_01_NYJ_BUF,-6.5
523,3603,2020_01_PHI_WAS,5.5
524,3612,2020_01_PIT_NYG,6.0
525,3586,2020_01_SEA_ATL,2.5
526,3606,2020_01_TB_NO,-3.5
527,3614,2020_01_TEN_DEN,2.5
528,3621,2020_02_ATL_DAL,-4.5
529,3641,2020_02_BAL_HOU,7.0
530,3627,2020_02_BUF_MIA,5.5
531,3635,2020_02_CAR_TB,-9.0
532,3617,2020_02_CIN_CLE,-6.0
533,3633,2020_02_DEN_PIT,-7.0
534,3623,2020_02_DET_GB,-6.0
535,3637,2020_02_JAX_TEN,-8.5
536,3643,2020_02_KC_LAC,8.5
537,3631,2020_02_LA_PHI,-1.0
538,3624,2020_02_MIN_IND,-3.0
539,3645,2020_02_NE_SEA,-4.0
540,3646,2020_02_NO_LV,5.5
541,3618,2020_02_NYG_CHI,-5.5
542,3628,2020_02_SF_NYJ,6.5
543,3638,2020_02_WAS_ARI,-6.5
544,3669,2020_03_CAR_LAC,-6.5
545,3650,2020_03_CHI_ATL,-3.0
546,3663,2020_03_CIN_PHI,-5.0
547,3675,2020_03_DAL_SEA,-5.0
548,3670,2020_03_DET_ARI,-5.5
549,3677,2020_03_GB_NO,-3.0
550,3665,2020_03_HOU_PIT,-4.0
551,3678,2020_03_KC_BAL,-3.5
552,3652,2020_03_LA_BUF,-2.5
553,3659,2020_03_LV_NE,-6.5
554,3648,2020_03_MIA_JAX,-3.0
555,3666,2020_03_NYJ_IND,-11.0
556,3660,2020_03_SF_NYG,4.0
557,3672,2020_03_TB_DEN,6.0
558,3656,2020_03_TEN_MIN,2.5
559,3654,2020_03_WAS_CLE,-7.0
560,3683,2020_04_ARI_CAR,3.5
561,3707,2020_04_ATL_GB,-7.0
562,3699,2020_04_BAL_WAS,13.0
563,3703,2020_04_BUF_LV,3.0
564,3689,2020_04_CLE_DAL,-4.5
565,3681,2020_04_DEN_NYJ,0.0
566,3684,2020_04_IND_CHI,2.5
567,3686,2020_04_JAX_CIN,-3.0
568,3697,2020_04_LAC_TB,-7.0
569,3692,2020_04_MIN_HOU,-4.5
570,3708,2020_04_NE_KC,-7.0
571,3690,2020_04_NO_DET,4.0
572,3700,2020_04_NYG_LA,-12.5
573,3705,2020_04_PHI_SF,-7.0
574,3694,2020_04_SEA_MIA,6.5
575,3721,2020_05_ARI_NYJ,7.0
576,3712,2020_05_CAR_ATL,-1.5
577,3714,2020_05_CIN_BAL,-12.5
578,3728,2020_05_IND_CLE,1.5
579,3716,2020_05_JAX_HOU,-6.0
580,3735,2020_05_LAC_NO,-7.5
581,3718,2020_05_LV_KC,-12.5
582,3727,2020_05_MIA_SF,-8.5
583,3733,2020_05_MIN_SEA,-7.0
584,3730,2020_05_NYG_DAL,-9.5
585,3723,2020_05_PHI_PIT,-2.5
586,3724,2020_05_PHI_PIT,-7.0
587,3725,2020_05_PHI_PIT,2.5
588,3710,2020_05_TB_CHI,3.5
589,3761,2020_06_ARI_DAL,2.0
590,3743,2020_06_ATL_MIN,-3.5
591,3747,2020_06_BAL_PHI,7.5
592,3736,2020_06_CHI_CAR,-1.5
593,3739,2020_06_CIN_IND,-7.5
594,3749,2020_06_CLE_PIT,-3.0
595,3757,2020_06_DEN_NE,-10.0
596,3741,2020_06_DET_JAX,3.0
597,3753,2020_06_GB_TB,0.0
598,3751,2020_06_HOU_TEN,-3.0
599,3762,2020_06_KC_BUF,3.5
